Gene = SPATA31D3
Position 232: 1.4194724842235916e-06
Position 537: 1.0104111889530817e-06
Position 49: 9.484984535565721e-07
Position 316: 8.757317505208084e-07
Position 684: 7.944777158878084e-07
Position 561: 6.407438063936947e-07
Position 496: 5.910829906192353e-07
Position 609: 4.4991190965740114e-07
Position 2113: 5.932176363296578e-08
Position 56: 5.473918228460648e-08
Position 196: 3.654825660237874e-08
Position 211: 2.7524224542836642e-08
Position 2142: 1.6738734935316627e-08
Position 2133: 1.6617511014271115e-08
Position 310: 1.0464210259265037e-08
Position 2129: 9.115000878336917e-09
Position 384: 9.059027626361823e-09
Position 102: 3.8918712425223564e-09
Position 370: 9.773217495842913e-10
Position 534: 6.891269519479458e-11
Position 493: 3.831864499104287e-12
Position 1873: 1.3088400446683287e-13
Position 1681: 1.2913763746993866e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1671: 0.6527126904278068
Position 2046: 0.5947181957564576
Position 1837: 0.5447029774799458
Position 15662: 0.30863710876069206
Position 20506: 0.26253584325269497
Position 423: 0.1785922706915122
Position 1027: 0.17486458654885975
Position 7602: 0.14987448945107448
Position 8270: 0.08871126835018081
Position 2070: 0.08015807679213865
Position 6370: 0.07053977616685125
Position 8250: 0.06334202465628444
Position 8511: 0.06326693662565269
Position 6828: 0.059331839141812025
Position 1605: 0.05633344954239602
Position 2231: 0.03951307458147784
Position 12099: 0.03856768284168741
Position 3567: 0.03852019743984159
Position 6714: 0.03287853652066077
Position 917: 0.03252709905912591
Position 3704: 0.0320526477114409
Position 9366: 0.028732589903660524
Position 1154: 0.027306181709010037
Position 16097: 0.025938724810407387
Position 9615: 0.021114538375627816
Position 6115: 0.017364744594282184
Position 8082: 0.015688425871015144
Position 5494: 0.01376947854956331
Position 7573: 0.01341266236512003
Position 1577: 0.012656043211068307
Position 2967: 0.01200581853247799
Position 6790: 0.011261137364135495
Position 6890: 0.010844240275293461
Position 3685: 0.010834008153573584
Position 5646: 0.010705854689861077
Position 5054: 0.01066301456422047
Position 9171: 0.010576753250233564
Position 470: 0.00879593277070409
Position 2005: 0.008679919416598087
Position 2470: 0.007694416724756358
Position 5532: 0.007032946978979995
Position 1593: 0.00632971691096355
Position 4847: 0.0057268684738034
Position 1357: 0.00570660058945552
Position 848: 0.00543146193418962
Position 1131: 0.005397606660926468
Position 2123: 0.005166895938694798
Position 748: 0.004824410538768262
Position 840: 0.004717071872587555
Position 823: 0.004689682884765198
Position 6120: 0.004306837658855132
Position 3543: 0.004124266852903426
Position 1033: 0.00375208736236652
Position 1242: 0.003642733834225843
Position 12223: 0.003465909013873141
Position 3634: 0.0033393902077569508
Position 2735: 0.0031140782334175042
Position 5279: 0.0028449968182420408
Position 2276: 0.0025459490918025296
Position 4238: 0.0023092570569678396
Position 2807: 0.002278686864425855
Position 976: 0.0021499689894386585
Position 2148: 0.0018016115170924555
Position 114: 0.0017094194153825092
Position 3726: 0.0016693409502977256
Position 3858: 0.0016425825979608497
Position 3414: 0.0015666079494299316
Position 1850: 0.0013624462014132073
Position 3279: 0.0012973908698829964
Position 349: 0.0011884751097186103
Position 5964: 0.000946248890712594
Position 1162: 0.0009419772967615371
Position 2915: 0.0008613215403786247
Position 769: 0.0008543973037692639
Position 3783: 0.0008158788970296678
Position 6096: 0.0008042631998673222
Position 6403: 0.0008035213054532407
Position 4612: 0.0007096961513698434
Position 358: 0.0007005081351383023
Position 826: 0.0006747726553727876
Position 8735: 0.000644576931576457
Position 376: 0.0006111309983720119
Position 1275: 0.0005574462787048245
Position 4533: 0.0005438059003598697
Position 4629: 0.0005412775415878847
Position 543: 0.0004948350737128753
Position 1222: 0.000469932261873046
Position 1329: 0.00046466927670238515
Position 897: 0.0004340325402248272
Position 2585: 0.00039829608616995325
Position 1384: 0.00038917134431227005
Position 1202: 0.00038915987753184697
Position 739: 0.0003882190470332959
Position 2777: 0.0003853963959488929
Position 7256: 0.0003745571059047804
Position 7435: 0.0003648865053026116
Position 2944: 0.0003517940382622691
Position 2596: 0.0003431072389392128
Position 809: 0.00033654273970477823
Position 1860: 0.0003353822157038712
Position 4376: 0.00032580101424148014
Position 919: 0.00032508038154804175
Position 2666: 0.0003223094277790538
Position 1732: 0.00031046340200059197
Position 4414: 0.0003086933771723871
Position 1169: 0.0002812392464495396
Position 2416: 0.0002773443457980191
Position 4999: 0.00027339185550365923
Position 1138: 0.0002505358279778879
Position 642: 0.00023507902678887005
Position 1688: 0.00022167981206221363
Position 1915: 0.00021919644287386435
Position 1195: 0.0001845416152391559
Position 5835: 0.0001759052259494795
Position 1910: 0.00017080626314699981
Position 2083: 0.00016977371440124548
Position 1104: 0.00016518967887683855
Position 2440: 0.00015291912635042907
Position 1353: 0.00014926098568830893
Position 4299: 0.0001460266656272698
Position 438: 0.00014436445264477443
Position 667: 0.0001401629424856374
Position 1607: 0.00012741926576508654
Position 4731: 0.0001226113471418708
Position 4810: 0.0001167852500739322
Position 577: 0.0001157997637839472
Position 432: 0.00011144401604439269
Position 2013: 0.00010684796428859692
Position 3380: 0.00010453340053483708
Position 1681: 9.988120661678602e-05
Position 2369: 9.816898567716341e-05
Position 1333: 9.663657825914295e-05
Position 695: 9.582522949246318e-05
Position 786: 8.956055182721339e-05
Position 1073: 8.896717898475637e-05
Position 968: 8.794829230240048e-05
Position 743: 8.233289065154237e-05
Position 5565: 7.059306105131024e-05
Position 1173: 7.046561681387177e-05
Position 363: 6.813379340970453e-05
Position 989: 6.378914303134997e-05
Position 477: 6.0045717956380123e-05
Position 1579: 5.92597450688716e-05
Position 1691: 5.7674231368234633e-05
Position 3162: 5.396304480859438e-05
Position 2710: 5.227079707051244e-05
Position 921: 5.171947470285916e-05
Position 1186: 4.898468093920819e-05
Position 1421: 4.681126938522513e-05
Position 613: 4.4851416930115644e-05
Position 3072: 4.4012796252361245e-05
Position 1321: 4.295360048145127e-05
Position 3475: 3.2457691511430004e-05
Position 1882: 3.068492202981964e-05
Position 2317: 3.0292974674386428e-05
Position 1038: 2.8350767158105682e-05
Position 1487: 2.530912500234688e-05
Position 1876: 2.4544649493472575e-05
Position 800: 2.027098920908892e-05
Position 1913: 1.971984874641165e-05
Position 1198: 1.963211431039354e-05
Position 3512: 1.4406874653792433e-05
Position 1460: 1.4364144002512627e-05
Position 993: 1.374431746379337e-05
Position 853: 1.3728541322537076e-05
Position 509: 1.2509064134707358e-05
Position 999: 1.213400547254475e-05
Position 978: 1.1624641170037976e-05
Position 128: 1.0231824939204272e-05
Position 850: 9.904684587732531e-06
Position 384: 9.735546713615515e-06
Position 271: 9.199020472679514e-06
Position 580: 7.526825245180379e-06
Position 1179: 6.115229823739661e-06
Position 526: 5.5035871191280406e-06
Position 1979: 5.224491418107235e-06
Position 183: 4.6717022941624064e-06
Position 609: 4.6365273814985e-06
Position 365: 3.822674366394501e-06
Position 395: 3.323969101184391e-06
Position 456: 3.1411768693803393e-06
Position 446: 2.9063956279727116e-06
Position 708: 2.4698349791771747e-06
Position 557: 1.957341603250064e-06
Position 503: 1.832015190007823e-06
Position 449: 1.779387426349457e-06
Position 585: 8.097933013936247e-07
Position 3452: 3.280275244147102e-07
Position 391: 3.1532718146868715e-07
Position 501: 2.3753922971519955e-07
Position 298: 1.9531911680113551e-07
Position 697: 1.1205375296508415e-07
Position 400: 5.872032149930606e-08
Position 276: 5.798416744474853e-08
Position 1044: 3.244074816730035e-08
Position 1047: 2.9538496866068688e-08
Position 1040: 2.313570930413178e-08
Position 124: 2.233620794994118e-08
Position 561: 6.109827146112421e-09
Position 559: 3.1699346210613765e-09
Position 302: 6.373295628666446e-10
Position 91: 5.097308947729482e-10
Position 135: 4.066818985331562e-10
Position 300: 3.367304680744708e-10
Position 69: 3.0975477626198465e-10
Position 82: 6.968678736148798e-11
Position 393: 4.937096652510504e-11
Position 74: 7.728342292607394e-15
