Gene = MEPCE
Position 1914: 0.00039050101416526837
Position 3586: 0.0003848476601038544
Position 3704: 0.0003504486146291951
Position 2219: 0.0003445098274098597
Position 4323: 0.0003357424732415756
Position 1054: 0.00033568200465165695
Position 2376: 0.0003035594486766328
Position 1429: 0.00029361827101886376
Position 2848: 0.00024186706881434446
Position 1420: 0.00023930709287384806
Position 2458: 0.00021980330820318148
Position 2941: 0.00021194168602430897
Position 3371: 0.00020692143418253123
Position 1249: 0.0002059069466276897
Position 1869: 0.0001786819453153166
Position 2929: 0.00017593119769584257
Position 4478: 0.00016106277949270312
Position 2822: 0.00012766301905901484
Position 2408: 0.00011672199854019471
Position 660: 0.00011615568036011098
Position 4114: 0.00010389609245376389
Position 1138: 0.00010055662518727159
Position 1408: 9.97506331006056e-05
Position 4238: 8.712567665613096e-05
Position 1023: 8.002310189589292e-05
Position 3670: 7.731710397079637e-05
Position 4264: 7.617611818135538e-05
Position 983: 7.553942524036542e-05
Position 2273: 6.810488243184653e-05
Position 4163: 6.729682981944058e-05
Position 4268: 5.772673345184522e-05
Position 2879: 5.720773397388502e-05
Position 451: 5.576893559596652e-05
Position 2529: 5.544226896768762e-05
Position 2852: 5.04549400717627e-05
Position 1487: 3.330810780666063e-05
Position 3943: 3.246595908296177e-05
Position 1106: 2.8850289366657124e-05
Position 1361: 2.3601076656290544e-05
Position 1438: 2.172276346175345e-05
Position 379: 2.026969554215106e-05
Position 1128: 1.4520253731707316e-05
Position 3674: 1.2871245467159304e-05
Position 4266: 1.2686873639484283e-05
Position 3646: 1.0087638529846815e-05
Position 2592: 9.792933534294744e-06
Position 2551: 8.952590818018148e-06
Position 4002: 8.212461264272175e-06
Position 1087: 8.134105946644538e-06
Position 3924: 8.106347322940872e-06
Position 1278: 6.92602952068621e-06
Position 1348: 6.232810965991633e-06
Position 1032: 6.16228447838423e-06
Position 3598: 5.29228943661854e-06
Position 4447: 5.128375103779142e-06
Position 1766: 4.180419090227932e-06
Position 1000: 3.763291015423546e-06
Position 3988: 3.747323721267534e-06
Position 3720: 2.9994525967762018e-06
Position 3993: 2.822139903875359e-06
Position 3591: 2.1956303231154334e-06
Position 1496: 1.9728509780929767e-06
Position 4130: 1.8005650437107848e-06
Position 3679: 1.5760933597303256e-06
Position 4382: 8.263888673724973e-07
Position 4337: 7.528926576661739e-07
Position 3547: 6.19237370134419e-07
Position 2390: 5.350319958538794e-07
Position 2124: 5.237634341533533e-07
Position 2063: 4.95807099369141e-07
Position 2127: 3.7934863798178816e-07
Position 2144: 3.2977692585102686e-07
Position 571: 3.01623825914764e-07
Position 630: 2.9105191769272855e-07
Position 1290: 2.0980657647007495e-07
Position 3530: 2.045470659661791e-07
Position 1677: 1.3344716687386161e-07
Position 620: 1.1644211153067544e-07
Position 891: 7.237972182808078e-08
Position 2155: 6.890435204860034e-08
Position 1545: 6.408755950639121e-08
Position 496: 6.245573068343117e-08
Position 798: 4.586169763015391e-08
Position 732: 3.297667350426896e-08
Position 498: 1.9662846627065713e-08
Position 1170: 1.854361692225417e-08
Position 1004: 1.6783109607306917e-08
Position 853: 1.4857472454479886e-08
Position 414: 1.1562566726780508e-08
Position 899: 2.7593016149067437e-09
Position 3781: 2.1817389175251733e-09
Position 996: 1.988122656776338e-09
Position 754: 7.074722071956441e-10
Position 411: 7.030105377057167e-10
Position 706: 6.685494131853486e-10
Position 4214: 5.66941676898599e-10
Position 396: 5.14140305874463e-10
