Gene = RP11-540D14.8
Position 3237: 3.8840296148744295e-05
Position 1407: 3.875904747015405e-05
Position 1544: 3.872034629685904e-05
Position 1532: 3.820390786958583e-05
Position 3667: 3.5669905360648566e-05
Position 18999: 3.556624153074952e-05
Position 3129: 3.4062806176806965e-05
Position 18063: 2.322234642050495e-05
Position 3380: 2.182512982841304e-05
Position 18168: 2.1309342661633154e-05
Position 733: 2.0525853661619486e-05
Position 2241: 1.949504223334064e-05
Position 3419: 1.6881854288157027e-05
Position 3685: 1.58306244162067e-05
Position 5273: 1.5789404269268768e-05
Position 3133: 1.4292358309462206e-05
Position 886: 1.4281555499125656e-05
Position 5342: 1.3945719007087799e-05
Position 16446: 1.3804010858354304e-05
Position 1839: 1.3768005142023618e-05
Position 2174: 1.2350362103034586e-05
Position 4367: 9.992360528349469e-06
Position 3397: 9.918094731768227e-06
Position 1262: 9.42635722203485e-06
Position 575: 9.338439163784746e-06
Position 1404: 7.972705016480215e-06
Position 13863: 5.461323954221024e-06
Position 3562: 5.131869446408301e-06
Position 13590: 4.718911295985915e-06
Position 14329: 3.957111912212159e-06
Position 2995: 2.792519829194837e-06
Position 414: 2.1727232891542405e-06
Position 10031: 2.1280706687939573e-06
Position 1110: 1.877695743074476e-06
Position 1104: 1.8304890152134129e-06
Position 397: 1.6518474346550103e-06
Position 443: 1.096978465456427e-06
Position 550: 9.712435347065069e-07
Position 400: 8.065850210757783e-07
Position 791: 7.965709309562192e-07
Position 12530: 6.167192876977997e-07
Position 13821: 5.34679175064919e-07
Position 12459: 5.239437036544999e-07
Position 436: 5.164649896714118e-07
Position 1180: 4.2918067360717825e-07
Position 1145: 3.9224291488741017e-07
Position 1156: 3.6192912731774437e-07
Position 14567: 3.5512830642724715e-07
Position 811: 3.391675877563132e-07
Position 9908: 2.7696252295093626e-07
Position 1203: 2.604586081055931e-07
Position 316: 2.0060655636952148e-07
Position 1423: 1.8991192420335853e-07
Position 577: 1.8245795633594762e-07
Position 1210: 1.531195476447665e-07
Position 524: 1.4816238184466444e-07
Position 10548: 1.404117200515667e-07
Position 8709: 1.3293409316165755e-07
Position 9946: 9.340836851391405e-08
Position 8580: 8.863834612655875e-08
Position 3894: 6.413098464454124e-08
Position 544: 6.050207717901423e-08
Position 8672: 5.105083475611343e-08
Position 149: 2.8633166598707606e-08
Position 803: 2.742060368602274e-08
Position 546: 1.715549071285818e-08
Position 407: 1.5381789405956783e-08
Position 837: 1.3295320640445701e-08
Position 1280: 8.10108414891132e-09
Position 1101: 7.230857862491584e-09
Position 163: 6.005821592849255e-09
Position 3830: 5.168505989221681e-09
Position 284: 5.116764570285474e-09
Position 335: 3.680596655251472e-09
Position 1594: 6.366666939001234e-10
Position 188: 3.225287517813152e-10
Position 342: 3.0231308980608594e-10
Position 349: 2.2627725009986706e-10
Position 328: 2.14913430872264e-10
Position 845: 1.86674007434776e-10
Position 179: 1.8129114447411241e-10
Position 554: 3.793115234358653e-11
Position 218: 3.350259008909283e-11
Position 192: 1.2015345300227664e-11
Position 223: 4.348101641114436e-12
Position 211: 1.503001119091897e-12
Position 817: 3.7928597228104894e-13
Position 839: 1.298524018782399e-13
