Gene = SLAMF8
Position 10197: 0.0004060980025681305
Position 2606: 0.00040229280189705446
Position 501: 0.00037655623781210964
Position 1439: 0.00025434294474290393
Position 1636: 0.0002371398062429765
Position 1227: 0.000221716223516159
Position 4495: 0.0002078704870632683
Position 5123: 0.00020147139757905488
Position 2359: 0.00011623393918418729
Position 2422: 9.779167561919542e-05
Position 605: 7.6682456670944e-05
Position 1626: 6.836571254550434e-05
Position 1976: 6.671959069998682e-05
Position 526: 6.476312345590188e-05
Position 1549: 5.669413236136651e-05
Position 671: 5.341148867908849e-05
Position 465: 4.873030599025048e-05
Position 1948: 4.719303159679458e-05
Position 873: 4.335860027989908e-05
Position 2039: 3.640376025520663e-05
Position 637: 3.2087580748779815e-05
Position 882: 3.126985017569964e-05
Position 1057: 2.8776921199824e-05
Position 1161: 2.6665157678957232e-05
Position 1463: 2.5149254424026632e-05
Position 846: 1.8922137772062323e-05
Position 1580: 1.8336758557408885e-05
Position 678: 1.768241436420959e-05
Position 152: 1.6136006770526667e-05
Position 406: 1.280945812027631e-05
Position 1799: 1.2749553932302941e-05
Position 193: 1.254777098977937e-05
Position 481: 8.624363710225563e-06
Position 418: 7.466269506061909e-06
Position 469: 7.1023310698125745e-06
Position 1252: 6.6192502270638225e-06
Position 391: 6.154931948612883e-06
Position 1347: 6.144415939325088e-06
Position 561: 5.95012206048469e-06
Position 125: 5.9466271988215454e-06
Position 550: 5.801425847146328e-06
Position 1144: 4.451293436879072e-06
Position 1320: 3.6236265449923877e-06
Position 1179: 3.573170768775967e-06
Position 820: 3.3634136665432815e-06
Position 731: 2.979228706045266e-06
Position 586: 2.8681629350742215e-06
Position 494: 2.6829051529644015e-06
Position 1019: 2.3926763119592086e-06
Position 3436: 1.6679869589437326e-06
Position 734: 1.4922253565443283e-06
Position 1211: 1.287513882900022e-06
Position 623: 1.205437956044052e-06
Position 3438: 1.1894034584130364e-06
Position 1483: 2.846295199015666e-07
Position 78: 2.3137675372520753e-07
Position 171: 2.1886235897568192e-07
Position 374: 1.93446520591472e-07
Position 258: 1.52232986572308e-07
Position 23: 4.208221563277719e-08
Position 166: 2.8623622532228908e-08
Position 116: 1.8412051001148722e-08
Position 16: 1.3186260963862617e-08
Position 213: 2.6113434563111614e-10
Position 450: 7.0961884760520326e-12
Position 763: 4.981923503647874e-13
Position 741: 4.567720232241977e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 9919: 0.9104695534514684
Position 6511: 0.7504313357904561
Position 7359: 0.46987874739749935
Position 6125: 0.4088024633487809
Position 1460: 0.2962219760199836
Position 3133: 0.28988933039243775
Position 10334: 0.26262143133326005
Position 3244: 0.19838433986938733
Position 2672: 0.18964181316869652
Position 3115: 0.13716019103697943
Position 6231: 0.09984335955425049
Position 9755: 0.07982998817649518
Position 3247: 0.06375595846846925
Position 6302: 0.06175944119403311
Position 445: 0.060788363567146134
Position 3271: 0.04395072101875566
Position 7580: 0.035725807039265325
Position 3187: 0.03357795353931482
Position 6759: 0.031889520779762356
Position 2725: 0.030774529618094203
Position 6847: 0.02008209470144714
Position 6517: 0.01962777546980443
Position 10113: 0.018899676634729926
Position 6381: 0.01818420029643761
Position 7577: 0.018099156712501084
Position 3318: 0.016251554072304865
Position 8433: 0.015652919154263957
Position 3313: 0.013873063536440848
Position 6167: 0.013216414600438556
Position 1656: 0.012179726242005352
Position 7037: 0.011209251040565813
Position 6131: 0.01112727992918975
Position 3208: 0.01058923428848653
Position 5808: 0.009726618332375314
Position 9299: 0.009716464168466386
Position 9258: 0.00950568697658207
Position 9879: 0.009431987566673152
Position 3368: 0.009261821885305875
Position 7421: 0.009012829358646762
Position 2879: 0.008744423082404335
Position 2539: 0.007899490600347382
Position 3282: 0.007714778102709707
Position 6291: 0.007119831549451587
Position 6246: 0.007118799831752926
Position 9619: 0.007068510586679
Position 3043: 0.006570785830434916
Position 10180: 0.006421836762091026
Position 2845: 0.005980453094538239
Position 9654: 0.0057234749544617415
Position 8289: 0.005714439087410778
Position 2768: 0.005619952685200589
Position 2281: 0.0055027494788878785
Position 1614: 0.005454704834304126
Position 2628: 0.005447740979195324
Position 1624: 0.004968741713265685
Position 10151: 0.004625582042344998
Position 6335: 0.004262800682410102
Position 450: 0.004207270873280279
Position 1444: 0.0034481208212097164
Position 10126: 0.0033250580670299004
Position 6905: 0.0031352535946228078
Position 10347: 0.0029772954016067765
Position 6702: 0.002818700576171841
Position 9097: 0.0027913258648474544
Position 6991: 0.0027312789925161467
Position 2980: 0.0026871684418206124
Position 1105: 0.0023501773006449084
Position 1519: 0.002046762299994575
Position 2438: 0.0020412291631316045
Position 2924: 0.0018613532094208772
Position 1651: 0.0018214534817396135
Position 1706: 0.0017787652557431069
Position 2604: 0.0017276251914949683
Position 5941: 0.0016182971952949212
Position 6199: 0.0016042025732385644
Position 4211: 0.001596693890413719
Position 447: 0.0015273387385253258
Position 1294: 0.001476656122416055
Position 1525: 0.0014674282780027799
Position 7149: 0.0012927916327912588
Position 429: 0.0012511311057669776
Position 2381: 0.0012305198476484452
Position 348: 0.0010808506905984473
Position 7396: 0.0009848694705501845
Position 7929: 0.0009416512925113492
Position 1337: 0.000922067188334466
Position 1695: 0.0009145880754327299
Position 1420: 0.0008646143028680044
Position 3249: 0.0008556925402007641
Position 7336: 0.0007786081356826965
Position 1361: 0.0007683939518460553
Position 1265: 0.0007568613612435049
Position 6619: 0.0007293044971393577
Position 2683: 0.0007045142135934918
Position 6782: 0.0006972926396928952
Position 3046: 0.000678456227502818
Position 10462: 0.000660997730557696
Position 4171: 0.0006250874419172695
Position 1268: 0.0006041256679950785
Position 422: 0.0005942302763023051
Position 8327: 0.0005574696758526595
Position 10396: 0.0005176789643968836
Position 3429: 0.0005049595500647051
Position 4034: 0.0004972678235466355
Position 7378: 0.000480562503926325
Position 9200: 0.0004292009774516172
Position 1566: 0.0004158828115208248
Position 4082: 0.0003794336936860302
Position 4428: 0.00036718218924338883
Position 2569: 0.0003604916357037852
Position 267: 0.0003175235324162267
Position 6961: 0.0003068270083711462
Position 1635: 0.00030675153391946974
Position 255: 0.0002932759918592073
Position 10483: 0.00027915191089744547
Position 4311: 0.00023402419173732696
Position 5022: 0.00022213300603106417
Position 6965: 0.00022026759094024155
Position 5987: 0.0002121016538828858
Position 3420: 0.00021071646381772008
Position 6938: 0.0001887571160313237
Position 465: 0.00017354821836793375
Position 1505: 0.0001650474891673808
Position 188: 0.00015845687918792026
Position 8464: 0.0001462723963620347
Position 1320: 0.00014559371977999745
Position 917: 0.00013814265340693317
Position 1129: 0.00013792450535799857
Position 1381: 0.0001245307821910288
Position 828: 0.00012160546411708902
Position 1024: 0.00010522762042001946
Position 7084: 0.00010395992784268604
Position 2211: 0.00010376382745306237
Position 8498: 0.00010234655928919239
Position 1664: 9.494042832894213e-05
Position 1852: 8.201421241052167e-05
Position 494: 7.764091391520036e-05
Position 1347: 7.405733740524945e-05
Position 4577: 6.821933908064019e-05
Position 4780: 6.414976638026922e-05
Position 352: 6.122002341318585e-05
Position 718: 5.803106386510708e-05
Position 2520: 4.682860114865206e-05
Position 964: 4.6170819975554456e-05
Position 1824: 4.1982934182358415e-05
Position 7684: 4.1904898900826425e-05
Position 1666: 3.521811368391481e-05
Position 6709: 3.440836925578309e-05
Position 831: 3.120396378893496e-05
Position 3572: 3.0512837765447216e-05
Position 8274: 2.885116984077228e-05
Position 4044: 2.6048271076900454e-05
Position 390: 2.5089652990060352e-05
Position 919: 2.4125052854554396e-05
Position 8016: 2.3314783934225627e-05
Position 7811: 2.32112831384998e-05
Position 1471: 2.264007791321602e-05
Position 1481: 1.969306527061936e-05
Position 1837: 1.948082497951994e-05
Position 295: 1.725860655027124e-05
Position 2642: 1.6999436677246173e-05
Position 650: 1.6424619278801027e-05
Position 2416: 1.5190387098864145e-05
Position 4650: 1.3458949091594089e-05
Position 5160: 1.3116958637965262e-05
Position 887: 1.2884176446941699e-05
Position 387: 1.2403977677847803e-05
Position 7446: 1.1963019211001829e-05
Position 3766: 8.821081807009323e-06
Position 807: 8.703479873218688e-06
Position 1765: 8.700765671493184e-06
Position 1924: 6.7808466960915265e-06
Position 1202: 6.376750978722205e-06
Position 397: 5.442810166781957e-06
Position 242: 5.439173555817707e-06
Position 372: 5.361696316350626e-06
Position 1111: 5.109230120096268e-06
Position 995: 4.687554301535766e-06
Position 1771: 4.596640785784838e-06
Position 1534: 3.874375764801531e-06
Position 193: 3.7060002508572554e-06
Position 978: 3.290147237625593e-06
Position 1185: 3.2753103743904885e-06
Position 1154: 2.733858916049841e-06
Position 312: 2.4187071814208643e-06
Position 1660: 2.273574184948283e-06
Position 1270: 2.249593141295164e-06
Position 1496: 2.1892389735792074e-06
Position 1050: 1.7147558398927756e-06
Position 1274: 1.638605752070699e-06
Position 356: 1.394272689438029e-06
Position 9337: 1.1923151578179808e-06
Position 230: 1.15361736129203e-06
Position 488: 1.0535119650543669e-06
Position 927: 1.0274323758691394e-06
Position 298: 8.761559484779777e-07
Position 222: 8.214259037940036e-07
Position 619: 7.666663197627418e-07
Position 524: 6.877566018285589e-07
Position 980: 6.50173668125316e-07
Position 383: 5.011126999432295e-07
Position 2985: 3.0586081900677496e-07
Position 490: 2.9142781764216186e-07
Position 2938: 2.8458056354403873e-07
Position 661: 2.6127566885465654e-07
Position 224: 2.605713554619856e-07
Position 1226: 2.601044813391943e-07
Position 403: 2.1134943147901142e-07
Position 988: 1.7902270815411828e-07
Position 892: 1.7868273117003905e-07
Position 461: 1.2806965405346165e-07
Position 288: 1.1268938447399695e-07
Position 603: 8.369061130835567e-08
Position 317: 6.114117727470225e-08
Position 322: 5.720847925681567e-08
Position 1214: 5.3512841922522055e-08
Position 1630: 4.753766718140135e-08
Position 1969: 1.9539748770477647e-08
Position 171: 4.1306791580634585e-09
Position 201: 4.067980237115798e-09
Position 205: 2.028940307039373e-09
Position 142: 1.0873692672281759e-09
Position 209: 7.278746523670218e-10
Position 600: 4.0813894569918026e-10
Position 548: 1.9517801674555982e-10
Position 364: 9.154100767941063e-11
Position 99: 7.460138613941924e-11
Position 148: 6.051439396936382e-11
Position 144: 3.889180821531069e-11
Position 121: 1.3757237662404045e-11
Position 125: 1.1065880663788917e-11
Position 303: 8.715696852297138e-12
Position 871: 3.8769403071233596e-12
Position 159: 2.4516292200513055e-13
Position 537: 5.301962835590334e-14
Position 328: 9.978770426768164e-15
Position 530: 9.525331120397656e-15
Position 550: 2.2507440175697906e-15
Position 505: 2.4142235407405095e-16
Position 366: 1.4259117493800833e-16
