Gene = Eif3c
Position 18739: 0.9701583731797958
Position 19063: 0.9610678326927615
Position 9510: 0.9561650969295318
Position 3113: 0.9422524422381133
Position 19330: 0.9311617812093883
Position 7655: 0.9179964895193661
Position 9144: 0.9058146007465515
Position 3300: 0.8604849936689329
Position 9903: 0.8550863775469212
Position 8913: 0.7615936324326992
Position 1805: 0.7599939345799793
Position 8585: 0.7038665204022824
Position 14072: 0.5837725959696093
Position 1473: 0.4796326484255321
Position 191: 0.4596818354054014
Position 5550: 0.27728420711076807
Position 17227: 0.2757704407109835
Position 17189: 0.23200611149562078
Position 1387: 0.21707636918535297
Position 2446: 0.12047759204094165
Position 8595: 0.1176958152762181
Position 3254: 0.10762529398351124
Position 8622: 0.10307273933326042
Position 14124: 0.08592652647352063
Position 8832: 0.08123993566351219
Position 15159: 0.08038594896919574
Position 7672: 0.06699339313192315
Position 3081: 0.04649716329490647
Position 19581: 0.03753761706683241
Position 8854: 0.036496166267412034
Position 3930: 0.03333698640313659
Position 5803: 0.02965466613279656
Position 2232: 0.028878048073491532
Position 3966: 0.022849880540746166
Position 9959: 0.022410577198249796
Position 7932: 0.021107303667035664
Position 8917: 0.019980132005436895
Position 8919: 0.01967118763872873
Position 19530: 0.01879965153092571
Position 8569: 0.018679497676514525
Position 3309: 0.017461643009301732
Position 9984: 0.016093148976773747
Position 9352: 0.014975048233294742
Position 19126: 0.014289325479383197
Position 5529: 0.013670665553912255
Position 19078: 0.012826794292182331
Position 18784: 0.012223661082952142
Position 7696: 0.012016149960108647
Position 5712: 0.011877603140930854
Position 8814: 0.011585833940957486
Position 3267: 0.011189583062950516
Position 7960: 0.010822576696059285
Position 8795: 0.009650952098064535
Position 3969: 0.008514663705905923
Position 1812: 0.006697186371247911
Position 9792: 0.006567181335518888
Position 1483: 0.004101028603779919
Position 7875: 0.0037900296108048723
Position 18895: 0.003391047740164024
Position 4124: 0.0028367344833500705
Position 19141: 0.0025387956493460543
Position 7729: 0.0025136942339548662
Position 1506: 0.002322383338600776
Position 18948: 0.0021203240891214396
Position 3090: 0.0020432593013875048
Position 18905: 0.0018427431014198805
Position 9764: 0.0016996362178905854
Position 19087: 0.0016298321005244266
Position 9690: 0.0014236175269268544
Position 19286: 0.0011212022906404086
Position 7834: 0.00104513638036568
Position 3501: 0.0008138282532405082
Position 1309: 0.000800236389278155
Position 1514: 0.0007261281376545784
Position 3320: 0.0006824577666291387
Position 3132: 0.0005825576268760464
Position 2988: 0.0005335647513654299
Position 9489: 0.0005273994887190527
Position 3125: 0.0004973741333201266
Position 2993: 0.0003390313019064428
Position 150: 0.0002633293075507655
Position 2972: 0.00025918449442128536
Position 9405: 0.00025659446670358416
Position 3037: 0.0002528079565568001
Position 1854: 0.00023929725125343117
Position 4131: 0.00022499826658354822
Position 9367: 0.00016872129178773196
Position 221: 0.00013396081830642376
Position 205: 0.00010813444530954132
Position 2903: 6.855116552903967e-05
Position 3646: 5.150223088405174e-05
Position 3790: 2.283254612925792e-05
Position 3683: 1.1884072330413579e-05
Position 3678: 6.968676681725507e-06
Position 2090: 3.73584023363507e-08
