Gene = Zpr1
Position 3244: 3.0634996283421916e-05
Position 293: 2.7383976928451894e-05
Position 3191: 1.5978073339216033e-05
Position 334: 1.1182080196037984e-05
Position 178: 7.406814285815407e-06
Position 1668: 7.14242486294307e-06
Position 1686: 4.116923535430765e-06
Position 1104: 2.8270698212595386e-06
Position 225: 2.6560060610680302e-06
Position 1449: 9.525641856349723e-07
Position 4: 6.075225227941332e-07
Position 366: 3.6563283387148984e-08
Position 2391: 2.3672585623024298e-08
Position 357: 1.579381317398715e-08
Position 204: 1.0199270704658088e-08
Position 364: 2.5922118478211197e-14
Position 380: 4.698349050926123e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2666: 0.9698253812108039
Position 2299: 0.9667820025585567
Position 413: 0.9629627851209949
Position 7973: 0.948678195242586
Position 991: 0.9450065785524001
Position 3135: 0.7709056832629558
Position 5239: 0.7030287820831519
Position 4581: 0.6658677099958997
Position 6604: 0.6571633824883911
Position 3727: 0.6483158951561412
Position 6807: 0.4840108456016205
Position 3347: 0.43593400872449894
Position 4352: 0.3952516760813252
Position 6787: 0.35191914021237136
Position 6553: 0.26078074816219066
Position 1294: 0.24119878099339565
Position 5131: 0.2173315804252725
Position 1592: 0.20286025752950398
Position 6851: 0.12679421882789396
Position 1610: 0.12043927256343621
Position 3425: 0.0800931792584976
Position 3700: 0.06880847282169807
Position 5087: 0.05983854742683256
Position 7333: 0.056941477138453836
Position 1338: 0.05248068996550269
Position 1386: 0.04076898602585652
Position 966: 0.03719321131932198
Position 3428: 0.03306471867802814
Position 6472: 0.029461438172007106
Position 3038: 0.02769019060138714
Position 1645: 0.026198705494233948
Position 4467: 0.024408173665694706
Position 440: 0.02395865219955433
Position 3697: 0.02352208455506189
Position 3070: 0.021641110918736703
Position 6793: 0.0206565853323882
Position 6582: 0.0203791218153871
Position 2058: 0.017855085326228745
Position 1761: 0.017772562544818675
Position 8911: 0.017186206025498644
Position 3908: 0.013577791541560306
Position 3139: 0.013035840347274393
Position 8377: 0.011335288935466318
Position 2720: 0.009197704253987693
Position 454: 0.0085120563370866
Position 945: 0.007770070443901115
Position 4639: 0.006473860909371028
Position 2692: 0.006295680558116627
Position 1473: 0.005715330266956478
Position 1156: 0.005549007446421854
Position 3088: 0.004928321038359431
Position 3067: 0.00481545963924386
Position 8869: 0.004569595258033783
Position 6354: 0.003787479053265674
Position 2303: 0.0032501119611435605
Position 970: 0.003203536131675366
Position 1478: 0.003055473287100801
Position 5308: 0.0030168102039690387
Position 1309: 0.0026919067159555487
Position 1620: 0.0026651768970366234
Position 2278: 0.0025931939182654877
Position 1439: 0.0022878902818001838
Position 884: 0.0021831038507108087
Position 8309: 0.0016818697444327974
Position 8760: 0.0016794169624130518
Position 1343: 0.0016401524239877813
Position 2765: 0.0015027885634670017
Position 7668: 0.0013801751687177919
Position 7845: 0.0013352008907955516
Position 2197: 0.0013277928688096284
Position 2181: 0.0012783353771905126
Position 699: 0.001210325527449863
Position 7992: 0.0012029511957434107
Position 2130: 0.0010733102685399343
Position 828: 0.0009282859760906038
Position 2529: 0.0007002240113121081
Position 1793: 0.0006842937775069517
Position 7034: 0.000623372232140208
Position 4818: 0.000606157949222043
Position 456: 0.0005335945131361549
Position 859: 0.0005281468303495755
Position 239: 0.0004947277043609763
Position 2700: 0.00043719335540011185
Position 653: 0.00034584157976527376
Position 2149: 0.0002947243414232136
Position 1002: 0.000250764911700571
Position 832: 0.00023803902074312307
Position 522: 0.00022323581114578933
Position 3017: 0.0001672204219825034
Position 862: 0.00015537270547217726
Position 211: 0.00011237986964345634
Position 1035: 0.00011070843812760231
Position 3448: 6.609547649006538e-05
Position 683: 5.929803345852288e-05
Position 8153: 4.491498773448791e-05
Position 7125: 3.3867208718199766e-05
Position 1205: 2.6845825712377184e-05
Position 7133: 2.619200963463451e-05
Position 6985: 1.7908541912010727e-05
Position 1166: 1.6183771404553127e-05
Position 156: 6.313195404029922e-06
Position 143: 6.28895617698179e-06
Position 246: 3.242452004064534e-06
Position 252: 1.5770544359448615e-06
Position 7897: 3.7881437690060623e-07
Position 106: 2.0009103858073476e-07
Position 261: 1.5215268718806837e-07
Position 526: 1.4242573241900998e-07
Position 738: 6.243227581081744e-08
Position 276: 5.047163019911479e-08
Position 676: 4.364825950662986e-08
Position 99: 2.5505572201754205e-08
Position 515: 2.419524053918581e-08
Position 509: 1.672088940596493e-08
Position 255: 1.2574864374925155e-08
Position 118: 1.1756037576196685e-08
Position 533: 9.610745437532467e-09
Position 380: 8.547650531670725e-09
Position 270: 5.042025349183611e-09
Position 374: 4.817698873176733e-09
Position 568: 3.257958220207218e-09
Position 565: 2.9697722601960545e-09
Position 539: 7.283951999322177e-10
