Gene = Cytl1
Position 965: 5.0139013180165155e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3692: 0.783973126601865
Position 2062: 0.7774727336208515
Position 1842: 0.35910250014950895
Position 3949: 0.138169396075067
Position 2039: 0.11722246955148366
Position 2110: 0.09647612401396831
Position 497: 0.07578408007075031
Position 1654: 0.06710507899665273
Position 4132: 0.05478703441973696
Position 3711: 0.046473355441748236
Position 3325: 0.043956453665709536
Position 4195: 0.028117273900238014
Position 1095: 0.024982903618999696
Position 2330: 0.024763140631363145
Position 3402: 0.024522386589462028
Position 3068: 0.018564655411822006
Position 463: 0.01670482579979947
Position 4266: 0.01659808260045843
Position 522: 0.014673025408310957
Position 1126: 0.01402475272284449
Position 562: 0.01369887631837222
Position 1782: 0.01277250632280883
Position 649: 0.011267619345912054
Position 1732: 0.008546970926531899
Position 3899: 0.008093804375368068
Position 446: 0.006958853367821917
Position 2083: 0.006835872077305387
Position 3586: 0.00654643046404447
Position 1578: 0.005542392156445313
Position 3565: 0.0051027013337186225
Position 3644: 0.004175768745644622
Position 3300: 0.0037782911299244454
Position 3365: 0.0036674569253923274
Position 3480: 0.003448019924199379
Position 3132: 0.003019732580383941
Position 3183: 0.002047949107293668
Position 2277: 0.00199579541923418
Position 2366: 0.001961423141990266
Position 2591: 0.0019514753578428136
Position 1053: 0.0019024466432400367
Position 4239: 0.0018455438278618904
Position 2721: 0.0017448825584267047
Position 3506: 0.0016989918511692759
Position 3721: 0.001513343960440918
Position 4227: 0.0014810073674162536
Position 832: 0.0014753649343354585
Position 2545: 0.0014404236939457517
Position 1697: 0.0013987460198448972
Position 1268: 0.0013384355871296754
Position 920: 0.0012615424556793626
Position 902: 0.0012254513638417428
Position 3762: 0.001124524435601504
Position 296: 0.001084269137351122
Position 575: 0.0010241289437310553
Position 1664: 0.0009874332191562344
Position 1159: 0.0009611229920488554
Position 652: 0.0009207450343079659
Position 2611: 0.0008377265796893289
Position 4168: 0.0008155611366429684
Position 3994: 0.000810934391927626
Position 3427: 0.0007975864434060675
Position 3868: 0.0007201326306040774
Position 3370: 0.0006778924207926907
Position 3672: 0.0006593850075470171
Position 2487: 0.0006362630908971296
Position 3255: 0.0006022287479615019
Position 796: 0.0005987431804655606
Position 3362: 0.0005960945879261194
Position 694: 0.000577705941540064
Position 609: 0.0005304479437959813
Position 568: 0.0005069814841460836
Position 3418: 0.0004503975837518986
Position 2291: 0.0004456516578520776
Position 1130: 0.0003606396567609069
Position 3914: 0.00034206061405554246
Position 3100: 0.00033347749011826796
Position 728: 0.00033190317953260226
Position 1467: 0.0003305913969906372
Position 433: 0.00031118243103540216
Position 3015: 0.00030110006340490654
Position 3856: 0.00029560584021025207
Position 1789: 0.00028667250092574486
Position 3996: 0.0002751497327478043
Position 2378: 0.0002735167903140826
Position 2298: 0.00024745721116495474
Position 1712: 0.00023953360045431233
Position 550: 0.0002353705805397958
Position 3141: 0.00023051331663567144
Position 1531: 0.00022102872375868256
Position 1177: 0.00020614848821745306
Position 583: 0.00020165959155265362
Position 543: 0.00018681200997314594
Position 345: 0.0001848695128319861
Position 3732: 0.00018038901954998813
Position 3262: 0.0001772482597250753
Position 880: 0.00017521269352015933
Position 3090: 0.00014320247230050422
Position 3383: 0.0001296420891814192
Position 3020: 0.00012860510238919319
Position 2187: 0.00011962460466890877
Position 3974: 0.00011820349478368221
Position 465: 0.00011547711488990718
Position 2555: 0.00011522186589905945
Position 2593: 0.00011436931673752308
Position 3770: 0.00011315563523553424
Position 2090: 0.00011044968580948655
Position 411: 0.00010941195727946587
Position 1692: 0.00010105895338978667
Position 1546: 0.00010011096787199616
Position 384: 9.569724612728872e-05
Position 1750: 9.142374047356512e-05
Position 3567: 9.028489249301208e-05
Position 535: 9.025644283298049e-05
Position 890: 8.498831531907962e-05
Position 4034: 8.470085823034736e-05
Position 3729: 8.308958162127309e-05
Position 1801: 7.586956919016015e-05
Position 676: 7.439855369781861e-05
Position 904: 7.30660537162032e-05
Position 1989: 7.170501017524753e-05
Position 762: 7.044822396417482e-05
Position 2119: 6.973060444808381e-05
Position 1694: 6.486169706243269e-05
Position 635: 6.069810525892573e-05
Position 507: 5.9882840287737104e-05
Position 3880: 5.910485842245391e-05
Position 1739: 5.6103059086911994e-05
Position 934: 4.7171525875704954e-05
Position 2295: 4.4021770453291054e-05
Position 1031: 4.27954421686384e-05
Position 2651: 4.2324722106872625e-05
Position 2565: 3.7684057127010994e-05
Position 623: 3.61539815534284e-05
Position 3218: 3.5511608741511374e-05
Position 823: 3.218951516357052e-05
Position 1165: 3.150823211278058e-05
Position 3150: 2.3383644551070824e-05
Position 1062: 2.2969499191194985e-05
Position 351: 2.1098400994837528e-05
Position 3267: 1.9885416451265525e-05
Position 616: 1.930988606261348e-05
Position 3171: 1.869526096866196e-05
Position 1193: 1.8067433161079442e-05
Position 2143: 1.6756739944340473e-05
Position 951: 1.4947222350213355e-05
Position 1424: 1.4773707940565813e-05
Position 866: 1.4259539273696962e-05
Position 2088: 1.2846928798491292e-05
Position 929: 1.2772699750701826e-05
Position 298: 1.1358296222238559e-05
Position 358: 1.1239280176092466e-05
Position 95: 1.0497419508391016e-05
Position 619: 1.0468737958808055e-05
Position 1071: 7.670013221305799e-06
Position 2489: 7.613892295219712e-06
Position 2260: 6.552131446762074e-06
Position 2305: 6.02247144765671e-06
Position 100: 4.97945838581232e-06
Position 2492: 3.989378941626614e-06
Position 336: 2.546442568779145e-06
Position 851: 2.3143624195833397e-06
Position 843: 2.049009855322863e-06
Position 614: 1.833527375901044e-06
Position 1201: 1.6414284142311922e-06
Position 303: 1.2316049032409757e-06
Position 141: 9.665798437144425e-07
Position 2342: 5.07670352851154e-07
Position 2148: 4.5105459756385925e-07
Position 3027: 3.4059209171936186e-07
Position 2006: 3.3453968524073994e-07
Position 1956: 3.045274062823145e-07
Position 837: 3.0022430486528393e-07
Position 2516: 1.9323052400283718e-07
Position 2510: 1.8312254713796435e-07
Position 80: 1.0483293886641732e-07
Position 148: 1.0125493342082172e-07
Position 588: 8.991537919901678e-08
Position 158: 8.575124692990499e-09
Position 311: 7.577623226353662e-09
Position 166: 6.257507224665679e-09
Position 313: 1.5443476793449602e-09
Position 175: 9.864500075574367e-10
Position 1253: 7.372162493538671e-10
Position 1856: 6.799917472026273e-10
Position 1273: 4.809850919036107e-10
Position 306: 3.0252035250226717e-10
Position 263: 1.9984267663389133e-10
Position 223: 1.142164556500068e-10
Position 259: 6.935175010187272e-11
Position 227: 6.094737767352468e-11
Position 255: 4.289708780943657e-11
Position 182: 2.0926656573225716e-11
Position 168: 1.584201540183899e-11
Position 184: 6.249515292415551e-13
Position 231: 6.089854616790958e-13
Position 235: 4.371648432567476e-14
Position 251: 3.8425600324547603e-14
Position 247: 2.671574638089319e-14
Position 243: 2.0184322599379523e-14
Position 239: 1.0999897725034835e-14
Position 195: 1.0568106118002654e-14
Position 190: 5.417188663178501e-15
