Gene = Rps3a1
Position 530: 3.348575733275967e-05
Position 436: 3.2117964940047303e-05
Position 4666: 3.0650495924458725e-05
Position 1197: 2.9811484531985765e-05
Position 606: 2.9195203927973277e-05
Position 575: 2.8206313175027277e-05
Position 532: 2.6950779488806246e-05
Position 99: 2.4898817448121672e-05
Position 590: 2.4867284179968834e-05
Position 643: 2.486416284727123e-05
Position 650: 2.3576880647244912e-05
Position 4433: 1.8838777533001252e-05
Position 491: 1.7543054875063e-05
Position 1177: 1.6921300116284332e-05
Position 47: 1.5418365716606826e-05
Position 84: 1.4689338889657193e-05
Position 522: 1.3657000049164157e-05
Position 1149: 1.3395828485039277e-05
Position 4320: 1.3266009952780541e-05
Position 1538: 1.32234865567256e-05
Position 7: 1.297966517410575e-05
Position 1173: 1.2962562034227886e-05
Position 545: 1.2907985315334777e-05
Position 4273: 1.2311594520656e-05
Position 335: 1.2298046518296071e-05
Position 448: 1.213376843032636e-05
Position 1497: 1.1575829704224435e-05
Position 1449: 9.84487813621803e-06
Position 4236: 9.60493980291129e-06
Position 1344: 9.148359525728666e-06
Position 411: 8.87509788307166e-06
Position 983: 8.356065578738436e-06
Position 952: 7.85749775276792e-06
Position 853: 7.775378794866682e-06
Position 503: 7.581470626409602e-06
Position 383: 5.771526013744984e-06
Position 641: 5.283454464576471e-06
Position 661: 5.001104724375964e-06
Position 293: 4.542042287884335e-06
Position 2338: 4.495508066109844e-06
Position 1774: 4.1931739158032586e-06
Position 3045: 3.825674899476706e-06
Position 2589: 3.567390654041038e-06
Position 401: 3.556940453220443e-06
Position 2231: 2.9004286788737207e-06
Position 420: 2.7793894939286907e-06
Position 935: 2.5391002100286357e-06
Position 1499: 2.416435635277555e-06
Position 902: 2.2658095353397025e-06
Position 1943: 2.165023752071522e-06
Position 268: 2.1245077181225203e-06
Position 1380: 1.991387543177675e-06
Position 2038: 1.6222622685736105e-06
Position 1314: 1.5684253498437567e-06
Position 851: 1.554105179782339e-06
Position 1613: 1.3868124441471364e-06
Position 1921: 1.1030078127230856e-06
Position 2019: 9.591626847766346e-07
Position 2032: 8.570388010693135e-07
Position 1489: 7.8616286185105e-07
Position 1483: 7.013859136628265e-07
Position 1439: 3.061864776699465e-07
Position 1171: 2.903275025559355e-07
Position 1111: 2.6498739550201734e-07
Position 1136: 2.3743836963254716e-07
Position 1240: 1.1711152965716029e-07
Position 1248: 1.0772210867555421e-07
Position 612: 1.0157234611532997e-07
Position 1679: 7.98253316969373e-08
Position 462: 5.139577481502989e-08
Position 1852: 5.103215988479673e-08
Position 2005: 4.948430296886047e-08
Position 2320: 1.677340137910721e-08
Position 5: 6.240152950218354e-09
Position 659: 2.455553071488446e-09
Position 1185: 8.039381611049616e-11
Position 1143: 1.094675307051828e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4591: 0.9452721889194465
Position 900: 0.890708699131793
Position 4109: 0.8735051396912266
Position 1275: 0.4178686802468318
Position 3453: 0.3932590779063405
Position 3531: 0.2516123972055858
Position 1334: 0.2510244004074289
Position 3546: 0.11308287124321635
Position 1298: 0.06766929458726387
Position 4568: 0.042877045967900596
Position 1314: 0.04193815443124679
Position 3570: 0.03914369826441431
Position 716: 0.034692355439905335
Position 3576: 0.031125955006795335
Position 1106: 0.02430469956406439
Position 923: 0.016435180116574147
Position 1040: 0.015633473475989174
Position 869: 0.014310899441733138
Position 4184: 0.013923854637259158
Position 4117: 0.011926281365881697
Position 1891: 0.010882670903409938
Position 4093: 0.009959187172264227
Position 1154: 0.009806890302853064
Position 1354: 0.009439202178218727
Position 3988: 0.008144578524862394
Position 2155: 0.007815469820539923
Position 3483: 0.007775638398060938
Position 3407: 0.00671775852908568
Position 1537: 0.006044603190931918
Position 3246: 0.006017440609017869
Position 491: 0.005515368658946946
Position 1149: 0.005438215239360414
Position 963: 0.004630394051008104
Position 1385: 0.004538743960948169
Position 733: 0.004537934340980058
Position 3920: 0.0038873505493532794
Position 4415: 0.003875683060946095
Position 919: 0.0038131838542839504
Position 1111: 0.003290499390724525
Position 3200: 0.003219425142220035
Position 3730: 0.0031434312840321237
Position 3400: 0.0027492392027096708
Position 1584: 0.0027421307649554997
Position 1255: 0.0023376626979789827
Position 1364: 0.0022606154667385264
Position 1318: 0.002239031410941284
Position 1852: 0.0022101779660844575
Position 3323: 0.0020732004222516736
Position 4386: 0.0018385230520362424
Position 3786: 0.00172113198700188
Position 3874: 0.0015493362548989907
Position 3700: 0.00154507375971081
Position 3551: 0.0014979490226500484
Position 408: 0.001392100182387306
Position 3436: 0.001374235585751982
Position 4031: 0.001313603888011751
Position 752: 0.0012771996417802645
Position 1742: 0.0011407525541364933
Position 3429: 0.0010179769016666702
Position 3294: 0.0009736072244295155
Position 2188: 0.0008551410346375659
Position 2416: 0.0008066976560622648
Position 1202: 0.0007293479654797339
Position 238: 0.0006608572532608594
Position 4121: 0.0006385515956658052
Position 3733: 0.0006080025285099304
Position 1924: 0.0006061541148028597
Position 1616: 0.0005905649351975747
Position 721: 0.0005429707297178663
Position 1855: 0.0004860227381585606
Position 411: 0.00048347670951990566
Position 618: 0.00046211378664785097
Position 1120: 0.00046125970749872367
Position 1182: 0.0004558246749224887
Position 775: 0.0004267509664893232
Position 2117: 0.00041787381544780474
Position 3306: 0.00039701688020458346
Position 1564: 0.000362531416683192
Position 4400: 0.0003366795095606903
Position 1604: 0.00031215509531482856
Position 3775: 0.00028743357445518006
Position 4540: 0.00028563751553373933
Position 3735: 0.00028255654848612235
Position 770: 0.0002822255432922486
Position 4628: 0.0002788321326201336
Position 4642: 0.0002761561094149883
Position 1703: 0.000262760136670716
Position 1541: 0.00025429059285729164
Position 1648: 0.00024885740379366095
Position 1806: 0.00022277401610279547
Position 2399: 0.000212653683155522
Position 3120: 0.00020275592028317605
Position 3365: 0.00019664193594024312
Position 583: 0.00017576088728256685
Position 1908: 0.00016723423959750733
Position 4545: 0.0001646774025534371
Position 941: 0.0001479315179703107
Position 1163: 0.00012620514245223501
Position 3342: 0.00011853894205649313
Position 580: 0.00011823144270634127
Position 3084: 0.00011698904589303845
Position 4599: 0.00011656976929565223
Position 3803: 0.00011311341051304592
Position 947: 0.00011108784433240566
Position 606: 0.00011057230972914348
Position 2479: 0.00010760759686732285
Position 672: 0.00010468623602805819
Position 1612: 9.365647090743018e-05
Position 3927: 8.592807510458131e-05
Position 669: 8.527532682866792e-05
Position 812: 7.30464891524094e-05
Position 1786: 6.982605141361727e-05
Position 1454: 6.447392532600987e-05
Position 1376: 6.364682669631757e-05
Position 634: 6.0696730972627245e-05
Position 1344: 5.950770300427166e-05
Position 1171: 5.54973334374965e-05
Position 4189: 5.4519849513551787e-05
Position 4053: 5.266622368965379e-05
Position 4648: 5.0089478376015817e-05
Position 1510: 4.046911576691361e-05
Position 2982: 3.915737542975666e-05
Position 3030: 3.52611110515404e-05
Position 4455: 3.48933559439278e-05
Position 650: 3.467821185988896e-05
Position 4621: 3.315880730801376e-05
Position 871: 2.929588813201236e-05
Position 561: 2.8370444332066635e-05
Position 1191: 2.5288708060994876e-05
Position 1938: 2.4726178401771678e-05
Position 2160: 2.4723820551694066e-05
Position 4731: 2.4139312262876808e-05
Position 4001: 2.36245850338699e-05
Position 639: 2.3199247760956363e-05
Position 4051: 2.2927292316658352e-05
Position 1623: 2.10329369856134e-05
Position 1212: 1.7941539913967057e-05
Position 2354: 1.6551939741745864e-05
Position 2877: 1.643433426635406e-05
Position 586: 1.6281115847061774e-05
Position 2483: 1.5617327281451163e-05
Position 4639: 1.540735258802276e-05
Position 880: 1.5247183322266065e-05
Position 4507: 1.2694941321103599e-05
Position 4696: 1.2191537982297896e-05
Position 4249: 1.142253173514111e-05
Position 1871: 1.0624490545820214e-05
Position 815: 9.056245370493298e-06
Position 4745: 8.047705547573232e-06
Position 4461: 7.563400266054447e-06
Position 4499: 7.259218405494676e-06
Position 4486: 7.234026383612543e-06
Position 458: 6.786940911873828e-06
Position 2672: 6.218639249679904e-06
Position 2539: 5.663889683591308e-06
Position 998: 5.379439679178363e-06
Position 241: 3.75445652192965e-06
Position 680: 3.537713349552451e-06
Position 787: 3.380491749903854e-06
Position 1136: 3.051524338229178e-06
Position 2710: 3.0514955744928895e-06
Position 822: 2.5326343647515468e-06
Position 828: 1.7111467522560623e-06
Position 983: 1.6930324879709873e-06
Position 2757: 1.6396595915308516e-06
Position 284: 1.4041186952553008e-06
Position 2561: 1.3998754696477807e-06
Position 627: 1.3422189642265853e-06
Position 1193: 1.2735346462734994e-06
Position 1230: 9.687701264703155e-07
Position 1005: 9.657628262965244e-07
Position 976: 9.206515008839088e-07
Position 1248: 7.581452071275641e-07
Position 1457: 3.706636216238835e-07
Position 1661: 2.766608516165504e-07
Position 1561: 2.1411416743497654e-07
Position 1463: 1.9494111837502455e-07
Position 1958: 3.313407978292434e-08
Position 1975: 1.849345012929619e-08
Position 84: 1.465996342315913e-08
Position 1862: 1.4530612198870961e-08
Position 1757: 1.0183080451746138e-08
Position 166: 1.214471581274643e-09
Position 2218: 9.851091818095231e-10
Position 147: 7.246420135839477e-10
Position 96: 2.519116282210182e-10
Position 153: 1.4440597148395766e-10
Position 177: 6.475637665604093e-12
Position 193: 4.7629379813368396e-12
Position 186: 2.1041465616575732e-12
Position 174: 1.3177995766616231e-12
Position 189: 1.1014100896181229e-12
Position 199: 2.875286497228057e-13
Position 181: 8.842164463837723e-14
