Gene = Slc51b
Position 2484: 2.9221659863097567e-05
Position 1024: 2.6861045541545913e-05
Position 378: 2.4314681962300177e-05
Position 975: 2.1050233543012935e-05
Position 1498: 2.1044071894311492e-05
Position 600: 1.7796102376911965e-05
Position 356: 1.5934485307758427e-05
Position 186: 1.417195915716777e-05
Position 496: 1.2707439994620312e-05
Position 1856: 6.84898298503891e-06
Position 39: 5.879921116666908e-06
Position 41: 5.555110190945403e-06
Position 1877: 3.7820398713820774e-06
Position 231: 2.6404800386268312e-06
Position 229: 2.339870341395666e-06
Position 55: 1.8715353669601728e-06
Position 304: 1.3330708013951498e-06
Position 443: 1.0398327265373e-06
Position 252: 9.64497120816708e-07
Position 273: 6.938467926605612e-07
Position 8156: 6.017644864124346e-07
Position 128: 5.860813402861065e-07
Position 415: 4.0202902412021495e-07
Position 342: 3.605520015707473e-07
Position 284: 2.2705611166469097e-07
Position 662: 1.3035814535183608e-08
Position 921: 7.477375329764007e-09
Position 824: 3.1825811253578316e-09
Position 709: 3.0199847673714935e-09
Position 2288: 1.247471745045026e-09
Position 494: 1.070018650525807e-09
Position 590: 1.3467628944115438e-10
Position 521: 7.375697801868117e-13
Position 539: 3.119787244477092e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 9953: 0.9148636709087185
Position 7667: 0.8804357185254462
Position 8940: 0.8074011223340177
Position 296: 0.3030410620626033
Position 1749: 0.2117231482379437
Position 4909: 0.11735887275573904
Position 4953: 0.07066096632298659
Position 4978: 0.058733155344752735
Position 7452: 0.05237872254586867
Position 9292: 0.048955989975946725
Position 3783: 0.039123203076763265
Position 7506: 0.027648834618806416
Position 3095: 0.026933789052034106
Position 4796: 0.025189522833959376
Position 4871: 0.022902602657881015
Position 7672: 0.022426014276894023
Position 2438: 0.01940694643061106
Position 8604: 0.017690877719568558
Position 9379: 0.016654258083839423
Position 2891: 0.016597725104282306
Position 7687: 0.016229659670141366
Position 7327: 0.016165915885657946
Position 8976: 0.01327165818752719
Position 3568: 0.012921615622886346
Position 9876: 0.012432389706675212
Position 9927: 0.01093593821862927
Position 8911: 0.010872843606385732
Position 9143: 0.010699427610176346
Position 7608: 0.010605262587413102
Position 5823: 0.009797028112774863
Position 535: 0.009027185349940237
Position 9222: 0.0086742816414393
Position 3351: 0.008577920569309061
Position 1782: 0.0076373884589038005
Position 3525: 0.007604703686336057
Position 1808: 0.007330760526858197
Position 10135: 0.006846566544085369
Position 7383: 0.006510900010973944
Position 553: 0.006070125630464972
Position 4928: 0.004576905807802036
Position 10215: 0.004379515821561523
Position 9401: 0.004314779188013176
Position 7475: 0.004181270301827169
Position 7485: 0.004079549775211712
Position 9308: 0.0038725866971133925
Position 3831: 0.0038435719607984825
Position 10143: 0.003749958285000742
Position 10212: 0.0037005231810093887
Position 8733: 0.0032254127509620954
Position 2863: 0.0031212796618450217
Position 307: 0.003006371527258794
Position 2771: 0.002758593011309451
Position 7693: 0.0024594866335262335
Position 279: 0.0024548815598942468
Position 6128: 0.002382399510439119
Position 8125: 0.002187498918318064
Position 9911: 0.0021621022317000024
Position 2396: 0.002113274079195975
Position 3737: 0.0020641637208345014
Position 7873: 0.002035880823692632
Position 3029: 0.001930248139933374
Position 556: 0.0018651692650084567
Position 3336: 0.0015718095603969133
Position 544: 0.0015160465097861084
Position 9687: 0.0012711695835456818
Position 3498: 0.0012143559798019742
Position 9609: 0.0011812001835437053
Position 4989: 0.0009851491132612075
Position 7782: 0.0009357816383942459
Position 5029: 0.0009215544686190073
Position 3112: 0.0008871129956357066
Position 9775: 0.0008868611758370929
Position 9879: 0.0008767699102790088
Position 9328: 0.0008614272414124383
Position 1023: 0.0008609836123218926
Position 1178: 0.0008479036309883198
Position 126: 0.0008346057454605452
Position 310: 0.0007836173199270096
Position 8828: 0.0007481427187111629
Position 9296: 0.0007448826156118875
Position 9107: 0.0007273416015288908
Position 1588: 0.0007126085034014288
Position 9820: 0.0006900900050774288
Position 9229: 0.0006829154031579693
Position 3865: 0.0006481395572772071
Position 3107: 0.0006445460375167515
Position 8166: 0.0005887293343942647
Position 2374: 0.0005521312984017812
Position 2912: 0.00045122277127558066
Position 3270: 0.00044583763906358805
Position 411: 0.0004222197635967852
Position 9128: 0.00041141197020306
Position 9016: 0.00038735297282995026
Position 9777: 0.00037061274132147023
Position 356: 0.00031979130621481304
Position 8417: 0.00031817746497837595
Position 1591: 0.00028166477799226853
Position 1270: 0.00025670135846935643
Position 1344: 0.00023769464002092752
Position 8670: 0.000237284313313071
Position 9892: 0.00021837146447703032
Position 9013: 0.00021731765825356626
Position 746: 0.00020611504810438665
Position 8000: 0.00019976762005588711
Position 9781: 0.0001990481787228592
Position 1309: 0.00017670733372909784
Position 7921: 0.00016176734384766876
Position 8139: 0.00015469496482628113
Position 1467: 0.00014511439354001723
Position 8193: 0.00013854907025274323
Position 9226: 0.0001311636124684932
Position 3432: 0.00012306858441439244
Position 8464: 0.00012073143989793547
Position 3223: 0.0001207261860699321
Position 9063: 0.00011284770178657644
Position 5685: 0.00011018186335084417
Position 3371: 9.211846118334711e-05
Position 588: 7.346003541804582e-05
Position 8608: 7.270023882585152e-05
Position 1438: 6.519602767990777e-05
Position 2279: 6.464992834346212e-05
Position 6388: 5.98058661934105e-05
Position 9808: 5.655681221097069e-05
Position 9190: 5.347331050783176e-05
Position 9031: 4.24556629408313e-05
Position 318: 4.209088215853447e-05
Position 1614: 3.333971727256947e-05
Position 763: 3.145281214036623e-05
Position 128: 2.9786585128187072e-05
Position 902: 2.8466097610450015e-05
Position 3903: 2.376280538206754e-05
Position 4488: 2.280120244529711e-05
Position 3312: 2.143120586077237e-05
Position 1389: 2.0308322412159788e-05
Position 596: 1.7670788925258714e-05
Position 372: 1.6043032573796354e-05
Position 5375: 1.598351206058529e-05
Position 6793: 1.4558772989481479e-05
Position 1062: 1.3503728098147867e-05
Position 2802: 1.2732261140908783e-05
Position 1215: 1.2488794313651428e-05
Position 104: 1.2192450222916956e-05
Position 421: 1.1961951681461802e-05
Position 2132: 1.0333461567496025e-05
Position 560: 7.494547467489615e-06
Position 1956: 7.360485956427229e-06
Position 179: 7.26674803802392e-06
Position 618: 6.488522878973904e-06
Position 1811: 6.240378789236481e-06
Position 1278: 5.937766091353604e-06
Position 1535: 5.857729166019911e-06
Position 5419: 5.3671941388519285e-06
Position 368: 4.643225942868015e-06
Position 145: 4.394704548902036e-06
Position 915: 4.103381966989024e-06
Position 563: 3.815731180750435e-06
Position 1756: 3.669545456745584e-06
Position 1643: 3.507838826825933e-06
Position 1148: 3.2376525235396716e-06
Position 142: 2.6402309241495984e-06
Position 783: 2.5455447852579086e-06
Position 773: 2.1814721968722065e-06
Position 431: 1.686119252731041e-06
Position 695: 1.5713840868081924e-06
Position 378: 1.4332479849004677e-06
Position 1690: 1.3727860941116525e-06
Position 2346: 1.3727808930921045e-06
Position 2938: 1.22867793016726e-06
Position 1609: 1.143864842848125e-06
Position 1705: 1.0374701789819296e-06
Position 207: 1.017995092221273e-06
Position 186: 8.712873805882698e-07
Position 320: 7.80425278402382e-07
Position 164: 6.807068100181871e-07
Position 1675: 2.908153411593569e-07
Position 192: 3.857809836455655e-08
Position 138: 3.1464246221463794e-08
Position 246: 2.3370751858167167e-08
Position 243: 1.9228518648933843e-08
Position 258: 1.9101157173351818e-08
Position 157: 9.630224707288836e-09
Position 4914: 7.694443612221612e-09
Position 240: 1.3803391664144817e-09
Position 222: 1.102262320447467e-09
Position 567: 6.229770705863172e-10
Position 1541: 5.210558812957854e-10
Position 590: 4.248467159407592e-10
Position 2154: 1.997398576619641e-10
Position 213: 1.6984000629532e-10
Position 972: 1.326270839276124e-10
Position 607: 1.597466326525305e-14
