Gene = Sbds
Position 1086: 0.00036381673837116867
Position 8706: 0.00033392162810630524
Position 301: 0.00033366887285422116
Position 342: 0.0003200841312793724
Position 5707: 0.0003087624910050708
Position 911: 0.00030403740715251803
Position 1961: 0.00029010184035004597
Position 445: 0.0002855725048651041
Position 40: 0.00026543509092531123
Position 5413: 0.00024669458972453347
Position 1197: 0.00024054106588461445
Position 2023: 0.0002312607316095904
Position 241: 0.00021901448263082947
Position 5331: 0.00020802716890522477
Position 6829: 0.00020219634748883873
Position 5400: 0.0001874858534318258
Position 423: 0.0001697551303396805
Position 2333: 0.00016595232625084202
Position 1596: 0.00016441065007385196
Position 5771: 0.00015823400841191376
Position 5315: 0.0001519434512611011
Position 668: 0.00012939114979795962
Position 600: 0.0001258616789196139
Position 2637: 0.0001252743081354668
Position 60: 0.00012100502002186176
Position 159: 0.00011796459476304788
Position 594: 0.00011192609278900491
Position 1745: 9.993967820056403e-05
Position 1127: 9.615414603042541e-05
Position 5613: 9.227436619395587e-05
Position 314: 9.189928548683453e-05
Position 2668: 8.992389424225193e-05
Position 1901: 8.164008500750232e-05
Position 113: 7.95672616246111e-05
Position 180: 7.55402644659066e-05
Position 136: 6.828492723624692e-05
Position 403: 6.605915518034373e-05
Position 576: 6.463536720640254e-05
Position 580: 6.146036921952557e-05
Position 5367: 5.7700046977397314e-05
Position 6060: 5.54435909597335e-05
Position 578: 5.491783543505883e-05
Position 6133: 5.3281187757316686e-05
Position 2824: 4.4352258999963774e-05
Position 2081: 4.1453242457633646e-05
Position 3171: 3.468737599904703e-05
Position 5347: 3.4043207829036715e-05
Position 1193: 3.349459088156669e-05
Position 596: 3.306168354952767e-05
Position 498: 3.2658635095544e-05
Position 1008: 2.9167147911807026e-05
Position 706: 2.7390655513163848e-05
Position 994: 2.6643127231813283e-05
Position 1191: 2.6522907980472897e-05
Position 1189: 2.5794502679978637e-05
Position 1187: 2.4068368815354885e-05
Position 1011: 2.1771198702935794e-05
Position 1109: 2.1680643766784488e-05
Position 333: 1.9577468528230477e-05
Position 9069: 1.8483042192426137e-05
Position 1132: 1.8128998385134558e-05
Position 612: 1.640672354427017e-05
Position 9264: 9.98833316376949e-06
Position 9294: 9.698724875110927e-06
Position 139: 8.740366522686331e-06
Position 1613: 7.935849041436749e-06
Position 2014: 4.626226126688107e-06
Position 1754: 3.7719340165693904e-06
Position 1526: 1.7025950685324975e-06
Position 5089: 1.3398850715459913e-06
Position 3908: 1.0776962125186958e-06
Position 4118: 1.0125645729162185e-06
Position 3786: 1.0049386217222524e-06
Position 319: 2.652128853930526e-07
Position 1655: 1.6035003168189518e-07
Position 1682: 1.516020233585214e-07
Position 1505: 1.4731163156812763e-07
Position 828: 1.467184418684634e-07
Position 687: 1.4335575205735313e-07
Position 1702: 1.3209105016879655e-07
Position 1551: 4.022738294238063e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7079: 0.931821525810455
Position 1461: 0.8467980978910407
Position 9068: 0.6075846175509144
Position 8406: 0.5734962440238962
Position 4515: 0.4911758942247808
Position 4606: 0.306541586254079
Position 9434: 0.2626583677554195
Position 2931: 0.20424802268907938
Position 219: 0.125370506948108
Position 1520: 0.1207547987947096
Position 8375: 0.11468814992099918
Position 6344: 0.08867929199403458
Position 7340: 0.08663985199052592
Position 9249: 0.057880102926334526
Position 7158: 0.04699257289513993
Position 7485: 0.04145065268058435
Position 4346: 0.03953532794036468
Position 9050: 0.03682172170349546
Position 2746: 0.03651312774271213
Position 6381: 0.02831951102372723
Position 4624: 0.027764967925349313
Position 7861: 0.025988589929066656
Position 4244: 0.025422339114725828
Position 9087: 0.02505236179082667
Position 4528: 0.021938003199237863
Position 5234: 0.02106095508904262
Position 6261: 0.019894147530306938
Position 9621: 0.01911051798562855
Position 6245: 0.0181850842837193
Position 9366: 0.01745899538249295
Position 7813: 0.016302180790183612
Position 9252: 0.015602284188101796
Position 1784: 0.015517364330785509
Position 7761: 0.014599850192267526
Position 922: 0.013956235856877136
Position 9440: 0.013485116110800138
Position 4282: 0.013249856622306619
Position 9736: 0.01295479374202278
Position 2951: 0.012427005991582925
Position 1036: 0.011021479149493493
Position 6142: 0.009205259595240163
Position 1424: 0.008630733668617708
Position 8657: 0.007850507421735665
Position 8753: 0.0074476529453131315
Position 7530: 0.006940082755966627
Position 4611: 0.006603497598581198
Position 9157: 0.006550331090202666
Position 4302: 0.006218299465086483
Position 9164: 0.006179929489820312
Position 9329: 0.006127465038380631
Position 1525: 0.005802284707204656
Position 1225: 0.0057108242088455795
Position 4415: 0.005542017928264749
Position 4566: 0.005513077498030454
Position 9150: 0.005278360336598137
Position 4583: 0.0051815321848347855
Position 145: 0.0050103754901947
Position 1860: 0.0049319565428727905
Position 397: 0.004752002449981697
Position 9394: 0.004378438907705946
Position 985: 0.003869911058607298
Position 2695: 0.003685766529744664
Position 1281: 0.003658356885483647
Position 9636: 0.0034489508204929567
Position 9177: 0.0033984514991792386
Position 1437: 0.003391040168480931
Position 175: 0.0033840212258088444
Position 8894: 0.0033228056140741776
Position 6792: 0.003148023338513132
Position 1489: 0.003090654889729703
Position 4534: 0.002761795884089919
Position 1799: 0.0026367820233704578
Position 8816: 0.002537341290484064
Position 7535: 0.002506143291140059
Position 6105: 0.002504421548820616
Position 1929: 0.0024748522506351676
Position 8384: 0.002196048679511074
Position 6750: 0.002126582966325572
Position 2022: 0.002056122618469079
Position 9221: 0.0020324054478621117
Position 4575: 0.0015959899975668092
Position 994: 0.001492790258906692
Position 187: 0.0014132091226386264
Position 6698: 0.0013294252302094038
Position 1004: 0.0012606713234024171
Position 7940: 0.0011862842247577887
Position 9132: 0.0011490261750068324
Position 2793: 0.0011386668052935855
Position 7037: 0.001128403997106
Position 8499: 0.0011139022889661324
Position 3908: 0.0010718985043666992
Position 4390: 0.0010592299993490044
Position 9097: 0.0010495063983192575
Position 4374: 0.001004214188027083
Position 8966: 0.0009830766087186023
Position 445: 0.0009564668767359216
Position 169: 0.0009470806907466879
Position 5501: 0.0009168505087603014
Position 3955: 0.0008925291269752456
Position 8381: 0.0008611919576770067
Position 6642: 0.0008560687074580764
Position 1894: 0.0008558553126698309
Position 6503: 0.0008377928525511817
Position 8720: 0.0007903094684216563
Position 4462: 0.0007810287933739904
Position 3587: 0.0007738585029228019
Position 6464: 0.000755112071118282
Position 8486: 0.000731758993976961
Position 2103: 0.0007062110591069245
Position 1161: 0.0006818471934001609
Position 4394: 0.0006343767380293954
Position 9572: 0.0006291246133887593
Position 5253: 0.0006184206887892706
Position 1469: 0.0005962002406581634
Position 4033: 0.000576278618760295
Position 8599: 0.0005329372046722641
Position 9173: 0.000511736937589506
Position 4997: 0.0005044848510708428
Position 7100: 0.0004718804736385898
Position 4659: 0.00046821999941917743
Position 1691: 0.00046705220259749686
Position 1132: 0.0004663403073365131
Position 1780: 0.00044331428185994575
Position 8579: 0.0004386601372801037
Position 8023: 0.00040799174835952834
Position 6122: 0.0003867019190757352
Position 297: 0.0003818713177377555
Position 9754: 0.00037825477179174685
Position 1042: 0.0003739849455135356
Position 7613: 0.00037355553450009243
Position 7636: 0.00037254459885808654
Position 8905: 0.0003660292955755936
Position 9255: 0.00034535039918123225
Position 4015: 0.0003385008742552462
Position 8530: 0.00032096511514369193
Position 7118: 0.00030813445403471364
Position 4350: 0.00029601967642093924
Position 6613: 0.00029247067618609667
Position 5560: 0.00028978779702053346
Position 6147: 0.00028932777511276697
Position 5152: 0.0002874265779593348
Position 4465: 0.00027118639801682883
Position 1499: 0.000270536007900351
Position 8044: 0.0002697331774977058
Position 8683: 0.00025508532246163395
Position 8140: 0.00025468518835411783
Position 9688: 0.00025444955297851
Position 8062: 0.00024897707009313626
Position 1718: 0.0002436057270773495
Position 7359: 0.0002390564212210119
Position 8640: 0.00023668201758411366
Position 3869: 0.00022952737650774435
Position 9759: 0.00022354503600183984
Position 9136: 0.00022298613740175195
Position 2977: 0.0002152153936959538
Position 6213: 0.00019883198189944696
Position 5353: 0.00019464922735809917
Position 4100: 0.00019009333562667525
Position 4060: 0.00018370276068040397
Position 6558: 0.00017275155254063945
Position 7822: 0.00017272820077978335
Position 7825: 0.00017126981220985977
Position 5517: 0.00016707951318599862
Position 3007: 0.00015779081866481892
Position 134: 0.0001577704561102019
Position 3601: 0.0001541211662179908
Position 1821: 0.0001500556972702752
Position 3556: 0.0001450586324489834
Position 8035: 0.00014404686552815587
Position 8902: 0.00014086703601724388
Position 2158: 0.00013931412248492528
Position 7584: 0.0001359699571988492
Position 1565: 0.00012823839103741775
Position 2074: 0.0001270183578443361
Position 731: 0.00012568637263676285
Position 1336: 0.00011832582780127069
Position 5641: 0.00011089540839183543
Position 255: 0.00010282916421349668
Position 799: 0.00010206188763440177
Position 1805: 0.00010104099529388504
Position 895: 9.89184674550921e-05
Position 2957: 9.79437358094947e-05
Position 769: 9.498532709858777e-05
Position 7097: 9.394649689926416e-05
Position 5588: 9.15242324038948e-05
Position 640: 9.06494388023354e-05
Position 479: 8.957348968965274e-05
Position 7167: 8.942441291816277e-05
Position 6938: 8.593119849577728e-05
Position 1355: 8.384883982146206e-05
Position 340: 8.32553429473262e-05
Position 2485: 7.986301292523806e-05
Position 4109: 7.851249796704532e-05
Position 2824: 7.460542343450033e-05
Position 6109: 7.218994416615009e-05
Position 7112: 6.946517708299344e-05
Position 2969: 6.89622833712119e-05
Position 4412: 6.886689074679218e-05
Position 1405: 6.0531203995141946e-05
Position 1112: 6.0074956417245946e-05
Position 3500: 5.59205927954951e-05
Position 5870: 5.544359095973361e-05
Position 1989: 5.485853353304992e-05
Position 503: 5.261977029097856e-05
Position 7089: 5.133562670988805e-05
Position 1901: 5.1106026105991245e-05
Position 1994: 4.770316654284538e-05
Position 5690: 4.733860002007864e-05
Position 7491: 4.477333938463696e-05
Position 5239: 4.22211656217502e-05
Position 3912: 4.1028123376755915e-05
Position 2393: 3.984317703649021e-05
Position 898: 3.9280960850317066e-05
Position 2437: 3.7294693428010995e-05
Position 2659: 3.726183283816974e-05
Position 1051: 3.6881989713184706e-05
Position 1362: 3.631041907763516e-05
Position 3977: 3.621709126166883e-05
Position 1014: 3.402358645083725e-05
Position 3702: 3.038132601914645e-05
Position 745: 2.959072465332228e-05
Position 3013: 2.5409262746000087e-05
Position 2579: 2.5397634863505853e-05
Position 861: 2.23487902767772e-05
Position 2408: 1.959349671075024e-05
Position 7181: 1.8684251384968688e-05
Position 118: 1.834854243168933e-05
Position 4972: 1.8110479980766156e-05
Position 668: 1.5106741443597723e-05
Position 1481: 1.172085974787014e-05
Position 150: 1.1388580003337715e-05
Position 775: 1.0805672361137993e-05
Position 5089: 9.80948940009648e-06
Position 558: 9.050053633334852e-06
Position 900: 8.667445630150557e-06
Position 1086: 8.621585837493882e-06
Position 1908: 8.305292973954705e-06
Position 1011: 7.679749488660595e-06
Position 865: 7.527282459609639e-06
Position 262: 6.852561401616431e-06
Position 481: 6.788206511572702e-06
Position 314: 6.542410306633575e-06
Position 3832: 6.397276892027522e-06
Position 517: 6.120279943055307e-06
Position 3988: 5.954224221442985e-06
Position 2389: 5.197902625031782e-06
Position 1541: 3.5183347769968945e-06
Position 1056: 3.4413300180319232e-06
Position 751: 3.149026423843676e-06
Position 6948: 3.079884634076481e-06
Position 1551: 3.0600595581826938e-06
Position 7645: 3.030688153039539e-06
Position 804: 2.889495762801885e-06
Position 2246: 2.8371120853911166e-06
Position 2275: 2.82520931942401e-06
Position 7629: 2.6822747549997617e-06
Position 563: 2.6518682784252257e-06
Position 747: 2.5263192023911567e-06
Position 3552: 2.248517600288939e-06
Position 2081: 2.2420799105152174e-06
Position 2442: 2.1958283736779712e-06
Position 3606: 2.16789329800876e-06
Position 267: 2.154645101524741e-06
Position 524: 1.8305201143326207e-06
Position 2134: 1.8244562213472579e-06
Position 2014: 1.6509252747951021e-06
Position 2808: 1.546929993334222e-06
Position 1948: 1.1071500936578198e-06
Position 1573: 1.0996550125397661e-06
Position 9543: 7.858479941236995e-07
Position 3357: 7.548173467552535e-07
Position 3169: 7.439407593238768e-07
Position 6167: 7.059348841696422e-07
Position 3646: 6.09941472665007e-07
Position 2182: 1.831043411333076e-07
Position 1676: 1.3656475890883787e-07
Position 1943: 1.3485362065996352e-07
Position 3778: 1.0536173470362271e-07
Position 671: 6.834760661043412e-08
Position 2641: 6.473552954805312e-08
Position 1591: 6.381806452704054e-08
Position 1588: 4.538924835582073e-08
Position 342: 4.368059085606395e-08
Position 651: 3.996188472135615e-08
Position 5132: 3.6478972855387964e-08
Position 5041: 3.3258939689026816e-08
Position 608: 3.157370975768186e-08
Position 604: 1.8815597168082424e-08
Position 793: 1.80609714841954e-08
Position 2994: 1.5347992487437653e-08
Position 789: 1.2685773314866749e-08
Position 3077: 1.2236381601526273e-08
Position 3022: 1.0753264409543325e-08
Position 606: 9.964548129115459e-09
Position 653: 8.229266618570085e-09
Position 93: 2.9163067961652076e-10
Position 95: 1.2165525898482194e-10
Position 533: 8.952051134877146e-11
Position 537: 5.20460626895694e-11
Position 540: 2.6856092980695667e-11
Position 325: 5.826684797417811e-12
