Gene = Hrc
Position 1539: 9.438460322359989e-05
Position 3430: 6.787688855293361e-05
Position 185: 6.390733027547279e-05
Position 3484: 5.458472408071114e-05
Position 470: 5.312119642527832e-05
Position 398: 4.6216769620544194e-05
Position 2190: 3.667116058251454e-05
Position 2772: 3.420704822434473e-05
Position 1283: 2.5828502008597788e-05
Position 20: 2.102442820804108e-05
Position 2211: 1.766213377368905e-05
Position 309: 1.2766617061497027e-05
Position 605: 9.776836877200178e-06
Position 280: 8.378376673429591e-06
Position 209: 7.907062731338191e-06
Position 443: 3.5940969360122874e-06
Position 304: 1.6740465004902378e-06
Position 3065: 1.3886780235136117e-06
Position 3214: 1.2694697274719035e-06
Position 815: 1.1600018237293075e-06
Position 600: 7.260971128600269e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2170: 0.9453044815396469
Position 3398: 0.7980067417712166
Position 2863: 0.6284112722548185
Position 3590: 0.5486693374697713
Position 2596: 0.47804105887816156
Position 1676: 0.3943910746858031
Position 185: 0.18692709273780012
Position 1134: 0.1619175276152603
Position 2832: 0.13043621862218455
Position 2579: 0.11384368209485853
Position 771: 0.10076798458221688
Position 2470: 0.07106984053410115
Position 1929: 0.07067888846058899
Position 209: 0.054078555988969525
Position 1290: 0.052546145374898046
Position 612: 0.04506067727674165
Position 2563: 0.03535262262497661
Position 2793: 0.02815159792466383
Position 2245: 0.026527917416472063
Position 2549: 0.020011308231883566
Position 3436: 0.016731788602397674
Position 2844: 0.014526876339047945
Position 3031: 0.014108703715819307
Position 427: 0.012982599983641013
Position 2488: 0.012187996564463838
Position 509: 0.011698936592464343
Position 515: 0.010818917475985528
Position 1224: 0.01037088145557826
Position 777: 0.010339271586892334
Position 1795: 0.010065867668097283
Position 1801: 0.009382520380675293
Position 1798: 0.009136564466311078
Position 1792: 0.00858699477912492
Position 1804: 0.0076855814235747
Position 3060: 0.007075193689388223
Position 2991: 0.006200801363509664
Position 1789: 0.006057238571250037
Position 1527: 0.005581528567256533
Position 1807: 0.004638866744963621
Position 3592: 0.004544948528721476
Position 963: 0.0043392893844537124
Position 1910: 0.003633756259102497
Position 452: 0.0035759951657238576
Position 3680: 0.0035041648510070237
Position 220: 0.003394319682864901
Position 462: 0.00319701125278739
Position 1810: 0.0031669562806399226
Position 2918: 0.003110795433348814
Position 287: 0.003067140810400887
Position 588: 0.002982935750199305
Position 976: 0.002879142370944529
Position 269: 0.0028216338260865785
Position 3144: 0.002508713191531655
Position 715: 0.002499197417027318
Position 543: 0.0023095097344173424
Position 2528: 0.002132479921712496
Position 547: 0.002123460983639102
Position 792: 0.002079707287628035
Position 730: 0.0019909590248355165
Position 1217: 0.0018715773889436782
Position 869: 0.0017988761212173394
Position 2616: 0.0017703061407438846
Position 1083: 0.0017255364216792165
Position 906: 0.0015799326708463303
Position 3541: 0.0015070803924377024
Position 1786: 0.0015050051156393616
Position 549: 0.0013214765382069862
Position 986: 0.0012747924369137162
Position 474: 0.0011613623488035036
Position 3006: 0.0011609477209022954
Position 3619: 0.001155760922442324
Position 3172: 0.0011391048451470517
Position 846: 0.00108086713991036
Position 411: 0.001028336375846228
Position 2410: 0.0009952157593077031
Position 2424: 0.0008859608651031085
Position 1247: 0.0008670967612743264
Position 478: 0.0008611343294150474
Position 3362: 0.0008167655935393077
Position 1037: 0.0006922106141318132
Position 2512: 0.0006861512530678538
Position 1590: 0.0006790771396281567
Position 454: 0.0006374176331753389
Position 853: 0.0006033044738023773
Position 434: 0.0005880843249711611
Position 1166: 0.0005845108938361162
Position 1783: 0.0005315496422588937
Position 1160: 0.0005026991627216225
Position 1536: 0.00047653987536187885
Position 1094: 0.00045639758421003494
Position 2495: 0.00045150495403754404
Position 3477: 0.0004254174008513061
Position 3178: 0.00040339194463743095
Position 439: 0.0003892533114040298
Position 884: 0.0003830441303204689
Position 2349: 0.0003498972324801619
Position 1148: 0.0003446889242724271
Position 1069: 0.0003386818384782647
Position 1268: 0.0003356383935743529
Position 3612: 0.0003324698156639464
Position 826: 0.00032983858896184663
Position 998: 0.0003231047063950812
Position 1163: 0.000320967025528387
Position 3517: 0.00031971979081883635
Position 3402: 0.00029796699398620973
Position 335: 0.00029102569136293444
Position 3201: 0.00027749267182735894
Position 749: 0.00024327130327971106
Position 1271: 0.0002410804827535928
Position 670: 0.0002241583125792151
Position 2493: 0.00021780427666239584
Position 1230: 0.0002167160855907458
Position 3489: 0.0002068140337639668
Position 1046: 0.00020251338333828663
Position 2665: 0.0001858503287508159
Position 742: 0.00018423344344147837
Position 558: 0.00016519773293118236
Position 3050: 0.0001593938852815768
Position 839: 0.00015486368768615388
Position 3207: 0.00015247460056809828
Position 3440: 0.0001511619628257036
Position 2355: 0.00013816764604229195
Position 1004: 0.00013691389311467177
Position 1683: 0.0001351641499818387
Position 518: 0.0001230302666475236
Position 1324: 0.00010815872587944042
Position 1454: 0.00010701912651489403
Position 3157: 0.00010582699059026025
Position 2363: 0.00010541852978613267
Position 2659: 0.00010474805375660246
Position 3644: 0.00010288397484876729
Position 289: 9.11916965572761e-05
Position 527: 8.952689423962419e-05
Position 3296: 7.683639882092313e-05
Position 2635: 6.491676351267771e-05
Position 2376: 5.734624868418132e-05
Position 3547: 5.1789607068798105e-05
Position 3106: 5.174416088509855e-05
Position 3015: 4.621191595706166e-05
Position 941: 4.53591337641051e-05
Position 914: 4.492642164631138e-05
Position 641: 4.2906679522491606e-05
Position 785: 4.162527522461149e-05
Position 2175: 3.87621878094752e-05
Position 1265: 3.497993486849083e-05
Position 592: 3.137933530918154e-05
Position 1043: 3.133599850058141e-05
Position 673: 2.9572545889920717e-05
Position 637: 2.788071062558044e-05
Position 732: 2.6668179625302357e-05
Position 396: 2.60680107996486e-05
Position 464: 2.410372405832122e-05
Position 1187: 2.2498586134868736e-05
Position 1368: 2.110779010802023e-05
Position 3270: 2.0262670866752992e-05
Position 2632: 1.8914391505062814e-05
Position 2730: 1.5021930615079862e-05
Position 2993: 1.4201976187440839e-05
Position 667: 1.410410330728598e-05
Position 2178: 1.1591192756416397e-05
Position 404: 1.1113945109827129e-05
Position 2384: 9.250950606105444e-06
Position 223: 8.867687962131666e-06
Position 571: 8.104054618432158e-06
Position 436: 7.71291548641156e-06
Position 664: 5.454541723081652e-06
Position 304: 4.669734692845923e-06
Position 862: 4.646632730119627e-06
Position 552: 4.318248673351265e-06
Position 635: 3.4934561722825616e-06
Position 890: 3.0766240995254613e-06
Position 745: 2.6565534879305907e-06
Position 865: 2.502971735432544e-06
Position 148: 1.9129867774596356e-06
Position 381: 1.7942881525598927e-06
Position 566: 1.6730432578407958e-06
Position 228: 1.5139953095549316e-06
Position 371: 1.5138033125258516e-06
Position 230: 1.3808145437643707e-06
Position 357: 9.723504777688402e-07
Position 529: 8.102719604683398e-07
Position 350: 4.871608978639964e-07
Position 1076: 3.051796540932544e-07
Position 348: 2.543194609906623e-07
Position 364: 1.111781531419268e-07
Position 908: 5.567878179618275e-08
Position 362: 3.263524616786542e-08
Position 662: 2.6127907370982015e-08
Position 340: 1.984216667916328e-08
Position 343: 1.2460802495839546e-08
Position 659: 9.922881365436406e-09
Position 359: 9.301507175827115e-10
Position 121: 5.133083346818077e-10
Position 88: 6.303716734409706e-11
Position 94: 2.777733356636641e-11
Position 113: 1.964396590915534e-11
Position 100: 4.404864733833985e-12
Position 104: 2.1841712578929734e-12
Position 90: 1.4072991123068192e-12
