Gene = A330070K13Rik
Position 1703: 1.3951790221730361e-05
Position 371: 1.2196071317485859e-05
Position 344: 1.0341304243652532e-05
Position 1305: 1.0071459420225801e-05
Position 1871: 9.826274573115021e-06
Position 398: 8.593647620035831e-06
Position 773: 7.113249595071468e-06
Position 305: 6.932665310384591e-06
Position 1102: 5.7915038440871e-06
Position 360: 5.5039626656972484e-06
Position 568: 4.945708980257091e-06
Position 878: 4.9244589638615625e-06
Position 1926: 4.768122323689003e-06
Position 1309: 4.6256675833515435e-06
Position 446: 4.439505954040235e-06
Position 5360: 4.19333207424462e-06
Position 1532: 4.087479359887771e-06
Position 980: 3.798569749306507e-06
Position 830: 3.6353602048205064e-06
Position 2156: 1.562282901208778e-06
Position 574: 9.823734251235508e-08
Position 582: 9.562240143150026e-08
Position 391: 6.104722095594154e-08
Position 45: 5.734177992545201e-08
Position 509: 5.453509873443042e-08
Position 486: 5.119132898384615e-08
Position 548: 3.97283609577741e-08
Position 440: 3.8740412312068015e-08
Position 562: 3.259378234325545e-08
Position 580: 2.0357454176378826e-08
Position 687: 8.211302902764562e-09
Position 468: 9.625449364886706e-10
Position 1069: 2.7516850216664967e-10
Position 675: 6.737422720929739e-11
Position 823: 1.341970985869973e-11
Position 718: 8.223667351064425e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 5504: 0.513569655435868
Position 2316: 0.3269557441901647
Position 3304: 0.26644261901875277
Position 3261: 0.137632078811862
Position 2979: 0.0695257621020894
Position 5507: 0.04372618732116867
Position 3335: 0.037150872770638776
Position 3063: 0.034938181395562956
Position 5310: 0.0268066626596722
Position 5703: 0.02639367029644192
Position 2046: 0.020096638312094926
Position 2356: 0.017759287289261405
Position 3789: 0.0163875695125172
Position 3067: 0.015899922420004098
Position 768: 0.012558246748887988
Position 3551: 0.01204846659705084
Position 3958: 0.008267563782598363
Position 745: 0.007146181941334224
Position 1619: 0.006660287130595222
Position 3031: 0.00609088022082627
Position 5237: 0.005990783033781787
Position 5077: 0.004350291377913055
Position 1972: 0.004252474358335303
Position 3509: 0.004153581814792079
Position 5650: 0.003924654485414463
Position 2283: 0.0037665421513871913
Position 3484: 0.0036982356778983063
Position 3274: 0.0034078930615566968
Position 945: 0.003057838175902694
Position 1747: 0.002802341271245819
Position 3624: 0.002704973680498908
Position 1305: 0.0026174320153858413
Position 3410: 0.0025827886311351055
Position 1545: 0.0025508404269341087
Position 1158: 0.0025476017470093667
Position 3337: 0.0025141337821947235
Position 2989: 0.00248732419165849
Position 4957: 0.0024297856843187512
Position 1531: 0.0023285931153349845
Position 4112: 0.00230287447070413
Position 3088: 0.002276739469617398
Position 2319: 0.0022490134985870256
Position 2174: 0.0022408668986415555
Position 1788: 0.002168866525541207
Position 3146: 0.0021002719815305447
Position 5164: 0.002002521882811079
Position 2253: 0.0019753168609377807
Position 1034: 0.001964805376770893
Position 4995: 0.0018473674907352256
Position 4143: 0.0018260830067620788
Position 3196: 0.00179222085197627
Position 5002: 0.0016869046151728928
Position 3825: 0.001684055930725977
Position 3912: 0.0016119212076340691
Position 3446: 0.001600750896967816
Position 3211: 0.0015778237161806596
Position 1259: 0.001447605859872991
Position 3770: 0.0013468962126268044
Position 1908: 0.0011857921418007426
Position 2637: 0.0011100954983089713
Position 173: 0.0011055828674776363
Position 5056: 0.0010899287934922795
Position 1663: 0.0010894224786342239
Position 5393: 0.0009991736070504328
Position 1449: 0.0009155848425034852
Position 2641: 0.0009102871652561751
Position 2146: 0.0008984698200183814
Position 3111: 0.0008271885694441631
Position 1097: 0.0007870076243855133
Position 1733: 0.0007718537639235095
Position 5530: 0.000769294824724826
Position 1023: 0.0007651288234033977
Position 3308: 0.0007425150688247585
Position 3580: 0.0007369676645267705
Position 2220: 0.0007348308070747713
Position 3352: 0.0007076490829245736
Position 2060: 0.0006549406245558556
Position 2633: 0.0006445652071261519
Position 253: 0.0005554840004019987
Position 3733: 0.0005516802975665875
Position 2649: 0.0005484355374661027
Position 4054: 0.0005380963297068409
Position 1795: 0.0005077429716603299
Position 1237: 0.00048069023832207186
Position 1753: 0.00046865232626462904
Position 798: 0.00045007111704325423
Position 1332: 0.000438686950358192
Position 2239: 0.0004111614417628822
Position 2645: 0.00041086790044915055
Position 2131: 0.0003767166941467255
Position 4038: 0.0003713386838800825
Position 2184: 0.00036800502413514584
Position 2625: 0.00036428628222702654
Position 897: 0.0003612569876020254
Position 3306: 0.0003601954255102889
Position 4890: 0.00035609998439122415
Position 3960: 0.0003460494977796216
Position 2732: 0.0003454981352774684
Position 5104: 0.0003406616630214996
Position 5286: 0.00031364458841462884
Position 5125: 0.00031079046394734655
Position 1067: 0.00030792791622924806
Position 2653: 0.0002934357211871057
Position 1014: 0.0002812075679529587
Position 1933: 0.0002752384263173072
Position 1117: 0.00026157535155975294
Position 5083: 0.00025308209486228997
Position 837: 0.0002506304007006503
Position 3863: 0.00024092071010451538
Position 1392: 0.0002344351941659337
Position 1581: 0.0002313514351286309
Position 3635: 0.00022895452183965026
Position 5599: 0.00022686279530848369
Position 4927: 0.00022653240262577914
Position 5666: 0.0002184824651488535
Position 1981: 0.00021531848399525708
Position 3384: 0.00021065027316968508
Position 1287: 0.00020171923522432355
Position 5592: 0.0001991373786602093
Position 1882: 0.0001966637058934697
Position 1045: 0.00018537172334513331
Position 904: 0.0001803076704529651
Position 4008: 0.00017892127678080248
Position 3495: 0.00017642361498835436
Position 1309: 0.00017082906746814723
Position 1921: 0.00016601040279566387
Position 4059: 0.00015206366271558442
Position 1008: 0.00014929830792793512
Position 2113: 0.00014288229607663317
Position 394: 0.000131993811808506
Position 475: 0.00012045166982058758
Position 5634: 0.00011454742931587437
Position 1552: 0.00011406482308362293
Position 4019: 0.00010598359291156193
Position 2657: 0.00010561800184137397
Position 3528: 0.00010255366319318061
Position 5062: 9.141500472041952e-05
Position 2661: 7.926853738713407e-05
Position 3662: 7.648047997012598e-05
Position 2086: 6.850637208200918e-05
Position 2629: 6.610630125903467e-05
Position 1722: 6.441878968762395e-05
Position 2432: 6.383884653827305e-05
Position 317: 5.812369600526182e-05
Position 1952: 5.8117317625952245e-05
Position 1458: 5.7175778841881885e-05
Position 205: 4.9633882169404906e-05
Position 2451: 4.618155563484494e-05
Position 1684: 4.5079116171121564e-05
Position 2620: 4.366522754096507e-05
Position 3914: 4.032072858722774e-05
Position 2627: 3.770274414048342e-05
Position 2616: 3.5961499138586125e-05
Position 2596: 3.4039363910352784e-05
Position 3851: 2.585674259277421e-05
Position 2600: 2.584004206606702e-05
Position 842: 2.5737008247320745e-05
Position 1054: 2.503535381521913e-05
Position 326: 2.4400031888453836e-05
Position 1193: 2.3855042872630963e-05
Position 878: 1.7681197156873762e-05
Position 1474: 1.7045328936783793e-05
Position 515: 1.6367074971861016e-05
Position 200: 1.6221365275059565e-05
Position 493: 1.2311452803703872e-05
Position 1075: 1.2176470677532751e-05
Position 416: 1.1674632309340167e-05
Position 215: 7.2628440333759625e-06
Position 1885: 3.847884255052369e-06
Position 1587: 3.4494130585764933e-06
Position 1241: 2.7512665099389163e-06
Position 1569: 2.572706907761139e-06
Position 1810: 2.4626365169014e-06
Position 1829: 2.2415668121728643e-06
Position 781: 1.9107429035030686e-06
Position 1401: 1.7170680197060055e-06
Position 257: 8.586917845732116e-07
Position 260: 8.215712115859355e-07
Position 809: 1.42799845594955e-07
Position 1069: 1.4150030569875839e-07
Position 1399: 1.387512543758162e-07
Position 1394: 1.2410386135338806e-07
Position 1063: 1.162483820505109e-07
Position 1357: 1.1445133429417977e-07
Position 1935: 3.8326602072821535e-08
Position 1984: 3.712312960718129e-08
Position 827: 2.8033021257088545e-08
Position 820: 2.3827539344746676e-08
Position 687: 9.944999725039727e-09
Position 813: 9.61639201155934e-09
Position 811: 9.399993031939266e-10
Position 593: 7.358582808314514e-10
Position 535: 7.220625917360368e-10
Position 839: 6.090007347675827e-10
Position 816: 6.059817683895715e-10
Position 1086: 1.5190049013092803e-10
