Gene = Arl6ip1
Position 1610: 9.437550735760069e-05
Position 7657: 8.430828857100983e-05
Position 2203: 7.34029266301554e-05
Position 2936: 7.236513474893678e-05
Position 5940: 7.209648428569474e-05
Position 4134: 7.195347354903592e-05
Position 633: 7.145483166463891e-05
Position 2464: 6.373909186750742e-05
Position 1931: 6.097194743482572e-05
Position 2629: 5.2561943563327515e-05
Position 5573: 5.0114984311268196e-05
Position 2653: 4.926774034993706e-05
Position 5133: 4.922001050129339e-05
Position 2682: 4.7071042707156066e-05
Position 5320: 4.689208926420741e-05
Position 799: 4.460667463880382e-05
Position 6288: 4.1577933485626524e-05
Position 6038: 3.9007838345925206e-05
Position 696: 3.7502110272529234e-05
Position 2095: 3.698502475697206e-05
Position 4327: 3.4027189945050985e-05
Position 271: 3.306405101921993e-05
Position 1603: 3.0084906772863707e-05
Position 3505: 2.9683411541492044e-05
Position 4232: 2.8461175174288016e-05
Position 661: 2.704609934613903e-05
Position 1699: 2.4929379217851807e-05
Position 3344: 2.256357619774325e-05
Position 1433: 2.1663441082377046e-05
Position 1510: 2.120389771535912e-05
Position 1709: 2.0243845802206772e-05
Position 2208: 1.719315405272401e-05
Position 550: 1.6858131165081143e-05
Position 1886: 1.656280731054791e-05
Position 577: 1.5687374731263974e-05
Position 3786: 1.4998989913314556e-05
Position 435: 1.3431571828627854e-05
Position 1753: 1.3014502460071647e-05
Position 3525: 1.2509996468505034e-05
Position 6691: 1.0488552370375502e-05
Position 2842: 1.0274592929179317e-05
Position 2866: 9.461223206967806e-06
Position 558: 9.046371329044954e-06
Position 1265: 8.440454569808067e-06
Position 1430: 8.360168275682085e-06
Position 2812: 8.21640725705405e-06
Position 619: 8.058838358261557e-06
Position 422: 5.986616849385931e-06
Position 920: 5.120954063240753e-06
Position 817: 4.9732874832235954e-06
Position 3591: 4.130907851803806e-06
Position 3674: 3.610906641124675e-06
Position 3658: 3.381649590719072e-06
Position 3593: 2.9552042691565616e-06
Position 3665: 7.697660931425118e-07
Position 401: 4.84961246607839e-08
Position 1049: 4.246763072013018e-08
Position 1103: 3.89472133623308e-08
Position 571: 3.157372368855452e-08
Position 844: 2.3120234325765887e-08
Position 1020: 2.0222285311662496e-08
Position 448: 1.4719948993248177e-08
Position 120: 1.4284266408122915e-08
Position 2043: 1.0710671748844112e-08
Position 1435: 9.597897634355193e-09
Position 1616: 9.17159864937217e-09
Position 455: 4.937815449286312e-09
Position 148: 4.2870266719561304e-09
Position 360: 4.245506877514425e-09
Position 356: 2.350230971935427e-09
Position 386: 2.081380984867068e-09
Position 1030: 5.804545345047618e-10
Position 180: 3.8836795571530336e-10
Position 224: 3.686075828972895e-10
Position 366: 3.4490386837677617e-10
Position 211: 3.1182113780747344e-10
Position 930: 2.696227587821229e-10
Position 183: 2.5277682526801324e-10
Position 383: 1.9889168508145432e-10
Position 166: 1.7726283485000197e-10
Position 369: 1.1310972068264705e-10
Position 198: 2.607317928910551e-11
Position 67: 7.772436308916694e-12
