Gene = Ecsit
Position 10752: 0.04254446457574635
Position 9113: 0.04040071449105388
Position 604: 0.03622485788110255
Position 11336: 0.03558849897499098
Position 12964: 0.027951882746344317
Position 10636: 0.02552037300521344
Position 5948: 0.025244705089652795
Position 9140: 0.024467159146664835
Position 1354: 0.01861711572206312
Position 10647: 0.01709379004898084
Position 3490: 0.01648168717439983
Position 1233: 0.01641356836309786
Position 8792: 0.016276843263893025
Position 1173: 0.016221200304176564
Position 12990: 0.015584819491034529
Position 3412: 0.015554371753252619
Position 10697: 0.013148150727766289
Position 10207: 0.012973692132165622
Position 266: 0.01195803004870754
Position 13047: 0.009506592655939207
Position 12539: 0.009315163225248235
Position 3676: 0.009313805277235883
Position 3591: 0.00925594678569282
Position 11316: 0.008771874562206822
Position 4806: 0.008282543506617642
Position 10333: 0.006681616731035144
Position 1034: 0.00655366211022391
Position 10602: 0.0064721511984215056
Position 12784: 0.006337244786458857
Position 10415: 0.005972512043814679
Position 12515: 0.005742210432876996
Position 147: 0.005598927006893601
Position 617: 0.0053492678398608905
Position 12863: 0.005252799381823712
Position 698: 0.0050777626557965225
Position 11096: 0.005035632971119983
Position 220: 0.004709655759899141
Position 590: 0.004694952338410042
Position 4963: 0.0046301042566466
Position 10463: 0.004425531378818421
Position 1129: 0.003802059579704906
Position 7131: 0.003720841352206579
Position 325: 0.0034489947808818743
Position 12418: 0.0034427662712275815
Position 469: 0.003084479755259296
Position 5886: 0.0030662442515925104
Position 9320: 0.002989036346214283
Position 495: 0.002963604806332936
Position 12907: 0.002735450871203755
Position 12739: 0.0026077012691935976
Position 10228: 0.002589285731712514
Position 282: 0.0022757038419034935
Position 189: 0.002273065769811198
Position 12398: 0.002206906336715036
Position 8804: 0.0022017523096984565
Position 12607: 0.002171704175754014
Position 1298: 0.0021454014700901807
Position 1022: 0.00207288329621188
Position 10305: 0.0019986776080468107
Position 10641: 0.0018948075842557936
Position 11379: 0.0018928444064461023
Position 9532: 0.0017749147751023725
Position 11871: 0.0016936908429730068
Position 3466: 0.0016503086355247217
Position 12172: 0.0016410149251465135
Position 12590: 0.001554973368059323
Position 11915: 0.0015445685952545168
Position 6176: 0.0015372596642657778
Position 11961: 0.001375703125633941
Position 12940: 0.0013379854706191492
Position 13057: 0.0013207724633585766
Position 11984: 0.0012869745688800166
Position 12012: 0.0012712812545994526
Position 525: 0.001249919751332247
Position 3535: 0.001229174163872861
Position 12125: 0.0012275714744074148
Position 3518: 0.0011736971957315321
Position 790: 0.0010848100484867312
Position 3262: 0.0010540515860768662
Position 1251: 0.0010244784699080583
Position 410: 0.0009260807281714828
Position 1375: 0.0009130708089958638
Position 12728: 0.0009074702648817475
Position 3616: 0.0008846795074405541
Position 12070: 0.000883771403486901
Position 3258: 0.0008476260626284808
Position 4735: 0.0007945976453631911
Position 10418: 0.00068422562869751
Position 12221: 0.0006736325021548608
Position 3541: 0.0006465069665206912
Position 9841: 0.0006216992756787542
Position 4776: 0.0006132586615022809
Position 1246: 0.0006060483731906617
Position 4606: 0.0005861944345276719
Position 13020: 0.0005169425870609996
Position 4824: 0.00048625841613532416
Position 12006: 0.0004367342162293041
Position 9610: 0.0004243813114783916
Position 10990: 0.00042394849800713363
Position 10154: 0.00040086132635375557
Position 12619: 0.00036213981226027617
Position 3648: 0.0003566746954275817
Position 720: 0.0003507616627786841
Position 12202: 0.00035027544200531775
Position 499: 0.0003308684197421684
Position 12231: 0.0003254508897118472
Position 12808: 0.0003125972659131893
Position 3306: 0.00028602773919217525
Position 532: 0.0002790213187571861
Position 12177: 0.00023838132662614003
Position 12302: 0.00023349467206209597
Position 1778: 0.00022693810258073204
Position 846: 0.00022588117260999204
Position 191: 0.00022130994843313524
Position 7402: 0.0001754411862932994
Position 156: 0.00017540975399879733
Position 12866: 0.00017195218227850263
Position 12010: 0.00015590085186398711
Position 3127: 0.00015293692075698024
Position 1699: 0.00015156202258641434
Position 7495: 0.00014147411343749623
Position 11545: 0.00013643361743758957
Position 6218: 0.00013013984945768825
Position 441: 0.00012458008032040005
Position 545: 0.00012375221721605792
Position 5058: 0.00011881961093963101
Position 804: 0.0001074219095646328
Position 1530: 0.00010741057108517038
Position 4106: 0.00010299010114443247
Position 11931: 9.187638036159888e-05
Position 913: 8.948419051874947e-05
Position 1823: 8.496714342799645e-05
Position 2066: 7.993240328770178e-05
Position 7355: 7.347843717807119e-05
Position 4695: 7.23089775226813e-05
Position 12828: 6.994195114398551e-05
Position 2535: 6.904085678190412e-05
Position 1189: 6.722074111116373e-05
Position 571: 6.60135840443487e-05
Position 12816: 6.588472671580451e-05
Position 941: 5.760724633083573e-05
Position 1759: 5.1857572054825895e-05
Position 810: 4.5922840313505437e-05
Position 11755: 3.798917002309195e-05
Position 806: 3.709955133476864e-05
Position 1859: 2.5650681952176366e-05
Position 514: 2.2279178840798095e-05
Position 1647: 2.179283297588207e-05
Position 355: 1.8632494295191428e-05
Position 829: 1.8380933331150213e-05
Position 858: 1.7794068603353368e-05
Position 1558: 1.763354633278722e-05
Position 2514: 1.6785006394977734e-05
Position 1886: 1.6448239235360484e-05
Position 1377: 1.2924961528698178e-05
Position 834: 1.2762206283246883e-05
Position 242: 1.2699020865073177e-05
Position 556: 1.2189328497468036e-05
Position 1906: 1.16747169658113e-05
Position 1177: 1.1628295348877922e-05
Position 3408: 1.0571866096613623e-05
Position 158: 1.0523088869433026e-05
Position 920: 9.422491442301544e-06
Position 4085: 8.692163298144025e-06
Position 2050: 8.531309388807256e-06
Position 3064: 6.102184000390933e-06
Position 2701: 5.66485650297593e-06
Position 1670: 5.303466183844329e-06
Position 2543: 4.608316262311228e-06
Position 932: 3.6223535033858526e-06
Position 3354: 3.573544866435594e-06
Position 3148: 3.4455536179252245e-06
Position 2291: 3.329448293127799e-06
Position 1047: 2.8987195532670796e-06
Position 1498: 2.6061749853714167e-06
Position 736: 2.5961306984166544e-06
Position 346: 2.219563694449102e-06
Position 2069: 2.2136094630513048e-06
Position 848: 1.539223117623955e-06
Position 2499: 1.4840523489577732e-06
Position 374: 1.207210866289688e-06
Position 2669: 1.1973101369398981e-06
Position 4031: 1.0661068874149063e-06
Position 951: 1.0506046899884304e-06
Position 1831: 9.270222418782403e-07
Position 1782: 8.813357419461797e-07
Position 1142: 6.177361412722089e-07
Position 2182: 5.21195043099989e-07
Position 504: 4.6306942805534685e-07
Position 1464: 1.6579093352799148e-08
Position 1150: 1.2984303130298572e-08
Position 1401: 1.0169663248194108e-08
Position 166: 6.8024371377797596e-09
Position 863: 5.7261038140632445e-09
Position 707: 1.7028908646603215e-09
Position 1435: 3.229323187608208e-10
Position 357: 1.005652936906622e-10
Position 89: 1.186713016812419e-13
Position 107: 4.663738076467847e-14
Position 86: 3.526065971651041e-15
