Gene = Sprr2h
Position 902: 9.445610893619004e-05
Position 532: 9.325186657464125e-05
Position 900: 8.664403172125764e-05
Position 464: 8.262733131788e-05
Position 457: 7.963747664440832e-05
Position 942: 7.351974871301658e-05
Position 736: 6.597029093060715e-05
Position 869: 5.920762612699193e-05
Position 316: 4.636929985814567e-05
Position 291: 4.4307788002533947e-05
Position 884: 3.9568916817484e-05
Position 985: 3.893667037025097e-05
Position 1298: 3.6695802705720375e-05
Position 124: 3.170263986148771e-05
Position 1437: 3.143508749600897e-05
Position 1282: 3.068924046377094e-05
Position 779: 2.9243248113296806e-05
Position 173: 2.7171821634635577e-05
Position 1285: 2.7049495714610465e-05
Position 155: 2.7007439156989437e-05
Position 1513: 2.6855878063672684e-05
Position 149: 2.097748022593699e-05
Position 976: 1.952478333465391e-05
Position 839: 1.6003143306664328e-05
Position 599: 1.5829656053404843e-05
Position 1516: 1.2865390345222113e-05
Position 1309: 1.1674759750569344e-05
Position 1478: 1.1285706971111608e-05
Position 1520: 1.090646911259741e-05
Position 1304: 9.8802933299922e-06
Position 327: 8.101802578268747e-06
Position 1274: 7.43832592720644e-06
Position 1378: 6.979252777399927e-06
Position 1311: 6.312488935356536e-06
Position 99: 2.9264077859611206e-07
Position 358: 1.3072980558516516e-07
Position 363: 1.296030993714268e-07
Position 175: 1.996209609203169e-08
Position 166: 1.3518959926119726e-08
Position 101: 1.0187444005011606e-08
