Gene = Colca2
Position 58: 1.5224304242921347e-05
Position 282: 1.5044839632676161e-05
Position 2255: 1.4785038237361141e-05
Position 275: 1.4173154023858449e-05
Position 517: 1.3520163157259207e-05
Position 757: 8.547345497906e-06
Position 2219: 8.408750580967406e-06
Position 663: 6.801534312357699e-06
Position 1601: 6.481183720724376e-06
Position 2823: 6.420774844040731e-06
Position 1455: 6.139812879760126e-06
Position 2830: 5.846190449088586e-06
Position 2410: 4.818752464980887e-06
Position 405: 3.494714154709803e-06
Position 1660: 3.3903690448037484e-06
Position 2300: 3.333188915397708e-06
Position 992: 3.0419715541594546e-06
Position 438: 2.9258904938856152e-06
Position 2152: 2.6418487122864847e-06
Position 1274: 2.1084322636925746e-06
Position 902: 2.042616152212799e-06
Position 408: 1.988018504831838e-06
Position 1075: 1.4532992698319912e-06
Position 1149: 1.3116208153231321e-06
Position 761: 1.1602636803435022e-06
Position 892: 1.0979871020572164e-06
Position 920: 1.0601429302432879e-06
Position 289: 9.519297892821964e-07
Position 1265: 8.84392344527119e-07
Position 759: 7.25585701758281e-07
Position 998: 6.607802170137716e-07
Position 1008: 6.387624740661706e-07
Position 1036: 5.301788844788626e-07
Position 1137: 5.068551206013091e-07
Position 908: 4.121198565167558e-07
Position 1147: 3.819616344339568e-07
Position 1095: 3.1239007838750325e-07
Position 1164: 1.839946554629435e-07
Position 1214: 1.6505945872678946e-07
Position 1197: 1.5208978542802435e-07
Position 1034: 4.6703759142967374e-08
Position 1254: 3.977104589983718e-09
Position 1811: 6.826735532907836e-10
Position 1747: 6.118194160637012e-10
Position 906: 6.615976137794455e-11
Position 1341: 1.8319400280823557e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 878: 0.9624547684231342
Position 6011: 0.6063825602806164
Position 7643: 0.5196019522594189
Position 4633: 0.43486253634154826
Position 7221: 0.2522996525872545
Position 7696: 0.13492511578974503
Position 1664: 0.11562417268217608
Position 4612: 0.10542356784948641
Position 3713: 0.08705997162927688
Position 3737: 0.07904433506766616
Position 295: 0.06184981079233464
Position 5047: 0.055353632716837534
Position 3671: 0.044640010409322424
Position 1349: 0.03942486105990242
Position 3778: 0.03603107942771378
Position 4688: 0.03381941138439625
Position 2194: 0.03278782023894902
Position 2085: 0.031968969087843656
Position 4571: 0.027797139194617668
Position 5094: 0.026853490337941193
Position 4580: 0.02567360173465592
Position 7731: 0.019246435957881888
Position 7283: 0.019045564651335067
Position 3599: 0.017218909177362768
Position 4503: 0.015987243892585903
Position 4664: 0.015616557879119516
Position 7823: 0.015533163582291103
Position 6051: 0.015006519932316244
Position 4994: 0.014643660206061417
Position 4109: 0.014323432276757947
Position 3899: 0.01298571479560854
Position 6095: 0.01239862354252014
Position 4186: 0.012301441663614009
Position 2123: 0.011265541878151531
Position 2152: 0.010718205981626273
Position 4139: 0.009835440121214211
Position 2718: 0.009407190414801814
Position 3591: 0.008934867789848259
Position 6178: 0.008732002728111494
Position 3351: 0.008258860228269245
Position 6200: 0.007611241478691642
Position 540: 0.007562179884493001
Position 840: 0.0073481941403806365
Position 771: 0.007007078093616073
Position 7010: 0.006814130506582643
Position 889: 0.006733344859838088
Position 3318: 0.006318398572426098
Position 1493: 0.006265342131960143
Position 7672: 0.006242991653015
Position 3834: 0.006170178066435564
Position 4312: 0.005720372687885343
Position 4415: 0.004974269142419623
Position 5481: 0.004646103316695797
Position 1110: 0.004465698338110914
Position 7774: 0.003987916151893101
Position 7650: 0.003687610390858103
Position 798: 0.003601603926734678
Position 2234: 0.003359387029648624
Position 6139: 0.003325574635169211
Position 1606: 0.0032916120106651057
Position 663: 0.0030139186526281286
Position 4539: 0.002572462199489853
Position 1429: 0.002522280369796409
Position 6978: 0.0023801334872620896
Position 1511: 0.0020907468507561804
Position 4063: 0.0020554615579922077
Position 1682: 0.002054050485563759
Position 1624: 0.002018537313600294
Position 2692: 0.001926899685844207
Position 7903: 0.001924082290307177
Position 1600: 0.0019100843367186044
Position 3710: 0.0017942185867981502
Position 4508: 0.0017720200126446265
Position 3578: 0.0017678813717724863
Position 2135: 0.0017047317657095066
Position 5933: 0.0015121371112598032
Position 5683: 0.001499116995108257
Position 6105: 0.0013220796486538239
Position 4517: 0.0013113642641003835
Position 4916: 0.0012488617761435904
Position 2013: 0.001186564628882993
Position 5791: 0.0011723312240249622
Position 7842: 0.0010083809423752043
Position 1526: 0.0009775587214688412
Position 626: 0.0009572310841882186
Position 3406: 0.0008758718936766234
Position 424: 0.0008173275764072447
Position 308: 0.0007896738605703726
Position 3882: 0.0007876607493526359
Position 278: 0.0007750804485341714
Position 4891: 0.0007461564837449623
Position 1928: 0.0007316392313079737
Position 1505: 0.000678629095471003
Position 345: 0.0006731012234784485
Position 4523: 0.0006538587380631893
Position 1550: 0.0006302125329589859
Position 7309: 0.0006131404997446236
Position 2953: 0.0005663807219826372
Position 7884: 0.0005602966604057976
Position 6354: 0.0005403089570713707
Position 3810: 0.0004921980622619072
Position 6498: 0.00043900440359682057
Position 3855: 0.0004110170050348868
Position 1587: 0.0004082770291523532
Position 2883: 0.00039660398406645147
Position 1636: 0.00039001167435931557
Position 4640: 0.0003648562056716955
Position 3611: 0.0003550811277270011
Position 913: 0.0003518021510008295
Position 1378: 0.0003409971017189151
Position 1321: 0.0003253067063729354
Position 7021: 0.0002936790889083601
Position 5325: 0.00027748285454568444
Position 2330: 0.00025207794389903686
Position 1729: 0.0002498628024273253
Position 2056: 0.0002476449184271433
Position 3785: 0.00022574172270985198
Position 8248: 0.00022379840060212947
Position 500: 0.00021485328689967804
Position 1628: 0.00021193398198806143
Position 1192: 0.00021068263535318655
Position 1544: 0.00020262909303376885
Position 1548: 0.00019745927873772928
Position 3629: 0.000195913683998128
Position 5831: 0.00018892341067985787
Position 3745: 0.00018119627461891653
Position 899: 0.00018039209820780894
Position 600: 0.00016988465955672928
Position 330: 0.00016560178669286374
Position 3472: 0.0001650903260933685
Position 6235: 0.000164478900644273
Position 7170: 0.00016026162169783942
Position 545: 0.0001548161160247347
Position 3605: 0.00014754359228866067
Position 7345: 0.0001471848364072145
Position 225: 0.00014333238057411349
Position 3157: 0.00014153080064435836
Position 2093: 0.00013769164049180898
Position 7328: 0.00013699969874792896
Position 5176: 0.00013620830219628017
Position 3780: 0.00013367047207521788
Position 4357: 0.0001308710446055167
Position 775: 0.00012968034116454558
Position 2936: 0.00012869220672961145
Position 4810: 0.00012849083655719302
Position 610: 0.00012756366789995702
Position 348: 0.00012617480150203068
Position 460: 0.00012494298482843417
Position 1723: 0.00011639628472721263
Position 5603: 0.00010480383984299217
Position 2402: 0.00010408166737767669
Position 5157: 9.78822881093566e-05
Position 3374: 8.688248635643754e-05
Position 366: 7.576744509183688e-05
Position 1546: 7.302317015336196e-05
Position 1152: 6.881059506176038e-05
Position 314: 6.225093816675738e-05
Position 2516: 5.836869479138534e-05
Position 486: 5.069699416206358e-05
Position 433: 4.9038158947657466e-05
Position 448: 4.359394976555033e-05
Position 566: 3.7661977000204043e-05
Position 1401: 3.461989485247438e-05
Position 1333: 3.408631740171537e-05
Position 5582: 3.33794778480322e-05
Position 1381: 3.1288075987913427e-05
Position 469: 3.118966707473363e-05
Position 2488: 2.962070826890511e-05
Position 2419: 2.89866952078081e-05
Position 1225: 2.8166439709919318e-05
Position 2300: 2.3725221295651624e-05
Position 1876: 2.08096774630337e-05
Position 2519: 1.9321691385457034e-05
Position 1618: 1.811394008535787e-05
Position 1263: 1.723486807851222e-05
Position 937: 1.680792210871713e-05
Position 4732: 1.6575060645933943e-05
Position 2887: 1.641864232933961e-05
Position 1008: 1.5826147641005298e-05
Position 542: 1.5514698580388158e-05
Position 2725: 1.5273181971166347e-05
Position 3402: 1.390977608229548e-05
Position 578: 1.360163363035639e-05
Position 2020: 1.3584184733758358e-05
Position 438: 1.2418624485470602e-05
Position 2748: 1.2265010134182558e-05
Position 244: 1.2128469229335303e-05
Position 2905: 1.1048958741711128e-05
Position 368: 1.0276548847570925e-05
Position 1562: 8.690846623827098e-06
Position 1357: 8.567196027170597e-06
Position 3555: 6.589057245428619e-06
Position 376: 5.502723062445923e-06
Position 1967: 5.436048440025852e-06
Position 1120: 4.661353844005564e-06
Position 636: 4.483756272645425e-06
Position 509: 4.427523387348863e-06
Position 512: 4.4011313917894645e-06
Position 1406: 4.3875902455729325e-06
Position 669: 4.257859102061234e-06
Position 171: 3.2557439760488207e-06
Position 177: 3.212961334939659e-06
Position 230: 3.186568382766226e-06
Position 1440: 3.0376399572445595e-06
Position 1455: 2.4802508085230044e-06
Position 1462: 2.351029820423618e-06
Position 250: 2.2429643416500665e-06
Position 582: 2.2240907900984975e-06
Position 186: 2.153823798062235e-06
Position 173: 1.9123281568585445e-06
Position 942: 1.8649002114044813e-06
Position 808: 1.8261378928257368e-06
Position 1391: 1.7139284528367679e-06
Position 474: 1.6082574933412435e-06
Position 2205: 1.3884248362355345e-06
Position 1040: 1.250035752118229e-06
Position 1837: 1.1218520565388438e-06
Position 1229: 1.110375051900543e-06
Position 1080: 1.0401741282630473e-06
Position 1942: 8.979021383983718e-07
Position 452: 8.974648223648836e-07
Position 2456: 8.952423951189219e-07
Position 926: 8.36234886365238e-07
Position 955: 8.037550167418445e-07
Position 399: 7.040371162223112e-07
Position 1045: 6.870199630621988e-07
Position 1065: 5.720509876616458e-07
Position 255: 5.376223478980435e-07
Position 450: 4.4291931350336224e-07
Position 965: 3.943549856829766e-07
Position 1070: 3.840315674316649e-07
Position 1796: 3.755097323634372e-07
Position 1051: 2.8092654642412425e-07
Position 945: 2.763482825253291e-07
Position 1761: 1.650760243336797e-07
Position 2212: 1.6433814680722947e-07
Position 1159: 1.613308605090095e-07
Position 2239: 1.5026809037526896e-07
Position 550: 1.4654797471063161e-07
Position 397: 8.623812701409328e-08
Position 1124: 4.278393341672182e-08
Position 928: 1.8379601212717976e-08
Position 1932: 1.948253232785128e-09
Position 1736: 1.7471478547852223e-09
Position 156: 5.791978499249485e-10
Position 1244: 5.298097756739693e-10
Position 234: 4.75121242741125e-10
Position 189: 2.880352316063433e-10
Position 1018: 9.476224382218907e-11
Position 135: 4.7539094097085095e-11
Position 131: 4.3768787751861784e-11
Position 129: 3.326465501407554e-11
Position 139: 1.1260582624578e-11
Position 147: 7.392342351363466e-12
Position 124: 3.4949557170470932e-12
Position 151: 2.004884347547316e-12
