Gene = Zfp428
Position 2393: 2.5207496284287e-06
Position 2247: 2.3560138681305226e-06
Position 740: 2.320683655031669e-06
Position 2447: 2.3064730271686827e-06
Position 3274: 2.299826303819504e-06
Position 1048: 1.9254565403329355e-06
Position 1051: 1.8113296087508009e-06
Position 553: 1.7844437562903664e-06
Position 776: 1.6135235023717645e-06
Position 529: 1.2542108369845148e-06
Position 2745: 1.0158001404946852e-06
Position 1200: 8.933988153142387e-07
Position 2804: 6.700778015576664e-07
Position 3760: 5.903677936733559e-07
Position 342: 5.751830207914943e-07
Position 1105: 5.445215177011083e-07
Position 1093: 5.084678126418047e-07
Position 599: 4.3019077810995926e-07
Position 1429: 1.4258889283833385e-07
Position 1886: 1.3547461418436952e-07
Position 1736: 9.570444251723274e-08
Position 1861: 8.687822444446083e-08
Position 1730: 5.136004861777146e-08
Position 1278: 2.0032991381481122e-08
Position 1361: 1.6094660167246073e-08
Position 1110: 1.4268822481599202e-08
Position 174: 4.324258892712446e-09
Position 192: 3.570382117206266e-09
Position 141: 1.785054177174721e-09
Position 541: 1.1924389574704374e-09
Position 166: 6.123743712663219e-10
Position 1150: 1.4012346602254776e-10
Position 123: 1.37780166697391e-10
Position 135: 7.322910319578758e-11
Position 422: 4.275622069811134e-11
Position 410: 2.165122800447419e-11
Position 2543: 1.8922373383602987e-11
Position 118: 1.511805636891921e-11
Position 143: 5.69133621410149e-12
Position 379: 5.118663760436223e-13
Position 371: 1.9675765350710024e-13
