Gene = Gtf2a2
Position 923: 0.0005501319789928264
Position 3314: 0.0005428583879616679
Position 3189: 0.0004990951324670377
Position 676: 0.0004829524861415563
Position 730: 0.0004457063268519789
Position 3572: 0.0004086262736084302
Position 3030: 0.0004008405731909145
Position 784: 0.0003767171428465645
Position 2190: 0.0003410759761187442
Position 9408: 0.0003023474016308856
Position 2904: 0.0002661582051386632
Position 1061: 0.00025836401893193986
Position 1085: 0.0002572457910276993
Position 5763: 0.0002536598085779014
Position 5548: 0.0002478184020153711
Position 6427: 0.00022599078547378296
Position 2634: 0.00021997697426519666
Position 3286: 0.00020415100100577946
Position 1987: 0.00018174963776989547
Position 2631: 0.00010094759565604408
Position 904: 7.552206830404082e-05
Position 778: 6.684555973684981e-05
Position 1551: 4.8080207778020647e-05
Position 444: 3.668652335847031e-05
Position 337: 3.014179092826956e-05
Position 3183: 2.837934437430731e-05
Position 516: 2.745159320719754e-05
Position 329: 2.223859078866305e-05
Position 460: 1.7919729870426076e-05
Position 261: 1.6550847429738828e-05
Position 1041: 1.621002303091016e-05
Position 2981: 1.467142744995253e-05
Position 432: 1.4335110122974061e-05
Position 953: 1.4193424953687661e-05
Position 662: 1.32680721667395e-05
Position 12: 8.971484130595265e-06
Position 379: 5.996488268778434e-06
Position 473: 5.352352448209254e-06
Position 768: 4.951429341747831e-06
Position 771: 4.370913845392441e-06
Position 1199: 3.1823490814131954e-06
Position 1056: 2.4223771219803866e-06
Position 2234: 1.3151254328742602e-06
Position 32: 1.2058780997173897e-06
Position 479: 6.209711440132501e-07
Position 2909: 5.309025308960128e-07
Position 172: 5.29434564533488e-07
Position 53: 4.887936638207444e-07
Position 89: 4.176909883527665e-07
Position 637: 2.746489642303128e-07
Position 584: 2.2777123558866232e-07
Position 567: 1.4962500676771455e-07
Position 1847: 1.0831280381911831e-07
Position 528: 6.784072961554232e-08
Position 1157: 4.198063719736311e-08
Position 811: 1.2130913409523764e-08
Position 754: 8.9624802686339e-09
Position 760: 8.386564536962165e-09
Position 808: 8.28197768003837e-09
Position 815: 7.728439335698396e-09
Position 740: 3.366358119632695e-11
Position 550: 1.2548441633712746e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6838: 0.910842579141718
Position 2741: 0.698022584941234
Position 9886: 0.5080163831299269
Position 4237: 0.44724163743366846
Position 4268: 0.4447465677582466
Position 4522: 0.4385047299506094
Position 2372: 0.3377790302615432
Position 3217: 0.15875627307828152
Position 6129: 0.11607715343334542
Position 8656: 0.11530449303795146
Position 9482: 0.08748994038747535
Position 7784: 0.06352000788107227
Position 9824: 0.061600472957725104
Position 598: 0.05816216102677351
Position 9113: 0.05598389788685871
Position 2786: 0.054020171149198576
Position 1294: 0.05067620696368392
Position 4277: 0.039669349703337076
Position 2317: 0.038736436067836444
Position 3100: 0.0382369300687475
Position 7993: 0.03693168203217416
Position 9303: 0.03412487473427438
Position 7662: 0.032085805361502295
Position 591: 0.028821703179933825
Position 4534: 0.026725262244363727
Position 8194: 0.024237540195334407
Position 1249: 0.023147837382491036
Position 7872: 0.01920999426746658
Position 4593: 0.015931140770850304
Position 240: 0.015023734892788113
Position 7055: 0.0137264561358701
Position 8495: 0.013420504043857967
Position 473: 0.013045337476610162
Position 6151: 0.01278811053780286
Position 7142: 0.012779114876430148
Position 7441: 0.011841110436623796
Position 10013: 0.010954788982338875
Position 6858: 0.010530878277016117
Position 8631: 0.009171855618383164
Position 5782: 0.009168399102642931
Position 718: 0.007018507768780932
Position 4747: 0.006974098843842774
Position 7906: 0.006441022800424085
Position 3213: 0.006432942770212062
Position 8150: 0.006212721676771406
Position 2716: 0.00596907697772696
Position 3311: 0.005955594835905032
Position 9002: 0.005546904812231012
Position 7275: 0.005451755282186738
Position 2117: 0.005191158418240921
Position 2321: 0.004962651675270089
Position 2091: 0.0038719241637500544
Position 7555: 0.003701191815413384
Position 9969: 0.003671999877836015
Position 8547: 0.0033773236376102547
Position 9328: 0.003070572795562804
Position 6402: 0.0029062804836271303
Position 8754: 0.00270063526762047
Position 6163: 0.0025722590011590272
Position 4972: 0.0024328968365122995
Position 3246: 0.0022082333223133756
Position 7459: 0.0021771933575740116
Position 7646: 0.001980296304507787
Position 9661: 0.00197679712516819
Position 3103: 0.001915785480238267
Position 543: 0.0018677775912434563
Position 4955: 0.0018526425334805673
Position 4289: 0.0017891989111469436
Position 3507: 0.0017783383137693893
Position 6587: 0.0017640882095280154
Position 6906: 0.0017380356008121491
Position 8104: 0.0016400055153974198
Position 9764: 0.0016242723346896711
Position 7946: 0.001620925572623353
Position 7912: 0.0015675434184222329
Position 7829: 0.0015273943873861206
Position 7780: 0.001397263471186772
Position 7668: 0.0013879559871265601
Position 9744: 0.0013850152143341117
Position 9134: 0.0013348362232252714
Position 4193: 0.001260763736323393
Position 4447: 0.001244753808948147
Position 7366: 0.001230013996876635
Position 10046: 0.0011949439990082801
Position 6562: 0.0011924758420139583
Position 7147: 0.0011881855491217973
Position 9849: 0.0011741025993636637
Position 8719: 0.001170145986737171
Position 899: 0.001154894560961026
Position 1471: 0.0011519685645579255
Position 429: 0.001084767194742313
Position 6734: 0.0010844217903930916
Position 1986: 0.0010019939321026896
Position 9150: 0.0009658120626118967
Position 7599: 0.0008561815377523404
Position 2829: 0.0008469964000612781
Position 5842: 0.0008407662799372473
Position 4302: 0.0008299794247281014
Position 3674: 0.0008211654464107728
Position 2206: 0.0008141250953813147
Position 1299: 0.0007534310368014322
Position 9587: 0.0006636756290064756
Position 2800: 0.0006561796951019995
Position 8290: 0.0006381620601435028
Position 3219: 0.0006343960877367496
Position 7649: 0.0006288194873457846
Position 7493: 0.000627644902397064
Position 3003: 0.0006267530999512947
Position 8353: 0.0005924048755532253
Position 1410: 0.0005899499794220925
Position 3478: 0.0005879101794645115
Position 4140: 0.0005850606249707261
Position 5005: 0.0005622030972205379
Position 2669: 0.0005507065110278733
Position 8213: 0.0005176868045352759
Position 1512: 0.00047440504062817103
Position 2550: 0.0004652173561163326
Position 4995: 0.000455346976833955
Position 2410: 0.0004483086774836137
Position 7477: 0.00044635981660711273
Position 6637: 0.00043962611576387254
Position 3169: 0.0004241196928338642
Position 8227: 0.0004208718221832712
Position 10211: 0.0004134079184160194
Position 1255: 0.0004106149497159317
Position 4845: 0.0004061113265198693
Position 388: 0.00040292773215869405
Position 1480: 0.00037694212511746203
Position 1772: 0.0003653006228887745
Position 3251: 0.0003604433393619554
Position 2021: 0.0003523859510424358
Position 302: 0.00034923447948149056
Position 185: 0.0003449320401835505
Position 2052: 0.0003389905752903081
Position 1419: 0.00033549670845367784
Position 4612: 0.00033318130728457034
Position 3387: 0.00033088886007706246
Position 9774: 0.0003148959015153542
Position 2190: 0.0002964309109845572
Position 355: 0.0002960801710863727
Position 1902: 0.00028473542431083174
Position 2808: 0.0002797873175848964
Position 3555: 0.0002765419518184268
Position 1428: 0.0002752331861783542
Position 4499: 0.0002751504911829939
Position 1157: 0.00026277652532921095
Position 2755: 0.0002590653542669273
Position 1749: 0.00025577249228399593
Position 1464: 0.00025197873642741653
Position 4313: 0.0002468035637129775
Position 5559: 0.00024177143709501627
Position 3313: 0.00022619234764562803
Position 572: 0.00022443409970160884
Position 9260: 0.0002232041932331965
Position 251: 0.00019912711413958389
Position 7171: 0.00019882866191892325
Position 5444: 0.0001879963392644647
Position 8919: 0.0001837130434949228
Position 3721: 0.0001720828762232595
Position 5514: 0.00016699459125194663
Position 6996: 0.00016235901035265615
Position 385: 0.00016039761914565603
Position 1001: 0.00015063355372980802
Position 2658: 0.00014960845775576298
Position 2328: 0.0001444531340257823
Position 8329: 0.000136305315438074
Position 310: 0.0001328477007755762
Position 2595: 0.00012895076075824404
Position 3616: 0.00011677163234223852
Position 8242: 0.00011516299518795088
Position 6189: 0.00011386705357828638
Position 1389: 9.662569083178015e-05
Position 1537: 9.543463918299217e-05
Position 680: 9.163723387825491e-05
Position 6676: 9.076633781221061e-05
Position 1742: 9.040376989282031e-05
Position 6785: 8.55751207542425e-05
Position 2762: 8.435180271636039e-05
Position 695: 8.244029692522065e-05
Position 1369: 7.095547905637763e-05
Position 4696: 7.021515121696666e-05
Position 7444: 6.535482998237917e-05
Position 1864: 6.387056765941158e-05
Position 7395: 6.281660570557907e-05
Position 662: 6.178779714935356e-05
Position 5707: 6.030743620873034e-05
Position 5220: 6.0200483767942195e-05
Position 5029: 5.956502786206787e-05
Position 219: 5.826591331697171e-05
Position 624: 5.2757083333739415e-05
Position 4080: 4.845473198854729e-05
Position 4099: 4.80649364937769e-05
Position 5118: 4.201445659686821e-05
Position 850: 3.8742748595891414e-05
Position 1296: 3.727560034573328e-05
Position 2417: 3.4036585535103514e-05
Position 2465: 2.8084049300020755e-05
Position 1483: 2.7722741583377036e-05
Position 1170: 2.6811907417169262e-05
Position 2618: 2.6285981866692724e-05
Position 195: 2.4532875903341267e-05
Position 1179: 2.2206882917933488e-05
Position 778: 2.112069549556832e-05
Position 1224: 2.041930240255297e-05
Position 609: 1.9116985618605985e-05
Position 819: 1.7102271267452735e-05
Position 8682: 1.680186177549944e-05
Position 1442: 1.543668681009007e-05
Position 1269: 1.41531988520123e-05
Position 722: 1.2767033719018529e-05
Position 7061: 1.2576928402694176e-05
Position 2621: 1.0617132127753668e-05
Position 1826: 7.98028611568209e-06
Position 1373: 6.936214492105607e-06
Position 1017: 6.4468055016990125e-06
Position 904: 6.152990479409588e-06
Position 2525: 5.581206160572549e-06
Position 2965: 5.552571034236755e-06
Position 783: 5.210588372690638e-06
Position 1323: 5.123410846143395e-06
Position 840: 4.93601309892887e-06
Position 407: 4.8442426872254265e-06
Position 337: 4.830217747911247e-06
Position 4032: 4.543183793570148e-06
Position 2501: 4.451999959746978e-06
Position 199: 2.316957452390369e-06
Position 314: 1.0399700045722214e-06
Position 362: 9.972176589220109e-07
Position 329: 6.893152067176643e-07
Position 6673: 6.327724275504128e-07
Position 375: 5.518858917957739e-07
Position 728: 3.8080765633776244e-07
Position 205: 3.346069989929765e-07
Position 3333: 3.2508171351447216e-07
Position 672: 2.858042392023206e-07
Position 1766: 1.719144063035776e-07
Position 216: 1.2885707865255134e-07
Position 1519: 1.1513865525868094e-07
Position 1444: 1.0762397216266823e-07
Position 3176: 1.07247442140511e-07
Position 1828: 7.623453700504772e-08
Position 949: 3.668214360518367e-08
Position 317: 3.3616736166156224e-08
Position 854: 2.5648119637601345e-08
Position 2024: 2.3274240143949882e-08
Position 1438: 1.5398313560869103e-08
Position 1416: 1.4766095374663236e-08
Position 397: 1.253441437048538e-08
Position 1261: 1.0295905978252464e-08
Position 1215: 9.78701062987991e-09
Position 2567: 5.861022353264112e-09
Position 371: 3.7519405806337675e-09
Position 115: 3.085883541548475e-09
Position 442: 2.8906316861793436e-09
Position 111: 2.644438681836718e-09
Position 152: 2.5600620535504405e-09
Position 141: 2.5096808939874084e-09
Position 134: 6.745543328155103e-10
Position 760: 2.1450832517383583e-10
Position 737: 1.6501321929352978e-10
Position 167: 8.24155863443576e-11
Position 98: 1.7520325893595162e-11
Position 836: 9.896179120159376e-12
