Gene = Iqcd
Position 341: 1.5259168208183547e-10
Position 336: 1.3933681307285377e-10
Position 280: 1.3589695115197629e-10
Position 413: 1.3419405019337332e-10
Position 600: 4.0883874819298647e-11
Position 1591: 1.5350776062113202e-11
Position 451: 7.637857767911268e-12
Position 510: 5.717283230771045e-12
Position 474: 5.461806246346718e-12
Position 387: 5.458012073047651e-12
Position 477: 5.0739881831417175e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 16105: 0.962581108787776
Position 13302: 0.8982998960042178
Position 9191: 0.3701844328211506
Position 11004: 0.35650501181312505
Position 16813: 0.2513955262009859
Position 17611: 0.19496536920092447
Position 8948: 0.18844166975432486
Position 5187: 0.13665593652989097
Position 2097: 0.10451376806116307
Position 17594: 0.10083192998914141
Position 16401: 0.09933119768474305
Position 13329: 0.08797046819060142
Position 7026: 0.08406915930612843
Position 17838: 0.06278508835567412
Position 7474: 0.04707595236742225
Position 16271: 0.04394982542952324
Position 16445: 0.040971134374057784
Position 9391: 0.03958711973618314
Position 3538: 0.039536082848532314
Position 5630: 0.03118634488242968
Position 9016: 0.02901377990714191
Position 16249: 0.02760817701521718
Position 5582: 0.02660482741592433
Position 3137: 0.02577135808967774
Position 3851: 0.023509144989821786
Position 16367: 0.023085459400254933
Position 7224: 0.01992100568535492
Position 16310: 0.019309740767123457
Position 4709: 0.0182125461397579
Position 151: 0.018174666845836487
Position 5252: 0.01713610080130952
Position 7263: 0.016957611593128388
Position 16699: 0.01624459708956567
Position 16702: 0.01613167598557943
Position 7485: 0.01588868766742569
Position 5212: 0.014585539936204728
Position 3298: 0.014398071307676539
Position 14193: 0.013828672609179148
Position 4379: 0.013655712051226144
Position 16705: 0.012857814136784634
Position 16708: 0.011816305632057652
Position 16507: 0.010447527049185976
Position 16869: 0.00984640239576263
Position 5607: 0.009274521757738588
Position 7315: 0.009230656029704926
Position 16968: 0.008791584415239063
Position 3810: 0.008626855502443766
Position 2044: 0.008137056113184713
Position 16696: 0.007658215726926016
Position 17994: 0.006622203741370975
Position 2102: 0.006523342534936869
Position 14869: 0.005585899828248727
Position 16693: 0.00531985759860901
Position 4847: 0.005224097129215705
Position 16290: 0.005183767672881514
Position 17034: 0.005165746414662847
Position 16953: 0.004921658308759722
Position 230: 0.0048931601452796665
Position 16678: 0.004728451211712989
Position 18043: 0.004516435663503231
Position 4839: 0.003923400992003783
Position 16687: 0.0039033641821521387
Position 16681: 0.003832208243901851
Position 16283: 0.00377601270986154
Position 16451: 0.003370962151043262
Position 5661: 0.003202616321868064
Position 5260: 0.0031270732371065655
Position 1783: 0.0029187986343491464
Position 16343: 0.002843734535751814
Position 17163: 0.0028149932514725928
Position 6055: 0.002523008481919843
Position 5305: 0.0024836224603120073
Position 14893: 0.0023006709050495833
Position 6702: 0.0022057651725859244
Position 8257: 0.002157293864291747
Position 3687: 0.00206829060956577
Position 6777: 0.0013550741538724867
Position 16883: 0.0013123008406295473
Position 6529: 0.0012504220139021006
Position 3123: 0.0012330417671194253
Position 16684: 0.0010466603080932604
Position 5491: 0.0010418136726093087
Position 3187: 0.0009903605029760807
Position 7365: 0.00089316086703847
Position 16690: 0.0008252614105217037
Position 4194: 0.000817450936922413
Position 9511: 0.0008124415297538689
Position 182: 0.0007809615235937843
Position 4826: 0.0007595460017596598
Position 6390: 0.0007421972319146279
Position 4385: 0.000702235953799017
Position 1166: 0.0006956438533087084
Position 1728: 0.0006191014566247052
Position 3310: 0.000599929543488834
Position 3194: 0.00047120066104286754
Position 10732: 0.0004653145605098207
Position 6329: 0.000444133977815829
Position 5889: 0.00042253244312754414
Position 304: 0.0003825605911770526
Position 3963: 0.0003688870102353028
Position 3342: 0.00035392658555915467
Position 6436: 0.0003500017076718234
Position 1341: 0.00030317027716276703
Position 5981: 0.00027818625029177335
Position 3823: 0.0002620683044346319
Position 4243: 0.00022540617043108376
Position 1501: 0.0002130478104629215
Position 10761: 0.00019292810149605644
Position 188: 0.00018787953375684225
Position 4272: 0.00018528184961222511
Position 4730: 0.00017673037424673432
Position 1385: 0.0001754106639874157
Position 4213: 0.00016988684467073503
Position 1985: 0.00016254026926130759
Position 4659: 0.00015249849463179601
Position 10408: 0.00015139726313191166
Position 1195: 0.0001436989293414709
Position 1538: 0.0001232870146099012
Position 3773: 0.0001006027310873793
Position 268: 9.355540695895362e-05
Position 4745: 8.212479919204092e-05
Position 1431: 8.100496810091883e-05
Position 2225: 7.336619359892425e-05
Position 2650: 6.020386627293176e-05
Position 1467: 4.191151262691354e-05
Position 2071: 3.641869572059167e-05
Position 1884: 3.066991275465115e-05
Position 1973: 2.6837165604932773e-05
Position 4017: 2.5834153487424204e-05
Position 2625: 2.178518139465071e-05
Position 1739: 1.9329684271242107e-05
Position 5933: 1.8495783365103855e-05
Position 1578: 1.780034494805402e-05
Position 341: 1.741004965304493e-05
Position 8588: 1.5973094432587805e-05
Position 717: 1.4914923571592176e-05
Position 624: 1.3353697214950263e-05
Position 786: 1.1750713651137286e-05
Position 945: 1.0775616739168742e-05
Position 5032: 9.753301356952247e-06
Position 7280: 8.816962840298319e-06
Position 1792: 8.09932008545643e-06
Position 3540: 8.034934395128916e-06
Position 3006: 7.796220353833353e-06
Position 649: 7.66347833643939e-06
Position 1265: 7.090167284686228e-06
Position 532: 6.969711037869984e-06
Position 1091: 6.226541251205678e-06
Position 1472: 6.1368752769850605e-06
Position 1813: 5.606444366875461e-06
Position 4586: 5.207582930083532e-06
Position 850: 4.823760328302276e-06
Position 1137: 4.418096134650173e-06
Position 1891: 3.9625728127137845e-06
Position 2151: 3.7609155173535284e-06
Position 4060: 3.749009608528577e-06
Position 1519: 3.4700423340168046e-06
Position 1123: 2.953963988857946e-06
Position 1337: 2.844169704978168e-06
Position 2231: 2.5929594383522556e-06
Position 1730: 2.4157558412630677e-06
Position 418: 2.4053810039159294e-06
Position 1555: 2.3035130492330516e-06
Position 2118: 2.0318232256776976e-06
Position 2882: 1.939481306447055e-06
Position 3097: 1.9214976129508834e-06
Position 3460: 1.6862483308527295e-06
Position 820: 1.6620994684172022e-06
Position 1210: 1.6061017030604435e-06
Position 3887: 1.4570608774653182e-06
Position 3158: 1.4275630307495048e-06
Position 1390: 1.1266248967437795e-06
Position 1746: 1.0574627116252456e-06
Position 1087: 9.247071880427895e-07
Position 766: 9.244888317541929e-07
Position 3543: 9.152370307682193e-07
Position 499: 9.00807763899957e-07
Position 792: 8.820877833111852e-07
Position 956: 8.383853848654605e-07
Position 1479: 6.047748124062401e-07
Position 1221: 5.282243182711497e-07
Position 1407: 2.439203140550437e-07
Position 513: 2.38726410897005e-07
Position 361: 2.3330155600232033e-07
Position 1217: 1.880500756293809e-07
Position 1439: 1.6691927682780438e-07
Position 1202: 1.6532519254470088e-07
Position 1001: 1.3852852021184004e-07
Position 134: 1.1613163151002016e-07
Position 723: 1.0848252728472045e-07
Position 537: 7.956097978791986e-08
Position 1232: 8.567438244779804e-09
Position 1488: 2.0972313774129378e-09
Position 1433: 1.7956068390840147e-09
Position 1172: 2.0304321388507665e-10
Position 1011: 2.0173515317688917e-10
Position 742: 1.4338744814310026e-10
Position 242: 1.3150147948182898e-10
Position 352: 4.3305283908701195e-11
Position 1180: 2.7653433361971655e-11
Position 807: 2.2875758627489316e-11
Position 2283: 6.249657452364411e-12
Position 420: 3.736115320111189e-12
Position 1950: 2.313721765160082e-12
Position 1075: 1.7321552117649214e-12
Position 902: 1.4419936740385757e-12
Position 451: 1.3317805196055159e-12
Position 910: 7.667956744761243e-13
Position 367: 7.505320127225927e-13
Position 252: 7.34626794845788e-13
