Gene = Aspdh
Position 1674: 0.0003516385417594459
Position 1382: 0.0003269746737521806
Position 1422: 0.0003026851764394712
Position 922: 0.00030258915439035616
Position 1226: 0.00028150838157589277
Position 1825: 0.00026527846724134287
Position 948: 0.00026174684180505804
Position 1326: 0.000219992742241709
Position 2345: 0.00016503677075255366
Position 364: 0.00015429358989561123
Position 2262: 0.0001372485879765135
Position 838: 0.0001330286544584005
Position 1850: 0.0001298610500841385
Position 1311: 0.00012134473344742252
Position 1445: 0.00011237760765241708
Position 864: 8.280595944480074e-05
Position 749: 8.216002808159956e-05
Position 858: 7.381329934011118e-05
Position 238: 7.002332005598739e-05
Position 1934: 6.942506813268478e-05
Position 821: 6.64643533139749e-05
Position 1818: 6.303335560019043e-05
Position 1567: 5.27791919345391e-05
Position 1951: 5.097128380369849e-05
Position 1387: 3.8074849494899814e-05
Position 875: 3.1979435264761435e-05
Position 1592: 3.127255623793704e-05
Position 1414: 2.7474199932312064e-05
Position 1032: 2.5070364851729045e-05
Position 990: 2.4321964550957107e-05
Position 1408: 2.352647963441599e-05
Position 2147: 2.1405322479712116e-05
Position 1719: 1.990474237801379e-05
Position 1394: 1.8119239107896088e-05
Position 861: 1.765474471604891e-05
Position 243: 1.5976215548500548e-05
Position 1731: 1.5826873441217655e-05
Position 1724: 1.4319375160543608e-05
Position 795: 1.4162666392878942e-05
Position 993: 1.2727590037608472e-05
Position 1503: 1.2661884775005807e-05
Position 1189: 1.1514504406286049e-05
Position 1873: 9.989797672148183e-06
Position 301: 9.92987476814853e-06
Position 648: 8.182118942296268e-06
Position 305: 6.407486503808741e-06
Position 1025: 5.467835974299626e-06
Position 1397: 4.959198513753842e-06
Position 941: 4.7862190206089345e-06
Position 939: 4.2687443569746705e-06
Position 653: 4.147630937893488e-06
Position 2355: 3.784921482496838e-06
Position 105: 3.1361646780265487e-06
Position 848: 2.5500238964057076e-06
Position 116: 1.5691460091458365e-06
Position 1169: 8.972274888927711e-07
Position 303: 8.195951718524294e-07
Position 91: 7.329807990893496e-07
Position 1427: 5.401376818046363e-07
Position 1459: 3.1758555812455456e-07
Position 1461: 2.084562456637505e-07
Position 77: 4.293204479524443e-08
Position 153: 2.462566952606789e-08
Position 149: 2.4206928215553532e-11
