Gene = Sycp1
Position 2039: 9.222989744847894e-05
Position 1349: 8.94628344760982e-05
Position 16819: 8.63670709869766e-05
Position 23602: 8.508232396742954e-05
Position 23448: 8.098541790505542e-05
Position 45082: 7.987242875221129e-05
Position 1240: 7.54109023751689e-05
Position 1271: 7.498519410730648e-05
Position 2057: 6.97745865836285e-05
Position 374: 6.447846733838529e-05
Position 15946: 6.376920665265117e-05
Position 16003: 6.220890267302843e-05
Position 3906: 6.108305988167343e-05
Position 3831: 5.9504720671861195e-05
Position 46271: 5.589024003442037e-05
Position 44649: 5.3117554585407464e-05
Position 46405: 5.175095612144113e-05
Position 43930: 4.8826389318226443e-05
Position 734: 4.340851444002544e-05
Position 976: 4.2839454126469564e-05
Position 16840: 3.884434511558239e-05
Position 1818: 3.774077729890441e-05
Position 1720: 3.566947728668354e-05
Position 454: 3.465098345837475e-05
Position 39595: 3.368731548962342e-05
Position 39151: 3.343714183572843e-05
Position 1493: 3.3222997255239916e-05
Position 44046: 3.296830503950417e-05
Position 43354: 3.2262692724390576e-05
Position 1323: 2.742046668201565e-05
Position 23283: 2.726516658177333e-05
Position 457: 2.724648023772549e-05
Position 40534: 2.6551883845407375e-05
Position 43104: 2.5911139192056945e-05
Position 23377: 2.3118736980609943e-05
Position 37740: 2.3105380382372505e-05
Position 44425: 2.2682942236312493e-05
Position 1097: 2.2201663164519192e-05
Position 41247: 1.960915221552301e-05
Position 39329: 1.8164355767223306e-05
Position 539: 1.7031719563877565e-05
Position 1047: 1.443443638242194e-05
Position 43389: 1.3164846480750997e-05
Position 291: 1.1444410939588389e-05
Position 42771: 1.1012837144569097e-05
Position 1796: 1.0648514512321093e-05
Position 296: 1.0371762677962537e-05
Position 36377: 9.442248595391751e-06
Position 1895: 9.022631011216224e-06
Position 37359: 8.899296514404739e-06
Position 1684: 7.818023270199697e-06
Position 36916: 7.1047576462792244e-06
Position 536: 6.986981148886501e-06
Position 36754: 6.537394416649335e-06
Position 643: 6.246534008381907e-06
Position 36680: 5.463394561858762e-06
Position 36537: 5.451567453078732e-06
Position 1855: 3.861877150518827e-06
Position 38155: 3.473119896711152e-06
Position 1363: 3.1641107202075513e-06
Position 1093: 2.938181937740109e-06
Position 37698: 2.6011341272008817e-06
Position 1868: 2.592093466934019e-06
Position 2079: 2.123291929189989e-06
Position 36935: 1.6452351158416813e-06
Position 581: 1.5900591650348637e-06
Position 38175: 1.2909390682574176e-06
Position 636: 1.1658876350198164e-06
Position 31956: 8.953571881365304e-07
Position 611: 8.877935562422611e-07
Position 298: 8.262791879132705e-07
Position 28074: 6.785809803946627e-07
Position 30696: 6.537915526514538e-07
Position 33671: 6.387451180624323e-07
Position 621: 6.343428359183199e-07
Position 687: 5.59645345000336e-07
Position 30840: 4.7641264669283847e-07
Position 23090: 4.75650030021189e-07
Position 659: 4.320545721233734e-07
Position 29045: 4.1314114088660237e-07
Position 27367: 1.8641239265116948e-07
Position 506: 1.7308953101051548e-07
Position 30405: 1.7306654780847166e-07
Position 27513: 1.466270493354706e-07
Position 28031: 1.4296295299674477e-07
Position 28048: 1.3315255805702344e-07
Position 24324: 1.159028021144995e-07
Position 24260: 5.415312210371986e-08
Position 23182: 5.171775497126698e-08
Position 27391: 4.066910870860177e-08
Position 16495: 3.823178987319808e-08
Position 75: 3.646497262650036e-08
Position 24240: 2.7606025426426542e-08
Position 29415: 2.728587820992242e-08
Position 22289: 2.526749842214806e-08
Position 29089: 2.5000009193835365e-08
Position 22855: 1.849585376649612e-08
Position 1977: 1.8025884613516034e-08
Position 24288: 9.43575561096604e-09
Position 22804: 8.860439578464087e-09
Position 24943: 8.592163441167672e-09
Position 23327: 4.1688074434872015e-09
Position 104: 3.6682671341084676e-09
Position 119: 1.5096038199774299e-09
Position 128: 6.807756614470364e-10
Position 18466: 4.2645518980002053e-10
Position 78: 3.0341462440989216e-10
Position 16281: 2.3252573167063926e-10
Position 11906: 5.778742364922659e-11
Position 2342: 1.9677192104764343e-12
