Gene = Myocos
Position 5114: 0.08751451077470483
Position 7286: 0.0814261558128506
Position 8594: 0.08061856837392399
Position 7423: 0.07932841515460942
Position 4192: 0.0779461251324988
Position 9388: 0.07647901440601493
Position 9786: 0.061755978404702254
Position 6690: 0.05851408956177194
Position 1624: 0.054252699902731544
Position 9869: 0.05410369615967825
Position 9569: 0.047343682069620974
Position 4550: 0.04309522351147971
Position 6927: 0.04047595273962197
Position 963: 0.03743454786461923
Position 9754: 0.036874736638277894
Position 6010: 0.03644189077495956
Position 4098: 0.034719267086271995
Position 10682: 0.032331382116639155
Position 5889: 0.02771422536556617
Position 1641: 0.02420475364124596
Position 1610: 0.0241362367056646
Position 836: 0.021955675357020078
Position 5173: 0.021441564465065864
Position 5053: 0.019463080069529442
Position 6960: 0.019152573000342833
Position 935: 0.01824852727757249
Position 4195: 0.017922640446166295
Position 10699: 0.017902256253981834
Position 667: 0.017338411851337804
Position 371: 0.017229742951635558
Position 1667: 0.01628847262802781
Position 10222: 0.015266584288964795
Position 3743: 0.013524227230574514
Position 432: 0.012542744459953325
Position 3117: 0.012449391028909355
Position 6602: 0.011364534630284976
Position 6276: 0.010394667633386184
Position 5707: 0.010265882847911419
Position 198: 0.00968398538973499
Position 448: 0.009180958443748319
Position 4991: 0.009167049594145464
Position 6598: 0.009165159502754941
Position 482: 0.008620159238135272
Position 1678: 0.008510301618802438
Position 4095: 0.007261007606899965
Position 9553: 0.007070160391031026
Position 9123: 0.0064239062872662265
Position 1056: 0.006416636684249656
Position 3623: 0.005475969327795025
Position 3058: 0.005427878862095643
Position 5086: 0.005090611486917348
Position 5211: 0.004898997705091737
Position 3571: 0.004303360709417186
Position 9408: 0.00408789084011874
Position 814: 0.0038276847959210934
Position 8790: 0.003809737903457934
Position 3888: 0.0036121627908802527
Position 869: 0.003413676958541763
Position 5745: 0.003380032136686986
Position 9764: 0.0033180794470791704
Position 9742: 0.0032757543444167673
Position 9505: 0.00320085819270816
Position 6453: 0.0030904566297803356
Position 7477: 0.0027703262188360322
Position 2133: 0.0027594708450052537
Position 1888: 0.002377414121746054
Position 268: 0.0022853161525725383
Position 396: 0.0022295234661275634
Position 1265: 0.001955743080502012
Position 4266: 0.0017466724637080903
Position 649: 0.0015343402085124976
Position 271: 0.0013409169435549503
Position 1358: 0.0013251118600506305
Position 671: 0.001319197494930162
Position 1100: 0.0012068972358992127
Position 4598: 0.0010008582477812327
Position 4204: 0.0009555085092714655
Position 8353: 0.0009387869963899118
Position 7544: 0.0008635424446526663
Position 7975: 0.0007505515709264849
Position 1130: 0.0006486473208014322
Position 1722: 0.0006142245058500282
Position 2177: 0.00050670095150389
Position 5689: 0.0004986074263602506
Position 2957: 0.0004827841166197231
Position 1321: 0.0004806173092359215
Position 325: 0.00047609727685999454
Position 1029: 0.0004745950656836797
Position 1319: 0.0004585549381715513
Position 4003: 0.0004489381203053872
Position 1670: 0.000414971068742376
Position 1214: 0.00038089719207907367
Position 2727: 0.0003755834072486824
Position 4634: 0.0003700061014640172
Position 2148: 0.00036048766362899626
Position 2839: 0.00035430350338378256
Position 3071: 0.0003449770209142651
Position 1084: 0.0003221207711655621
Position 1089: 0.0002785978825279823
Position 2436: 0.00026810251544569333
Position 351: 0.0002621182991707717
Position 2961: 0.00025315600017278663
Position 2981: 0.0002530601944589604
Position 691: 0.0002483529715781675
Position 302: 0.0002401003476966701
Position 412: 0.00023606473944518729
Position 3060: 0.0002034814012593654
Position 1371: 0.00019960878553947095
Position 1352: 0.00019880467098044714
Position 2583: 0.0001959393968661307
Position 3173: 0.00019578814543046074
Position 2242: 0.00017760055128659968
Position 2201: 0.00015776469438899375
Position 1327: 0.00014536287152684433
Position 158: 0.0001357998178553819
Position 2753: 0.00013569811514793637
Position 1259: 0.00013168139493649
Position 240: 0.00013013676164988462
Position 1970: 0.00011497420807887924
Position 1926: 0.00010986509497998904
Position 1454: 0.0001077578420898073
Position 3030: 0.00010129668753549613
Position 530: 9.798846505019587e-05
Position 1702: 9.444547374005116e-05
Position 501: 9.150952977246581e-05
Position 3473: 8.942304742971783e-05
Position 377: 7.954699938644614e-05
Position 1256: 7.934640997577027e-05
Position 2623: 7.564602629819714e-05
Position 5135: 7.375861587019335e-05
Position 574: 6.139894924992686e-05
Position 687: 5.3862658841842696e-05
Position 400: 5.2018778055192034e-05
Position 1118: 4.6432088475404146e-05
Position 751: 4.4165888038579204e-05
Position 2472: 4.3339701899109756e-05
Position 2290: 4.238277998721677e-05
Position 1102: 4.223657387681988e-05
Position 3672: 3.887996704735741e-05
Position 943: 3.76177144025509e-05
Position 2492: 3.530786809487433e-05
Position 993: 3.155402640340702e-05
Position 4042: 3.0231282279142273e-05
Position 2903: 2.8830640368643383e-05
Position 342: 2.589204311275038e-05
Position 4466: 2.2943123496864462e-05
Position 596: 2.2932968397930872e-05
Position 334: 1.9507451286479755e-05
Position 3248: 1.834201807797913e-05
Position 488: 1.810549476434086e-05
Position 772: 1.574217576612771e-05
Position 1272: 1.5325569508472357e-05
Position 790: 1.4948387698609602e-05
Position 485: 1.3087600082228332e-05
Position 1385: 1.1684559440213285e-05
Position 988: 1.10270547261963e-05
Position 3147: 1.0935297108229788e-05
Position 995: 9.765357518229033e-06
Position 3521: 8.979787035400376e-06
Position 1218: 8.774029005269797e-06
Position 331: 8.653386916251618e-06
Position 912: 7.796913453576598e-06
Position 3559: 7.124700473710911e-06
Position 518: 6.348408773352815e-06
Position 2182: 6.15078631584936e-06
Position 2012: 5.80543131513777e-06
Position 4012: 4.654252192946821e-06
Position 2347: 4.403344862568347e-06
Position 4282: 4.391495058815936e-06
Position 285: 4.236083995920186e-06
Position 4572: 3.298701598971334e-06
Position 1151: 2.867469442751958e-06
Position 551: 2.7823461537733674e-06
Position 155: 2.7222329528653425e-06
Position 3847: 2.644153616849472e-06
Position 1410: 2.2041838384123916e-06
Position 1387: 1.8928074576346885e-06
Position 999: 1.7747943215738718e-06
Position 1269: 1.3450086186434036e-06
Position 976: 1.289356723425167e-06
Position 1685: 3.353548632212621e-07
Position 1742: 2.8435828000561953e-07
Position 214: 8.539001426160959e-08
Position 120: 6.244387257566539e-08
Position 1958: 6.138584537161559e-08
Position 110: 6.064299027377434e-08
Position 2068: 5.960841834268853e-08
Position 2689: 4.4548938525151286e-08
Position 2254: 2.6864192015536195e-08
Position 1945: 2.6749975400801247e-08
Position 125: 1.5386950913555687e-08
Position 218: 1.2258128045878943e-08
Position 221: 1.1206406897081788e-08
Position 165: 6.254471569123414e-09
Position 1844: 6.2046475943224045e-09
Position 178: 2.63543130916794e-09
Position 226: 4.6000415894420335e-10
Position 173: 3.0132723444179786e-10
Position 133: 1.995575328591978e-10
