Gene = Sbsn
Position 183: 3.056599716775786e-06
Position 1226: 2.478446806490474e-06
Position 1317: 1.8879140700024682e-06
Position 1467: 1.4414571680452592e-06
Position 1325: 1.3823773095811917e-06
Position 1455: 1.2452941663978852e-06
Position 1341: 1.2146159953581246e-06
Position 399: 1.1370162778408345e-06
Position 283: 1.0474231634801313e-06
Position 403: 9.900702834949156e-07
Position 278: 7.718166475932211e-07
Position 2052: 2.372132309244146e-07
Position 1513: 1.0895834514768551e-07
Position 1545: 1.0805482187217462e-07
Position 1291: 8.752290336997212e-08
Position 1350: 8.094852871504404e-08
Position 190: 2.8182766209930346e-08
Position 406: 1.7612248518634755e-08
Position 1075: 1.677737145687766e-08
Position 247: 1.5088659289468223e-08
Position 697: 1.3112194357908585e-08
Position 168: 8.527900938823795e-09
Position 200: 1.6351127345251237e-09
Position 180: 1.5989547673239734e-09
Position 237: 1.430659179952113e-09
Position 193: 1.169606884447629e-09
Position 212: 4.96462256073203e-10
Position 205: 3.364886269124067e-10
Position 226: 2.4582981325256557e-10
Position 408: 2.1680981511619093e-10
Position 411: 4.2063710533676185e-11
Position 224: 3.6542954805351125e-11
Position 222: 1.0862579245150734e-11
