Gene = Trim30b
Position 1189: 6.973849594272224e-05
Position 5417: 6.056026448306557e-05
Position 1045: 6.053599463814312e-05
Position 5588: 5.0733105073441955e-05
Position 5431: 4.738612112328924e-05
Position 178: 4.6749403200751035e-05
Position 1477: 4.113809954322072e-05
Position 588: 4.1047397363589876e-05
Position 1436: 3.926843071200605e-05
Position 1092: 3.242197815591807e-05
Position 1781: 1.6107462189223885e-05
Position 3734: 1.4363916274913342e-05
Position 637: 1.0643916350095304e-05
Position 532: 7.6592733536553e-06
Position 547: 4.94296377462742e-06
Position 315: 4.554204535114612e-06
Position 392: 4.525580961185082e-06
Position 4863: 3.863166169588885e-06
Position 389: 3.727237235833162e-06
Position 1660: 3.482231144743575e-06
Position 2093: 3.1502439800613224e-06
Position 2178: 2.966675966361368e-06
Position 1616: 2.9417165122654156e-06
Position 253: 2.9159161601269707e-06
Position 285: 2.9112733078133645e-06
Position 3662: 2.8194516148345713e-06
Position 4046: 2.762273136769199e-06
Position 3671: 2.755437077655721e-06
Position 2223: 2.7218144602687333e-06
Position 769: 2.622681486750153e-06
Position 174: 2.479517353309269e-06
Position 784: 2.410244767311886e-06
Position 311: 2.2171480308594774e-06
Position 1256: 1.6390911536485095e-06
Position 778: 1.6207289290375437e-06
Position 601: 1.4218060816997411e-06
Position 1471: 1.3632103739012299e-06
Position 1653: 1.2397365648552128e-06
Position 2560: 1.185765577091215e-06
Position 212: 1.1024721442524308e-06
Position 2579: 9.60607618314801e-07
Position 337: 7.185101413441881e-07
Position 874: 6.990259705460836e-07
Position 1099: 6.418512428779859e-07
Position 2392: 5.253612067741039e-07
Position 810: 4.552754202691477e-07
Position 190: 4.314297082345421e-07
Position 562: 4.202728705241763e-07
Position 180: 3.5813823960962504e-07
Position 643: 3.517759114397152e-07
Position 771: 3.3439086844037194e-07
Position 1042: 2.539784766547692e-07
Position 340: 2.0162252914291856e-07
Position 820: 1.7258472918953485e-07
Position 786: 1.4296947716201665e-07
Position 603: 1.2688563574450722e-07
Position 184: 1.0498979123826796e-07
Position 108: 9.68792674835959e-08
Position 578: 7.248031837496642e-08
Position 223: 6.101947465311059e-08
Position 295: 5.946031320914506e-08
Position 197: 5.699430116916636e-08
Position 661: 5.450091800058589e-08
Position 857: 5.246586362838923e-08
Position 877: 5.008108139012268e-08
Position 220: 4.658350046721989e-08
Position 567: 2.9579307478917413e-08
Position 559: 2.8945907146340172e-08
Position 102: 2.270275609540816e-08
Position 375: 1.8988443839714573e-08
Position 367: 1.1409222847190518e-08
Position 369: 6.236745995083157e-09
Position 123: 5.272416841093407e-09
Position 199: 2.6583725396250985e-09
Position 345: 1.6858439224781052e-09
Position 1113: 1.3263390846484308e-09
Position 901: 1.0735447675768796e-09
Position 920: 9.671150764717557e-10
Position 349: 1.7028813850459748e-10
Position 77: 8.42019271099625e-12
Position 654: 1.6689662409126335e-12
