Gene = Nifk
Position 924: 8.421737389292486e-05
Position 1230: 8.241139453665331e-05
Position 2158: 7.903568648851037e-05
Position 2709: 7.79800467165102e-05
Position 2776: 7.789758068974198e-05
Position 2153: 7.758552270727233e-05
Position 1656: 7.224383225373982e-05
Position 1194: 6.387451397868817e-05
Position 911: 6.1011080102065594e-05
Position 6208: 5.456245376742618e-05
Position 10789: 5.306556697321208e-05
Position 10621: 4.1263705297926305e-05
Position 11140: 3.665301577436948e-05
Position 10844: 2.8528071849253074e-05
Position 1871: 2.073007873621541e-05
Position 368: 6.829790273109679e-06
Position 670: 6.625833506688356e-06
Position 44: 6.529531800615227e-06
Position 361: 6.196524141436682e-06
Position 468: 5.645447022572214e-06
Position 653: 5.360517612839023e-06
Position 813: 5.024198167885821e-06
Position 1837: 4.724601851723522e-06
Position 1844: 4.479946231279055e-06
Position 990: 4.275483769599931e-06
Position 450: 4.261575060741446e-06
Position 558: 4.164597009929948e-06
Position 514: 4.108129115714251e-06
Position 1007: 3.944622725060483e-06
Position 1021: 3.920805430503191e-06
Position 766: 3.708680540609195e-06
Position 797: 3.698851815439541e-06
Position 640: 3.4608630256697475e-06
Position 588: 2.9941559891532037e-06
Position 222: 1.8392590684506157e-06
Position 625: 1.8171642595421085e-06
Position 285: 1.8005732239731247e-06
Position 967: 1.7634291578716324e-06
Position 10816: 1.5463540172072796e-06
Position 287: 1.2278566747948382e-06
Position 1935: 1.090160512425036e-06
Position 674: 1.058420288909615e-06
Position 628: 1.0356683828995475e-06
Position 545: 9.498011595761231e-07
Position 11143: 8.212660322573173e-07
Position 565: 6.664338122024192e-07
Position 934: 5.916172750923105e-07
Position 26: 5.698602768351717e-07
Position 38: 5.616127995664403e-07
Position 726: 5.163785732375132e-07
Position 85: 3.7875665127427537e-07
Position 631: 3.56034451204154e-07
Position 840: 3.147655171876374e-07
Position 3010: 2.2388820640487945e-07
Position 411: 2.2269236383584403e-07
Position 318: 1.4423979684394808e-07
Position 1177: 1.311907598374869e-07
Position 407: 1.2772135322528836e-07
Position 436: 7.65306301552878e-08
Position 320: 7.50849356770592e-08
Position 116: 5.817426205325438e-08
Position 932: 2.9927993051929356e-08
Position 681: 1.981695994477164e-08
Position 688: 1.895388166390459e-08
Position 6: 1.4894625888175986e-08
Position 393: 6.681463245181511e-09
Position 430: 1.6817102876002118e-09
Position 398: 1.5265632350712147e-09
Position 391: 2.9074721255834446e-13
Position 956: 6.883292288806504e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 10504: 0.9874579749435412
Position 10910: 0.9510250310706799
Position 5785: 0.927174760625975
Position 1742: 0.8958989463554464
Position 10722: 0.7367029813966927
Position 7513: 0.6962380406150177
Position 8766: 0.5740601498065926
Position 1958: 0.33289810098260636
Position 9338: 0.13107596076592673
Position 6508: 0.11743253596930009
Position 6523: 0.10030831146433158
Position 9880: 0.09974138114259648
Position 4823: 0.08298202653310387
Position 2849: 0.06850619090653906
Position 5012: 0.06786688909817519
Position 1087: 0.060162524065706845
Position 11232: 0.050055051255259254
Position 7222: 0.04287548026487716
Position 3671: 0.037481822505853586
Position 720: 0.02728170902210896
Position 11289: 0.026985678976929134
Position 8951: 0.02694404322566063
Position 6579: 0.024692168961916228
Position 2825: 0.022268206243130313
Position 1782: 0.021374773312179296
Position 1010: 0.021230985796587366
Position 9202: 0.021027453646052355
Position 4867: 0.0205064707241127
Position 10292: 0.01940029635719941
Position 789: 0.018779293655122
Position 8709: 0.017142885647163243
Position 7266: 0.015543471451416194
Position 3637: 0.014799736392614806
Position 307: 0.013480051225236841
Position 407: 0.012753765812796703
Position 2355: 0.011860248345428398
Position 976: 0.011669453190953862
Position 2302: 0.009717224183293979
Position 8804: 0.009477785523850108
Position 1748: 0.009063402753312043
Position 8564: 0.006940366337070323
Position 7594: 0.0067660923530798445
Position 8906: 0.006064623986464681
Position 9725: 0.005831428274520983
Position 6354: 0.005420455411782285
Position 9156: 0.00540951761188551
Position 8919: 0.0054092420055278975
Position 8866: 0.005256334512083785
Position 1116: 0.005256313992021086
Position 819: 0.005116422742179405
Position 10545: 0.005115770077074859
Position 11022: 0.0049746650988677045
Position 3228: 0.004428170656597131
Position 5144: 0.004281547338255054
Position 2960: 0.004221024788030535
Position 10261: 0.004167985114302391
Position 1819: 0.003997420659743651
Position 8616: 0.003991323632893095
Position 5732: 0.0038743885777275475
Position 7597: 0.0037441400108194113
Position 765: 0.003657132566844543
Position 1249: 0.0034193051303419413
Position 6078: 0.003297819186246058
Position 4838: 0.003196561841349468
Position 6124: 0.0029549613108645323
Position 1981: 0.002383768394030423
Position 6718: 0.0022149819333350034
Position 6332: 0.0021795825075514746
Position 10923: 0.002178210217770442
Position 314: 0.002175113786887123
Position 9184: 0.0021746231404093847
Position 2801: 0.0021071748803260073
Position 3410: 0.0021007973470313847
Position 8583: 0.00206527877935476
Position 232: 0.002035903727896575
Position 1844: 0.00201529545906027
Position 11772: 0.0019923491954400917
Position 3305: 0.0019217430857663548
Position 1016: 0.0019001990769191219
Position 668: 0.0018929295264735553
Position 2037: 0.001885534494747607
Position 3712: 0.0018784506588509684
Position 6549: 0.0017625147241413972
Position 2390: 0.0016850664077689508
Position 9707: 0.0016366592467140866
Position 378: 0.0016297181938163302
Position 2939: 0.0016238172644978174
Position 3582: 0.0015547785704400525
Position 4400: 0.0014134311909044558
Position 11611: 0.0013517551671846247
Position 8325: 0.0013028588061702125
Position 854: 0.0012934856598264116
Position 10866: 0.001267482035270972
Position 725: 0.0012061780354972091
Position 1192: 0.0011538381586781612
Position 7556: 0.00111513812455428
Position 11331: 0.0009801753757319356
Position 932: 0.0009791449070400808
Position 414: 0.0009774126604719378
Position 9988: 0.0009510658751522708
Position 2534: 0.0008585282139507964
Position 1592: 0.0008480944846137276
Position 7033: 0.0008142333294040855
Position 11848: 0.000726733134112325
Position 10771: 0.000713796258953533
Position 1177: 0.0006912945669157757
Position 8257: 0.0006185339588692517
Position 6919: 0.00061781059184508
Position 2176: 0.0006023070113409996
Position 1282: 0.0006011601674791115
Position 11412: 0.0005980479759777877
Position 4929: 0.0005891134785290832
Position 2573: 0.0005771124433626104
Position 326: 0.0005193531216926238
Position 1964: 0.000506043742818266
Position 10948: 0.0005016990098120112
Position 2592: 0.0004838181350517201
Position 872: 0.00046003433818057096
Position 6146: 0.00043395343091353673
Position 11307: 0.0004220287862920764
Position 3675: 0.0004192584186726737
Position 4819: 0.0004186965004092601
Position 11496: 0.00041786749379618617
Position 2703: 0.00041618880444775007
Position 245: 0.00040868825959814906
Position 11756: 0.0004080786746445031
Position 2605: 0.00038524398427437984
Position 269: 0.00036615970965444834
Position 6340: 0.00035739503544152476
Position 4995: 0.0003520117418288409
Position 952: 0.00034974520326314497
Position 2775: 0.00033434706741934666
Position 4228: 0.00032185779343137853
Position 6297: 0.000312897051771807
Position 11828: 0.00031238297953672446
Position 5667: 0.0003064012178854955
Position 11876: 0.00030434103043446486
Position 3299: 0.00028207070450960705
Position 6084: 0.0002758631806205056
Position 7308: 0.0002538715575266887
Position 3108: 0.00025376726518813345
Position 691: 0.00025365666224439935
Position 1373: 0.00023863196374480984
Position 2277: 0.0002239409369592027
Position 6104: 0.00022014305665403968
Position 6603: 0.00020503422007907136
Position 1485: 0.0001984536774717836
Position 2220: 0.00019006512287262552
Position 6311: 0.00018842236802193955
Position 6360: 0.0001870552775111098
Position 8224: 0.00018508203668821506
Position 1861: 0.00017332855118116412
Position 1858: 0.00017311902412262648
Position 10885: 0.00016889990981760038
Position 275: 0.00014997078422930005
Position 11171: 0.0001481345731727238
Position 10879: 0.00014650360835845113
Position 6387: 0.00014066422701356578
Position 1705: 0.00013873308415550444
Position 3330: 0.00013668216417469576
Position 5961: 0.00013543545467267155
Position 7983: 0.00013191195933241585
Position 8176: 0.00013158467701761408
Position 8116: 0.0001240582610303031
Position 917: 0.00012331478514634005
Position 5996: 0.00012092195481565933
Position 11031: 0.00012004096297600096
Position 1089: 0.00011867334648372866
Position 2502: 0.00011721698727900337
Position 241: 0.00011439402001864538
Position 11176: 0.00011343684426307802
Position 830: 0.00011291252171105345
Position 2418: 0.00010728820584229887
Position 1137: 0.00010508430224173241
Position 1123: 0.00010031445706638448
Position 10735: 9.431311792564075e-05
Position 11006: 8.972399058968704e-05
Position 272: 8.773174314783346e-05
Position 797: 8.28056927023274e-05
Position 679: 8.049371639978374e-05
Position 6223: 7.183304840866137e-05
Position 11380: 6.819553906732567e-05
Position 10669: 6.48249859346375e-05
Position 532: 6.268607549289987e-05
Position 1563: 5.981497924731955e-05
Position 10946: 5.442642683426536e-05
Position 10179: 5.4273765449115544e-05
Position 838: 5.401455454791315e-05
Position 263: 5.0980417864971476e-05
Position 6167: 5.0154405130946946e-05
Position 1218: 4.788117793133877e-05
Position 11236: 4.5587326596039854e-05
Position 11452: 4.4716666238898255e-05
Position 6080: 4.158269440541144e-05
Position 674: 4.157656907725245e-05
Position 6075: 4.1243503993929684e-05
Position 1553: 4.081560065338566e-05
Position 835: 3.7752438065769864e-05
Position 11211: 3.715320958338516e-05
Position 11131: 3.543486303100851e-05
Position 1754: 3.499131250200389e-05
Position 1133: 3.433093262165338e-05
Position 1761: 3.4209692396094104e-05
Position 2405: 3.411611676621536e-05
Position 3327: 3.379911333621732e-05
Position 1336: 3.1299452814831576e-05
Position 11125: 3.084252038056586e-05
Position 250: 2.9664266114373524e-05
Position 1393: 2.9501350656935283e-05
Position 11028: 2.9086103881995426e-05
Position 11784: 2.904869206708323e-05
Position 2240: 2.8152767386327383e-05
Position 11681: 2.805055689245548e-05
Position 2807: 2.7853882760316223e-05
Position 2358: 2.6458816580731767e-05
Position 1194: 2.6176873203259484e-05
Position 1414: 2.6058322043844724e-05
Position 1433: 2.5749883695787912e-05
Position 6099: 2.5531105791406946e-05
Position 388: 2.450397491071324e-05
Position 2006: 2.210326671060744e-05
Position 2438: 1.9310122973040255e-05
Position 1599: 1.8547528947008132e-05
Position 5883: 1.8271289590881353e-05
Position 697: 1.7828063842225752e-05
Position 1380: 1.7776853629503926e-05
Position 10268: 1.6729362994809245e-05
Position 1419: 1.5813825624250606e-05
Position 2552: 1.5781739082637126e-05
Position 2329: 1.570530303945322e-05
Position 359: 1.5662045335537567e-05
Position 2226: 1.5336824593561063e-05
Position 11527: 1.4109992689718516e-05
Position 11059: 1.3395614578451122e-05
Position 2471: 1.2826122024816057e-05
Position 5566: 1.1789912224459626e-05
Position 444: 1.1094102121125911e-05
Position 1443: 1.0049591498064887e-05
Position 877: 9.978902113870147e-06
Position 1642: 9.129184579925307e-06
Position 2772: 8.466387969905016e-06
Position 2432: 8.015564185588535e-06
Position 6848: 7.565434531374127e-06
Position 558: 7.411400466871596e-06
Position 2541: 7.278891954309495e-06
Position 2832: 6.8755680444527e-06
Position 293: 6.7656190765187274e-06
Position 5966: 6.147692000285234e-06
Position 11478: 5.9326496474713086e-06
Position 2732: 5.8974547757359994e-06
Position 1254: 5.858210909450391e-06
Position 2010: 5.6545077791743365e-06
Position 588: 5.544680266094394e-06
Position 2662: 5.516482541770028e-06
Position 2609: 4.880090669715402e-06
Position 2233: 4.413621005530458e-06
Position 2044: 4.372892324971128e-06
Position 1627: 3.954630194336472e-06
Position 1578: 3.869018106147458e-06
Position 2422: 3.831805011749171e-06
Position 2246: 3.653359567463717e-06
Position 2665: 3.335473388024426e-06
Position 1602: 2.3945782314192744e-06
Position 2143: 1.6493545900815511e-06
Position 2449: 1.5448520409184902e-06
Position 1491: 1.1523376870594287e-06
Position 1876: 1.1258169582256047e-06
Position 1464: 8.431106787841037e-07
Position 424: 7.764702406160602e-07
Position 2908: 7.228119636373286e-07
Position 104: 6.813689037460996e-07
Position 911: 5.225568775712815e-07
Position 565: 4.348382378890112e-07
Position 527: 3.7196263713255667e-07
Position 2112: 3.22890614775637e-07
Position 2073: 2.680439921448008e-07
Position 651: 2.3271575510451356e-07
Position 2077: 2.29191794711504e-07
Position 459: 1.995444938809999e-07
Position 6300: 1.9370853754777808e-07
Position 2051: 1.889028083605354e-07
Position 2057: 1.8812767753919695e-07
Position 466: 1.7285490409866522e-07
Position 137: 1.0640210507415306e-07
Position 421: 9.579956981900577e-08
Position 433: 5.565481326120275e-08
Position 479: 4.5606603090912194e-08
Position 108: 2.9524877303370447e-08
Position 144: 2.783443731038468e-08
Position 1152: 9.3576694254679e-09
Position 158: 8.228451922303798e-09
Position 10746: 4.530257379003531e-09
Position 116: 3.9987844239684564e-09
Position 125: 3.2620261823765446e-09
Position 497: 3.035540758497267e-09
Position 10836: 2.754549606517097e-09
Position 6277: 2.4681170394763645e-09
Position 430: 2.459261964423898e-09
Position 1145: 2.3874114484528217e-09
Position 468: 1.3789337303693756e-09
Position 215: 1.3416446405742117e-09
Position 608: 1.0306162938003505e-09
Position 490: 9.316867043754842e-10
Position 598: 4.703480355670456e-10
Position 472: 1.5383882527651476e-10
Position 502: 1.2082104183446976e-10
Position 484: 1.0756145278261913e-10
Position 155: 3.187224093902684e-11
Position 163: 1.338434493333259e-16
Position 193: 1.2322227000843255e-16
Position 122: 8.696199675923966e-17
