Gene = Pstk
Position 1399: 0.00010836320707437882
Position 1162: 9.999022750582493e-05
Position 1783: 9.259140265515119e-05
Position 1786: 9.217486855283148e-05
Position 10145: 8.175698210034772e-05
Position 3353: 7.660344996136085e-05
Position 9995: 7.559590419501293e-05
Position 2098: 7.134457784201205e-05
Position 4244: 7.133434862418519e-05
Position 3735: 7.12177005004708e-05
Position 3756: 6.120990964257787e-05
Position 1117: 5.6901944568110424e-05
Position 1742: 5.4687519609467995e-05
Position 5232: 5.159386600573191e-05
Position 2013: 4.920799019827272e-05
Position 888: 4.88756976006981e-05
Position 4859: 4.642475442227784e-05
Position 7312: 3.8560768204276e-05
Position 4643: 3.216178622885806e-05
Position 7379: 3.146491975872109e-05
Position 1178: 3.072841195115888e-05
Position 2654: 3.0377138512888446e-05
Position 817: 3.02419200678238e-05
Position 7335: 2.6421501634891923e-05
Position 362: 2.480707187999127e-05
Position 2018: 2.449533909976774e-05
Position 1903: 2.4470051594367668e-05
Position 4283: 2.4055068815890705e-05
Position 963: 2.3392979965354902e-05
Position 6011: 2.14396456314409e-05
Position 2165: 1.859463246662485e-05
Position 1307: 1.687309159306347e-05
Position 6160: 1.5982000133205882e-05
Position 2094: 1.5078932507001525e-05
Position 13547: 1.4220146792675333e-05
Position 3557: 1.403594477490768e-05
Position 478: 1.1247730433825376e-05
Position 657: 1.1181463041724269e-05
Position 2268: 1.032836483567852e-05
Position 855: 1.0072373201365034e-05
Position 837: 8.98448098983935e-06
Position 725: 8.850575016055988e-06
Position 242: 8.61363659841336e-06
Position 4779: 8.274400571833278e-06
Position 4501: 8.131534070671179e-06
Position 535: 8.131269652839124e-06
Position 1441: 7.815823795139201e-06
Position 281: 7.529543960998778e-06
Position 4318: 7.335590198072075e-06
Position 1167: 7.02217309382939e-06
Position 1036: 4.124758047792781e-06
Position 413: 3.937804405232768e-06
Position 1768: 3.769008823052379e-06
Position 1288: 3.7191017185962847e-06
Position 1261: 3.090666669775498e-06
Position 1671: 3.042960838581316e-06
Position 777: 2.9610319575011922e-06
Position 1496: 2.6230923435724064e-06
Position 485: 2.5216400729083304e-06
Position 1311: 2.445249787940982e-06
Position 1089: 2.2970447421959425e-06
Position 1147: 2.247428019321542e-06
Position 981: 1.8663686586247013e-06
Position 529: 1.7576929461673906e-06
Position 770: 1.7509859520731183e-06
Position 340: 1.5447013870892521e-06
Position 1033: 1.4014392477776101e-06
Position 561: 1.3851243525474888e-06
Position 490: 1.033932408723399e-06
Position 423: 9.818416622894595e-07
Position 646: 8.72165295587317e-07
Position 925: 8.626461223348815e-07
Position 292: 4.755773829023303e-07
Position 1914: 1.9405304218261084e-07
Position 1910: 1.8950345935169324e-07
Position 2105: 1.3400104572975892e-07
Position 2799: 1.2288254092560052e-07
Position 892: 9.550534693075243e-08
Position 664: 5.054705783641589e-08
Position 999: 5.702498529876964e-09
Position 1013: 3.218148293483494e-09
Position 822: 1.315104881278197e-09
Position 716: 1.223715159829096e-09
Position 335: 9.55885439790597e-10
Position 496: 9.141158082303829e-10
Position 253: 4.47829454658478e-10
Position 351: 4.2760163424578483e-10
Position 545: 1.1619843862220421e-10
Position 593: 8.927048947435335e-11
Position 425: 7.898530538682291e-11
Position 741: 6.923665387482893e-11
Position 375: 5.867257754511348e-11
Position 125: 5.38031974668063e-11
Position 415: 4.258463793343637e-11
Position 563: 3.590532129129968e-11
Position 87: 7.533429787435325e-12
Position 367: 6.050076787251835e-12
Position 785: 5.130591651810012e-12
Position 671: 2.6181711760081084e-12
Position 570: 1.5912308050008013e-12
Position 300: 1.4595063854819055e-12
