Gene = Mfsd13b
Position 3294: 0.0005237298256009635
Position 2677: 0.0004169788233052437
Position 35: 0.0003658470435342661
Position 3390: 0.00034065076409489463
Position 2861: 0.0002570538095573445
Position 3231: 0.00025479323662885715
Position 12114: 0.00022688338447979245
Position 453: 0.00022473102796337281
Position 491: 0.00020017824692885317
Position 730: 0.00019745618916985883
Position 699: 0.00018342312822239952
Position 1024: 0.0001481023625379683
Position 10584: 0.0001396936247615216
Position 367: 0.00012655225716986875
Position 318: 0.00012063352059560565
Position 805: 0.00010806004583809495
Position 831: 0.00010509309353651407
Position 461: 8.930823753870391e-05
Position 436: 8.746493284384748e-05
Position 635: 8.387064731693177e-05
Position 25: 8.181834082626894e-05
Position 1905: 7.91472976340426e-05
Position 45: 7.17120666786002e-05
Position 675: 4.975435468447027e-05
Position 291: 4.938666228926937e-05
Position 610: 4.7458860395913375e-05
Position 6: 4.274763490870665e-05
Position 482: 4.213384299805059e-05
Position 850: 2.8472174504530483e-05
Position 1135: 2.5635580542975774e-05
Position 722: 2.5102971491622887e-05
Position 43: 2.2218809382277475e-05
Position 2469: 1.792812956201358e-05
Position 1084: 1.4230353282253667e-05
Position 719: 9.393816984142758e-06
Position 1142: 8.300437384842798e-06
Position 788: 7.372592263705182e-06
Position 798: 7.283790783007433e-06
Position 1128: 3.3524894004835607e-06
Position 834: 3.322302596383148e-06
Position 570: 2.9950536333687005e-06
Position 333: 2.03964211004269e-07
Position 746: 6.235183937206217e-08
Position 561: 1.838487955278221e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16391: 0.8504879366815191
Position 17585: 0.7663945918980707
Position 9278: 0.7355295022253102
Position 6450: 0.5129327114207191
Position 12473: 0.48461508869626435
Position 3884: 0.4309138475528066
Position 23083: 0.3025472218283896
Position 6531: 0.25607762975890513
Position 2494: 0.24018144606306804
Position 15661: 0.2129052361667625
Position 12870: 0.2072258391360663
Position 5671: 0.1723890501121068
Position 12665: 0.15989319507370864
Position 21083: 0.14780123899375877
Position 20398: 0.13934807176341335
Position 1251: 0.137815678500513
Position 9364: 0.10688163569007425
Position 21877: 0.09302742862961232
Position 983: 0.07421969901568351
Position 1049: 0.05281486112217667
Position 9301: 0.04048200875288843
Position 12886: 0.03906162781994425
Position 12946: 0.038535582351035935
Position 17291: 0.037378683058009884
Position 22819: 0.035901153440529535
Position 18167: 0.03289528372301883
Position 24943: 0.0326855158104189
Position 23495: 0.029590773654782923
Position 2507: 0.028619482792336264
Position 3950: 0.027361388211832708
Position 5999: 0.02568189262112949
Position 10694: 0.024287911934360494
Position 18500: 0.024265229497083016
Position 1205: 0.023879985326829552
Position 22610: 0.023871546795958046
Position 18585: 0.023690388415170505
Position 3772: 0.021188297792002063
Position 11513: 0.020375575681773186
Position 24064: 0.01933633703180689
Position 1000: 0.018715088334208083
Position 16696: 0.018159800162314423
Position 4546: 0.01807910039002708
Position 4443: 0.016693043370283957
Position 3676: 0.016649310857844567
Position 11618: 0.015096128177277054
Position 8210: 0.014666411186580283
Position 16432: 0.014058635043755558
Position 3693: 0.01236669544696742
Position 19679: 0.011005071148574195
Position 21113: 0.010894831528052134
Position 1035: 0.01086798450056942
Position 16776: 0.010086667440135349
Position 6559: 0.009918888029462905
Position 20870: 0.009596016676721471
Position 1140: 0.009215982060670017
Position 5689: 0.007951198096885454
Position 16756: 0.007705502166243647
Position 18812: 0.0076089858318476936
Position 2194: 0.007262880973091611
Position 2811: 0.0069961056192239714
Position 4602: 0.006928119786929541
Position 21396: 0.006463810642421744
Position 3289: 0.006458346175011595
Position 763: 0.006378168350093488
Position 2161: 0.00630751063431517
Position 3843: 0.006160361075130304
Position 19887: 0.006129858739130786
Position 17633: 0.006045434908453845
Position 9892: 0.005801297364480528
Position 9106: 0.005553524721906051
Position 12217: 0.00525372702256686
Position 17956: 0.005180848921824082
Position 2855: 0.005039815400574854
Position 2807: 0.004239447362764938
Position 3752: 0.004065979962551014
Position 10402: 0.00395764259494374
Position 18901: 0.003802161142658497
Position 13181: 0.0036835576975437698
Position 877: 0.0035834817341080555
Position 18412: 0.0035112888472510397
Position 6658: 0.003458783663181991
Position 3811: 0.0033491974085893446
Position 17618: 0.0033220602532628377
Position 8491: 0.003165721839953366
Position 18143: 0.003151170846827544
Position 11594: 0.002979724913570384
Position 8530: 0.0029534939397489997
Position 10495: 0.0028064747762970898
Position 11073: 0.002460804273833749
Position 18978: 0.002283014430783941
Position 4483: 0.002228924335995278
Position 2301: 0.0022253369606056654
Position 3093: 0.0021604160665734617
Position 6123: 0.0020020313963133684
Position 525: 0.0014428410515691
Position 3433: 0.0013756303408274388
Position 2032: 0.001342648491729085
Position 2826: 0.0011487938734358462
Position 1054: 0.001012576562465672
Position 1183: 0.0009974318792179391
Position 1188: 0.0009341575606792184
Position 2563: 0.0008197325860045822
Position 18012: 0.0008096251309503745
Position 5853: 0.0007586800945805651
Position 3399: 0.0007247993769867901
Position 2168: 0.0007037554195011711
Position 2425: 0.000683128409871229
Position 2447: 0.0006536145310451606
Position 1584: 0.0006417707329602077
Position 19481: 0.0006084387790336849
Position 3293: 0.0005236880541323463
Position 16934: 0.0004934625746591066
Position 3528: 0.0004322540728440491
Position 16546: 0.0004141617966120202
Position 1207: 0.0004034302936196849
Position 2860: 0.0003988195294041651
Position 16800: 0.00037845823123534947
Position 825: 0.0003714699689881328
Position 9731: 0.0003463182207263153
Position 1291: 0.0003375284370679164
Position 13072: 0.0003185850602712467
Position 1628: 0.000243974331739981
Position 11811: 0.00022688338447979245
Position 2086: 0.0002058040037686311
Position 2594: 0.0002005839141716007
Position 1155: 0.00016591463697104733
Position 1161: 0.00016145356688472304
Position 2292: 0.00015121043108336983
Position 848: 0.00014874636532506556
Position 3149: 0.00014658532638171318
Position 1094: 0.0001378553055617211
Position 932: 0.00011175922260395273
Position 11185: 0.00010791084793366431
Position 857: 0.00010441993637115889
Position 7688: 0.00010270697431237136
Position 537: 0.00010000076140865545
Position 8678: 9.007739700428662e-05
Position 719: 8.687986712653871e-05
Position 583: 8.450479797334448e-05
Position 8094: 8.398928925291757e-05
Position 788: 8.287282442844703e-05
Position 1358: 6.362914844860486e-05
Position 261: 6.342915807626893e-05
Position 592: 5.658390980671522e-05
Position 2211: 4.814302333458928e-05
Position 10042: 4.004767976762006e-05
Position 1802: 3.869174762085599e-05
Position 4958: 3.731059596995753e-05
Position 9580: 3.475265026022481e-05
Position 7932: 3.172916166095424e-05
Position 7258: 2.855395857732585e-05
Position 2181: 2.8401220962285213e-05
Position 316: 2.6220111604735215e-05
Position 9401: 2.3937618479231416e-05
Position 831: 2.3916914514829474e-05
Position 733: 2.2336982377869215e-05
Position 5153: 2.156292706019528e-05
Position 8893: 1.9443079523061818e-05
Position 1421: 1.6463817283595866e-05
Position 389: 1.6125422770704667e-05
Position 10790: 1.4015134475218725e-05
Position 1142: 1.3721224436919942e-05
Position 6782: 1.2755887552484508e-05
Position 1725: 1.2404649222811428e-05
Position 1782: 1.1359584319375518e-05
Position 710: 1.083904149438262e-05
Position 954: 1.08334716046235e-05
Position 746: 1.0442364084565857e-05
Position 1602: 1.0115249287299905e-05
Position 1100: 9.192410697459429e-06
Position 911: 8.607988747385034e-06
Position 1842: 8.594037826131432e-06
Position 120: 8.485463139124317e-06
Position 9548: 8.254511114280402e-06
Position 9590: 7.640806381136586e-06
Position 1505: 7.532506134766158e-06
Position 1981: 7.448778011365983e-06
Position 1760: 6.870339872207686e-06
Position 286: 6.774527838272089e-06
Position 1171: 6.2945586506926286e-06
Position 544: 5.816104871846461e-06
Position 890: 3.882030108403214e-06
Position 1295: 3.779638985876302e-06
Position 880: 3.5755992816762274e-06
Position 5076: 2.369968255056156e-06
Position 722: 2.204184312639365e-06
Position 443: 1.887312464069293e-06
Position 177: 1.8513383274934778e-06
Position 558: 1.7384167637189149e-06
Position 397: 1.631708233440114e-06
Position 657: 1.5316115983254021e-06
Position 470: 1.3280299731425326e-06
Position 950: 1.1933723945873097e-06
Position 1221: 1.1585138313607097e-06
Position 648: 1.1080627744070697e-06
Position 377: 1.0048633349145018e-06
Position 1218: 9.634546243310075e-07
Position 3097: 7.257955731718308e-07
Position 247: 5.571042608443902e-07
Position 594: 5.116207862870334e-07
Position 605: 4.69877730395468e-07
Position 539: 4.00048707204809e-07
Position 798: 1.823672318461158e-07
Position 318: 1.7065808979482586e-07
Position 795: 1.6929836678907158e-07
Position 291: 1.3233448836300137e-07
Position 1485: 1.1687741907282438e-07
Position 367: 1.0490626111823056e-07
Position 333: 8.74168606832972e-08
Position 197: 7.665906482034865e-08
Position 173: 7.617956421021808e-08
Position 548: 7.453970514815114e-08
Position 457: 5.8397252534732844e-08
Position 621: 5.7134135339615723e-08
Position 1608: 3.946062650029483e-08
Position 418: 3.4774620731565016e-08
Position 602: 3.2177861003353904e-08
Position 358: 1.8572530541515485e-08
Position 203: 1.3624858802919932e-08
Position 1119: 7.536570097937197e-09
Position 629: 6.459604645288933e-09
Position 894: 5.107184917713138e-09
