Gene = Glrp1
Position 6524: 0.0002225951409413574
Position 3189: 0.00021098900003531398
Position 564: 0.00020723799243924787
Position 1637: 0.00019932024326468393
Position 578: 0.00017457967413151326
Position 5614: 0.00015145706004066867
Position 4497: 0.00014524353525690881
Position 674: 0.0001423538081990461
Position 5021: 0.00011154919888855736
Position 1121: 0.00010987298205264532
Position 1749: 0.00010911779751728793
Position 4364: 9.237463601172223e-05
Position 310: 8.681416359669039e-05
Position 1377: 8.386181824174109e-05
Position 959: 8.007686882821485e-05
Position 5847: 7.489515427926796e-05
Position 595: 6.777759268454761e-05
Position 3522: 6.340644735353933e-05
Position 919: 6.250969669446284e-05
Position 2067: 6.17769513894832e-05
Position 5138: 5.857675474293318e-05
Position 5362: 5.408144559280021e-05
Position 466: 4.889292496899198e-05
Position 2444: 4.564432505825962e-05
Position 2114: 4.511851075680005e-05
Position 3768: 3.97762931914275e-05
Position 3856: 3.560642194334516e-05
Position 3651: 3.540378270387924e-05
Position 832: 2.922816536534333e-05
Position 1936: 2.746812460574599e-05
Position 566: 2.5340607998387684e-05
Position 223: 2.372953689421512e-05
Position 962: 2.219092892531319e-05
Position 256: 2.0465984944995075e-05
Position 145: 1.8729576554835944e-05
Position 1266: 1.671010875055225e-05
Position 2657: 1.5884600339944354e-05
Position 1032: 1.5877572061704794e-05
Position 1128: 1.371029911977416e-05
Position 204: 1.3278822141599281e-05
Position 2431: 1.220800189726853e-05
Position 845: 1.2001119640514563e-05
Position 2310: 9.279027170360929e-06
Position 1002: 7.0705344304476265e-06
Position 968: 7.017674163327139e-06
Position 2188: 6.732067598137362e-06
Position 4136: 6.111621291270394e-06
Position 591: 5.909847970698837e-06
Position 996: 5.710854309185171e-06
Position 907: 5.643857322637447e-06
Position 598: 5.5623372153423945e-06
Position 852: 5.523322491190673e-06
Position 2754: 4.721907991412264e-06
Position 588: 3.2657510417800435e-06
Position 569: 2.841910497728282e-06
Position 610: 2.79030398452758e-06
Position 989: 2.1894619025835697e-06
Position 975: 2.1316649736613364e-06
Position 184: 1.686257474318219e-06
Position 127: 7.488054848974019e-07
Position 272: 4.989900801924864e-07
Position 1047: 3.3253097496230933e-07
Position 289: 2.353011411796872e-07
Position 387: 2.3275941187621094e-07
Position 817: 1.811923994503926e-07
Position 411: 1.1522315531985742e-07
Position 232: 1.1304435455860526e-07
Position 593: 1.0046857486738966e-07
Position 239: 8.897063662259346e-08
Position 241: 8.181910672513559e-08
Position 603: 7.449983598437257e-08
Position 86: 6.168715906791894e-08
Position 1631: 4.6347556192479446e-08
Position 394: 3.8549891995945475e-08
Position 275: 3.7326038288130504e-08
Position 653: 3.5854216327003376e-08
Position 315: 1.6767287602307698e-08
Position 235: 8.334688493636549e-09
Position 244: 7.60449786842095e-09
Position 657: 1.4083796566354581e-09
Position 1624: 1.1382813342056208e-10
Position 708: 1.5332565737792145e-11
Position 757: 1.1466559690683645e-11
