Gene = Sdhc
Position 5072: 5.004054279671329e-05
Position 7582: 3.881850100813407e-05
Position 7022: 3.788583186660687e-05
Position 7397: 3.513138622420692e-05
Position 7441: 2.9174669681138298e-05
Position 8227: 1.8984436743379455e-05
Position 1743: 1.7241307591767293e-05
Position 2112: 1.696254380890512e-05
Position 3057: 1.6954724409635526e-05
Position 7672: 7.239480233728412e-06
Position 8496: 7.046514545800713e-06
Position 7783: 6.978363759163524e-06
Position 7121: 6.619995099798397e-06
Position 9858: 5.87732717457144e-06
Position 8676: 4.147378343943058e-06
Position 9352: 4.050400651309751e-06
Position 7343: 2.33079432011348e-06
Position 33: 1.3792419621016334e-06
Position 10075: 1.3160362983684751e-06
Position 458: 1.2633412485599874e-06
Position 316: 1.2343682772915816e-06
Position 424: 1.1947473351570895e-06
Position 103: 1.1637022658491648e-06
Position 467: 1.1298751404733212e-06
Position 9915: 1.0284953336673996e-06
Position 8800: 1.00635242221075e-06
Position 873: 9.504596306287243e-07
Position 620: 5.614110758127671e-07
Position 9192: 5.597645062868254e-07
Position 162: 5.415831673500529e-07
Position 126: 3.761873426703036e-07
Position 271: 2.727615452653649e-07
Position 254: 2.617538238102646e-07
Position 808: 2.442904573295058e-07
Position 894: 2.4154634099110896e-07
Position 246: 1.9729721108127265e-07
Position 1262: 1.772275529702077e-07
Position 265: 1.7356388301076413e-07
Position 803: 1.630303888404892e-07
Position 633: 1.4779536634829403e-07
Position 1066: 1.417730281195834e-07
Position 865: 1.4052213796548017e-07
Position 244: 1.3862145151870405e-07
Position 708: 8.57418649966573e-08
Position 841: 7.485367417417292e-08
Position 7073: 6.550888188727978e-08
Position 128: 6.243662733535976e-08
Position 899: 5.1451803684630046e-08
Position 572: 2.6252293447612185e-08
Position 555: 1.5613153057044448e-08
Position 1172: 8.709534074334632e-09
Position 560: 4.608892434734338e-09
Position 599: 3.972567717231375e-09
Position 7075: 3.7013704372024147e-09
Position 909: 2.297529997336661e-09
Position 622: 1.2537476213550317e-10
Position 601: 6.326863328818711e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6943: 0.9814601271176706
Position 4790: 0.8913486751875401
Position 14446: 0.5308487619640951
Position 11847: 0.3071395908895226
Position 20697: 0.30222423790503755
Position 12097: 0.2393215956000612
Position 21355: 0.1513893921555995
Position 3127: 0.13780581039401113
Position 4544: 0.08903554932741635
Position 12345: 0.08273566720246654
Position 15099: 0.07569037407484426
Position 14810: 0.06962203460742128
Position 4520: 0.06752271213994308
Position 10788: 0.06502172630014402
Position 4347: 0.054019838920497235
Position 4586: 0.04721019144852824
Position 13649: 0.04051599702333417
Position 16927: 0.03353371793848268
Position 11155: 0.03298173560399336
Position 21666: 0.031991981717794785
Position 3148: 0.024249837739298667
Position 5465: 0.022835119791545264
Position 8559: 0.02268136994422602
Position 2498: 0.021199420256899568
Position 9956: 0.021108628940611076
Position 15327: 0.02088425919364717
Position 16133: 0.019814562991506034
Position 5543: 0.019280128685980273
Position 12112: 0.016811447210620098
Position 13922: 0.016557690289471936
Position 14724: 0.016470023005753294
Position 6013: 0.015453974653878906
Position 7544: 0.014877415355540389
Position 18698: 0.014801910302668746
Position 6966: 0.014508031716922352
Position 15240: 0.013830100343402993
Position 19013: 0.012257436376289762
Position 9425: 0.011710514054609435
Position 7590: 0.01157674664219057
Position 18204: 0.011431635759669791
Position 13630: 0.01024259578468177
Position 12141: 0.009536591005012298
Position 5518: 0.009253458890131386
Position 19811: 0.008801046337192687
Position 7957: 0.00805220546453126
Position 14352: 0.0072749333658008244
Position 10524: 0.006906268697152765
Position 5499: 0.006255378151023902
Position 16048: 0.006247308447270738
Position 13696: 0.006107582330397524
Position 2494: 0.005837043673259985
Position 4277: 0.005763252888455396
Position 17664: 0.005435268750987597
Position 7887: 0.005137004600324025
Position 9377: 0.0050853237511746755
Position 14428: 0.005032386986444717
Position 9723: 0.005023065701362921
Position 11522: 0.004980073312764072
Position 7751: 0.004948208372357144
Position 11594: 0.004648355480050032
Position 4230: 0.00430431190604693
Position 6748: 0.004255949666992909
Position 17130: 0.0041751169263411474
Position 4732: 0.003988093640216692
Position 12318: 0.003804936130820226
Position 9045: 0.00332977026690791
Position 4354: 0.003121608857567718
Position 2608: 0.002875233563323874
Position 12373: 0.0028571248234894645
Position 2927: 0.002771154463863037
Position 9800: 0.002717713427480023
Position 6916: 0.0027173734399887003
Position 8583: 0.0027108205352285495
Position 9070: 0.002710654186130229
Position 5113: 0.002562022406253
Position 3894: 0.0024796882061736553
Position 7564: 0.0021436638705956785
Position 2087: 0.002080896285147476
Position 2513: 0.0020496239331946786
Position 7400: 0.0020449347478511412
Position 13900: 0.0020385034896950724
Position 4691: 0.002007550548728164
Position 14905: 0.0019761796918292465
Position 8652: 0.001966648835392106
Position 6672: 0.0018910033231798501
Position 6715: 0.001854948151785334
Position 2962: 0.001822802686895773
Position 982: 0.0018209927419580486
Position 7193: 0.0017766919634776995
Position 9466: 0.0017180075364828155
Position 8336: 0.0016679393558963569
Position 8036: 0.0016099961875103118
Position 9503: 0.0016054202345745503
Position 2237: 0.0015315352564562205
Position 6009: 0.0014751026878073183
Position 9374: 0.0014419447291515069
Position 3860: 0.0014373677936630935
Position 3191: 0.0014051313622291276
Position 3812: 0.0013281311155295152
Position 1649: 0.0013076829522024164
Position 873: 0.0012869402754194358
Position 5615: 0.0012672730127821278
Position 7279: 0.0012425173762479218
Position 3936: 0.001206857496916272
Position 1522: 0.001133570175728173
Position 5970: 0.0011151824953111375
Position 2327: 0.0011136838276477163
Position 11711: 0.0011006594621126692
Position 2549: 0.0010160499180423305
Position 4524: 0.0010059895698927392
Position 14993: 0.0009628477604059261
Position 4502: 0.0008925651375493453
Position 14323: 0.0008663165133621034
Position 8418: 0.0008660276140451786
Position 8832: 0.0008580404521567396
Position 14856: 0.0008160604008050944
Position 7500: 0.0007227239382019911
Position 7842: 0.0007131815809281912
Position 9858: 0.0007072538743361887
Position 16386: 0.0006993725231982284
Position 5151: 0.0006936150494251929
Position 11035: 0.0006258330171840202
Position 9513: 0.0006201316572715424
Position 2886: 0.0005777204182612876
Position 10991: 0.0005735297639152221
Position 4937: 0.0005645889836602908
Position 6061: 0.0005581619378349528
Position 2056: 0.0005530783718221163
Position 8007: 0.0005288003580980855
Position 578: 0.0005149980941672586
Position 2185: 0.0005068371605439859
Position 9765: 0.00048627344732234395
Position 451: 0.00047046030560721436
Position 4454: 0.00046777146852371333
Position 10620: 0.00046769104056654427
Position 1211: 0.00045262918709518534
Position 1397: 0.000450581309046102
Position 5377: 0.00044650066100183894
Position 15383: 0.00044437150642386616
Position 2574: 0.0004442801484623718
Position 4472: 0.0004385625958439971
Position 9833: 0.0004212016134805852
Position 5198: 0.0004207753328560299
Position 1617: 0.00040599182720581846
Position 7729: 0.0003957001523875693
Position 2457: 0.0003900645897777616
Position 8226: 0.00038232628255341583
Position 2439: 0.0003722238840197966
Position 295: 0.0003683819789024536
Position 7894: 0.00036711653069781096
Position 1144: 0.00035970369823898216
Position 4735: 0.0003545413887896176
Position 10602: 0.0003524443384472449
Position 4145: 0.00030532041950003593
Position 9900: 0.00029782708261338957
Position 1489: 0.0002937875969764839
Position 7478: 0.00028203695650068383
Position 8870: 0.0002738198399546047
Position 4171: 0.0002624412523450856
Position 10474: 0.0002614416766103003
Position 7671: 0.00025555581284276773
Position 684: 0.00025496355397716544
Position 750: 0.0002459406329316688
Position 4642: 0.00022484757921026013
Position 11288: 0.00022021503943823076
Position 4407: 0.00021931158867726045
Position 13543: 0.0002006420475212527
Position 13377: 0.0001991741359743385
Position 9915: 0.00019533651371135996
Position 144: 0.0001944779359703995
Position 7483: 0.000184424272477487
Position 10665: 0.00018211940856529773
Position 5161: 0.00018170327431664968
Position 7245: 0.00017641782897047332
Position 3283: 0.00017499096726423724
Position 13220: 0.00017076089632849675
Position 761: 0.00016740326190348395
Position 12802: 0.00016720161345465162
Position 4549: 0.00016168770347471317
Position 9892: 0.00016095089786459765
Position 2074: 0.00015850470436496424
Position 620: 0.0001549374454847031
Position 2530: 0.00015089861591725313
Position 8010: 0.0001489447415552298
Position 385: 0.0001483454412734618
Position 7486: 0.0001450823992482336
Position 4026: 0.00014484741271741748
Position 8995: 0.0001445222741951462
Position 7719: 0.00012788134851420663
Position 1337: 0.00012291648167770728
Position 9250: 0.00011687363928889857
Position 4958: 0.00011501449108095716
Position 3850: 0.00011440881250432422
Position 9432: 0.00011196799319976788
Position 9749: 0.00010431547097213355
Position 915: 0.0001033555596678308
Position 3232: 9.846620822795895e-05
Position 1119: 9.277433013379701e-05
Position 8167: 9.097518511668823e-05
Position 8883: 8.86493670718942e-05
Position 5285: 8.809797290454156e-05
Position 7822: 8.775417965581212e-05
Position 4592: 8.171852399808257e-05
Position 188: 7.380717680085088e-05
Position 11308: 7.303427505909486e-05
Position 3150: 7.130211083860768e-05
Position 2239: 6.821099202751578e-05
Position 5620: 6.515143400509623e-05
Position 8495: 6.510656961551331e-05
Position 1656: 6.501049328699213e-05
Position 12538: 6.341150286212196e-05
Position 8892: 6.142549754061745e-05
Position 7225: 5.791121056136883e-05
Position 1157: 5.4713498916777727e-05
Position 2614: 5.390540509667573e-05
Position 1572: 5.1963627128328404e-05
Position 8398: 5.0533414584425254e-05
Position 7254: 4.462587266127548e-05
Position 394: 4.290785637556828e-05
Position 10025: 4.271481706388789e-05
Position 8603: 4.15890956412869e-05
Position 8200: 4.1517139076812975e-05
Position 638: 4.072597448509046e-05
Position 793: 3.798609694881919e-05
Position 9280: 3.7501964696651717e-05
Position 329: 3.693080471026579e-05
Position 7856: 3.556770780354021e-05
Position 9052: 3.462367142929926e-05
Position 9092: 3.409490172334331e-05
Position 9283: 2.9182040531066997e-05
Position 1358: 2.741847570808147e-05
Position 7338: 2.5278336390225965e-05
Position 7333: 2.462744850701621e-05
Position 8488: 2.283629355845561e-05
Position 4388: 2.1493288477162733e-05
Position 7690: 2.1464634013414072e-05
Position 697: 2.0591732226509098e-05
Position 213: 1.976956198108252e-05
Position 3869: 1.7142993131871753e-05
Position 7267: 1.6772869678818298e-05
Position 9564: 1.5271814969800923e-05
Position 7440: 1.4300230239932477e-05
Position 8118: 1.0412249306040533e-05
Position 7372: 9.506700701575854e-06
Position 2284: 8.812025990992276e-06
Position 2128: 8.747782989190184e-06
Position 9446: 8.470960687667452e-06
Position 7456: 8.205969148981387e-06
Position 2889: 8.0375663434643e-06
Position 2020: 7.915290523828044e-06
Position 7644: 5.354804798213502e-06
Position 7906: 4.663425740767964e-06
Position 7987: 4.62342955874191e-06
Position 2460: 3.5302713897003956e-06
Position 215: 3.4039685537243145e-06
Position 820: 3.388478651939362e-06
Position 7984: 3.3109273733193183e-06
Position 3882: 3.289627275805609e-06
Position 7862: 3.2450937376040994e-06
Position 797: 3.19280095594703e-06
Position 7766: 2.8489928949603287e-06
Position 1980: 2.677159770518088e-06
Position 2332: 2.537845427712004e-06
Position 2286: 2.5353741699092027e-06
Position 8125: 2.500706081378876e-06
Position 2389: 2.4586239453121295e-06
Position 4833: 2.268959699097214e-06
Position 3307: 2.232506894979404e-06
Position 7437: 2.219840850101473e-06
Position 1953: 1.9046238139892517e-06
Position 4050: 1.8793431575376039e-06
Position 5336: 1.6851176444912503e-06
Position 1811: 1.499330066767557e-06
Position 899: 1.2798417303080222e-06
Position 5186: 1.2623791265291403e-06
Position 254: 1.168060727482824e-06
Position 361: 1.0285253918772215e-06
Position 495: 1.0031516025907462e-06
Position 7423: 1.000458588561465e-06
Position 542: 9.112852356790633e-07
Position 500: 8.421338253488599e-07
Position 6804: 7.910439818958629e-07
Position 5319: 7.365876551508814e-07
Position 8044: 6.399727636241252e-07
Position 7360: 5.904670139145345e-07
Position 8232: 5.142437099155985e-07
Position 7417: 4.813487684751512e-07
Position 7235: 2.5293959853418626e-07
Position 1540: 2.506911695202196e-07
Position 7379: 2.141212659386504e-07
Position 345: 1.6327475135524745e-07
Position 7335: 1.5828554268634275e-07
Position 350: 1.5810466819591434e-07
Position 988: 1.4064730531807572e-07
Position 919: 1.2775184129737095e-07
Position 4983: 6.36205035726467e-08
Position 4943: 5.963423704163334e-08
Position 7927: 1.827834659654804e-08
Position 4844: 1.4298578232738976e-08
