Gene = Bri3bp
Position 1318: 2.403805486449601e-06
Position 1179: 2.086982216585623e-06
Position 632: 1.9951241627960517e-06
Position 809: 1.978231936092757e-06
Position 971: 1.8464693384229439e-06
Position 1677: 1.7877121652764333e-06
Position 1649: 1.725528650751697e-06
Position 1070: 1.193413976169925e-06
Position 4633: 1.1737705863795556e-06
Position 117: 1.161726008654573e-06
Position 1633: 9.282422767460964e-07
Position 806: 9.262075888057236e-07
Position 1588: 1.3077688624825518e-07
Position 1006: 1.0465223309169441e-07
Position 814: 1.0295237225177698e-07
Position 976: 1.2034045680520702e-08
Position 263: 1.0706986256719444e-08
Position 708: 7.538631076925901e-09
Position 606: 2.2308572716038882e-09
Position 278: 2.1784772945888823e-09
Position 363: 2.02352676122501e-09
Position 964: 1.507956337213715e-09
Position 392: 1.4601032258660576e-09
Position 287: 7.068941831857669e-10
Position 284: 5.868893048277418e-10
Position 500: 5.600959409268265e-10
Position 321: 1.8704207793677608e-10
Position 496: 6.062004002626824e-11
Position 324: 4.557632867957493e-11
Position 300: 4.340836647401266e-11
Position 1938: 6.222575105348001e-12
Position 298: 4.435356389306568e-12
Position 1082: 2.1716324830796138e-12
Position 589: 5.6306352742310636e-14
Position 620: 2.4985481266625563e-14
