Gene = Icos
Position 2304: 0.00046970700762081975
Position 738: 0.0004466161671854718
Position 2098: 0.0004416908856497389
Position 2490: 0.00042973121208120094
Position 491: 0.0003902431962629327
Position 19450: 0.0003902232823228015
Position 1247: 0.00038892243755143545
Position 3510: 0.0003689182178308144
Position 1018: 0.0003598207399105934
Position 17781: 0.00034795470044071604
Position 375: 0.0003056475765564942
Position 2367: 0.0002956885692541143
Position 4671: 0.00028786210154144637
Position 12510: 0.0002833409574142954
Position 1935: 0.0002671792092704891
Position 19936: 0.00026474488193733097
Position 959: 0.00025494739242733195
Position 12169: 0.0002535180685470849
Position 1875: 0.0002452800367206951
Position 19900: 0.0002414051885276406
Position 422: 0.00023751382800237244
Position 5775: 0.00022562366074593485
Position 398: 0.00021017258463669925
Position 2328: 0.00019412257437387233
Position 460: 0.00018638669207990762
Position 1766: 0.0001484135762046415
Position 1060: 0.00014013562040742097
Position 582: 0.0001349513847875511
Position 2407: 0.00012430410239915596
Position 2727: 0.00010226154539154952
Position 690: 9.947125866038098e-05
Position 237: 9.700097149113832e-05
Position 2151: 8.082873152422706e-05
Position 344: 7.960954851947935e-05
Position 10289: 7.621013198406604e-05
Position 243: 6.75155963632163e-05
Position 17062: 6.296925442029681e-05
Position 16964: 6.1447508912452e-05
Position 1577: 5.382980588745869e-05
Position 2662: 5.281364724332582e-05
Position 9892: 4.8048074625606406e-05
Position 494: 4.633663316217289e-05
Position 2473: 4.591238119364187e-05
Position 6444: 4.550732439770099e-05
Position 2793: 4.356715863874341e-05
Position 11942: 4.328611889494133e-05
Position 2379: 4.321764794005085e-05
Position 1196: 4.0668254412229894e-05
Position 2541: 4.025915029843834e-05
Position 1692: 3.942340371592514e-05
Position 1057: 3.581841985162165e-05
Position 1173: 3.4106877453795646e-05
Position 2077: 3.379428292661443e-05
Position 10810: 3.0502532409155476e-05
Position 2914: 3.046150788807068e-05
Position 12513: 3.0023915700606833e-05
Position 1721: 2.997798324008704e-05
Position 2004: 2.77982122078823e-05
Position 2827: 2.6417211039011155e-05
Position 1572: 2.561283120829301e-05
Position 10043: 2.4207137926490034e-05
Position 2045: 2.310363887553934e-05
Position 284: 1.981136879453195e-05
Position 1519: 1.9483644606964357e-05
Position 9736: 1.9176284400165077e-05
Position 1523: 1.8236566343153387e-05
Position 1140: 1.7960643899497185e-05
Position 8728: 1.6683242749622452e-05
Position 1265: 1.56135220324902e-05
Position 1652: 1.4125674038618182e-05
Position 2396: 1.196505922462865e-05
Position 10242: 1.0680790132658389e-05
Position 1799: 9.396201566054774e-06
Position 6477: 9.255913720512721e-06
Position 1664: 8.840376604961074e-06
Position 2333: 7.4965547741277554e-06
Position 471: 7.428288119950069e-06
Position 6318: 6.100472482671688e-06
Position 395: 5.880433859055089e-06
Position 1759: 5.6593601025476245e-06
Position 331: 5.4516844056978975e-06
Position 8002: 5.328443613381606e-06
Position 1643: 5.020735434586845e-06
Position 1660: 4.942875861293288e-06
Position 1953: 4.863723660658418e-06
Position 5323: 4.031879598699584e-06
Position 1283: 3.845419249445151e-06
Position 296: 3.7921801646438534e-06
Position 845: 3.198308794878457e-06
Position 1732: 3.047149864471766e-06
Position 1559: 2.9667479312803707e-06
Position 9761: 2.8433832008368234e-06
Position 824: 2.7192030754022542e-06
Position 438: 2.671206001343437e-06
Position 406: 2.5184169289731023e-06
Position 433: 2.5031453644132085e-06
Position 558: 2.463074951899686e-06
Position 572: 2.3777331345886183e-06
Position 1846: 2.349834022334237e-06
Position 254: 2.2881887200803505e-06
Position 3441: 2.2796491989061238e-06
Position 9173: 2.2423209610073703e-06
Position 3407: 2.210518948067676e-06
Position 496: 2.132887928186476e-06
Position 1349: 2.0968171114461673e-06
Position 3675: 1.7361175981304165e-06
Position 1525: 1.725658582504525e-06
Position 520: 1.4551677073690193e-06
Position 156: 1.389222049680063e-06
Position 7686: 1.3859876664932507e-06
Position 4436: 1.3443193780212044e-06
Position 2021: 1.2391055786885777e-06
Position 1383: 1.184129422560177e-06
Position 4176: 1.1406652341568765e-06
Position 401: 1.1169313572082854e-06
Position 2574: 1.0329070467022393e-06
Position 2658: 9.42235870934259e-07
Position 698: 9.376241201323299e-07
Position 6685: 9.094059013900083e-07
Position 2821: 7.776625639990977e-07
Position 724: 7.745475336013364e-07
Position 2694: 6.605253039751682e-07
Position 1726: 6.32383317794201e-07
Position 1947: 5.237862421812994e-07
Position 4090: 5.196487274145987e-07
Position 1705: 4.597322321083066e-07
Position 1387: 4.486541653449233e-07
Position 1978: 3.88268771910872e-07
Position 4283: 3.333955825491541e-07
Position 245: 3.1669427507046415e-07
Position 4577: 3.0762931840918756e-07
Position 4535: 3.0053589328352495e-07
Position 1973: 2.6446530416411464e-07
Position 4190: 2.245625765574101e-07
Position 1671: 1.8605791451764186e-07
Position 166: 1.8521798329862623e-07
Position 1739: 1.7580420962138056e-07
Position 503: 1.4396104734608238e-07
Position 3102: 1.3874277599437601e-07
Position 831: 1.2242330003584997e-07
Position 821: 9.45271279322094e-08
Position 1392: 8.809493062419584e-08
Position 1616: 8.606330150630868e-08
Position 1581: 7.661358041941432e-08
Position 403: 6.029660678569629e-08
Position 153: 3.165887952625857e-08
Position 864: 2.869898165265352e-08
Position 920: 2.4063502679514586e-08
Position 130: 1.7403384471011051e-09
Position 1427: 7.597169605126866e-10
Position 107: 7.553186336361909e-10
Position 965: 3.9817303674544173e-10
Position 1024: 3.927470690144763e-10
Position 1180: 2.2633907488880744e-10
Position 1411: 2.2194569732162818e-10
Position 118: 4.057240591864386e-18
Position 132: 1.9212697310833e-18
Position 141: 1.012653090453659e-18
