Gene = Ick
Position 1405: 1.1644206489372505e-07
Position 644: 1.0713389114631695e-07
Position 341: 9.962297710928215e-08
Position 827: 8.154928126743931e-08
Position 327: 6.896470002958787e-08
Position 790: 4.646863076792311e-08
Position 452: 3.2973073471945695e-08
Position 49: 8.932819683827211e-09
Position 1204: 5.007267769064236e-09
Position 1202: 4.644180396966272e-09
Position 1115: 2.185036017014156e-09
Position 1121: 4.4449491425728835e-11
Position 1147: 2.6196144231363094e-11
Position 794: 2.4747247099064164e-11
Position 1136: 2.4474903168859022e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 22280: 0.6560332858652751
Position 17979: 0.6298058693650057
Position 23786: 0.14106342022820126
Position 23039: 0.11466359229354095
Position 5075: 0.10533454096850318
Position 5601: 0.07989041925742763
Position 4959: 0.0689334531916416
Position 10792: 0.047825618134241105
Position 4954: 0.03717293764177793
Position 11640: 0.034428222963696374
Position 8162: 0.026729859313326748
Position 5032: 0.020343802559565565
Position 7256: 0.020215307234003853
Position 3781: 0.019287860434657307
Position 18816: 0.016666183441777067
Position 16993: 0.01511763570086365
Position 15911: 0.01353238051043287
Position 7775: 0.012879978023880887
Position 9080: 0.012204477646236667
Position 3229: 0.010779967954408057
Position 8358: 0.010103653153986336
Position 341: 0.00970075028010945
Position 1603: 0.009251620883863663
Position 2546: 0.008832645007833748
Position 13085: 0.00869901277085395
Position 1069: 0.007982922589678844
Position 8258: 0.007932590416503408
Position 6240: 0.006894698244700316
Position 1769: 0.006674376151478609
Position 2269: 0.006669406976075661
Position 4915: 0.0065096825177721265
Position 10453: 0.006113950205265362
Position 677: 0.005210456928957338
Position 13970: 0.0050709585259358664
Position 3806: 0.004233561598185308
Position 4700: 0.004170187624593708
Position 6465: 0.004111843646873775
Position 5155: 0.0039293921917616164
Position 10086: 0.003889524415174539
Position 9757: 0.0034992002835043832
Position 12903: 0.0034511391473505686
Position 4988: 0.003208037744480765
Position 8749: 0.003061543495941637
Position 3099: 0.0029404881214998035
Position 1293: 0.0028050578984601853
Position 7688: 0.0025120917045722297
Position 708: 0.002484072785746957
Position 9140: 0.0023674015993596633
Position 1746: 0.002318533840690568
Position 11750: 0.002235764004107872
Position 7847: 0.0020582651426793836
Position 1013: 0.0019942891029792608
Position 2587: 0.001990515708435236
Position 2171: 0.0019381876039421255
Position 3967: 0.0018903096991856735
Position 8983: 0.0016242607404341964
Position 441: 0.0013007757325628777
Position 3380: 0.0012458628902188309
Position 10712: 0.0012103299444516631
Position 1050: 0.0011273144348367369
Position 2689: 0.001122712799040108
Position 12937: 0.001081821010124195
Position 2614: 0.0010772829898116345
Position 12886: 0.0010604279446906702
Position 472: 0.0010300328115033905
Position 12573: 0.0010194807033129466
Position 8047: 0.0009859151793282582
Position 258: 0.0009459065741998999
Position 4886: 0.0009411061705140354
Position 2347: 0.0009092566143796339
Position 1016: 0.000880182593503164
Position 4662: 0.000847501817556694
Position 3461: 0.0008069432515993006
Position 2013: 0.0007015331201934937
Position 2070: 0.0006825719460014026
Position 894: 0.0006819984284375706
Position 979: 0.0006604013139508169
Position 11449: 0.000645096452795711
Position 11842: 0.0005947769237826982
Position 2425: 0.0005633723708754079
Position 2801: 0.000542795394935989
Position 542: 0.0005302520339080023
Position 938: 0.000528149210857474
Position 3840: 0.0005026337768009176
Position 3882: 0.0004584190834182285
Position 3986: 0.000433317129853609
Position 501: 0.0004067683581220813
Position 7909: 0.0003983636944730185
Position 7608: 0.0003859675115203577
Position 2873: 0.0003844894026648453
Position 1809: 0.0003750486406912925
Position 2604: 0.0003744356910989907
Position 1685: 0.00033297531970332827
Position 2447: 0.000324349476151208
Position 10252: 0.0003211158201746126
Position 3815: 0.00030662450174331353
Position 6098: 0.00029371883848921653
Position 1079: 0.0002873206711358999
Position 5625: 0.00028723453112217026
Position 1667: 0.0002817469582525342
Position 7556: 0.00026617256913803587
Position 5339: 0.00023955370597901284
Position 813: 0.00023403246713809306
Position 241: 0.0002293122021610766
Position 818: 0.00022882351316308105
Position 219: 0.00021003626317113585
Position 8466: 0.00020043511664084453
Position 4056: 0.00019630495877479557
Position 2490: 0.00019539505520728493
Position 6262: 0.00019475723726904842
Position 582: 0.00017871450987747277
Position 6417: 0.00017157114779839746
Position 5674: 0.00017127929755721632
Position 1556: 0.0001607995564548236
Position 8576: 0.00015614220190490822
Position 7709: 0.0001494668813844162
Position 4012: 0.00014300279852358264
Position 649: 0.00013179967821737228
Position 881: 0.00012377740013112874
Position 2108: 0.00012029226769366062
Position 5636: 0.00011988975975042477
Position 1649: 0.00011896834722521789
Position 7363: 0.00011881103194818395
Position 295: 0.00011476455962097092
Position 3350: 0.00011356442403394142
Position 7985: 0.00011088679117444006
Position 2199: 0.00010555715147508476
Position 7295: 0.0001002562213097035
Position 5575: 9.490751235442313e-05
Position 3115: 8.54152658215465e-05
Position 1500: 8.288708069027368e-05
Position 6939: 8.231386956988094e-05
Position 3250: 8.040197501676026e-05
Position 7071: 7.220961512569322e-05
Position 3191: 6.664725523191164e-05
Position 679: 6.630867426142717e-05
Position 4412: 6.567865084477798e-05
Position 3059: 6.550728482860521e-05
Position 778: 6.456567940347441e-05
Position 1721: 6.317576149567198e-05
Position 1628: 5.8543375138876734e-05
Position 725: 5.0488009566396e-05
Position 1570: 4.9172548051213735e-05
Position 3828: 4.286306879848685e-05
Position 2849: 4.235537656231351e-05
Position 620: 4.14905723268195e-05
Position 917: 3.870099375347868e-05
Position 4374: 3.815328643049361e-05
Position 951: 3.592482454526768e-05
Position 469: 3.3732648986698205e-05
Position 3176: 3.3370701340353124e-05
Position 839: 3.306994460602469e-05
Position 4860: 2.9726504545930426e-05
Position 4535: 2.9699135935039207e-05
Position 348: 2.4360117540282334e-05
Position 4642: 2.433933659549476e-05
Position 3608: 2.265820700033927e-05
Position 1990: 2.1573592715917486e-05
Position 3135: 1.8165662514941836e-05
Position 631: 1.7318143714405755e-05
Position 5921: 1.5523300842679694e-05
Position 2201: 1.491203016245339e-05
Position 2051: 1.4909515716127071e-05
Position 1612: 1.4609395215097104e-05
Position 2654: 9.546266101084016e-06
Position 1417: 9.480381348853526e-06
Position 1873: 8.991651250644435e-06
Position 307: 8.604396742377035e-06
Position 1389: 7.317785074225714e-06
Position 2370: 4.0042317135611355e-06
Position 2927: 3.5667724919924424e-06
Position 836: 3.395065207887797e-06
Position 3158: 2.495429664406684e-06
Position 940: 2.0068236031456424e-06
Position 956: 2.006613204665388e-06
Position 834: 1.567679790178041e-06
Position 2548: 1.1747584493120661e-06
Position 2504: 1.0481479522323325e-06
Position 4544: 9.287040973825037e-07
Position 731: 7.737656718251739e-07
Position 652: 7.622899711496945e-07
Position 854: 5.836320887911675e-07
Position 847: 5.036655248753254e-07
Position 774: 3.808148539911142e-07
Position 1104: 3.5185386052319064e-07
Position 735: 3.388267984286982e-07
Position 1091: 2.917939402829701e-07
Position 1506: 1.5565759191788532e-07
Position 351: 1.2534954149345333e-07
Position 555: 1.1767727170337848e-07
Position 782: 7.61628459475585e-08
Position 584: 6.232551040005182e-08
Position 141: 1.3900019320922577e-08
Position 552: 9.676680224286941e-09
Position 356: 8.960791129593202e-09
Position 566: 2.9465308659628058e-09
Position 160: 4.1611193530757993e-10
Position 413: 4.056518794568328e-10
Position 145: 1.3477491159938933e-10
Position 168: 5.2159985375769084e-11
