Gene = Sept1
Position 602: 0.00017257980078807318
Position 14736: 0.00011856000245943701
Position 424: 0.00010952935096466143
Position 159: 8.802860371077974e-05
Position 120: 8.092092987811067e-05
Position 55: 7.98281172902936e-05
Position 1001: 7.671155034535047e-05
Position 14673: 7.034200939210776e-05
Position 562: 6.526480758199507e-05
Position 776: 4.173646391489297e-05
Position 131: 3.875972561670029e-05
Position 650: 3.63715766843687e-05
Position 246: 3.2690992805582306e-05
Position 1557: 2.8824287297230237e-05
Position 14469: 2.86858617529639e-05
Position 902: 2.319612002206486e-05
Position 1689: 2.279777158440119e-05
Position 206: 2.1233614254613128e-05
Position 1066: 1.9419817265042372e-05
Position 1833: 1.911292534063505e-05
Position 545: 1.8748044151464705e-05
Position 527: 1.8272140185465027e-05
Position 168: 1.665768584999881e-05
Position 145: 1.554174880980948e-05
Position 930: 1.536622474689906e-05
Position 218: 1.4508575433933263e-05
Position 571: 1.4360556205091253e-05
Position 266: 1.433429068839186e-05
Position 547: 1.3443155558593765e-05
Position 294: 1.2583885752463005e-05
Position 401: 1.2457424999918014e-05
Position 302: 1.1774369930635333e-05
Position 1366: 1.1392957694558253e-05
Position 550: 8.348601395179458e-06
Position 489: 7.873593367377743e-06
Position 1325: 7.70073747989221e-06
Position 996: 7.258385706735381e-06
Position 175: 7.19378606797746e-06
Position 1483: 6.321890662785779e-06
Position 1874: 5.351531618964756e-06
Position 150: 4.123691075220124e-06
Position 1990: 3.771725943087225e-06
Position 505: 3.3758650167137755e-06
Position 261: 3.0769229506432586e-06
Position 1389: 2.65808562428043e-06
Position 1019: 2.493836145385089e-06
Position 1613: 2.1237686227905873e-06
Position 14741: 1.9227571070339427e-06
Position 233: 1.6458114213886266e-06
Position 949: 1.473572657822678e-06
Position 2021: 1.1124728584866526e-06
Position 15509: 9.275890658259505e-07
Position 1886: 8.842987989769518e-07
Position 2054: 8.674726427927494e-07
Position 15548: 6.952929955312976e-07
Position 191: 6.386822428658355e-07
Position 10: 6.37340252775859e-07
Position 237: 5.838195643339123e-07
Position 5: 5.445406070109626e-07
Position 800: 4.851865650955443e-07
Position 1013: 3.6469978454251755e-07
Position 2000: 3.400712807314862e-07
Position 973: 3.342057598881485e-07
Position 384: 3.0344528119674306e-07
Position 433: 2.654305749198509e-07
Position 1878: 1.9209849220297788e-07
Position 1915: 1.85308875955528e-07
Position 1159: 3.343282737199834e-08
Position 255: 1.3343405577334514e-08
Position 1287: 8.859291764382123e-09
Position 273: 3.1882394662727267e-09
Position 316: 2.5148067318727784e-10
Position 278: 4.459314863381898e-11
Position 818: 1.2000239673434941e-11
Position 333: 1.0102829576439385e-11
Position 460: 7.127248168492974e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 14414: 0.9787246683534538
Position 8572: 0.9715136733650732
Position 14588: 0.7958418058321175
Position 14903: 0.7626296604539772
Position 14115: 0.647328329261694
Position 674: 0.30927665140254246
Position 14190: 0.21678608846420666
Position 13760: 0.19544446059697113
Position 6978: 0.17110518156116544
Position 671: 0.14905110687992348
Position 15610: 0.1345645668678598
Position 2896: 0.12251401498140861
Position 3093: 0.08535877191103917
Position 2985: 0.08242780253739028
Position 15339: 0.07778736502214013
Position 15852: 0.07770011622482978
Position 14568: 0.06411797956028235
Position 15424: 0.06189075439488522
Position 13978: 0.057447110599991184
Position 8361: 0.053115694528151604
Position 14767: 0.04508858222895759
Position 2844: 0.04259273508965012
Position 6374: 0.0380448746780335
Position 15873: 0.03674468315830335
Position 14625: 0.03593514963417409
Position 2988: 0.03566745954676116
Position 5636: 0.03036671862471612
Position 2761: 0.030276913929202193
Position 15644: 0.028874240810863122
Position 15838: 0.024705338601513072
Position 1784: 0.023846131114458154
Position 718: 0.020616962075227913
Position 5697: 0.020257379386191175
Position 14005: 0.01823650053377558
Position 3002: 0.016297738771450854
Position 15229: 0.016247417510856323
Position 5515: 0.015099323748347606
Position 15188: 0.014878351529158385
Position 2832: 0.014217124372424658
Position 15385: 0.013344824651994843
Position 15125: 0.013053992705652991
Position 1087: 0.012449381143633855
Position 5051: 0.01132237231861936
Position 15513: 0.011061941618426982
Position 3119: 0.010112227221424738
Position 2529: 0.009520221357444646
Position 15202: 0.00950526423121382
Position 3284: 0.00926390474697243
Position 5602: 0.00813742786210269
Position 15183: 0.008081914260594332
Position 537: 0.007295994191545257
Position 15273: 0.0071304547731243645
Position 2917: 0.007048451663968413
Position 6328: 0.006822618518611378
Position 8523: 0.0065245305805737615
Position 186: 0.005840407682547964
Position 5589: 0.005445738187701075
Position 1059: 0.005439464999645461
Position 336: 0.005402130100060764
Position 1013: 0.004944594756580795
Position 2614: 0.004838750153675165
Position 2546: 0.0046836174009817376
Position 2132: 0.004629377597273599
Position 678: 0.00450838862330152
Position 307: 0.004312086907081871
Position 10552: 0.004162748835930648
Position 2957: 0.004100132675076522
Position 15490: 0.003907085627781597
Position 15447: 0.003894101806875556
Position 156: 0.003777813487664325
Position 14823: 0.00352937567774732
Position 1654: 0.003129048346655298
Position 15153: 0.0025545511739454158
Position 1041: 0.002244662056722396
Position 15638: 0.0022096231857679617
Position 12236: 0.001960934456876519
Position 1667: 0.0018363236588317742
Position 681: 0.001831876705016036
Position 288: 0.0018213963296387083
Position 14351: 0.0017237394605553345
Position 12425: 0.0017213113831079311
Position 2734: 0.0017194549089074476
Position 1274: 0.0017045064584579283
Position 5240: 0.0016907576692818593
Position 1065: 0.001642271803885321
Position 2593: 0.0016119290198194716
Position 14383: 0.0015951088116363456
Position 15207: 0.0014119251006508605
Position 685: 0.0013884712070630825
Position 15109: 0.0013703371806646546
Position 5123: 0.0013513106926485306
Position 15682: 0.0012731000359335954
Position 3172: 0.0011783040290275618
Position 3255: 0.0011701215400378078
Position 3207: 0.0011123140597355204
Position 14453: 0.0011017176183494512
Position 15093: 0.0010505984042127792
Position 10475: 0.0010368937189280814
Position 2653: 0.0009993261592028116
Position 15356: 0.0009737843532887244
Position 159: 0.0009518108312886376
Position 2587: 0.0009478498465008724
Position 1316: 0.000865026826755807
Position 15542: 0.0008626474571523269
Position 15641: 0.000856598251231206
Position 8370: 0.0008442686084478556
Position 848: 0.000828446342004625
Position 14420: 0.0008175609428546317
Position 901: 0.0007507222818951045
Position 457: 0.0007202637250257605
Position 15552: 0.0006753120315192904
Position 14871: 0.0006617351902493131
Position 14597: 0.0005425991872281158
Position 2687: 0.0005249198149926679
Position 1705: 0.0005154883063417898
Position 15661: 0.0005148422074553531
Position 1419: 0.00040941034451281885
Position 6418: 0.0003943873188070131
Position 6766: 0.0003838692516443469
Position 4546: 0.00036569759491817094
Position 15362: 0.00035693211926230827
Position 513: 0.00034632279870103487
Position 1018: 0.0003215647848025558
Position 1025: 0.00031916814196156906
Position 14593: 0.00031874541097408153
Position 3225: 0.00030568319952628846
Position 911: 0.00030034527916009937
Position 398: 0.00029134000625414473
Position 341: 0.00022390252059377328
Position 15234: 0.00021803399297016656
Position 4383: 0.00021800172703509267
Position 722: 0.00021227138106199138
Position 1395: 0.0001977070728196897
Position 15789: 0.00016807125128142427
Position 14659: 0.00016635538936664234
Position 2046: 0.00016152502809574503
Position 1606: 0.0001578620054633903
Position 15915: 0.0001461359430923409
Position 4665: 0.00013957309178502233
Position 200: 0.00012694916156184776
Position 4465: 0.00012689520389204867
Position 2639: 0.00012141511785224908
Position 384: 0.0001032213905754594
Position 4404: 9.409224241016023e-05
Position 15912: 9.286666180675866e-05
Position 2369: 8.736173878287168e-05
Position 14932: 8.437894345287668e-05
Position 14873: 8.144506718267365e-05
Position 2148: 7.231196643662686e-05
Position 15744: 7.07418938225866e-05
Position 4572: 6.979435894669956e-05
Position 4688: 6.843058274951162e-05
Position 1743: 6.179296008889126e-05
Position 489: 6.173653336714133e-05
Position 2616: 5.7723712410701506e-05
Position 744: 5.585899913215918e-05
Position 203: 5.535980342062718e-05
Position 14505: 5.429440730053463e-05
Position 4522: 5.119767241453263e-05
Position 2619: 4.53383107368137e-05
Position 759: 4.280127949738257e-05
Position 5035: 4.181117844089191e-05
Position 1434: 3.961738014706439e-05
Position 2074: 3.099646623955881e-05
Position 1672: 2.9256233527335394e-05
Position 557: 2.523644232440145e-05
Position 9687: 2.3867918290997734e-05
Position 1628: 2.3082329709198017e-05
Position 966: 2.2922701408481123e-05
Position 4831: 2.062601159178402e-05
Position 1224: 2.009957048137851e-05
Position 1095: 1.8930553888214604e-05
Position 1324: 1.876523742403395e-05
Position 560: 1.869018544805591e-05
Position 933: 1.6489105970369104e-05
Position 358: 1.5306934639407862e-05
Position 14953: 1.2800126614833656e-05
Position 246: 1.1680896279683882e-05
Position 255: 1.1337027297264892e-05
Position 14883: 1.1216574348253257e-05
Position 14860: 9.634062183528708e-06
Position 206: 7.866544849295217e-06
Position 15080: 7.017517863734714e-06
Position 14650: 5.403067656855495e-06
Position 422: 5.29558008822683e-06
Position 856: 3.548711966786516e-06
Position 15023: 3.162653040674474e-06
Position 1498: 2.3905714063857785e-06
Position 527: 2.29116147442687e-06
Position 212: 2.048852206453126e-06
Position 498: 1.7473307728329572e-06
Position 1561: 1.4845514182775338e-06
Position 868: 1.1075840154318984e-06
Position 1044: 8.597146045146041e-07
Position 4605: 7.369498016575417e-07
Position 14700: 7.360632404634914e-07
Position 424: 4.5390690850537953e-07
Position 923: 3.650479178309571e-07
Position 476: 3.3652929231807107e-07
Position 1104: 3.3595773867930803e-07
Position 433: 3.184007423903643e-07
Position 1119: 2.8876120583749814e-07
Position 210: 2.733675527922463e-07
Position 1822: 1.4118434076784412e-07
Position 1711: 1.2513999807006991e-07
Position 808: 1.0815980154670622e-07
Position 562: 7.643600573620323e-08
Position 1101: 4.8299015243382234e-08
Position 885: 4.80454126608715e-08
Position 465: 4.40929438142458e-08
Position 1139: 4.184783777694858e-08
Position 218: 1.3440328556140598e-08
Position 873: 1.743596688007868e-11
Position 942: 1.4945317515321785e-11
Position 79: 7.165154185975903e-12
Position 116: 2.6939048193658822e-12
Position 120: 6.360887650061349e-15
Position 81: 5.8758161539525876e-15
Position 86: 7.308570872008428e-17
Position 93: 2.1372652276580336e-17
Position 95: 9.655454158631915e-19
