Gene = E030018B13Rik
Position 566: 0.005599883945696562
Position 333: 0.005001013135519201
Position 2317: 0.004848100496258817
Position 353: 0.004649299487722572
Position 536: 0.004612697353010153
Position 1219: 0.004321156204143594
Position 631: 0.004131271054681354
Position 1468: 0.003964495976893122
Position 3345: 0.0039555175574323455
Position 2784: 0.0038992997602894605
Position 2198: 0.003344604407993498
Position 3547: 0.0028617500301029407
Position 2427: 0.0028485670823747136
Position 1998: 0.002671234114634621
Position 1425: 0.002166629755962255
Position 1812: 0.0019447690157070375
Position 413: 0.0017932711838695872
Position 3187: 0.0015527318117543628
Position 956: 0.001428645941501503
Position 732: 0.001334856694281919
Position 379: 0.0013296804898821647
Position 474: 0.0012978522318401863
Position 363: 0.0012705681160622958
Position 2416: 0.0011369705463600598
Position 645: 0.0010939856514516257
Position 1379: 0.0010931193273368744
Position 1664: 0.0010059904781277473
Position 2673: 0.0009750362655073399
Position 572: 0.0008307756450874556
Position 2664: 0.0007984770595782207
Position 3653: 0.0007253757539284749
Position 3294: 0.00048494429232567003
Position 1128: 0.0003929328536367534
Position 668: 0.0003636327539631111
Position 313: 0.00035698111347777636
Position 1947: 0.0003475449200806093
Position 2507: 0.00032978519373602904
Position 1979: 0.00032276689552199173
Position 1935: 0.00030547032735179824
Position 2300: 0.00028221909684203174
Position 1427: 0.00023323261631581332
Position 678: 0.00023073885445739793
Position 383: 0.00022844483002409607
Position 2896: 0.00022431120288850479
Position 2491: 0.00021048931999133642
Position 1034: 0.00020595993313644422
Position 1173: 0.00018416326711919793
Position 1111: 0.00016695807007992614
Position 650: 0.00016109558745205755
Position 3594: 0.00013912112308006542
Position 1890: 0.00013035995001337144
Position 538: 0.00012183001525966113
Position 1107: 0.00010285558222435177
Position 1155: 9.349991924372771e-05
Position 257: 8.951268070728612e-05
Position 1680: 8.550002881760404e-05
Position 381: 8.237625191343386e-05
Position 2516: 7.325157834637454e-05
Position 1194: 6.769370432305072e-05
Position 1347: 6.153446579469495e-05
Position 315: 5.4304626724155605e-05
Position 2327: 5.3545146277970886e-05
Position 1184: 5.024061932221118e-05
Position 1235: 4.4590193121019595e-05
Position 306: 4.223119034577512e-05
Position 278: 4.008480338193262e-05
Position 1704: 3.981499032442005e-05
Position 739: 3.556909296326436e-05
Position 1485: 2.750892109068814e-05
Position 2297: 2.026096431464479e-05
Position 591: 1.7642267265286323e-05
Position 2532: 1.6756509508261065e-05
Position 1151: 1.6752538862549852e-05
Position 1116: 1.5674486817784383e-05
Position 1505: 1.4953383860880017e-05
Position 701: 9.805583038642478e-06
Position 826: 9.217423342812019e-06
Position 295: 3.4208125582367817e-06
Position 285: 3.3893162054372157e-06
Position 647: 1.7935030541940725e-06
Position 577: 1.1669682504375734e-06
Position 968: 8.97160824267384e-07
Position 683: 8.559440923751295e-07
Position 961: 8.537965079877567e-07
Position 749: 6.904093158496235e-07
Position 179: 2.5378491394862854e-07
Position 504: 2.102248121114408e-07
Position 202: 1.8269554005915248e-07
Position 1237: 8.532740347099553e-08
Position 546: 4.6081214006021706e-08
Position 585: 1.982855367972463e-08
Position 217: 7.266944407974051e-09
Position 210: 4.7006033544473625e-09
Position 508: 3.3150265752388153e-09
Position 147: 2.693350101679396e-09
Position 100: 2.6022610370704875e-09
Position 204: 1.9049347135127292e-09
Position 152: 1.7189986079652568e-09
Position 243: 1.3879353468489579e-09
Position 188: 1.2031633110093128e-09
Position 239: 4.205830471366811e-10
Position 215: 3.398049788368928e-10
Position 223: 3.311883716320529e-10
Position 232: 1.3368899428195258e-10
Position 133: 3.8644079564479415e-11
Position 130: 9.673471825703809e-12
Position 141: 3.704109818738638e-12
