Gene = D1Ertd622e
Position 12260: 0.0055192740855934735
Position 5593: 0.005405639386929318
Position 4323: 0.005320413246547666
Position 2819: 0.005013357406359955
Position 5400: 0.004727628954853132
Position 9095: 0.004560849518865311
Position 9485: 0.0044274104240563
Position 2452: 0.0042178968620801465
Position 8190: 0.004107398948965947
Position 6334: 0.004063523420819875
Position 7502: 0.003970044111248113
Position 8097: 0.003943454061743164
Position 2646: 0.0039367082789185555
Position 4528: 0.003818984446159971
Position 2566: 0.00368948900438269
Position 991: 0.003620501607751926
Position 1857: 0.003288609162586252
Position 3081: 0.0031310481166120668
Position 5943: 0.002961667768967715
Position 3107: 0.002862092667864822
Position 7583: 0.002650625585861721
Position 429: 0.0025710547504498612
Position 3932: 0.0025585075842043197
Position 2349: 0.002548075388367253
Position 2202: 0.0023094350917844883
Position 8206: 0.0022970608908145507
Position 2418: 0.0020346770831296155
Position 3055: 0.002001179656030412
Position 7120: 0.0018304176130134278
Position 5241: 0.0018209642508297383
Position 5905: 0.0016486356971982142
Position 3192: 0.0015376610820577925
Position 2415: 0.0015375231960904762
Position 6096: 0.001441323875437046
Position 368: 0.00137531886253978
Position 1596: 0.0012799847564797342
Position 2619: 0.001241706003932513
Position 3482: 0.0012014388918410938
Position 3905: 0.0010337976676332403
Position 606: 0.0010228338785721522
Position 8106: 0.0009959138033774227
Position 3127: 0.0009679228802096327
Position 2546: 0.0009633003381063722
Position 1633: 0.0009563272050067846
Position 843: 0.0008794607806676938
Position 7990: 0.0008571087263626433
Position 2254: 0.0008374301803496899
Position 9045: 0.0008056843638045208
Position 434: 0.0007877887308193651
Position 342: 0.000756341610862059
Position 11151: 0.0006843247431126906
Position 7559: 0.0006492361594727349
Position 3150: 0.000579989577280743
Position 2467: 0.0005693614166068779
Position 7799: 0.000536058951000467
Position 9394: 0.0004965018577018082
Position 9723: 0.0004452478588963391
Position 10298: 0.0004152076076191605
Position 4698: 0.00036824486581718704
Position 8949: 0.00036015325052641953
Position 7884: 0.0003489479939622482
Position 5996: 0.0003281718327625414
Position 362: 0.0003152554029837867
Position 682: 0.00029316898460678435
Position 3188: 0.0002859386658441336
Position 3596: 0.0002603832334230933
Position 8835: 0.00025975136467306417
Position 2626: 0.0002537237731169076
Position 2481: 0.00020478228106222694
Position 9233: 0.00019774021089934198
Position 3001: 0.00019646869851180245
Position 4054: 0.00018136632104026653
Position 3249: 0.0001742248790419558
Position 3202: 0.00017416709996648545
Position 3254: 0.000161103789693386
Position 8380: 0.00016066940408614527
Position 4288: 0.00012961671290676174
Position 1614: 0.0001259328649353491
Position 3190: 0.00012409530177956183
Position 2652: 0.0001201994322599939
Position 849: 0.0001052533462661092
Position 2869: 0.00010254062714860318
Position 946: 0.00010089128672380036
Position 346: 9.034763868689646e-05
Position 3715: 8.40295134916228e-05
Position 4158: 8.103671374859141e-05
Position 1599: 7.923171038625229e-05
Position 2221: 7.780298314906724e-05
Position 1015: 7.525163104057333e-05
Position 5056: 7.008725862188027e-05
Position 3007: 6.983376721658647e-05
Position 5094: 6.963169616226482e-05
Position 573: 6.592787789549791e-05
Position 2301: 6.199647676014225e-05
Position 2182: 5.9700306260722316e-05
Position 927: 5.627397570258902e-05
Position 5720: 5.3266508360467154e-05
Position 3542: 5.167682365902772e-05
Position 2573: 4.776252630157599e-05
Position 1959: 4.644001523248964e-05
Position 3908: 4.3688179409974005e-05
Position 2010: 4.125229530954051e-05
Position 1763: 4.095232595996144e-05
Position 686: 3.544098293716813e-05
Position 1635: 3.530037759623219e-05
Position 2588: 3.452986856228856e-05
Position 5443: 3.4083093757354574e-05
Position 8033: 3.2796367734666505e-05
Position 1021: 3.006837797253865e-05
Position 2420: 2.489572757684949e-05
Position 3924: 1.883395028836512e-05
Position 1767: 1.8474325730831362e-05
Position 5137: 1.3874930331363475e-05
Position 2104: 1.35377433535233e-05
Position 5195: 1.3026307740422823e-05
Position 1048: 1.2048405651700997e-05
Position 786: 1.0142199042041462e-05
Position 3345: 9.882391418059067e-06
Position 514: 9.379256687254894e-06
Position 629: 8.441256583313538e-06
Position 555: 8.165669535856496e-06
Position 3624: 7.942218632896372e-06
Position 165: 3.009286254664477e-06
Position 1541: 2.946019181368709e-06
Position 1643: 2.353633156124662e-06
Position 593: 1.89390041295265e-06
Position 439: 1.8348273185587281e-06
Position 2232: 1.4667553443143488e-06
Position 950: 1.0596990324827405e-06
Position 2209: 1.0337896104351182e-06
Position 2391: 9.902182853291123e-07
Position 1942: 8.711412390980451e-07
Position 216: 7.868228315254327e-07
Position 1071: 6.760862865157048e-07
Position 2323: 5.8285347177922e-07
Position 690: 5.485093382929397e-07
Position 1294: 4.864238495877217e-07
Position 2016: 3.736484126255873e-07
Position 856: 3.5125710944059454e-07
Position 823: 3.415724904894666e-07
Position 1224: 3.341114070435116e-07
Position 2824: 3.28352576656216e-07
Position 497: 3.271061324324294e-07
Position 1348: 2.8068421991026576e-07
Position 2359: 2.7728237141298465e-07
Position 328: 2.3801804212876389e-07
Position 819: 2.1638336616683364e-07
Position 1400: 2.1367870663745877e-07
Position 963: 2.1033344928104569e-07
Position 1068: 1.553572146772842e-07
Position 765: 1.1900147134324617e-07
Position 2239: 1.1410284082069368e-07
Position 1268: 1.0793959950507267e-07
Position 1110: 9.321025476860092e-08
Position 1775: 9.224839545504729e-08
Position 694: 9.171283418205285e-08
Position 1655: 8.965732342836497e-08
Position 584: 5.6632377318430984e-08
Position 1210: 5.343672329693643e-08
Position 2139: 5.189021221440515e-08
Position 350: 4.9501657672799595e-08
Position 1658: 4.65146921832269e-08
Position 1250: 4.262204878823231e-08
Position 2073: 3.28602851857723e-08
Position 2376: 3.09055746330952e-08
Position 646: 2.8428568974192115e-08
Position 877: 2.8055061331945715e-08
Position 218: 2.2534761035518847e-08
Position 292: 2.2205393455515293e-08
Position 586: 1.861792070663034e-08
Position 1259: 1.799765044170512e-08
Position 867: 1.6297180201956942e-08
Position 2924: 1.0605463680511617e-08
Position 2044: 9.71686933261035e-09
Position 3016: 9.597607329467846e-09
Position 2064: 9.039735487328341e-09
Position 880: 5.217496221615683e-09
Position 1118: 2.3473103267064366e-10
Position 959: 1.9698558875779166e-10
Position 1125: 1.7569881692698542e-10
Position 795: 1.579531496077318e-10
