Gene = Pde6d
Position 5111: 9.305971465399605e-05
Position 8677: 8.030786393509557e-05
Position 1281: 7.693146958852106e-05
Position 1959: 7.431065047407442e-05
Position 6906: 7.037727246791406e-05
Position 3430: 6.708756485847745e-05
Position 4956: 6.570777805604028e-05
Position 6152: 6.246865504506402e-05
Position 2128: 5.895132142804964e-05
Position 7910: 5.882928390018035e-05
Position 323: 5.743494537509562e-05
Position 7931: 5.566363648330037e-05
Position 2214: 5.548816157863505e-05
Position 3396: 5.290063400826894e-05
Position 4804: 5.233753325693867e-05
Position 7763: 5.1282251645936e-05
Position 860: 5.03384099355603e-05
Position 7638: 4.986243276161949e-05
Position 875: 4.939733471062137e-05
Position 5884: 4.332745727285115e-05
Position 1837: 4.18996521156062e-05
Position 2406: 3.86716527290887e-05
Position 3819: 3.81549728363425e-05
Position 1730: 3.4217044087216165e-05
Position 1787: 3.414644194910622e-05
Position 3642: 3.2583663746983296e-05
Position 2435: 3.180035981894282e-05
Position 4848: 3.08080460853078e-05
Position 4554: 2.9590020041892665e-05
Position 1366: 2.743512457939202e-05
Position 891: 2.6349474159936945e-05
Position 6123: 2.6298019306736532e-05
Position 4373: 2.527122584870971e-05
Position 2186: 2.223481866999521e-05
Position 2411: 2.2139321163518793e-05
Position 5701: 2.159865282921551e-05
Position 2379: 2.1045756985950857e-05
Position 2160: 2.0666749499584925e-05
Position 2372: 1.8447398943358446e-05
Position 2670: 1.8116422463215975e-05
Position 1398: 1.725152701354748e-05
Position 2365: 1.638389122239438e-05
Position 5185: 1.5827198400243387e-05
Position 5329: 1.5037589380937538e-05
Position 2008: 1.493984664425019e-05
Position 1862: 1.4720102431101129e-05
Position 3243: 1.471693643675941e-05
Position 5143: 1.4122039271352395e-05
Position 629: 1.3930175835919935e-05
Position 5013: 1.2979397000033317e-05
Position 1413: 1.2229438528257169e-05
Position 4608: 1.182001406134361e-05
Position 4215: 1.1597653409544647e-05
Position 4353: 1.1100565994617514e-05
Position 648: 9.059828629251435e-06
Position 3522: 8.721502411835747e-06
Position 1237: 8.632773602316444e-06
Position 1196: 8.07061797665871e-06
Position 620: 7.030646464281772e-06
Position 3282: 6.716060948885245e-06
Position 587: 6.012881530694462e-06
Position 486: 4.860633529032639e-06
Position 653: 3.982457916816451e-06
Position 803: 3.654279384016619e-06
Position 314: 3.4516142862022033e-06
Position 3993: 3.1749477035201195e-06
Position 1192: 2.8638750472579436e-06
Position 149: 2.5279770190307278e-06
Position 1318: 2.436522689385408e-06
Position 550: 1.5181740998066e-06
Position 521: 1.4941971753982449e-06
Position 523: 7.111870479946907e-07
Position 595: 7.107844792253208e-07
Position 164: 6.144296312272234e-07
Position 589: 5.154412514130754e-07
Position 204: 4.5118055975192127e-07
Position 492: 4.058054803418654e-07
Position 265: 3.7310180588670486e-07
Position 576: 2.748395273770683e-07
Position 209: 2.5117656845052237e-07
Position 604: 2.3353967539025163e-07
Position 187: 1.902123331601201e-07
Position 495: 1.6460488789888978e-07
Position 563: 1.614984811235269e-07
Position 3968: 1.5744169927780307e-07
Position 262: 1.5481656416329759e-07
Position 558: 1.132391159786568e-07
Position 360: 9.579374013549045e-08
Position 667: 7.40524343043041e-08
Position 160: 7.229386530867716e-08
Position 518: 7.041188494709111e-08
Position 632: 6.70159248245906e-08
Position 339: 6.287644934862546e-08
Position 342: 6.08874601869331e-08
Position 215: 5.1420583251261204e-08
Position 793: 4.636562889478859e-08
Position 304: 4.0591766990161136e-08
Position 410: 3.4665759806690575e-08
Position 664: 3.0244463290507745e-08
Position 902: 2.7704198994698922e-08
Position 479: 2.749374919458483e-08
Position 566: 2.7032696627333704e-08
Position 436: 2.4605690489806946e-08
Position 815: 2.4320165484781935e-08
Position 416: 2.0821400279384904e-08
Position 390: 2.0771511336501257e-08
Position 975: 1.9153719583172957e-08
Position 365: 1.876557924714161e-08
Position 223: 1.8097751124284156e-08
Position 608: 1.7602008020083198e-08
Position 813: 1.3283378007958967e-08
Position 599: 1.0954538635577686e-08
Position 297: 9.763226582828884e-09
Position 1138: 9.124375729380835e-09
Position 681: 8.289781556081906e-09
Position 1120: 7.555987535479324e-09
Position 451: 6.531793147197566e-09
Position 432: 4.785562289908851e-09
Position 1440: 4.23384689250334e-09
Position 685: 3.0567158163016235e-09
Position 300: 2.9536473689354526e-09
Position 172: 2.921088953395256e-09
Position 1793: 2.8791783351648005e-09
Position 1107: 1.8521476661801223e-09
Position 235: 1.7359231992586594e-09
Position 280: 1.3884943931990389e-09
Position 671: 1.06183630606594e-09
Position 428: 1.0259638891278313e-09
Position 354: 8.329444808343786e-10
Position 896: 7.885691504778987e-10
Position 237: 5.006046988746437e-10
Position 283: 3.994102624337104e-10
Position 801: 3.579636023943378e-10
Position 1148: 2.0243236123306737e-10
Position 1127: 9.166724842893951e-11
Position 1110: 8.946934565470072e-11
Position 1173: 6.300312420259584e-11
