Gene = Galp
Position 1603: 0.00012095689985595922
Position 18460: 0.00011110754140823235
Position 704: 0.00010365616437019845
Position 17822: 9.420412582772294e-05
Position 2426: 8.131559338518505e-05
Position 17585: 7.820115631441331e-05
Position 2489: 7.507087048987804e-05
Position 17788: 6.222854007176867e-05
Position 17466: 4.720573409249475e-05
Position 2511: 3.125454729107474e-05
Position 3958: 2.8821712591614284e-05
Position 5860: 2.8766159140251102e-05
Position 17705: 2.695307882395217e-05
Position 2469: 2.6139885500016443e-05
Position 3240: 2.504826447858552e-05
Position 14988: 2.4171151179521914e-05
Position 17494: 2.3424959446460548e-05
Position 361: 1.653123142525874e-05
Position 1333: 1.5318363580699162e-05
Position 369: 1.4109995158986358e-05
Position 1331: 1.3998416673714541e-05
Position 16914: 1.3909276885182034e-05
Position 770: 1.3190316257623755e-05
Position 1625: 1.259329137003642e-05
Position 399: 1.070858861084191e-05
Position 5590: 1.0416677713679189e-05
Position 17036: 7.302007099965773e-06
Position 8618: 7.239436891928671e-06
Position 8359: 5.8047242480767306e-06
Position 665: 5.796802124944609e-06
Position 15044: 5.796637924076731e-06
Position 814: 5.428782855092234e-06
Position 6471: 4.745523983355386e-06
Position 332: 3.384431653825485e-06
Position 2704: 3.1797055217082435e-06
Position 13291: 3.0971215729470653e-06
Position 8005: 3.034079239888696e-06
Position 9117: 2.0239812173648463e-06
Position 409: 1.998611603418529e-06
Position 9316: 1.8413071517220486e-06
Position 616: 1.6726480102212354e-06
Position 145: 1.6498385375938105e-06
Position 11498: 1.620649031298614e-06
Position 8149: 1.5428491536654083e-06
Position 6193: 1.5332043491634466e-06
Position 8833: 1.5061639029601671e-06
Position 262: 1.504916676284224e-06
Position 205: 1.3219576513459067e-06
Position 8454: 1.1402119315512487e-06
Position 427: 1.12459463962766e-06
Position 743: 1.0467400700627073e-06
Position 6733: 9.36261093080995e-07
Position 6505: 8.79884803566705e-07
Position 7847: 8.175903419016723e-07
Position 417: 7.498458015645041e-07
Position 424: 6.738318720201002e-07
Position 8154: 6.540648682438238e-07
Position 602: 5.070705036212559e-07
Position 310: 4.162740416275335e-07
Position 6103: 3.701200230906784e-07
Position 5940: 3.5560817140674117e-07
Position 307: 3.175536840354196e-07
Position 7767: 2.813563257616744e-07
Position 414: 2.6174650128567513e-07
Position 7181: 2.572831540491562e-07
Position 738: 2.2010441026358077e-07
Position 674: 2.1966591245343582e-07
Position 972: 2.144548548374678e-07
Position 1212: 2.1445077207433017e-07
Position 421: 2.007116263230076e-07
Position 460: 1.7959534245416494e-07
Position 623: 1.5072036673362325e-07
Position 907: 1.2454277741505204e-07
Position 5913: 1.0753533975307031e-07
Position 605: 8.154852187255595e-08
Position 382: 8.110093681952705e-08
Position 1511: 4.295694989586283e-08
Position 252: 4.016730064018418e-08
Position 226: 3.39255976503781e-08
Position 322: 2.6644374266834953e-08
Position 234: 2.2299095456309004e-08
Position 419: 2.0715727811796096e-08
Position 239: 1.3201318575248469e-08
Position 224: 1.0851418961551737e-08
Position 411: 9.373053219205032e-09
Position 93: 5.457906111765368e-09
Position 290: 3.5702652255898816e-09
Position 269: 3.453029112052629e-09
Position 911: 1.2137088435778346e-09
Position 267: 9.356622386297121e-10
Position 470: 8.330795005189128e-10
Position 281: 4.236513260074293e-10
Position 597: 2.985733784080601e-10
Position 285: 2.8445876888796213e-10
Position 98: 2.4746013666042557e-10
Position 109: 2.96173999899637e-13
Position 117: 1.8788242985888362e-13
