Gene = Tcta
Position 1174: 0.011066971781163983
Position 745: 0.010004493110149617
Position 2046: 0.009557641406577461
Position 2125: 0.0089931412136561
Position 2110: 0.008644169756681338
Position 1219: 0.008490834365402457
Position 344: 0.008244230965717728
Position 1119: 0.007667840531876477
Position 1612: 0.007412487520527369
Position 438: 0.0067730822459683045
Position 2027: 0.006074544165737102
Position 1231: 0.005876543894593697
Position 1245: 0.005588553302116966
Position 386: 0.004900183245777268
Position 239: 0.00465109469831398
Position 1661: 0.0040282555917005676
Position 2088: 0.003920184775842261
Position 1538: 0.0038658355521487124
Position 2283: 0.0030403473092666107
Position 654: 0.0025510120598332955
Position 292: 0.0025295361840986462
Position 370: 0.002524621250595805
Position 1096: 0.0021683205989965946
Position 2166: 0.0019483186063183873
Position 1416: 0.0019047978090538464
Position 2420: 0.0015263479455087231
Position 2463: 0.0014377864297748218
Position 590: 0.0014360976013604474
Position 1274: 0.001282065201921217
Position 1609: 0.0011819060787962485
Position 558: 0.001064353946285339
Position 1942: 0.0010418272300704561
Position 1153: 0.001028846133313663
Position 2131: 0.0009556010913800452
Position 273: 0.0008525389042294924
Position 2359: 0.0007090185535910676
Position 661: 0.000684134605376456
Position 2449: 0.0006064060065831711
Position 878: 0.0005741027452951621
Position 1803: 0.000572688006764854
Position 1592: 0.0005339614197000166
Position 2304: 0.0005096184082613828
Position 1818: 0.0003997235803872421
Position 1546: 0.00031555795178602033
Position 933: 0.0003013662619470131
Position 308: 0.00028811008374253385
Position 139: 0.00025989997428046627
Position 314: 0.00025676012903690586
Position 1578: 0.0002447518389569753
Position 1041: 0.0002260848347001477
Position 414: 0.00022223218549329205
Position 973: 0.00021702113263059414
Position 2302: 0.0001931101940857751
Position 669: 0.00018565587720216945
Position 543: 0.00017705868977251367
Position 1085: 0.00017072776058389507
Position 2171: 0.0001673753787782713
Position 2184: 0.0001546677434853968
Position 1404: 0.00013695962486164485
Position 249: 0.00012400728772396063
Position 2285: 0.00011692242487227186
Position 1722: 9.857747312420429e-05
Position 2216: 9.673415210784762e-05
Position 1161: 8.826612434135946e-05
Position 1727: 8.653590635313138e-05
Position 793: 8.42161184494599e-05
Position 1124: 7.113563107747857e-05
Position 1702: 6.584379347915436e-05
Position 1276: 5.6718748451251484e-05
Position 944: 4.597125361410287e-05
Position 1421: 4.19686738221612e-05
Position 443: 3.797100725841789e-05
Position 213: 3.525742413849965e-05
Position 2323: 2.7952060886269587e-05
Position 1435: 2.6822018482453474e-05
Position 1053: 2.6715035657592558e-05
Position 982: 2.517794269322319e-05
Position 995: 2.487615751109374e-05
Position 1283: 2.467968193533528e-05
Position 1100: 2.4147221497781567e-05
Position 1004: 2.0888753705983304e-05
Position 321: 2.0419381476606057e-05
Position 905: 2.0136861432033587e-05
Position 189: 9.315393417768147e-06
Position 154: 7.536537548649629e-06
Position 171: 3.841190344055555e-06
Position 1914: 3.0895843755142453e-06
Position 175: 2.7175073086747546e-06
Position 1977: 2.6750225370763733e-06
Position 224: 5.949252566244429e-07
Position 330: 3.3549075014652105e-07
Position 1950: 2.3827361550622012e-07
Position 94: 1.6414388560326732e-07
Position 102: 5.2295336036530434e-08
Position 889: 3.780857427283992e-08
Position 880: 3.269131716177379e-08
Position 99: 1.9458659755067056e-09
