Gene = Hcst
Position 682: 0.00046102122380849495
Position 1977: 0.0004509445612222596
Position 705: 0.0004118545624810816
Position 1276: 0.0004104625918529472
Position 1945: 0.0003511282879060893
Position 1340: 0.0003465918344682304
Position 150: 0.00033993365407982725
Position 1809: 0.00028902843630954956
Position 1856: 0.0002063399734962043
Position 1293: 0.00020386618307792454
Position 1929: 0.00018280878385887894
Position 540: 0.00018090306084133468
Position 657: 0.00015556776257191155
Position 938: 0.00015507997325432698
Position 1812: 0.0001393752738749474
Position 1539: 0.00013383067621410138
Position 574: 0.00013370918821390288
Position 946: 0.00011833027799686719
Position 1890: 0.00011787186109005696
Position 240: 0.00011711600595740184
Position 1221: 0.00010870965682176406
Position 1235: 0.00010738136053902483
Position 702: 0.0001063662276115425
Position 593: 9.994022239978421e-05
Position 1942: 8.7483875387951e-05
Position 970: 8.375065473296942e-05
Position 861: 8.31088201724371e-05
Position 473: 8.032761002596841e-05
Position 1819: 7.541230989403582e-05
Position 870: 7.331099260267748e-05
Position 801: 6.930712127870894e-05
Position 1587: 6.632756599544096e-05
Position 2017: 6.43744201234081e-05
Position 202: 5.872509455258061e-05
Position 363: 5.739289484355155e-05
Position 584: 5.5330091739566e-05
Position 1589: 5.307902204062255e-05
Position 1440: 5.2576714338352684e-05
Position 894: 5.243633889067777e-05
Position 931: 5.04450497488158e-05
Position 1127: 4.9204912434678464e-05
Position 1450: 4.68902879750671e-05
Position 876: 4.30765048805434e-05
Position 1026: 3.9843874716500964e-05
Position 1766: 3.950883502944284e-05
Position 929: 3.82086032337774e-05
Position 995: 3.353840738767916e-05
Position 314: 3.087615607497814e-05
Position 963: 2.7941965814365152e-05
Position 1006: 2.784676862644458e-05
Position 270: 2.4300313296650373e-05
Position 2043: 2.3557244109814927e-05
Position 879: 2.0891365282497725e-05
Position 1049: 1.7693518097569002e-05
Position 611: 1.7173485852948463e-05
Position 1867: 1.5116175054231077e-05
Position 1061: 1.4974529422308806e-05
Position 372: 1.3233734267554131e-05
Position 586: 1.0891888261746586e-05
Position 204: 8.796341941921826e-06
Position 1685: 8.772250821855158e-06
Position 1593: 8.438445848216649e-06
Position 180: 7.895796665881655e-06
Position 1694: 6.267281375953903e-06
Position 1602: 4.698699679346928e-06
Position 989: 4.149448274094803e-06
Position 385: 3.0174928747950744e-06
Position 544: 1.6048039322814626e-06
Position 74: 1.280714404384635e-06
Position 94: 8.286275585228891e-07
Position 591: 5.616914369512197e-07
Position 120: 5.113272436619311e-07
Position 1225: 3.907701677730583e-07
Position 210: 3.209957694498467e-07
Position 84: 3.028203951162361e-07
Position 957: 2.631102793028652e-07
Position 901: 4.989974122115668e-08
Position 949: 1.0393699430871038e-08
Position 618: 6.495134721348475e-09
Position 599: 5.762539484650376e-09
Position 331: 5.500294344858844e-09
Position 380: 4.7512264592253444e-09
Position 173: 1.91868050131066e-09
Position 280: 9.183680578946861e-10
Position 218: 4.998697385298058e-10
Position 184: 3.911294383144405e-11
Position 389: 2.8325115456358008e-11
Position 156: 2.3850038328368023e-11
Position 214: 1.3435478119347725e-11
Position 160: 2.973849751192391e-12
Position 106: 1.6608065651973529e-12
Position 101: 9.660259905745744e-13
Position 212: 7.1516270208626e-13
