Gene = Tipin
Position 8068: 0.06889083428653307
Position 22443: 0.0650140321645936
Position 14712: 0.06218764703239063
Position 9458: 0.05498810083055696
Position 15107: 0.036162523037207246
Position 7982: 0.03568909947985698
Position 2734: 0.03284172529267402
Position 18854: 0.023720515909308685
Position 961: 0.02218126542022917
Position 6510: 0.021677866132238228
Position 20917: 0.014080811751813973
Position 22126: 0.013935172087496216
Position 12641: 0.011993542173171905
Position 3930: 0.011529538269992283
Position 14803: 0.01076171449716738
Position 9216: 0.01013509618628445
Position 9402: 0.00958310796338121
Position 12664: 0.00932808524247422
Position 16260: 0.00894266934828537
Position 22240: 0.008891476619444696
Position 3938: 0.008235542197722589
Position 12610: 0.0070747696036972865
Position 20229: 0.006719922644217459
Position 9367: 0.0059797843447071
Position 19741: 0.005871765556564553
Position 12645: 0.005686624656689345
Position 21164: 0.0052220635770562455
Position 6712: 0.0051964972066439845
Position 22378: 0.005171914704213741
Position 375: 0.004990702025172755
Position 18291: 0.004738055992382939
Position 3901: 0.004710048457179227
Position 19780: 0.004552954143602248
Position 23585: 0.004495183774096115
Position 6448: 0.004386913949249166
Position 14756: 0.004030093004097132
Position 1923: 0.003616946555429219
Position 6384: 0.0035610366093024397
Position 4010: 0.0035131440650189322
Position 659: 0.0032040335195666495
Position 6607: 0.0026336953585722276
Position 1452: 0.002510861588947326
Position 22609: 0.002412019394972751
Position 347: 0.0023763481356114937
Position 6726: 0.002120086657410266
Position 20534: 0.001965206059310879
Position 931: 0.00168404568461034
Position 8541: 0.0016178799227894618
Position 2519: 0.0014672357745638656
Position 2797: 0.0014451473572954616
Position 4236: 0.001398759021162977
Position 138: 0.0011662183848192551
Position 4920: 0.001145976601433637
Position 4036: 0.0010424866116614461
Position 12280: 0.001002771654580814
Position 1963: 0.0008953928991862419
Position 238: 0.0008646354875255946
Position 852: 0.0008224545772546231
Position 6708: 0.0007577569560692097
Position 18406: 0.0007388532395014604
Position 18038: 0.0007303454839903399
Position 1578: 0.0007034724592736548
Position 14947: 0.0006795895479076433
Position 2500: 0.0006784009352344773
Position 2462: 0.0006331059681738753
Position 6565: 0.0006304804911443547
Position 4868: 0.0006233156300130766
Position 9325: 0.0006230521532154792
Position 809: 0.0005351585815169463
Position 2838: 0.0005257838735135605
Position 4193: 0.0005112457702133786
Position 3964: 0.0004516642109033723
Position 2474: 0.0004507112805875163
Position 2631: 0.0004440452495991313
Position 629: 0.00038760322027456447
Position 145: 0.0003789482764784076
Position 963: 0.00037063290156266374
Position 297: 0.0003628942767992402
Position 17460: 0.00035490470598109657
Position 11527: 0.0003455694944895793
Position 779: 0.000320576418438808
Position 11630: 0.00029404527363622717
Position 249: 0.00027774220697247706
Position 13804: 0.00027518276033305456
Position 168: 0.0002505439467795023
Position 11211: 0.00024588725716952713
Position 220: 0.00024244896105255
Position 1609: 0.0002307012653904309
Position 13260: 0.00021993298622586242
Position 2545: 0.00020737505216757377
Position 19910: 0.00020528005108648412
Position 2858: 0.00019527726413942726
Position 10246: 0.0001723762408874302
Position 13062: 0.00015886026422945527
Position 8966: 0.00014958355509459603
Position 13750: 0.0001472856914799189
Position 10261: 0.00014510427411525
Position 16142: 0.00013416261913939585
Position 1086: 0.00012936823666504958
Position 1047: 0.00012814522512733388
Position 1042: 0.00012082239164207507
Position 1376: 0.00011597430109162692
Position 141: 0.00011457262760364673
Position 938: 0.0001082471121262895
Position 15516: 9.981076485312186e-05
Position 896: 8.945809618378261e-05
Position 10341: 6.819748844436725e-05
Position 17256: 6.715823337489356e-05
Position 9219: 6.537515004571152e-05
Position 10276: 6.277194980199912e-05
Position 726: 6.254682140774393e-05
Position 10233: 5.9272190491943784e-05
Position 11970: 5.5661829018965056e-05
Position 515: 4.1272722462727074e-05
Position 13535: 3.473492661271994e-05
Position 10805: 3.3982017119947625e-05
Position 461: 2.8877346131854168e-05
Position 398: 2.7971756900429208e-05
Position 3830: 2.6650537867206968e-05
Position 9762: 2.592259353035474e-05
Position 10888: 2.553766922258682e-05
Position 683: 2.4238710729643203e-05
Position 13167: 2.4065966774978744e-05
Position 8879: 2.3136372321340998e-05
Position 14919: 2.3002987995971684e-05
Position 2691: 2.0325895425966158e-05
Position 152: 1.597187570438415e-05
Position 494: 1.491580878562399e-05
Position 10489: 1.4887416208830121e-05
Position 327: 1.4668935626059336e-05
Position 177: 1.3173296993413741e-05
Position 10115: 1.227223924969256e-05
Position 387: 1.1185352363665447e-05
Position 278: 1.0275726081683782e-05
Position 245: 1.0254626906950584e-05
Position 1773: 9.556539912754741e-06
Position 1263: 9.09383485439644e-06
Position 523: 8.095649921139714e-06
Position 741: 6.900943120617579e-06
Position 9715: 6.50651685885161e-06
Position 10196: 6.372657984663393e-06
Position 11743: 6.216524097319061e-06
Position 199: 6.000006761256252e-06
Position 5897: 5.7920764127301335e-06
Position 2593: 5.002089283210052e-06
Position 11162: 4.937239656355338e-06
Position 10737: 4.286856798962304e-06
Position 273: 3.965289505103967e-06
Position 243: 3.943365851411864e-06
Position 10932: 3.897104976664602e-06
Position 636: 3.691090079420523e-06
Position 122: 3.5600843433171203e-06
Position 8882: 3.513242738655957e-06
Position 4472: 3.416458525636245e-06
Position 1943: 3.391292233573292e-06
Position 2988: 2.9480791247213102e-06
Position 2504: 2.8938451812844273e-06
Position 3185: 2.822484733998098e-06
Position 1116: 2.779351666343663e-06
Position 2525: 2.543528746803478e-06
Position 1242: 2.465426554440433e-06
Position 3020: 2.4248734583173137e-06
Position 1879: 2.408642992460414e-06
Position 693: 2.324210412840308e-06
Position 284: 2.087231987225913e-06
Position 162: 1.982234295832711e-06
Position 353: 1.834837531497698e-06
Position 1221: 1.7492018980153112e-06
Position 187: 1.721067679594827e-06
Position 1179: 1.716099189358403e-06
Position 323: 1.6623347252933394e-06
Position 1291: 1.657288996215245e-06
Position 1544: 1.6228909884863105e-06
Position 408: 1.4629901488945691e-06
Position 2749: 1.2264109117443875e-06
Position 4662: 1.1831463107639731e-06
Position 356: 9.838739164764912e-07
Position 3379: 9.266857322281795e-07
Position 864: 9.261116922103647e-07
Position 6847: 8.944769572306474e-07
Position 7279: 8.275842941792216e-07
Position 1905: 7.990487433331254e-07
Position 282: 7.882658551789696e-07
Position 165: 7.601463445725626e-07
Position 1494: 7.437372211969335e-07
Position 1410: 7.178304353056437e-07
Position 569: 7.144084700439993e-07
Position 1503: 6.530727933649194e-07
Position 6021: 6.463065545343883e-07
Position 882: 5.967869383215618e-07
Position 1623: 5.40510632454463e-07
Position 535: 5.286739570626665e-07
Position 732: 5.205794950767736e-07
Position 531: 5.085266513979302e-07
Position 4985: 4.919057617523534e-07
Position 1228: 4.155288501201547e-07
Position 5819: 4.0807480198581763e-07
Position 2177: 3.8740277969918553e-07
Position 5369: 3.5006476776920023e-07
Position 4834: 3.107373850948383e-07
Position 590: 2.674003986749697e-07
Position 258: 2.5470158745549653e-07
Position 745: 2.2869077105436327e-07
Position 268: 1.7726263239635917e-07
Position 526: 1.4877833514236692e-07
Position 943: 1.1933943616565603e-07
Position 1532: 1.1758749079147527e-07
Position 1648: 1.064505477283255e-07
Position 2025: 1.0210917261623355e-07
Position 578: 9.98806187119744e-08
Position 571: 9.599253835978268e-08
Position 1665: 7.15007141180381e-08
Position 1186: 6.877810209747011e-08
Position 1249: 5.908323676985789e-08
Position 1625: 4.629577738000866e-08
Position 1400: 4.469665944580392e-08
Position 1418: 3.985105159654801e-08
Position 1121: 2.4679968160032998e-08
Position 1629: 2.4368138331470566e-08
Position 1269: 2.2951872077667334e-08
Position 1427: 2.2663759517147194e-08
Position 1985: 2.14431002455072e-08
Position 873: 1.1179531739629683e-08
Position 455: 7.298798637753922e-09
Position 868: 5.633075461796176e-09
Position 1330: 4.600558812578167e-09
Position 816: 2.2714114347008534e-10
Position 789: 2.2219040733435043e-10
Position 747: 1.220136947597353e-10
Position 321: 7.046491386230903e-11
Position 1040: 1.9209469046551096e-12
Position 1096: 1.8693643727133542e-12
Position 812: 8.35287918436564e-13
Position 795: 4.0349681510763374e-13
Position 671: 8.783038855489939e-15
Position 480: 7.7722497179419e-15
Position 528: 5.289166890028518e-15
Position 74: 3.221347564134812e-16
