Gene = Supt7l
Position 244: 7.943050635188523e-09
Position 19: 5.337227892656557e-09
Position 510: 3.3047850130468094e-09
Position 1479: 3.429653826365305e-10
Position 702: 9.526034933305926e-11
Position 1206: 9.300416978685473e-11
Position 520: 5.71024732799733e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8268: 0.8650816756012208
Position 10846: 0.8321521056019449
Position 6642: 0.44142837974855714
Position 3613: 0.38900885979928207
Position 6365: 0.2488040218044082
Position 4048: 0.2245034850127047
Position 4084: 0.21056803220185175
Position 6600: 0.19074091651399702
Position 1956: 0.15193528249327934
Position 9816: 0.11787263653407942
Position 9102: 0.09717391898903752
Position 2053: 0.09651493126035356
Position 2037: 0.07995283573788796
Position 228: 0.07622017108029129
Position 6052: 0.07216445567220474
Position 1713: 0.07066630928238711
Position 3933: 0.06692129139669978
Position 7867: 0.06391795509816436
Position 3947: 0.06263599416207934
Position 1504: 0.043322897620317866
Position 5953: 0.040048240333638026
Position 3904: 0.03861053200472838
Position 3872: 0.03560651443631752
Position 5998: 0.03369109290602941
Position 9598: 0.032004381939810124
Position 3823: 0.028018505559655706
Position 5011: 0.02732775931479203
Position 1989: 0.020201551695814557
Position 3511: 0.019288951361097182
Position 5843: 0.016962119714341216
Position 9548: 0.016861257657218784
Position 237: 0.016856779940980084
Position 10121: 0.013444020450577313
Position 11933: 0.012643948943493492
Position 11079: 0.012235053736087834
Position 11663: 0.011885518876641568
Position 8555: 0.011435232111608115
Position 5864: 0.011068453192011744
Position 10622: 0.010131488697130975
Position 4794: 0.009537156729065514
Position 2327: 0.009243293480836846
Position 9755: 0.008570991111971899
Position 578: 0.008542609581618177
Position 2380: 0.007647781212733243
Position 4798: 0.006975130162130754
Position 8237: 0.0068996591923523535
Position 6454: 0.005860595802482863
Position 2741: 0.005804232181609191
Position 5982: 0.005728506502563876
Position 11324: 0.005547282873607368
Position 11048: 0.005417817561299226
Position 8454: 0.004801896515529916
Position 4055: 0.0041660694146212355
Position 8837: 0.0038852300733200422
Position 3630: 0.0036579572007364694
Position 8424: 0.0035884858554422676
Position 6645: 0.003495210037237007
Position 7745: 0.0032662302949930245
Position 3784: 0.002943223655970414
Position 3616: 0.0029295320848492933
Position 2294: 0.0028316607876512565
Position 2018: 0.0027697749760519455
Position 9848: 0.002720551576244807
Position 8760: 0.002687548186065291
Position 1731: 0.0024087484592580526
Position 12011: 0.002401272352074336
Position 9204: 0.002173756662663226
Position 6764: 0.0021705825908142394
Position 6040: 0.002153523752769314
Position 1426: 0.0021442813233889736
Position 11472: 0.0020407644283317213
Position 8387: 0.0020319074404824044
Position 8656: 0.0020186228265605495
Position 3592: 0.0019517050007882683
Position 8319: 0.0019499784415358905
Position 3565: 0.0017746253833857792
Position 6522: 0.0014304807759680236
Position 9436: 0.001424188398280613
Position 7710: 0.001322589799409349
Position 3123: 0.0012657696053320175
Position 11387: 0.0011928918604835613
Position 7545: 0.0011478597439657575
Position 7832: 0.0011391408992072213
Position 3882: 0.0010062925768922323
Position 4842: 0.0009909876164659296
Position 4502: 0.000895748873997778
Position 2132: 0.0008883373819480127
Position 3830: 0.0008830413162721192
Position 1861: 0.0008117412838510047
Position 6414: 0.0008013286603240359
Position 9148: 0.0007932942719905306
Position 8672: 0.0007856860442940766
Position 9820: 0.0007637019359847246
Position 259: 0.0007582569388336383
Position 1479: 0.0007081501346643349
Position 8300: 0.0006936554390445141
Position 2020: 0.000670522075576513
Position 4813: 0.0006587847888103247
Position 1654: 0.0006558863794133208
Position 3532: 0.0006470605502823636
Position 10004: 0.0005952600406023609
Position 7286: 0.0005619277331326309
Position 3094: 0.0005536931848230557
Position 9733: 0.0005528587973717469
Position 2332: 0.0005413291769300883
Position 2603: 0.0005230903433276897
Position 2095: 0.0004100748145940018
Position 2092: 0.0003879837696683007
Position 3748: 0.0003800710358687094
Position 3743: 0.0003611128257519451
Position 7899: 0.0003320951475093884
Position 8690: 0.0003309092677323328
Position 3659: 0.00031705570035614667
Position 8326: 0.00029313571838870354
Position 7841: 0.00028617125976226193
Position 6337: 0.0002745258283516118
Position 11741: 0.00026926345580982494
Position 1880: 0.0002677553334903373
Position 3556: 0.0002314690521243451
Position 6299: 0.00023125767891248007
Position 1404: 0.00022703128118754839
Position 2079: 0.0002217203390191018
Position 10084: 0.00021956521329433246
Position 4450: 0.0002153076197240073
Position 9274: 0.00021058886151078212
Position 2857: 0.00019842501312393102
Position 2523: 0.0001984189677587066
Position 3800: 0.00019663160030735814
Position 8481: 0.0001954876999545049
Position 2787: 0.00018248321400904269
Position 8499: 0.00017874284936510114
Position 3454: 0.00016630848433565255
Position 1021: 0.0001200158950831675
Position 2447: 0.00011800177399361396
Position 2102: 0.00011284738372651863
Position 8586: 0.00010790394798043081
Position 1453: 0.00010306446714826781
Position 580: 8.984686721144898e-05
Position 1560: 8.786311630054337e-05
Position 2075: 8.347413892717792e-05
Position 1450: 7.77336881369853e-05
Position 1408: 7.751726531971438e-05
Position 300: 7.598724872914747e-05
Position 2073: 7.511760460945073e-05
Position 8290: 7.260296519670994e-05
Position 3128: 7.197114013623979e-05
Position 4538: 7.167460186606714e-05
Position 3424: 6.983756574442436e-05
Position 2113: 6.804988506495045e-05
Position 7439: 6.652755449302736e-05
Position 1511: 6.555276938351576e-05
Position 2194: 6.469096220480912e-05
Position 7451: 6.321686838412933e-05
Position 2361: 6.076695016881576e-05
Position 3637: 6.0347470272671645e-05
Position 2222: 5.8932239406853355e-05
Position 2588: 5.603462849121743e-05
Position 963: 5.193711824558971e-05
Position 3245: 5.019300524856079e-05
Position 2559: 4.9375308048221216e-05
Position 5868: 4.835622932546437e-05
Position 2059: 4.442961196403836e-05
Position 4192: 4.3895726328282206e-05
Position 272: 4.08558626066378e-05
Position 3075: 4.04199148724448e-05
Position 2241: 3.6333375706763504e-05
Position 1660: 3.604954747539921e-05
Position 4542: 3.4583700518061504e-05
Position 2440: 3.270891107872588e-05
Position 1068: 3.0000895232998217e-05
Position 480: 2.4922825402782e-05
Position 2387: 2.461346446815998e-05
Position 7039: 2.444235195609875e-05
Position 9107: 2.3773643335743582e-05
Position 598: 2.2709810461374995e-05
Position 2444: 2.223570048952487e-05
Position 1635: 2.1397458541134467e-05
Position 1688: 1.8328816421439495e-05
Position 2831: 1.760339862757175e-05
Position 4748: 1.7462393602179434e-05
Position 8188: 1.3249747984538678e-05
Position 1738: 1.208009235709772e-05
Position 8273: 1.0626950910715396e-05
Position 895: 1.0082500025581793e-05
Position 1752: 9.87606790252711e-06
Position 2274: 9.608667885546715e-06
Position 1456: 9.45851209860658e-06
Position 1143: 8.128729332883166e-06
Position 828: 7.065847587420143e-06
Position 1599: 6.336636462715134e-06
Position 265: 6.0768146228010965e-06
Position 1629: 5.370361886661853e-06
Position 1052: 5.348559600400647e-06
Position 555: 5.1468774907859814e-06
Position 549: 4.711207912413042e-06
Position 195: 4.063616244922517e-06
Position 507: 3.824268102968092e-06
Position 1772: 3.521266349746485e-06
Position 4392: 3.3291414347464416e-06
Position 1776: 3.056276044347924e-06
Position 1675: 3.0140809638139438e-06
Position 628: 2.919279840113111e-06
Position 1746: 2.623803238241714e-06
Position 724: 2.5385420930288652e-06
Position 389: 2.005104289113075e-06
Position 907: 1.9438372641935902e-06
Position 935: 1.790707308829233e-06
Position 1462: 1.6688783775870926e-06
Position 1334: 1.4573553415756467e-06
Position 510: 1.3630383527236545e-06
Position 284: 1.2622603454097749e-06
Position 1571: 1.2548830068541768e-06
Position 1754: 1.0352322974153454e-06
Position 1563: 1.0296160965286532e-06
Position 398: 9.291729127148847e-07
Position 287: 7.730590529849907e-07
Position 605: 7.613783252939965e-07
Position 1206: 7.019286118476524e-07
Position 941: 4.126922020805999e-07
Position 825: 4.112139095477076e-07
Position 777: 3.201190479980141e-07
Position 2154: 3.1745703293334366e-07
Position 326: 2.8254505517237206e-07
Position 1379: 1.8338785623904223e-07
Position 2396: 1.454304456498561e-07
Position 6233: 1.1781375441777426e-07
Position 416: 9.269468957443382e-08
Position 883: 8.790408077198252e-08
Position 2840: 6.294752668825161e-08
Position 3756: 5.288449532508152e-08
Position 120: 3.442459948092627e-08
Position 88: 3.249798759189136e-08
Position 1148: 2.4080043165818695e-08
Position 1080: 1.706751454215623e-08
Position 385: 1.6979792477103752e-08
Position 793: 1.688038910330353e-08
Position 80: 1.5535307251192503e-08
Position 694: 1.1983463483603867e-08
Position 99: 7.023092009992275e-09
Position 197: 1.0239473767281854e-09
Position 1191: 8.668813765262027e-10
Position 154: 7.514891075001897e-10
Position 1000: 7.15583452119712e-10
Position 330: 5.68318158125929e-10
Position 1070: 4.922690837955409e-10
Position 944: 4.6036112297211777e-10
Position 280: 2.358671475470098e-10
Position 122: 1.8854558663580057e-10
Position 126: 8.767787567501249e-11
Position 690: 1.622547200394109e-11
Position 335: 1.621310370740062e-11
Position 652: 1.590561200749841e-11
Position 697: 1.590214470329761e-11
Position 747: 1.0721471903592266e-11
Position 735: 9.709259580139038e-12
Position 338: 7.218002478346909e-12
Position 763: 7.201179178279794e-12
Position 847: 6.9089878595593e-12
Position 833: 6.200536137418867e-12
Position 757: 4.975387790932646e-12
Position 658: 4.8624365040006534e-12
Position 615: 1.8055393228916628e-12
Position 130: 1.6679673138724684e-12
Position 779: 6.341244165820472e-13
Position 163: 6.089954595773782e-13
Position 647: 2.7408821056743343e-13
