Gene = Ngrn
Position 416: 0.0005610323257842886
Position 1381: 0.0005583980139971692
Position 3378: 0.0005383366748093571
Position 3108: 0.0005355628011173719
Position 3447: 0.0005007124830372747
Position 3955: 0.00048276331286137617
Position 3461: 0.0004800037688131591
Position 2940: 0.0004660190387037362
Position 119: 0.0004083618327918337
Position 1361: 0.00039549706890086654
Position 3812: 0.00038171529927651625
Position 1503: 0.00037819034663819247
Position 3543: 0.0003670275513727989
Position 312: 0.0003615658304567759
Position 3581: 0.00035026231365604266
Position 3548: 0.00032399716244179257
Position 3452: 0.0003236993215636945
Position 2715: 0.0003193059343801936
Position 538: 0.0003126578361361217
Position 3790: 0.0003119511734868888
Position 3583: 0.0003097521930714759
Position 1956: 0.00029463667930358336
Position 670: 0.00027910782639434804
Position 3185: 0.00026755909748681935
Position 470: 0.0002591130660930113
Position 1200: 0.0002572201264081155
Position 653: 0.0002537645053964202
Position 2114: 0.00025048274267906067
Position 2036: 0.0002385023274260234
Position 2089: 0.00022618255512311882
Position 3770: 0.00021830799200794987
Position 1927: 0.00020844329678305006
Position 2151: 0.0002073349385056311
Position 3469: 0.00019924263753718727
Position 3383: 0.00019382722132121698
Position 807: 0.00019165383383659622
Position 3665: 0.000190367118809256
Position 298: 0.00017907230167043972
Position 2117: 0.00014887696291754945
Position 1435: 0.00013930622954281042
Position 2608: 0.00013484786084927175
Position 2895: 0.00013056535017707423
Position 3633: 0.0001285478306734845
Position 1920: 0.0001272723455407617
Position 3667: 0.00012595789397003873
Position 3283: 0.00012401159936243058
Position 2637: 0.0001233794229408776
Position 2988: 0.00011716535641289503
Position 903: 0.00011502933149923526
Position 1383: 0.00011448975841513939
Position 864: 0.00011366584286936168
Position 1703: 0.00010264714632785804
Position 1669: 0.00010072365306064345
Position 3709: 0.00010046137992023958
Position 1387: 9.678244060638032e-05
Position 969: 9.54320639133768e-05
Position 1151: 9.509012068375646e-05
Position 887: 9.251123720230062e-05
Position 1146: 8.650703715290295e-05
Position 3096: 8.30048052773093e-05
Position 479: 8.152821390197046e-05
Position 2385: 7.430180872145561e-05
Position 1411: 6.801773912291256e-05
Position 1134: 6.724540491337927e-05
Position 2744: 5.7700744389482664e-05
Position 348: 5.723732474954576e-05
Position 3175: 5.453282918009109e-05
Position 1008: 5.269004257630897e-05
Position 1970: 5.223833314891922e-05
Position 998: 4.4239816182841074e-05
Position 683: 4.084563752554649e-05
Position 319: 4.055296143114287e-05
Position 532: 3.988201964175062e-05
Position 937: 3.877573774802669e-05
Position 393: 3.805407579547188e-05
Position 3908: 3.637027049755954e-05
Position 1406: 3.435131176378585e-05
Position 1367: 3.425446928748849e-05
Position 2086: 3.0182354217502074e-05
Position 922: 2.6049752875218817e-05
Position 1054: 2.3617370986039517e-05
Position 1862: 2.1057494802815415e-05
Position 456: 1.995858917285436e-05
Position 2589: 1.7416426846261767e-05
Position 983: 1.7133141417273518e-05
Position 1906: 1.5801980047938464e-05
Position 145: 1.573684223821353e-05
Position 3204: 1.571641521720103e-05
Position 914: 1.3780541329721847e-05
Position 947: 1.3135327916228229e-05
Position 1067: 1.2807688009925085e-05
Position 2435: 1.277049285246644e-05
Position 2689: 1.2443668532740191e-05
Position 3057: 1.1215779715327851e-05
Position 1649: 1.0786957584154975e-05
Position 3246: 8.926657356915482e-06
Position 956: 8.886620178523156e-06
Position 3111: 7.604123686912936e-06
Position 1678: 7.2973771417121825e-06
Position 987: 6.838320885227827e-06
Position 1425: 6.806944246381754e-06
Position 152: 6.5688126374542186e-06
Position 1491: 6.4874398552497995e-06
Position 509: 6.388455516854728e-06
Position 516: 5.8910382540325405e-06
Position 176: 5.515422358678329e-06
Position 1440: 5.368863397084427e-06
Position 3197: 4.528968535772092e-06
Position 1454: 4.356171915086566e-06
Position 1276: 4.164184989852698e-06
Position 1975: 4.152411477234212e-06
Position 3530: 3.8235868629123766e-06
Position 418: 3.816481385060914e-06
Position 1691: 3.6021945328407684e-06
Position 663: 3.3905618307284767e-06
Position 1834: 3.033557073415371e-06
Position 182: 3.00650888455669e-06
Position 1335: 2.826128025513958e-06
Position 3008: 2.369618062221583e-06
Position 1444: 2.019263624909257e-06
Position 1293: 2.012297153896235e-06
Position 355: 1.8867313181574253e-06
Position 1391: 1.834041612290007e-06
Position 1429: 1.8319023533536546e-06
Position 3626: 1.6970854440630855e-06
Position 523: 1.3115546481129992e-06
Position 185: 1.2999702788211555e-06
Position 1285: 1.2194157308234586e-06
Position 1839: 1.130716712551742e-06
Position 197: 5.685710884518572e-07
Position 3648: 5.393714057655481e-07
Position 362: 5.019119162475225e-07
Position 3702: 4.96595679988199e-07
Position 234: 3.419459285025292e-07
Position 3539: 2.982401016353738e-07
Position 420: 2.8379387895884846e-07
Position 227: 2.2035633360708795e-07
Position 3705: 2.0572974080687981e-07
Position 245: 2.0205048992363838e-07
Position 3541: 1.861926588697246e-07
Position 3228: 1.7256085676531413e-07
Position 3496: 1.349512833592113e-07
Position 191: 1.196522548582847e-07
Position 711: 7.04329281393979e-08
Position 764: 6.120065829285293e-08
Position 1013: 6.086771775547135e-08
Position 481: 4.384669757385974e-08
Position 1075: 3.9051212254254745e-08
Position 2333: 3.439461561637592e-08
Position 1018: 3.005714232009375e-08
Position 700: 2.1912035567376e-08
Position 206: 1.9891200085620718e-08
Position 514: 1.1082237887089253e-08
Position 708: 1.3923505487272604e-09
Position 200: 4.3117750856337254e-10
Position 2203: 1.1221674374174904e-10
Position 771: 2.215512208571029e-11
Position 241: 1.9946337496689114e-12
Position 208: 5.010707715001721e-14
