Gene = Cd2bp2
Position 16: 0.0005431967787276171
Position 3574: 0.0005058807119613519
Position 1355: 0.00047434221092207456
Position 238: 0.0004606444553288517
Position 755: 0.00044879104249173163
Position 577: 0.0004431147626977832
Position 306: 0.00042952590840570975
Position 110: 0.00038660048917441134
Position 2778: 0.00037059932514603064
Position 996: 0.00036098630803248655
Position 273: 0.00035457195225152945
Position 2983: 0.00029860331628834256
Position 867: 0.00028079888060958906
Position 3841: 0.00024015376690126697
Position 1324: 0.00022687240569766335
Position 3016: 0.00022558441972357924
Position 433: 0.00018553639943885843
Position 130: 0.00018289761361929145
Position 987: 0.00016781263465984425
Position 5: 0.000149027039761498
Position 730: 0.00013460435769857386
Position 1123: 0.00013283947002033612
Position 623: 0.000131300102624272
Position 1093: 0.00012670676080758442
Position 2729: 0.0001266870591974787
Position 465: 0.00012353705819862697
Position 1132: 0.00011641856724717172
Position 243: 0.00010712770284176782
Position 971: 9.317104219216097e-05
Position 533: 9.299714699241998e-05
Position 937: 9.152249460274088e-05
Position 4009: 8.004548966138963e-05
Position 909: 4.991705631276379e-05
Position 163: 4.882228017295409e-05
Position 771: 4.858163703620273e-05
Position 1955: 4.800086206286378e-05
Position 64: 4.318365863389961e-05
Position 625: 4.140300783584668e-05
Position 1817: 3.967167788856697e-05
Position 2005: 3.869487856423616e-05
Position 398: 3.721738867489648e-05
Position 487: 3.21688880235146e-05
Position 1134: 2.996630644625984e-05
Position 736: 2.9416757877307865e-05
Position 590: 2.548763792722125e-05
Position 2086: 2.197854602283684e-05
Position 666: 2.1245585892520857e-05
Position 408: 2.1161423109980963e-05
Position 1972: 1.814473895754461e-05
Position 2072: 1.663871270309272e-05
Position 1752: 1.6111900314052675e-05
Position 323: 1.293151309415395e-05
Position 1860: 1.1672607180598925e-05
Position 785: 1.0955774113902347e-05
Position 1617: 7.78329447647129e-06
Position 2291: 7.705299390624686e-06
Position 1640: 6.071240047787303e-06
Position 2138: 5.135550986158e-06
Position 1688: 4.455636081113729e-06
Position 270: 4.3920875593367855e-06
Position 1005: 3.6520371394467553e-06
Position 1739: 3.162775458071355e-06
Position 126: 2.629084144777121e-06
Position 2765: 2.614479435829478e-06
Position 2754: 2.5567080682890352e-06
Position 1086: 2.4251255720031204e-06
Position 2314: 2.206699069330852e-06
Position 2625: 1.861245878259633e-06
Position 1318: 1.7977499062966523e-06
Position 870: 1.6935734509016988e-06
Position 2738: 1.3644394796274428e-06
Position 1638: 1.1948972736165235e-06
Position 1690: 1.032227672052285e-06
Position 1802: 9.717911039435644e-07
Position 2608: 8.849187331520812e-07
Position 94: 8.573988289452435e-07
Position 1911: 5.614921098076108e-07
Position 2370: 4.860043323747108e-07
Position 2498: 2.601928780655492e-07
Position 3011: 2.3051011052114347e-07
Position 2967: 2.2812486061085621e-07
Position 2520: 1.0047524038812495e-07
Position 2815: 9.547791594162809e-08
Position 2550: 8.80779367106695e-08
Position 2480: 3.974420586017551e-08
Position 2485: 4.653481543003015e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2069: 0.9872877898091594
Position 841: 0.8884836485486907
Position 1160: 0.7338802710361311
Position 1358: 0.6441683779125984
Position 1878: 0.4688865014982097
Position 532: 0.3725452539936238
Position 2917: 0.35886892300354734
Position 1884: 0.24484031173175771
Position 2592: 0.21057229262293253
Position 1880: 0.19098345864989985
Position 1098: 0.18197482538035978
Position 1700: 0.13279687645407715
Position 538: 0.07874039339072199
Position 3092: 0.07183751128385402
Position 4191: 0.06712309481564607
Position 1646: 0.06306453214528569
Position 2369: 0.05982428735938286
Position 1580: 0.055536025412006
Position 3996: 0.04772854246015139
Position 863: 0.03288189287932808
Position 866: 0.0319918080990389
Position 4321: 0.027465290519932167
Position 321: 0.026995720401524
Position 2617: 0.02659277849180951
Position 372: 0.023716853537308163
Position 2550: 0.021419109841696923
Position 2305: 0.020683700795253664
Position 1510: 0.020504926256158275
Position 2501: 0.018856841516467195
Position 3668: 0.017443153568794383
Position 1068: 0.013031458865922097
Position 1123: 0.011358203646348604
Position 2698: 0.011151500323010901
Position 588: 0.011032696330801357
Position 3940: 0.010136555176223387
Position 3763: 0.009581286877992106
Position 453: 0.008372545852726884
Position 1792: 0.007622031298099911
Position 776: 0.0075773034076461795
Position 3968: 0.007572640028805801
Position 3798: 0.00755865106266309
Position 1679: 0.007416466577079682
Position 3796: 0.006705690948179017
Position 2346: 0.006687717142639249
Position 1972: 0.006528766690674967
Position 1886: 0.0060944799530458045
Position 3001: 0.005391715541912877
Position 3833: 0.005330966415913429
Position 4283: 0.004864156814422221
Position 555: 0.0048462458031085336
Position 544: 0.0047290284445388134
Position 890: 0.00446870033577768
Position 2259: 0.004245760875689242
Position 2285: 0.003302113842012314
Position 1394: 0.003152457192943882
Position 3642: 0.0029037947825301604
Position 1860: 0.0025123894518459576
Position 2461: 0.0024163953572600913
Position 3487: 0.0023551681724702472
Position 4095: 0.0023208374954358174
Position 1587: 0.0023101080083439895
Position 2803: 0.0022624564017987925
Position 3840: 0.0021936964184080415
Position 2436: 0.0020239960680139488
Position 4069: 0.0019951701278121607
Position 1214: 0.0018961000533904673
Position 3202: 0.001862939282243767
Position 909: 0.0017991336670064148
Position 2628: 0.001742732286220316
Position 639: 0.0016933377488669
Position 3409: 0.0015408996813086487
Position 2894: 0.0014048273364840607
Position 804: 0.0013856694963704237
Position 3217: 0.0013172953959076593
Position 1605: 0.0012160358822360013
Position 2729: 0.0011985825712674744
Position 2457: 0.0011967312864554077
Position 181: 0.001145059366540633
Position 570: 0.0011230912980099233
Position 3791: 0.0011143330074380251
Position 1363: 0.0010371233780241639
Position 2327: 0.0009930765543422304
Position 3336: 0.000923800588872481
Position 1533: 0.000888524287641414
Position 1103: 0.0008785591863642325
Position 408: 0.0008579250990597015
Position 1896: 0.0008440378643103288
Position 1893: 0.0008401133957224674
Position 2926: 0.0008159207579671249
Position 3095: 0.0007968289159727863
Position 2234: 0.0007962942091684271
Position 636: 0.0007463110339617418
Position 3176: 0.0007323353205467807
Position 139: 0.0007165598865310673
Position 1979: 0.0006737457290318552
Position 2263: 0.0005371305079453565
Position 1166: 0.0005309381851791007
Position 603: 0.0004980167309890193
Position 1164: 0.0004732041270258487
Position 3222: 0.00045830734928151455
Position 1127: 0.0004355706669958457
Position 1952: 0.0004213744069317277
Position 2563: 0.0004129993999044721
Position 1530: 0.00040356448755390933
Position 895: 0.00039011343469434284
Position 1388: 0.0003874174680675681
Position 126: 0.00038008677729753614
Position 577: 0.0003776362304460709
Position 2392: 0.0003404814303809312
Position 764: 0.00033619161570789917
Position 154: 0.0003298038107686904
Position 2463: 0.0002948248733596427
Position 2138: 0.00029236867800344293
Position 340: 0.00028598651920414393
Position 1416: 0.0002848805459111055
Position 2117: 0.0002583122574284105
Position 1654: 0.00023764546032992585
Position 1401: 0.00023712273601613417
Position 426: 0.00023706945991773718
Position 4187: 0.00023365377482710727
Position 671: 0.00023091444871878127
Position 2842: 0.00022819485701918203
Position 3442: 0.0002256637777793885
Position 1539: 0.00020325908979607537
Position 2748: 0.00020298693686024788
Position 1827: 0.0001903852311390862
Position 417: 0.00018731859599235964
Position 905: 0.00018194590918995244
Position 2246: 0.00017189892649490686
Position 1922: 0.00016954957716255108
Position 4255: 0.0001679486653071893
Position 1890: 0.0001637796208757466
Position 572: 0.00014382961578163637
Position 2394: 0.00013923887459447483
Position 2732: 0.00013610208467163332
Position 2085: 0.00012852896014296813
Position 2777: 0.0001257258215443229
Position 2240: 0.00011259190180713554
Position 3104: 0.00010929428844193455
Position 598: 0.00010902603283723064
Position 1370: 0.00010448883283789451
Position 965: 8.65323032190041e-05
Position 1486: 7.395608556870293e-05
Position 1172: 6.895707651724034e-05
Position 4233: 6.642568412002959e-05
Position 2023: 6.327580580163072e-05
Position 3248: 6.292062535478632e-05
Position 879: 6.121310813351806e-05
Position 713: 6.018764066088407e-05
Position 1755: 5.929879037159063e-05
Position 1494: 5.822458634358488e-05
Position 1748: 5.6219745646732765e-05
Position 1420: 5.0135216453085816e-05
Position 1549: 5.002629186916679e-05
Position 1527: 4.849690025849388e-05
Position 2168: 4.110393732671372e-05
Position 1758: 3.860637404609881e-05
Position 1223: 3.749394809358973e-05
Position 613: 2.7964659837168877e-05
Position 3245: 2.7901895632466197e-05
Position 2333: 2.7300606291464817e-05
Position 265: 2.70952361590695e-05
Position 623: 2.656170474429853e-05
Position 652: 2.5343132224448883e-05
Position 185: 1.9183358067636494e-05
Position 678: 1.8675676543221435e-05
Position 1490: 1.709164974210611e-05
Position 644: 1.5063726033637271e-05
Position 2210: 1.4497118396072257e-05
Position 71: 1.3583484607696047e-05
Position 151: 1.3116796871861382e-05
Position 2329: 1.098282889797068e-05
Position 1412: 9.632843882641348e-06
Position 1110: 9.445276265379968e-06
Position 3497: 9.225850411007555e-06
Position 1488: 8.729046171039426e-06
Position 3887: 8.060241834728972e-06
Position 1409: 6.998687720899679e-06
Position 942: 6.969923688344989e-06
Position 967: 5.858411753736548e-06
Position 935: 5.388967479376525e-06
Position 680: 5.319381867106082e-06
Position 3423: 5.3096696678893155e-06
Position 2038: 4.361784003937268e-06
Position 1107: 4.337929739816673e-06
Position 691: 4.235965204091003e-06
Position 281: 3.643128783545127e-06
Position 1138: 3.4843475162331202e-06
Position 3279: 3.302646660753832e-06
Position 785: 2.838761799963705e-06
Position 2768: 2.6541464746623988e-06
Position 917: 2.2045611022352826e-06
Position 688: 2.058259416215187e-06
Position 1267: 1.7328016988985209e-06
Position 1449: 1.679507053888467e-06
Position 191: 1.5411873686478096e-06
Position 2273: 1.154893625364404e-06
Position 931: 9.493786612284821e-07
Position 730: 9.092166810514672e-07
Position 708: 8.579702739819707e-07
Position 694: 6.983755336896566e-07
Position 974: 6.752494283331753e-07
Position 726: 5.82212148383284e-07
Position 2236: 4.273854124540655e-07
Position 251: 4.1078992187725113e-07
Position 234: 3.143153442676054e-07
Position 2080: 3.052459137148152e-07
Position 1985: 2.984254672944727e-07
Position 270: 2.5079264957682717e-07
Position 218: 1.903757240910163e-07
Position 1234: 1.6975744252937525e-07
Position 2153: 1.66732282712882e-07
Position 2378: 1.2702409655601722e-07
Position 2190: 4.3704911677277104e-08
Position 1176: 3.60964950667964e-08
Position 90: 3.219993112613439e-08
Position 232: 8.79298590130107e-09
Position 1230: 1.9586490333981776e-09
Position 76: 1.4265012962417946e-09
Position 243: 1.1423623015884745e-09
