Gene = Pclaf
Position 2671: 0.0001400663955563204
Position 2494: 0.00013469341018132366
Position 1270: 0.00011252297175401508
Position 7587: 0.00011044957845989062
Position 908: 0.00010827676252165211
Position 6418: 0.00010580149822560877
Position 2929: 0.00010530562089956093
Position 7638: 0.00010261940529799006
Position 5534: 9.920271041717465e-05
Position 6678: 9.443392108506996e-05
Position 2599: 8.954684526761836e-05
Position 1224: 8.51652089538601e-05
Position 3772: 8.297105484648777e-05
Position 1792: 8.032124746367339e-05
Position 5252: 8.018687659890395e-05
Position 1376: 8.001939204621898e-05
Position 768: 7.95526395428868e-05
Position 7423: 7.832330384104305e-05
Position 7194: 7.708400400282658e-05
Position 6271: 7.59711483063064e-05
Position 1577: 6.983979874303144e-05
Position 5318: 6.570077143735827e-05
Position 4865: 6.382914775843522e-05
Position 6575: 5.752959149828336e-05
Position 751: 5.679676501995243e-05
Position 6239: 5.5674064441823096e-05
Position 3960: 5.414146027844525e-05
Position 3232: 5.2732147815147366e-05
Position 2294: 5.0797357269279626e-05
Position 1679: 4.9547242665092554e-05
Position 4092: 4.871038945128272e-05
Position 143: 4.8027660604414385e-05
Position 3484: 4.758092900109895e-05
Position 2866: 4.7123038755423596e-05
Position 757: 4.434048219206511e-05
Position 4321: 4.174651202986417e-05
Position 4482: 4.1511866708686526e-05
Position 1431: 3.869102668250391e-05
Position 4449: 3.810106809869543e-05
Position 5816: 3.619003662966579e-05
Position 765: 3.560090128735582e-05
Position 4779: 3.250956425733814e-05
Position 436: 3.163257162320067e-05
Position 171: 3.103309576754948e-05
Position 3912: 3.096414009946602e-05
Position 326: 3.0562651095264004e-05
Position 4511: 3.054363328195052e-05
Position 3756: 3.0176259291907505e-05
Position 1597: 2.7827226498030485e-05
Position 3028: 2.5773478161995932e-05
Position 4800: 2.39942857041551e-05
Position 1080: 2.260187709220114e-05
Position 2507: 2.1944257268266432e-05
Position 824: 1.9042499892600975e-05
Position 1252: 1.8603532050107115e-05
Position 207: 1.4866975000078591e-05
Position 371: 1.4459884341240596e-05
Position 1351: 1.3241047051987082e-05
Position 3370: 1.2818359966758612e-05
Position 6123: 1.143346176009135e-05
Position 232: 1.0144999411992756e-05
Position 273: 9.512005705374358e-06
Position 4645: 5.522468311950906e-06
Position 4639: 2.3711656417974604e-06
Position 818: 2.152446124527959e-06
Position 329: 1.8176091204188064e-06
Position 2969: 1.7523275719631028e-06
Position 225: 1.6285490566737923e-06
Position 277: 1.4335190581468804e-06
Position 620: 9.161365607341923e-07
Position 376: 8.590325277893621e-07
Position 286: 6.374470814863138e-07
Position 4265: 4.2215881192124896e-07
Position 1434: 3.6103388666868366e-07
Position 572: 3.4828987364661507e-07
Position 294: 3.368200228055736e-07
Position 1581: 3.282901936917716e-07
Position 3281: 2.365635419135457e-07
Position 333: 2.2232171849231387e-07
Position 3011: 2.1245475799000697e-07
Position 250: 1.850194546937596e-07
Position 261: 1.7743544210634415e-07
Position 1047: 1.5392991743218985e-07
Position 785: 5.519991125672378e-08
Position 978: 4.257256026016004e-08
Position 254: 3.3516652396854474e-08
Position 612: 2.796648429601977e-08
Position 567: 2.391151082827541e-08
Position 576: 2.195094149386238e-08
Position 237: 1.7099336302387047e-08
Position 366: 1.1494709800203882e-08
Position 600: 1.1463222167712154e-08
Position 630: 9.008190965906758e-09
Position 634: 8.41636441045619e-09
Position 591: 1.9324510913042984e-09
Position 580: 1.797848104031086e-09
Position 614: 1.3345148133839956e-09
Position 91: 5.91010034402556e-10
Position 89: 3.048635422106934e-10
