Gene = Inpp5a
Position 1481: 6.187467720644528e-07
Position 1606: 5.979785169754695e-07
Position 1039: 5.924956920175408e-07
Position 1291: 4.85111462778723e-07
Position 1352: 4.016938832868415e-07
Position 1459: 3.825126030199546e-07
Position 1589: 3.526144304536355e-07
Position 1153: 3.2663809894038895e-07
Position 1491: 3.0089567028096656e-07
Position 825: 2.389115213182729e-07
Position 1464: 1.1951767682816033e-07
Position 1287: 1.0251838292953386e-07
Position 624: 9.498943263762025e-08
Position 736: 7.97069070492149e-08
Position 567: 7.088428600747853e-08
Position 555: 4.5500626248688296e-08
Position 2125: 4.1950547086258355e-08
Position 685: 2.1871094490621188e-08
Position 613: 1.5523804154464843e-08
Position 577: 1.1933924592473992e-08
Position 151: 6.397423816673989e-09
Position 731: 4.789436788932784e-09
Position 131: 7.892816664637678e-10
Position 121: 4.656176184525986e-10
Position 1946: 2.472318034823477e-10
Position 399: 2.9008619783757126e-11
Position 114: 2.6742487631323017e-11
Position 94: 2.208587079994274e-11
Position 378: 1.5860256678873368e-11
Position 410: 1.277282338596125e-11
Position 360: 1.208534380593063e-11
Position 101: 1.7028992148311685e-12
Position 99: 6.425968577228889e-13
Position 402: 2.1166284244585508e-13
Position 382: 1.029665123247032e-13
