Gene = Pgap2
Position 1157: 3.6162332621002155e-08
Position 213: 3.511469054307068e-08
Position 396: 3.232817619452772e-08
Position 1187: 3.032501582001588e-08
Position 6488: 2.587640071877091e-08
Position 613: 2.0675195173259965e-08
Position 5161: 1.7663122202847447e-08
Position 4873: 1.2966673198094189e-08
Position 2146: 1.1431581402309946e-08
Position 5076: 1.02782927334865e-08
Position 443: 9.684347473110131e-09
Position 4365: 7.77113958045503e-09
Position 118: 4.771713696646872e-09
Position 483: 3.5823314968664405e-09
Position 113: 3.4238819274998335e-09
Position 2567: 3.238101538239679e-09
Position 591: 2.82620050142333e-09
Position 115: 1.940846283155827e-09
Position 596: 1.5936968858869633e-09
Position 122: 9.029215204162712e-10
Position 279: 8.809606322075785e-10
Position 94: 8.374471303140108e-10
Position 220: 5.190796797561517e-10
Position 600: 2.1467523194630384e-10
Position 96: 1.7951384725057243e-10
Position 968: 7.768818523396624e-11
Position 1931: 3.941322461240358e-11
Position 794: 3.9010410867402483e-11
Position 1942: 2.42254678524975e-11
Position 728: 2.2117891587888368e-11
Position 759: 1.6196243973375812e-11
Position 730: 3.977683504610882e-12
Position 733: 3.814277846721666e-12
Position 2014: 3.1807622069661346e-12
