Gene = Ost4
Position 1488: 2.1460334275216995e-05
Position 1642: 1.9834179017440618e-05
Position 1600: 1.8486193369335733e-05
Position 226: 1.8207047318370122e-05
Position 494: 1.6829201828911346e-05
Position 514: 1.670279350619676e-05
Position 934: 1.6398521648340586e-05
Position 1315: 1.616687551280621e-05
Position 974: 1.567655912910438e-05
Position 1784: 1.4948759179883309e-05
Position 152: 1.4809159946026875e-05
Position 1700: 1.3892652155859008e-05
Position 1494: 1.2507935533703612e-05
Position 507: 1.1578180394648612e-05
Position 1763: 1.1180184359013563e-05
Position 1615: 1.0994127517035195e-05
Position 1869: 9.68500769638307e-06
Position 1686: 9.309410146983539e-06
Position 1770: 9.037539654666015e-06
Position 360: 8.627903619498946e-06
Position 1322: 8.294044204463551e-06
Position 1251: 7.279729010861241e-06
Position 1504: 5.417815109994898e-06
Position 1816: 5.2851938689814825e-06
Position 1319: 5.073349580179136e-06
Position 1177: 4.938310262014048e-06
Position 858: 4.863515344258724e-06
Position 984: 4.5140013352179075e-06
Position 502: 4.386103194781216e-06
Position 1782: 4.188126911695101e-06
Position 1514: 3.934431913545346e-06
Position 1173: 3.876333810230231e-06
Position 676: 3.327054328516392e-06
Position 1683: 3.1763524036740227e-06
Position 737: 2.9578666956098566e-06
Position 687: 2.858763300414547e-06
Position 1109: 2.823649601061146e-06
Position 204: 2.796653144101716e-06
Position 640: 2.6202668365876843e-06
Position 357: 2.3117589205084274e-06
Position 793: 2.303148620525728e-06
Position 978: 2.254069375847202e-06
Position 1778: 2.1986278993439925e-06
Position 210: 2.0386603540377476e-06
Position 902: 2.0051329620685055e-06
Position 799: 1.913340869693765e-06
Position 659: 1.7218696015995396e-06
Position 202: 1.6404339608483316e-06
Position 448: 1.6205200532284e-06
Position 354: 1.581788817665157e-06
Position 97: 1.5807945996975733e-06
Position 1180: 1.57778484103524e-06
Position 805: 1.5768069197811224e-06
Position 1053: 1.4856935774751172e-06
Position 1393: 1.3657201220967767e-06
Position 1194: 1.329074165880225e-06
Position 698: 1.094656285050118e-06
Position 1625: 8.501324570102039e-07
Position 489: 8.096268774354541e-07
Position 206: 7.967303175345604e-07
Position 646: 7.682958751242373e-07
Position 727: 7.680812343084991e-07
Position 482: 7.645396435798073e-07
Position 213: 7.379319927004895e-07
Position 1824: 5.768833590230922e-07
Position 606: 3.6934358858357244e-07
Position 644: 3.47824749679775e-07
Position 82: 3.619457924313078e-08
Position 186: 2.3158561773027673e-08
Position 408: 2.141042634461158e-08
Position 769: 1.981845398565089e-08
Position 138: 1.6281595722452297e-08
Position 782: 1.4210151460443275e-08
Position 426: 1.3400157659939333e-08
Position 157: 1.219229355026234e-08
Position 115: 9.670241421907302e-09
Position 1265: 6.650294510879451e-09
Position 1426: 5.346803726219249e-09
Position 105: 3.7908515977556345e-09
Position 369: 1.4195042258614294e-09
Position 405: 5.376913044307233e-10
Position 438: 3.741305068859186e-10
Position 431: 2.0003424889437736e-10
Position 167: 1.9321221747042775e-10
Position 415: 1.3719781844825088e-10
Position 123: 1.6039544138342993e-11
Position 653: 1.5255959703313821e-12
Position 128: 7.411308935875161e-13
