Gene = Eif3g
Position 1165: 5.512174383175301e-05
Position 2125: 5.082455725867696e-05
Position 1190: 4.9208464684926165e-05
Position 4241: 4.703286233811233e-05
Position 1620: 4.3219209874318114e-05
Position 4136: 4.145664261334814e-05
Position 2209: 3.491803465857414e-05
Position 802: 3.307942899865877e-05
Position 2470: 3.137286640876741e-05
Position 235: 2.985299799240503e-05
Position 787: 2.7967745073965847e-05
Position 1982: 2.5814042823358433e-05
Position 1220: 2.5267703476901837e-05
Position 822: 2.4799980542749505e-05
Position 4032: 2.4519345719032785e-05
Position 1938: 2.2451517244955508e-05
Position 1148: 2.142003427192554e-05
Position 1469: 2.066389421868583e-05
Position 1450: 2.0311825363902575e-05
Position 2656: 1.7471122829355112e-05
Position 2567: 1.743751336679166e-05
Position 779: 1.7241763594803297e-05
Position 539: 1.7033651395500214e-05
Position 3458: 1.5754137580654e-05
Position 2185: 1.5254502604857566e-05
Position 3340: 1.4901763629551523e-05
Position 2137: 1.4879320376790124e-05
Position 690: 1.4205902187971818e-05
Position 544: 1.4109259088342782e-05
Position 2223: 1.35850789067138e-05
Position 3568: 1.2973527266319211e-05
Position 1402: 1.250467695223441e-05
Position 229: 1.1682071485284307e-05
Position 2298: 1.158406508163355e-05
Position 303: 1.1421777327459519e-05
Position 4101: 1.13620905183353e-05
Position 4079: 9.036953639143186e-06
Position 1529: 8.89810018405339e-06
Position 2068: 8.454388614838203e-06
Position 2505: 8.121189718790969e-06
Position 3982: 7.631705840072717e-06
Position 3499: 7.5666355102430925e-06
Position 4262: 6.178561869694895e-06
Position 4245: 5.102656259832367e-06
Position 547: 4.795745744627112e-06
Position 520: 4.523585396292202e-06
Position 1417: 3.787103421327535e-06
Position 4071: 3.7614003157099657e-06
Position 1623: 3.481682299858796e-06
Position 694: 3.3962705266863606e-06
Position 232: 3.270588016113206e-06
Position 1527: 2.7274813499654254e-06
Position 3240: 2.283226731532528e-06
Position 1028: 2.028849866200344e-06
Position 241: 2.017448814785483e-06
Position 239: 1.9545408225653493e-06
Position 1018: 1.5776910831250766e-06
Position 3182: 1.4002639099226393e-06
Position 1012: 1.3850311432616344e-06
Position 526: 1.3352254492412422e-06
Position 2098: 1.31273862913118e-06
Position 1385: 1.3015187935249868e-06
Position 1033: 1.0451143511221886e-06
Position 1934: 9.316042374976441e-07
Position 1040: 9.087125558302759e-07
Position 1398: 3.3901320406090965e-07
Position 714: 2.879422988485881e-07
Position 708: 2.659927655758949e-07
Position 2581: 2.548655504543475e-07
Position 712: 9.266076423401946e-08
Position 1661: 8.486701300693692e-08
Position 1536: 7.520591906825208e-08
Position 810: 7.455915911072188e-08
Position 257: 6.378218137653879e-08
Position 1268: 6.339856968009061e-08
Position 718: 2.0071067691582933e-08
Position 2755: 1.7752428219236267e-08
Position 889: 1.5419188237659582e-08
Position 113: 1.3791837065314704e-08
Position 880: 1.2432975790438224e-08
Position 702: 9.472642513627786e-09
Position 1001: 7.626889717113252e-09
Position 898: 6.993208001677454e-09
Position 250: 6.394681159047897e-09
Position 735: 5.577682918091877e-09
Position 944: 4.723922764810969e-09
Position 912: 2.1639800439041655e-09
Position 1652: 1.9456670781182966e-09
Position 916: 1.1231669334932335e-09
Position 1046: 9.921311936925832e-10
Position 1195: 9.687343872703591e-10
Position 909: 8.700251599492518e-10
Position 969: 6.749327448643557e-10
Position 793: 5.237264381228116e-10
Position 758: 4.328036713015897e-10
Position 980: 1.4460325508221156e-10
Position 1052: 7.982578920915098e-11
Position 1056: 1.969972369120547e-11
Position 80: 5.373571454190869e-12
Position 972: 2.086306448332293e-12
Position 764: 2.044031037311956e-12
Position 747: 1.8799767624966836e-12
Position 1043: 5.0411658118927706e-15
