Gene = Resp18
Position 4157: 4.315065955199466e-05
Position 668: 4.305344537467671e-05
Position 5988: 4.283996089745796e-05
Position 5949: 4.2463284187152316e-05
Position 2712: 4.238860029765992e-05
Position 3468: 4.049707988741871e-05
Position 2201: 3.8442806706647665e-05
Position 4831: 3.840910082168419e-05
Position 5959: 3.7781581072900594e-05
Position 2936: 3.755327190131218e-05
Position 336: 3.744856904461306e-05
Position 3167: 3.6438710970433594e-05
Position 3528: 3.600215666804983e-05
Position 5315: 3.435929347861268e-05
Position 5222: 3.357492435807665e-05
Position 2474: 3.0383212677340278e-05
Position 3552: 2.6970646338521964e-05
Position 2081: 2.4045835738209422e-05
Position 2064: 2.3386091178355267e-05
Position 3949: 2.337526934120417e-05
Position 1450: 2.2769387750642106e-05
Position 2882: 2.235194772963397e-05
Position 3533: 2.2052098333177245e-05
Position 4732: 2.0897858987729376e-05
Position 2246: 2.0015291103275993e-05
Position 2961: 1.9705214473327338e-05
Position 3374: 1.9486123565867315e-05
Position 303: 1.9479941461442216e-05
Position 598: 1.9148659962567204e-05
Position 6200: 1.799358896331173e-05
Position 4159: 1.7302779433828025e-05
Position 2609: 1.688614394495759e-05
Position 3092: 1.6595678319600673e-05
Position 1616: 1.6478527736825726e-05
Position 3170: 1.640288129869557e-05
Position 3208: 1.6053463374689785e-05
Position 1857: 1.561620569517138e-05
Position 2162: 1.5333624887583766e-05
Position 2875: 1.4551449710097493e-05
Position 3017: 1.319748392007641e-05
Position 4170: 1.2694578714256859e-05
Position 578: 1.2664321299689981e-05
Position 2931: 1.2462688768878019e-05
Position 1081: 1.196988510620743e-05
Position 2963: 1.1587734715064591e-05
Position 632: 1.1143271595321978e-05
Position 254: 1.1047624511152093e-05
Position 508: 9.693274526098592e-06
Position 3782: 9.600877646948088e-06
Position 3938: 9.232536730651862e-06
Position 690: 8.95699948822814e-06
Position 3946: 8.877866402878733e-06
Position 2939: 8.70101527782335e-06
Position 196: 8.459708216046727e-06
Position 3492: 8.03542373090053e-06
Position 4215: 7.931026209688666e-06
Position 3067: 7.5753349403679454e-06
Position 3473: 7.540149913449717e-06
Position 1648: 7.2316993792841034e-06
Position 864: 7.115095095242057e-06
Position 3579: 6.723184610354162e-06
Position 3301: 6.5969242299849985e-06
Position 2972: 6.35881463516267e-06
Position 970: 6.309266832137823e-06
Position 346: 6.170537955797335e-06
Position 309: 5.831146629877753e-06
Position 664: 5.808700845384542e-06
Position 4101: 5.580958155236697e-06
Position 790: 4.485024073611043e-06
Position 397: 4.0091835563552665e-06
Position 4037: 3.9082146696093655e-06
Position 4458: 3.2783064614947274e-06
Position 3831: 3.078738974520425e-06
Position 4635: 2.663244785874501e-06
Position 4060: 2.2416274319969403e-06
Position 4438: 1.8875084204430874e-06
Position 4785: 1.4074471544463063e-06
Position 3706: 1.1947745632294072e-06
Position 4639: 1.1945559291614412e-06
Position 4252: 1.1343410626401483e-06
Position 4637: 9.847029120038551e-07
Position 3625: 9.433143031779948e-07
Position 5719: 5.086647280340806e-07
Position 2523: 4.428919333102427e-07
Position 1924: 4.061272564073477e-07
Position 1906: 3.215553410345972e-07
Position 2802: 2.0916871329521094e-07
Position 2486: 1.4304985413557853e-07
Position 261: 1.4296193562635848e-07
Position 2462: 1.3218014337687328e-07
Position 2432: 1.238126536961212e-07
Position 2457: 7.926533800059604e-08
Position 2434: 6.594606573492046e-08
Position 1764: 6.291356635802221e-08
Position 1864: 4.882754855888093e-08
Position 474: 3.505887184234856e-08
Position 3107: 2.8203739429023493e-08
Position 823: 2.7960895411351784e-08
Position 3259: 2.4809244023665342e-08
Position 1638: 2.442798522317801e-08
Position 1640: 2.4018683439221215e-08
Position 1576: 2.2640044628282513e-08
Position 2419: 2.1762416405685305e-08
Position 3324: 2.118139074879958e-08
Position 3074: 1.6911060556065706e-08
Position 541: 1.3739916012380127e-08
Position 1119: 1.1969137807243259e-08
Position 4217: 1.0010936226373754e-08
Position 784: 7.40081177217082e-09
Position 221: 3.522949816182697e-09
Position 259: 3.0721262457290563e-09
Position 1035: 3.0629602911386056e-09
Position 873: 2.9155829848744534e-09
Position 312: 2.660344254144455e-09
Position 102: 2.6602156346323338e-09
Position 338: 2.6545167654585414e-09
Position 775: 2.5744848692308754e-09
Position 484: 2.4941838744337433e-09
Position 592: 2.4142848209407484e-09
Position 817: 2.280450593679406e-09
Position 917: 2.0485438137117636e-09
Position 523: 1.761988604390032e-09
Position 415: 1.6611855611756377e-09
Position 694: 1.2471284059806365e-09
Position 594: 1.0464913338362444e-09
Position 275: 9.781414797086747e-10
Position 605: 9.577100119037184e-10
Position 949: 8.648118788536455e-10
Position 530: 7.658854058374374e-10
Position 421: 7.097792243956485e-10
Position 364: 6.942760971769367e-10
Position 401: 5.087468607233166e-10
Position 1093: 4.819632206114214e-10
Position 515: 4.5420628224702005e-10
Position 453: 4.486782150429566e-10
Position 1143: 4.4458175635255646e-10
Position 223: 4.175584191005746e-10
Position 627: 4.0416834162695695e-10
Position 245: 3.7596786507858696e-10
Position 611: 2.8827910558030655e-10
Position 263: 2.73649529845079e-10
Position 367: 2.523222099952759e-10
Position 273: 2.469144813741952e-10
Position 81: 2.0603298290550041e-10
Position 113: 1.1587895568219887e-10
Position 348: 1.0480191550128453e-10
Position 370: 8.200618962630352e-11
Position 107: 7.425988099256083e-11
Position 125: 5.663213018455568e-11
Position 404: 3.169021860253467e-11
Position 444: 1.309487211491864e-11
Position 91: 2.4653340754387913e-12
Position 115: 5.982954593034386e-14
