Gene = St5
Position 10410: 0.09968909239201154
Position 20257: 0.09937335333916544
Position 14754: 0.07904499223910486
Position 19356: 0.07805995533350216
Position 23394: 0.06971597140508147
Position 7046: 0.0630493284941849
Position 690: 0.05614595139845635
Position 19222: 0.0547282138255471
Position 15821: 0.052351387350515866
Position 14982: 0.04270871451084341
Position 3323: 0.04252268648212133
Position 5678: 0.04044090760308905
Position 21520: 0.03693490333755275
Position 14273: 0.03666628193964795
Position 7922: 0.035579927210573896
Position 16013: 0.03313426246057222
Position 383: 0.03265859637261476
Position 3843: 0.03227158049920526
Position 9876: 0.027329419096833917
Position 15222: 0.02484659886453499
Position 1106: 0.023886440179742733
Position 704: 0.021601451084570795
Position 1080: 0.018751964911367772
Position 14733: 0.01708254805673679
Position 17158: 0.016008865781014136
Position 1146: 0.015324920872764177
Position 15439: 0.0152533389057393
Position 15772: 0.014181156476969953
Position 6918: 0.014136429103481993
Position 15413: 0.013481389360479944
Position 16158: 0.013333122495840035
Position 5764: 0.012796387052565717
Position 785: 0.012708664805370586
Position 15880: 0.012687081724592004
Position 16327: 0.012654308461590517
Position 738: 0.011121621899675981
Position 7026: 0.010626414170535075
Position 711: 0.010522370019404696
Position 3335: 0.008633823605745201
Position 15155: 0.00856811506020448
Position 15307: 0.008365513440176399
Position 3284: 0.0075727718333060195
Position 5545: 0.007508265518978184
Position 6879: 0.007243777230692713
Position 15080: 0.006850108964843452
Position 7952: 0.006770311501004871
Position 1487: 0.006523022862924562
Position 6159: 0.006376713247976131
Position 7120: 0.006053306492179486
Position 1122: 0.005932150849508342
Position 4002: 0.0055621932414502495
Position 13596: 0.005224222319207957
Position 735: 0.005101260722749685
Position 13337: 0.00498492849816917
Position 6882: 0.004471092185566046
Position 924: 0.0044634026386786135
Position 804: 0.004330503123825404
Position 1182: 0.00427282173197695
Position 660: 0.004119152798860852
Position 647: 0.003937639244188001
Position 6973: 0.003930260087336837
Position 1763: 0.003772984904941778
Position 2143: 0.003632707855977577
Position 625: 0.0029242880131548354
Position 290: 0.0028446697185596486
Position 15928: 0.0028445755208147024
Position 15590: 0.002550690156796736
Position 4041: 0.002214986300858985
Position 1024: 0.0020622967943265975
Position 15028: 0.0020601163722758554
Position 9083: 0.0020057277495248837
Position 15046: 0.001961728913511297
Position 6668: 0.0018434121655107058
Position 709: 0.0017678533372978372
Position 1923: 0.0016823097233682248
Position 488: 0.0015326688485328664
Position 715: 0.0014647965141240862
Position 620: 0.0014496244955315867
Position 11956: 0.0014167742375277383
Position 3577: 0.0013813111039985392
Position 1110: 0.0011073877218255646
Position 2819: 0.0011023225814290178
Position 229: 0.00092132883555944
Position 718: 0.0008338505408579561
Position 5802: 0.0008119125586795901
Position 1517: 0.0007192149508709618
Position 5502: 0.0006940246801729643
Position 3093: 0.0006489308445290341
Position 669: 0.0005601389549756885
Position 3101: 0.0005360862775625575
Position 2575: 0.0005241003560618796
Position 2180: 0.0004869450362002766
Position 1496: 0.00045127064965226095
Position 4130: 0.00044538857608144515
Position 2098: 0.0004439501638799105
Position 693: 0.0004121524556327007
Position 3524: 0.0003776800053862515
Position 960: 0.0003670605323069048
Position 2115: 0.0002865452353045946
Position 3471: 0.00027725749016969275
Position 1631: 0.0002567407987404393
Position 753: 0.0002547455614744314
Position 1157: 0.00025098695073996345
Position 9656: 0.0002258183163377189
Position 2021: 0.0002046922076849132
Position 5958: 0.00020133928151326108
Position 1980: 0.0002000052977674395
Position 4887: 0.00019948281431108036
Position 630: 0.0001990851295469637
Position 573: 0.0001825445729913408
Position 1314: 0.00017237874143670342
Position 8971: 0.00015158906904816642
Position 1421: 0.00014694439223453175
Position 2924: 0.00014655447067756934
Position 9054: 0.00013700228485366063
Position 3340: 0.00013601773526082412
Position 2863: 0.0001314886747073715
Position 8354: 0.00011058530801688641
Position 926: 8.849041384516308e-05
Position 4813: 8.199485220045686e-05
Position 7524: 8.163136649588128e-05
Position 2046: 7.372926598927113e-05
Position 5314: 7.035971062032667e-05
Position 974: 6.289717235653352e-05
Position 757: 5.439301651974181e-05
Position 4998: 5.3860588032216266e-05
Position 4939: 5.158302280658905e-05
Position 261: 5.0481931617717025e-05
Position 6848: 4.475583355916368e-05
Position 1588: 4.257128128102911e-05
Position 2910: 3.993042793759307e-05
Position 2463: 3.86882910699728e-05
Position 2534: 3.588440334896127e-05
Position 2188: 3.486242438445777e-05
Position 169: 3.10323337220483e-05
Position 2973: 3.0220859875737425e-05
Position 4673: 2.745187726873645e-05
Position 548: 2.5769703825863917e-05
Position 4582: 2.5708135819347714e-05
Position 822: 2.4954879938807442e-05
Position 4453: 2.3962287437522506e-05
Position 4517: 2.2910545083142674e-05
Position 1942: 2.275397594470487e-05
Position 747: 2.2588323110410333e-05
Position 2834: 2.2183132217031873e-05
Position 898: 1.9708949233253244e-05
Position 2655: 1.8452466544850677e-05
Position 1179: 1.8422761561554535e-05
Position 387: 1.8340649091112382e-05
Position 2477: 1.7995006236346156e-05
Position 4484: 1.703569263095853e-05
Position 728: 1.700622508323128e-05
Position 1768: 1.5716983159925186e-05
Position 1058: 1.531831373675005e-05
Position 2885: 1.4623630422797313e-05
Position 579: 1.319425113417257e-05
Position 497: 1.2978949401643687e-05
Position 2265: 1.2039919669159313e-05
Position 3631: 1.1260254007870495e-05
Position 425: 1.0578337784572246e-05
Position 989: 1.007366660336939e-05
Position 849: 9.859429910372174e-06
Position 2145: 9.100076034908265e-06
Position 1830: 6.404221088514604e-06
Position 1795: 6.294217900142176e-06
Position 2579: 5.385024552970205e-06
Position 1254: 5.293307770365858e-06
Position 268: 4.535948124883496e-06
Position 800: 4.1357435876562505e-06
Position 181: 3.832385074870046e-06
Position 394: 8.457250216762729e-07
Position 303: 6.453622942750201e-07
Position 472: 6.006964165598026e-07
Position 1251: 4.247158653407814e-07
Position 1087: 4.2088033714293453e-07
Position 1131: 4.0834135293734524e-07
Position 190: 4.0705276182277873e-07
Position 340: 4.0420332519306917e-07
Position 461: 3.31283176966637e-07
Position 601: 3.128811901749816e-07
Position 200: 2.9531539413566714e-07
Position 324: 2.900660712733969e-07
Position 586: 2.5558771891131444e-07
Position 429: 2.495916662967043e-07
Position 400: 2.433311006281593e-07
Position 312: 2.2167682900237063e-07
Position 3854: 2.1596493950285488e-07
Position 272: 1.7653342255474377e-07
Position 331: 1.575833451942013e-07
Position 1597: 1.5483266409023415e-07
Position 433: 1.4997376724016562e-07
Position 815: 1.4777468740476434e-07
Position 577: 1.423326876653252e-07
Position 518: 1.4137152177426825e-07
Position 986: 1.2569595780595684e-07
Position 597: 7.375354021501923e-08
Position 436: 6.723119374242894e-08
Position 186: 6.431466017980085e-08
Position 236: 6.16878949377294e-08
Position 515: 4.64117793578978e-08
Position 504: 3.688445695346722e-08
Position 1050: 3.405026433302311e-08
Position 238: 2.9961217939427294e-08
Position 439: 2.1034899231838387e-08
Position 880: 2.0884703338711915e-08
Position 830: 1.5663536576207108e-08
Position 326: 1.480088931049887e-08
Position 591: 6.48381190505081e-09
Position 317: 6.261690198692143e-09
Position 595: 6.105171339079283e-09
Position 242: 2.854334773100156e-09
Position 903: 4.124622210183963e-10
Position 1268: 4.085360087125596e-10
Position 1275: 4.032937415282598e-10
Position 1369: 2.8293485308775115e-10
Position 506: 2.5995294316732795e-10
Position 609: 4.720440924981606e-11
Position 123: 5.571017504506039e-13
Position 111: 4.0342473562649144e-14
Position 106: 1.5518852187324023e-14
Position 97: 8.122220073088214e-15
Position 116: 3.654913690759835e-15
Position 101: 1.911309249317224e-15
Position 99: 2.3938570008901853e-16
