Gene = Unc50
Position 8371: 4.402033575841647e-06
Position 2445: 4.394460254698051e-06
Position 2786: 4.2038665040086035e-06
Position 7095: 3.7688721967361415e-06
Position 7319: 3.702629823827201e-06
Position 138: 2.373570458455682e-06
Position 152: 2.1057462820245436e-06
Position 1488: 1.503588906962692e-06
Position 1294: 1.4113948737639135e-06
Position 7376: 1.3453180585525676e-06
Position 1267: 1.296436258497082e-06
Position 929: 1.1161217439713886e-06
Position 7313: 1.0144023252775052e-06
Position 399: 9.305261672179326e-07
Position 1511: 6.502899682894727e-07
Position 363: 6.085372690324379e-07
Position 1313: 4.771257160244177e-07
Position 7259: 4.233163961793977e-07
Position 806: 4.1855018561793487e-07
Position 7406: 3.8481946868255567e-07
Position 1611: 3.4304090248590847e-07
Position 1621: 2.908415589887309e-07
Position 1354: 2.5384412630325583e-07
Position 147: 1.4240341702148577e-07
Position 669: 1.4236419630145205e-07
Position 7603: 9.106693424495345e-08
Position 381: 2.9264726637625634e-08
Position 667: 5.955514026104714e-09
Position 403: 4.8448956658116545e-09
Position 776: 3.2398512614149424e-09
Position 373: 2.474204693279352e-09
Position 412: 4.745438871185751e-10
Position 388: 1.5394696343791927e-10
Position 545: 1.1538483241189893e-10
Position 504: 2.0440584080616857e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6991: 0.9770414670484416
Position 7206: 0.7442043988840109
Position 1309: 0.4694138875153657
Position 2016: 0.3924899852765338
Position 8511: 0.24890168066186374
Position 2380: 0.24663933879654623
Position 1255: 0.1650017272120472
Position 4037: 0.16167118559662474
Position 7794: 0.1570137851646471
Position 1185: 0.15597587094041188
Position 8092: 0.14676055177715241
Position 1122: 0.13232340618119792
Position 7422: 0.119384337395073
Position 7221: 0.05414361779692206
Position 8844: 0.04824262878187664
Position 7559: 0.03596217110927342
Position 5734: 0.0341519467517449
Position 136: 0.02758120568036803
Position 3745: 0.0257570251660895
Position 172: 0.02191676880375051
Position 192: 0.02075421942175023
Position 1987: 0.020088688829237356
Position 8226: 0.019624825883284232
Position 1930: 0.017034845212934815
Position 6908: 0.016662923417804638
Position 3999: 0.01639342017191181
Position 7858: 0.01485361901953955
Position 2008: 0.014832702438997251
Position 7441: 0.014343930775563308
Position 8535: 0.013859501817602723
Position 412: 0.013606046699972908
Position 5895: 0.01308177647447662
Position 2392: 0.01256996498772378
Position 1876: 0.011767840653334645
Position 2252: 0.011729853376286755
Position 6522: 0.011669599375103866
Position 8932: 0.011422755089599905
Position 323: 0.010778971589612808
Position 2461: 0.010657636336156929
Position 6496: 0.010035815845495552
Position 8818: 0.00977675153039535
Position 6566: 0.009753763198359139
Position 381: 0.008617886689722016
Position 1690: 0.008511822104865056
Position 6929: 0.008199957451248819
Position 756: 0.007512127322386462
Position 1282: 0.007057840616179273
Position 7242: 0.006965449643070393
Position 7306: 0.006405681886105103
Position 8447: 0.006292982366828322
Position 8067: 0.006249204370813231
Position 7839: 0.00612497632131817
Position 2062: 0.005936950851704301
Position 7771: 0.005788100505178707
Position 8344: 0.005658177103140248
Position 7623: 0.005557746348838992
Position 7528: 0.005463064272330451
Position 3568: 0.0050404328806896385
Position 3615: 0.0049729012910795746
Position 2228: 0.004568902481887324
Position 3023: 0.004470749691216463
Position 6392: 0.004143288506776661
Position 7949: 0.004130246268497011
Position 7444: 0.003756741935933956
Position 2554: 0.0034786268257855253
Position 683: 0.0032923675259769534
Position 1024: 0.003027285627377433
Position 1193: 0.0029581715548405523
Position 8472: 0.0029474389522463175
Position 7504: 0.002833712388761294
Position 3680: 0.002654850320113381
Position 698: 0.002607799757395444
Position 8256: 0.0025130624953237446
Position 8863: 0.0024486815729391196
Position 8023: 0.0024411644911192074
Position 8365: 0.0022547661526385676
Position 1126: 0.0022404755248280933
Position 5777: 0.002207538770927404
Position 8173: 0.002099082221227935
Position 2071: 0.002085529469338881
Position 5443: 0.002033952372962851
Position 7689: 0.0019939526642936333
Position 8054: 0.0019142482548668471
Position 2885: 0.0019004816339187286
Position 225: 0.0018277422528898424
Position 4261: 0.0018053944941598405
Position 8267: 0.0017990849188184795
Position 836: 0.0017226719854762592
Position 8316: 0.0016776222881566352
Position 320: 0.001661462817302059
Position 3400: 0.001544836171742379
Position 8370: 0.0015102594047750016
Position 4051: 0.0014578297195797845
Position 7922: 0.0014239771532911136
Position 3445: 0.0011572288557211618
Position 8945: 0.0010835074987751415
Position 7406: 0.001082253551448261
Position 8348: 0.0010487907383570786
Position 7755: 0.0010263110014472085
Position 1941: 0.0010130528780858755
Position 8708: 0.0010031552180128252
Position 784: 0.0009896013960539799
Position 8148: 0.0008423029343970995
Position 6049: 0.0008387187405440312
Position 8762: 0.0008376183619678443
Position 7333: 0.0008291895287900647
Position 1087: 0.0008027749253179768
Position 7636: 0.0008009505122376087
Position 4140: 0.0007988306571203153
Position 1339: 0.0007366242240158444
Position 8122: 0.0007066151171457306
Position 6029: 0.0006980977947679673
Position 7807: 0.0006889246016333397
Position 2022: 0.0006354630267952135
Position 8633: 0.0006017615066744763
Position 8889: 0.0005216852308706251
Position 7738: 0.0005212975785592166
Position 839: 0.0004945812116051517
Position 1320: 0.0004921736616175401
Position 571: 0.00043676164285435067
Position 7663: 0.0004250684938771403
Position 2349: 0.0004170276301294915
Position 562: 0.0004119110180926783
Position 2357: 0.0004033631236072731
Position 1935: 0.000394631890545842
Position 1992: 0.00038935179220069173
Position 6932: 0.00037929315711329324
Position 8488: 0.0003729531677437448
Position 340: 0.0003512835652763048
Position 7115: 0.0002951134929235519
Position 8914: 0.0002666047899051646
Position 1765: 0.00023160723832287982
Position 917: 0.00021366535217778857
Position 7860: 0.00020972886053731026
Position 7714: 0.00019753664765043206
Position 343: 0.00018816860793856104
Position 1172: 0.0001744075894071255
Position 1382: 0.00017172296176350417
Position 481: 0.00015973923843166015
Position 8638: 0.00013185342110103823
Position 966: 0.00012065002814680782
Position 2110: 0.00011945929974045424
Position 1851: 0.00011867403821270893
Position 1311: 0.00011697693264969868
Position 419: 0.0001146995370050842
Position 294: 9.338855343876909e-05
Position 1697: 9.21639203914883e-05
Position 623: 8.981660615987622e-05
Position 2053: 8.94025022265267e-05
Position 861: 7.468095003512344e-05
Position 1236: 7.168420220798679e-05
Position 2024: 7.109213831831092e-05
Position 1520: 6.632521784105063e-05
Position 6869: 6.361410938615075e-05
Position 8129: 6.10869124631767e-05
Position 998: 5.657086258697575e-05
Position 8741: 5.5533653101358745e-05
Position 8161: 5.22433999708135e-05
Position 2096: 5.1810559134360326e-05
Position 1501: 5.172770673856537e-05
Position 8008: 4.740197088561736e-05
Position 926: 4.658649447926975e-05
Position 231: 4.576532902335975e-05
Position 3608: 4.009828097417629e-05
Position 237: 3.8253286181365065e-05
Position 112: 3.4635563859714416e-05
Position 8870: 3.32974391113203e-05
Position 973: 3.230117347971999e-05
Position 1897: 3.1602461962319465e-05
Position 5841: 3.135850155587585e-05
Position 1554: 3.020233532386285e-05
Position 1197: 2.5178477208225445e-05
Position 1211: 2.4218811105885565e-05
Position 3483: 2.3497545207006605e-05
Position 204: 2.255783609863592e-05
Position 1803: 2.143427068095958e-05
Position 1751: 1.9887541677885697e-05
Position 1727: 1.9328013161791486e-05
Position 878: 1.8799537071015706e-05
Position 2230: 1.684806380895004e-05
Position 852: 1.2480907440032166e-05
Position 3478: 1.1754490728628371e-05
Position 2157: 1.1686892437512603e-05
Position 1149: 9.401353229913737e-06
Position 3058: 8.954724463220765e-06
Position 3264: 8.675343465480735e-06
Position 476: 8.650733135033203e-06
Position 872: 7.537043193340054e-06
Position 2129: 6.36714713256298e-06
Position 2822: 6.084249124928795e-06
Position 1609: 5.940475190668722e-06
Position 1705: 3.3735046848566637e-06
Position 984: 3.283993626270831e-06
Position 1099: 2.874200670666652e-06
Position 2681: 2.3156137361173075e-06
Position 2330: 2.073632674795877e-06
Position 1589: 1.8524345480644546e-06
Position 89: 1.3848824302313934e-06
Position 2642: 8.968790498188693e-07
Position 7446: 7.815455689358742e-07
Position 1889: 2.6001067209826293e-07
Position 2273: 2.526956821219976e-07
Position 250: 2.1862460459617004e-07
Position 2427: 7.388131149968079e-08
Position 1957: 6.656703003178517e-08
Position 95: 4.319594629359237e-08
Position 67: 3.5819936676915696e-08
Position 504: 3.298730299285397e-08
Position 485: 3.124617133304225e-08
Position 7328: 3.020305446063175e-08
Position 523: 2.893020116943107e-08
Position 7454: 2.853815851693709e-08
Position 1065: 2.825750708781139e-08
Position 269: 2.7166805417428e-08
Position 7355: 2.7027011102632313e-08
Position 273: 2.3821432642866092e-08
Position 574: 1.1324573253186607e-08
Position 437: 1.0294306867352857e-08
Position 843: 9.483004620731917e-09
Position 905: 8.283297950852233e-09
Position 300: 8.112508725144509e-09
Position 587: 7.145014149494646e-09
Position 421: 5.497336714778321e-09
Position 512: 4.36011010288458e-09
Position 103: 3.729493479710901e-09
Position 501: 3.260928329135373e-09
Position 77: 1.2671590111415493e-09
Position 302: 2.2081068741638998e-10
