Gene = Parm1
Position 1165: 2.167294772455778e-06
Position 1328: 1.82506941464892e-06
Position 942: 1.7649101395345035e-06
Position 1218: 1.7458243422008102e-06
Position 706: 1.668871893685614e-06
Position 2297: 1.6432293012899204e-06
Position 1240: 1.3336753147430604e-06
Position 633: 8.777996181816496e-07
Position 490: 8.171570878177543e-07
Position 499: 2.0892285111068292e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 342: 0.3039215620890981
Position 8603: 0.2245180663588492
Position 2545: 0.10812549034883719
Position 6391: 0.10636103352392604
Position 3947: 0.07901701993072198
Position 1061: 0.07139446213377679
Position 574: 0.06473332615598865
Position 6006: 0.056865426606181615
Position 4767: 0.04767011716229178
Position 15004: 0.04257317576794726
Position 10162: 0.03614556164706161
Position 3702: 0.03486432419657989
Position 16406: 0.03357264757973611
Position 11986: 0.028844673168368896
Position 4632: 0.027698282667293902
Position 8922: 0.026724694968185525
Position 3766: 0.023280901742492404
Position 7776: 0.01862986109440039
Position 7993: 0.018134573011126746
Position 6047: 0.018044878494780318
Position 848: 0.01757374840161697
Position 2230: 0.016715405602106655
Position 4151: 0.016531455929957067
Position 2421: 0.015929779554065476
Position 5397: 0.013505474930624949
Position 11254: 0.013366701721269898
Position 10344: 0.012879695720752142
Position 6619: 0.011361867719935904
Position 6519: 0.009957003539168714
Position 3139: 0.009423115175898762
Position 2720: 0.009096217414432011
Position 5756: 0.009086098683667033
Position 2070: 0.008556530108731118
Position 5130: 0.008095302987570071
Position 7508: 0.007932400778500489
Position 361: 0.00735461408843022
Position 6202: 0.0069367179516242015
Position 2128: 0.00622256491366113
Position 2012: 0.006026699595100747
Position 6766: 0.0060210186227982535
Position 1547: 0.0055167370345631985
Position 4854: 0.0053046868399400935
Position 10425: 0.005256245371571925
Position 1389: 0.005150604941055149
Position 5412: 0.0051485413742985665
Position 12263: 0.005036559380149533
Position 8395: 0.004607074181026296
Position 3706: 0.00432866261974181
Position 2916: 0.00403439239026262
Position 3638: 0.003985816353134303
Position 7023: 0.0037477799678153866
Position 2664: 0.0032584777807722095
Position 8529: 0.0030404081717740096
Position 2025: 0.002919411192881729
Position 10752: 0.002820259541478933
Position 7270: 0.0026043724910379228
Position 1873: 0.0022038027121927756
Position 8432: 0.0021483592938501867
Position 8205: 0.0020531592045519415
Position 3654: 0.00176756727585016
Position 6840: 0.0016655397786173158
Position 3797: 0.0014136203841712313
Position 4484: 0.001387253522304937
Position 2636: 0.001270897012952272
Position 4117: 0.0011591569555586619
Position 3588: 0.001056820452451244
Position 3150: 0.0010130836862706878
Position 3177: 0.0009555800599775189
Position 5715: 0.0009294771071514873
Position 2424: 0.0009259237057600153
Position 699: 0.000906362602142834
Position 927: 0.0007773187575338988
Position 934: 0.00077027694235946
Position 2092: 0.0007055695391709446
Position 5339: 0.0006475679482979774
Position 3615: 0.0006412684860345213
Position 2893: 0.0006186228219887992
Position 5207: 0.000589060668749921
Position 5478: 0.0005861004707093797
Position 275: 0.000566374143753874
Position 2778: 0.0005659517785403579
Position 4702: 0.0005382433140687012
Position 1688: 0.0005347476486662185
Position 1095: 0.0004965336039237936
Position 6817: 0.00048704465752221604
Position 1275: 0.00048074215921797527
Position 265: 0.0004797945418882615
Position 499: 0.0004518855017174873
Position 6805: 0.0004403382059688431
Position 4923: 0.0004210860753920375
Position 3842: 0.0004041341288193867
Position 2729: 0.0003097325080812642
Position 3974: 0.0003064243149989677
Position 1600: 0.0003008335755755729
Position 895: 0.0003001689060501319
Position 2360: 0.0002960929094385858
Position 2076: 0.0002917198517842817
Position 4510: 0.00029165166042652757
Position 724: 0.00028139541723594207
Position 1415: 0.00024767792129270913
Position 5161: 0.00022287573823816508
Position 365: 0.00021435238661587827
Position 195: 0.00021220620147780785
Position 2327: 0.0002120254750688979
Position 1440: 0.00020694457753551844
Position 2297: 0.0002054430995454812
Position 4073: 0.00013600734051489696
Position 1118: 0.00012475800272409896
Position 1521: 0.00010709146607402694
Position 626: 0.00010475429985225611
Position 676: 7.971295862933341e-05
Position 143: 6.533238029691134e-05
Position 2400: 6.281244841904817e-05
Position 798: 3.614446118184082e-05
Position 475: 3.586425776947622e-05
Position 293: 3.44888135663645e-05
Position 482: 3.368027859628618e-05
Position 2846: 3.276069940741571e-05
Position 854: 2.777046983773876e-05
Position 93: 2.5313172775632854e-05
Position 758: 2.1297439155233543e-05
Position 881: 1.8039083385062447e-05
Position 813: 1.594533055130776e-05
Position 1519: 1.543804921718391e-05
Position 311: 1.236175347302279e-05
Position 3039: 9.534397030148738e-06
Position 598: 7.722557356152242e-06
Position 367: 7.468735064310309e-06
Position 605: 6.223153640775305e-06
Position 391: 4.961369795388648e-06
Position 815: 4.787673230695543e-06
Position 2677: 2.974667776000205e-06
Position 875: 2.754788321041491e-06
Position 451: 2.0128628128864382e-06
Position 586: 1.9189564639812287e-06
Position 682: 1.8910936208544304e-06
Position 731: 1.849455941428827e-06
Position 102: 1.8450323259691151e-06
Position 287: 1.769779327567935e-06
Position 1004: 1.7504989756038295e-06
Position 664: 1.7226128534331542e-06
Position 250: 1.6724311887922629e-06
Position 619: 1.5151210044070422e-06
Position 233: 1.0458583463619405e-06
Position 900: 1.008504730976044e-06
Position 386: 8.687632023678063e-07
Position 907: 5.440632219504754e-07
Position 244: 4.987956927290941e-07
Position 726: 4.680191389308318e-07
Position 459: 3.9253951843046065e-07
Position 748: 3.922847567812882e-07
Position 409: 3.6066048214706853e-07
Position 621: 2.9407003906865744e-07
Position 887: 2.2369416885464726e-07
Position 986: 2.0444516839033563e-07
Position 950: 1.837384154861008e-07
Position 1472: 1.6289332774945165e-07
Position 295: 1.5584671273226302e-07
Position 382: 1.2706462907831265e-07
Position 152: 1.0513395806365736e-07
Position 216: 9.454316407586375e-08
Position 431: 8.094506713352362e-08
Position 1100: 6.919578753792466e-08
Position 443: 4.5250973531552635e-08
Position 424: 4.3688920414139855e-08
Position 211: 4.303245959506686e-08
Position 508: 4.00782884213757e-08
Position 1158: 2.9953458260172884e-08
Position 213: 2.4107881201410424e-08
Position 411: 1.4319784795493662e-08
Position 76: 8.448010859242996e-09
Position 512: 3.0973454135403557e-09
