Gene = Ivl
Position 955: 0.6216630720735258
Position 2636: 0.11904226099914902
Position 819: 0.09940445961690202
Position 926: 0.04851982135058315
Position 1054: 0.04157864346707477
Position 967: 0.020876763723335235
Position 1989: 0.016147973318796586
Position 653: 0.01101462734677998
Position 345: 0.008992603969330737
Position 1015: 0.006784310144315598
Position 1026: 0.006763544241724021
Position 296: 0.0061309444696439185
Position 1341: 0.005898653173400573
Position 2790: 0.004577511128684344
Position 1110: 0.004511693831859687
Position 609: 0.004402230597533595
Position 2572: 0.004363368843189299
Position 555: 0.004182476334603521
Position 711: 0.0039233288419922374
Position 307: 0.0038177450029563556
Position 1344: 0.0034105417124500412
Position 1992: 0.002878825287339316
Position 638: 0.002788480854304336
Position 2453: 0.0025644530633934137
Position 1998: 0.0023928600559198175
Position 1773: 0.002127586831612897
Position 902: 0.0021205067552388557
Position 1158: 0.0019485128330709145
Position 738: 0.0018010009004376596
Position 517: 0.001708239036399024
Position 1815: 0.0016125870148092289
Position 1572: 0.0013318006502721536
Position 2034: 0.001311455159481025
Position 1545: 0.001084659271048314
Position 899: 0.0010747390799679551
Position 216: 0.0010149087500696484
Position 1470: 0.0010127039810068805
Position 151: 0.0009756826897468044
Position 2272: 0.0009354430974096958
Position 1888: 0.0009353322362401173
Position 1896: 0.00087502384888904
Position 1176: 0.0008721921692286875
Position 1944: 0.0008700817645114469
Position 122: 0.000803359607913948
Position 2277: 0.0007870416336944937
Position 660: 0.0007413109548949991
Position 178: 0.0007354894651232048
Position 1969: 0.0005861850147109813
Position 1239: 0.0005669200022243664
Position 1728: 0.0005305663582638005
Position 1527: 0.0005262148126581075
Position 970: 0.0004983545512258763
Position 1376: 0.00047720176214964717
Position 2007: 0.0004611120310332003
Position 1350: 0.00044981810197809805
Position 1314: 0.0004468918069525071
Position 1647: 0.0004379382560772047
Position 1656: 0.00043706156369159615
Position 1266: 0.0004053610107780354
Position 1003: 0.0003754220435003193
Position 2544: 0.00036409334631580585
Position 1606: 0.00036389481761851886
Position 539: 0.0003439900114900073
Position 444: 0.00032862911591512194
Position 1509: 0.00032291814924854446
Position 2802: 0.00030085944156453537
Position 1194: 0.0002855220732273827
Position 694: 0.0002739267523735109
Position 1575: 0.00027362448574613806
Position 1638: 0.0002732978539062052
Position 1152: 0.0002704825271217539
Position 1368: 0.00025478863760038746
Position 2155: 0.0002486966398590132
Position 1860: 0.000232996964941973
Position 2458: 0.00022643841421019357
Position 1068: 0.00021099517629551983
Position 1065: 0.00020723169534339142
Position 2079: 0.00020229628189300384
Position 255: 0.00019750029201282812
Position 2037: 0.00018692745723047642
Position 1038: 0.0001855498999318127
Position 1383: 0.00017260272337069453
Position 1533: 0.00016934084766591798
Position 2286: 0.00016556751779832847
Position 441: 0.00015997532331333175
Position 825: 0.00015848230254616587
Position 2059: 0.00014908596098901888
Position 1680: 0.00014262945282103484
Position 2722: 0.000138810279394301
Position 1776: 0.00013351351606295255
Position 1569: 0.0001332418916754134
Position 157: 0.0001314962383424492
Position 415: 0.00012584033855285594
Position 1293: 0.00011301677123343088
Position 258: 0.00010889286323567301
Position 1348: 0.00010241764780103943
Position 1209: 0.00010003839490420098
Position 235: 9.886857146009161e-05
Position 1363: 8.875390291828258e-05
Position 1818: 8.676804926757066e-05
Position 1467: 8.151620316559091e-05
Position 1473: 7.799749937067793e-05
Position 2680: 7.677246684610653e-05
Position 283: 7.644910816900643e-05
Position 1640: 7.211778187366301e-05
Position 1662: 7.161886498124104e-05
Position 1129: 7.096548781591654e-05
Position 849: 6.801089337040739e-05
Position 1539: 6.688353346904696e-05
Position 182: 6.487569643212683e-05
Position 571: 6.0514182336973344e-05
Position 97: 6.0477227440959455e-05
Position 185: 5.7790658714138005e-05
Position 1155: 5.7737258889474094e-05
Position 1941: 5.484136658394471e-05
Position 1257: 5.1334664832278775e-05
Position 1389: 5.115570245525884e-05
Position 2580: 5.0163683837371854e-05
Position 1296: 4.850515249988097e-05
Position 2293: 4.7802136645429544e-05
Position 1779: 4.5505819000303766e-05
Position 274: 4.4009963583081346e-05
Position 1770: 4.3743962441820655e-05
Position 1230: 3.959226476247855e-05
Position 2429: 3.877690484464854e-05
Position 2647: 3.682481803040408e-05
Position 1134: 3.434329021732139e-05
Position 1272: 3.432438391738796e-05
Position 1593: 3.40456069949866e-05
Position 1590: 3.324117767346873e-05
Position 1122: 3.213866251628288e-05
Position 1812: 3.1998339237308215e-05
Position 1795: 3.1043883557796325e-05
Position 1686: 3.053577672923415e-05
Position 1233: 2.9752778177857038e-05
Position 1206: 2.9061136860686953e-05
Position 856: 2.8637715521913648e-05
Position 1731: 2.8384561938368574e-05
Position 523: 2.8376636419375442e-05
Position 1617: 2.812992794413089e-05
Position 356: 2.6642906075674152e-05
Position 852: 2.6537819698724363e-05
Position 1290: 2.5066332385960722e-05
Position 473: 2.465218633530712e-05
Position 2677: 2.4085511099149376e-05
Position 1260: 2.2228332510259887e-05
Position 383: 2.0418285707018465e-05
Position 1212: 2.034436247563318e-05
Position 111: 2.0198930251296603e-05
Position 124: 1.9514471266148484e-05
Position 682: 1.9418395079785055e-05
Position 487: 1.7528606253608796e-05
Position 2029: 1.6832113508663112e-05
Position 218: 1.1333802577734407e-05
Position 1971: 1.0196958635312433e-05
Position 1953: 8.451339728166166e-06
Position 222: 8.15984511701607e-06
Position 1947: 7.08171131149032e-06
Position 359: 6.55798958022974e-06
Position 1075: 6.410229163708756e-06
Position 2082: 4.396067892072307e-06
Position 267: 4.1049753468365965e-06
Position 133: 2.9414197450573143e-06
Position 243: 2.7599718666165918e-06
Position 563: 2.645647434563229e-06
Position 463: 2.4803097058844343e-06
Position 666: 2.421296929759416e-06
Position 238: 1.140530930630625e-06
Position 189: 1.059712150671426e-06
Position 592: 9.267057062034588e-07
Position 130: 6.962072191978633e-07
Position 361: 6.684400138703433e-07
Position 755: 5.844912334892836e-07
Position 369: 3.583643209384135e-07
Position 1131: 2.862369041914509e-07
Position 1380: 1.1010392559488381e-07
Position 1386: 8.521456072204567e-08
Position 197: 6.960545215655982e-08
Position 392: 5.4826351189018294e-08
Position 698: 4.2017848045890006e-08
Position 389: 3.163331984829638e-08
Position 376: 2.2583876028949825e-08
Position 373: 1.5621129358515555e-08
Position 455: 1.4447746169764533e-08
Position 366: 1.3572943483472062e-08
Position 199: 1.5158903969895204e-09
