Gene = Pptc7
Position 33238: 0.00048436858893377197
Position 9982: 0.0004832920145686788
Position 2027: 0.0004735202013834374
Position 34547: 0.0004551121678327543
Position 2047: 0.000446693567752725
Position 36322: 0.0004439450943094737
Position 780: 0.00044240133066227803
Position 35717: 0.0004418350501238901
Position 413: 0.0004372193742256832
Position 12914: 0.00042337538878754386
Position 32851: 0.0004098883577209014
Position 37631: 0.0004048766784607008
Position 410: 0.0004023561363823715
Position 1553: 0.0003898929331502699
Position 1561: 0.00038713346772952363
Position 35236: 0.0003788759203087044
Position 3727: 0.0003756393824769776
Position 2603: 0.00037094620526903103
Position 33821: 0.000366491043877054
Position 34446: 0.0003499271966379066
Position 1475: 0.00034414899001996955
Position 34232: 0.0003387136461053945
Position 3210: 0.00032949731959241936
Position 1923: 0.00030929904338924675
Position 37330: 0.00030739165228877704
Position 799: 0.00027808928965871387
Position 36315: 0.00026931412272747173
Position 2112: 0.00026083062878189643
Position 3316: 0.0002596012190351848
Position 36936: 0.00024771459859586044
Position 36279: 0.00024685723094225833
Position 1123: 0.00024104860324617052
Position 2099: 0.0002132916601018717
Position 1441: 0.00021253202255119927
Position 1179: 0.00020725899423002363
Position 36258: 0.00019617954351187767
Position 4012: 0.00018752046904818044
Position 33363: 0.0001868471893288921
Position 765: 0.0001857616451472929
Position 695: 0.0001767727579974887
Position 2969: 0.0001763135174803012
Position 33422: 0.00016567352087182147
Position 2131: 0.0001613958208612866
Position 35893: 0.0001598293487232666
Position 1876: 0.00015944536432412466
Position 35540: 0.00015626591625102608
Position 35447: 0.0001420157091990917
Position 456: 0.00013054105378846944
Position 5684: 0.00012423961521860065
Position 1200: 0.00011256906069808024
Position 2569: 0.0001070303531896374
Position 917: 0.00010421874281696973
Position 1714: 9.284810432416822e-05
Position 2053: 8.743747082731307e-05
Position 2408: 8.57499690389805e-05
Position 2606: 6.851796133156104e-05
Position 2637: 4.686551725454428e-05
Position 2515: 4.6419943484557954e-05
Position 962: 4.480039239528336e-05
Position 2456: 4.119643565596517e-05
Position 468: 3.4735500055986e-05
Position 1137: 3.1312833366752994e-05
Position 992: 2.6966740167724883e-05
Position 198: 2.6727396573261246e-05
Position 1155: 2.3014468793107615e-05
Position 805: 2.232902174580607e-05
Position 35724: 1.7464008984061105e-05
Position 35606: 1.713597353448097e-05
Position 30772: 1.6804216456912704e-05
Position 2580: 1.4993212516372777e-05
Position 33452: 1.3506359805523274e-05
Position 1883: 1.1969019602864972e-05
Position 2138: 1.1228091035760122e-05
Position 1395: 5.769553891239948e-06
Position 2690: 5.413737533405173e-06
Position 1987: 4.670236785249235e-06
Position 35780: 2.9101697447827872e-06
Position 3207: 1.4091636025281616e-06
Position 235: 1.232533680557328e-06
Position 4009: 1.1962183369356395e-06
Position 1243: 7.022296574991665e-07
Position 970: 4.0767330739827926e-07
Position 228: 4.0638794470800687e-07
Position 740: 3.520506856485964e-07
Position 1159: 3.1981903176296476e-07
Position 1250: 3.147062285550859e-07
Position 1207: 2.7323657581659026e-07
Position 483: 2.5087758429327844e-07
Position 959: 2.2203365230725072e-07
Position 480: 2.1223933852859952e-07
Position 621: 2.0994214879774833e-07
Position 1863: 9.093400483397226e-08
Position 1732: 8.820307978626153e-08
Position 717: 7.195405893225318e-08
Position 1939: 5.675085506988056e-08
Position 564: 3.465795078635881e-08
Position 1235: 1.7502095690638264e-08
Position 1912: 1.4373061853624679e-08
Position 2072: 7.900518523967614e-09
Position 231: 5.191713353613101e-09
Position 1092: 5.161734956497115e-09
Position 1055: 4.867059174847261e-09
Position 974: 3.865057425503397e-09
Position 1739: 1.515185794639074e-09
Position 616: 1.3753574918874869e-09
Position 1101: 8.997924500715961e-10
Position 166: 3.865801586409626e-10
Position 626: 2.390226446583789e-13
Position 647: 7.210693947073434e-14
Position 587: 5.3895326937854357e-14
Position 549: 4.6583585003894184e-14
Position 233: 3.574822698697516e-14
Position 638: 3.370745263065011e-14
Position 175: 6.567033255168807e-15
Position 711: 5.9952981798676975e-15
Position 593: 5.909396908736661e-16
Position 182: 4.399136410360336e-17
Position 124: 4.426361488930456e-19
Position 148: 1.3133389614889826e-19
