Gene = Lipe
Position 8992: 0.0036953159580483457
Position 10107: 0.0034425950767596907
Position 5901: 0.0034121792693498788
Position 11468: 0.0033183966295567873
Position 2041: 0.0032726039193235225
Position 3005: 0.0029096335844132487
Position 15119: 0.0028100674549821104
Position 2470: 0.0026290680988719397
Position 5632: 0.0024580972066167604
Position 14909: 0.0022871003397807546
Position 14673: 0.0021517273747846707
Position 14736: 0.0021360895850473967
Position 3862: 0.0020457254449072534
Position 18026: 0.0016816804108768775
Position 530: 0.0016517260938794197
Position 16772: 0.0015506229365961051
Position 4214: 0.0015452801008903154
Position 18075: 0.0014354846431076712
Position 9388: 0.001406308083554709
Position 18252: 0.001345374487589768
Position 15946: 0.0012567318429974467
Position 7391: 0.0011701907008260753
Position 3741: 0.00106547894057123
Position 6377: 0.0010506992853915888
Position 5570: 0.0010147252909879305
Position 3442: 0.0010059974158805052
Position 16616: 0.0009781359576505994
Position 9356: 0.0009270087176433769
Position 16560: 0.0008824911382411936
Position 9233: 0.000831778248284532
Position 154: 0.0008143663649823121
Position 18893: 0.0007784385104564457
Position 3615: 0.0007146235958065436
Position 393: 0.0006881919721051416
Position 1445: 0.0006137274999932722
Position 2635: 0.0006093670288672665
Position 16184: 0.0005799003226659307
Position 260: 0.000560369497220562
Position 18348: 0.0005423253044314501
Position 4195: 0.0005097454108227987
Position 5137: 0.0004975231447363392
Position 3856: 0.0004736021587820026
Position 4836: 0.0004615881991442554
Position 16380: 0.00043068355103145734
Position 4080: 0.0004133380052445087
Position 18609: 0.00039607467557962247
Position 16485: 0.00039343926976893043
Position 13527: 0.0003571148665831921
Position 3454: 0.0003570812495071322
Position 15238: 0.0003449680985761215
Position 3374: 0.00033572623248815926
Position 2257: 0.00033511986210171173
Position 3764: 0.0003292356268959655
Position 15263: 0.00031270330089383557
Position 13772: 0.00031080267377547687
Position 17905: 0.00026756611305424344
Position 13589: 0.00024910003586760417
Position 766: 0.0002337066396799328
Position 2249: 0.00023195426719344219
Position 4316: 0.00023100816844963322
Position 3214: 0.00021878029942336679
Position 135: 0.00021129024412951334
Position 13686: 0.00020211882576174828
Position 586: 0.00020125516990366268
Position 17439: 0.00020083104840391315
Position 50: 0.00015562513814339196
Position 13480: 0.00015294355564898584
Position 15125: 0.00014419821394808335
Position 2749: 0.00013938449795571357
Position 811: 0.00011756626854070637
Position 4297: 0.00011389808812897016
Position 841: 9.359853793662186e-05
Position 249: 9.079730777767188e-05
Position 835: 6.153837524498715e-05
Position 63: 5.234912247940012e-05
Position 13385: 3.264551191699924e-05
Position 13676: 2.9985776620265644e-05
Position 584: 2.345348601867524e-05
Position 11233: 1.8191358811374783e-05
Position 797: 1.6392338065524185e-05
Position 895: 1.4939391725173492e-05
Position 14125: 5.1243127056034526e-06
Position 6897: 4.192110798406894e-06
Position 9021: 3.6659862783604385e-06
Position 13956: 2.718382864330588e-06
Position 1164: 2.1839947758199965e-06
Position 13437: 1.8117763692054092e-06
Position 1174: 1.4190034328791171e-06
Position 4273: 1.3951083109680323e-06
Position 13847: 8.44971060611856e-07
Position 975: 8.133639061595144e-07
Position 2432: 7.339456183481161e-07
Position 1039: 6.23351812685004e-07
Position 1183: 3.191720774697829e-07
Position 1117: 2.2378312585272585e-07
Position 1156: 1.8051620735974255e-07
Position 1027: 1.1459524322545963e-07
Position 1206: 5.120448804403254e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 13384: 0.9739224326982981
Position 18536: 0.9210215505063958
Position 4416: 0.8787827893876123
Position 15470: 0.7791915087615994
Position 13744: 0.7562246154631889
Position 13182: 0.7336741325938552
Position 15029: 0.7039275372256949
Position 3085: 0.6242006775940087
Position 10436: 0.4074508031720826
Position 10056: 0.4060405449989029
Position 7737: 0.23245729238435042
Position 10390: 0.22687764963966156
Position 13212: 0.22481835090950486
Position 15710: 0.21881139327393756
Position 12634: 0.20718723851374488
Position 14045: 0.18086995417316984
Position 8487: 0.1650118826586621
Position 10191: 0.15544547906088052
Position 3139: 0.13557932940542194
Position 15382: 0.13297759339530196
Position 2931: 0.12371460445701728
Position 8517: 0.11393425078369918
Position 929: 0.10992451283533834
Position 970: 0.1032613613454625
Position 12662: 0.09787591546694274
Position 13839: 0.07473286907215687
Position 12821: 0.0731023319126084
Position 7760: 0.05794751885718752
Position 1827: 0.05770047291897218
Position 5808: 0.05638228258671858
Position 15107: 0.0549864103564211
Position 7595: 0.053604742086032685
Position 12885: 0.053332874273516614
Position 14961: 0.051984495607645724
Position 8551: 0.051103733075650415
Position 601: 0.04784635123531579
Position 15169: 0.04362012234938466
Position 15860: 0.040792130938149325
Position 8576: 0.03993158376306349
Position 3035: 0.03423656604607515
Position 15728: 0.03299573165540614
Position 15110: 0.03193149308731509
Position 7493: 0.03123265886324281
Position 7702: 0.031085129720690538
Position 17753: 0.028567329550182784
Position 955: 0.027475297151875862
Position 4083: 0.026051354836516605
Position 13710: 0.025189571365630704
Position 1205: 0.024938574723745208
Position 931: 0.0243436246314084
Position 7699: 0.023317705455992488
Position 12580: 0.022614813731416265
Position 12749: 0.019548627947420513
Position 8563: 0.018918220996669354
Position 13155: 0.018331139139139297
Position 18561: 0.01826781657306928
Position 1253: 0.018114131031846323
Position 874: 0.017692024171514224
Position 8136: 0.01731499076838287
Position 13620: 0.0168978535549558
Position 6401: 0.016662680740200324
Position 12789: 0.01661228208966829
Position 9200: 0.016250404482021853
Position 6713: 0.015500317794701863
Position 16475: 0.013727360188933242
Position 5475: 0.01353918229314911
Position 7975: 0.013254454931285754
Position 2106: 0.012229913118431817
Position 15875: 0.012221893195788305
Position 5950: 0.012187543601604322
Position 15757: 0.0115531522721579
Position 12172: 0.010736183788384767
Position 7513: 0.010364727253068038
Position 10272: 0.009669101209437914
Position 1018: 0.009548311805360282
Position 18150: 0.008796237446339708
Position 12150: 0.008493010371042699
Position 13019: 0.008433354098382634
Position 2560: 0.008360117796075473
Position 17548: 0.008089612796894217
Position 15678: 0.008055122715906183
Position 14672: 0.007923602542350465
Position 1852: 0.007892298875597352
Position 5788: 0.007439563691417193
Position 15412: 0.007349987379310051
Position 975: 0.00728298900081412
Position 3048: 0.0071659259353323585
Position 3151: 0.007136414193616986
Position 15447: 0.007100602379347384
Position 8815: 0.007075553848811085
Position 9562: 0.006928618176246175
Position 14174: 0.0067652937211555185
Position 3903: 0.006732146959697362
Position 1780: 0.006148367013730864
Position 2847: 0.006057510050328438
Position 15059: 0.006008813300797512
Position 986: 0.005984417352887122
Position 2968: 0.005763499689437921
Position 16887: 0.005707947470002401
Position 14609: 0.0055971142076952475
Position 15388: 0.005504878373682685
Position 7550: 0.0053713854756218095
Position 6830: 0.005167536378806802
Position 15472: 0.005162412247481837
Position 17234: 0.005066840791205441
Position 5546: 0.005065637811981461
Position 1921: 0.004639898787986941
Position 15761: 0.004437050066705235
Position 6255: 0.004336579469191086
Position 1989: 0.004295052069614705
Position 5520: 0.004241963830119354
Position 13429: 0.004223103205727424
Position 3656: 0.004070005564823898
Position 3021: 0.003957592761785728
Position 16334: 0.0038771113253882167
Position 13353: 0.0034732228066461516
Position 11429: 0.003318396629556787
Position 17974: 0.003160962834831795
Position 18110: 0.003142837176995602
Position 877: 0.00297043056472057
Position 4135: 0.0029288832263606635
Position 2334: 0.0026571941435195555
Position 14264: 0.002641558901623539
Position 1915: 0.002626641908148169
Position 5009: 0.0025934330806306853
Position 5065: 0.002413374112516264
Position 17582: 0.002335941090965486
Position 13397: 0.0022746684960793266
Position 6150: 0.00221833951314725
Position 13721: 0.0022044140816559273
Position 1936: 0.002204282591428364
Position 3511: 0.002198883420654055
Position 6359: 0.002188821832165303
Position 1901: 0.002178668863191148
Position 14050: 0.0021402721045250725
Position 1218: 0.0021377286429706674
Position 13847: 0.001967529164010517
Position 15658: 0.0019056167548137173
Position 15675: 0.001853683279779045
Position 472: 0.0017107023865225897
Position 6184: 0.001701210203763622
Position 8863: 0.0016802598603143616
Position 1769: 0.001654526389762562
Position 17725: 0.0016352823164678678
Position 2082: 0.001634547348152541
Position 9530: 0.0015593616374789954
Position 14216: 0.001546829661006538
Position 14931: 0.0015293634591108966
Position 508: 0.0015209939184783429
Position 2182: 0.0015083225801808286
Position 15146: 0.0014779204454595345
Position 4163: 0.0014681040182377453
Position 14009: 0.0014152904363303408
Position 1235: 0.0013536346371590747
Position 653: 0.0013298936156549473
Position 7264: 0.0013289554140394416
Position 1793: 0.00127903781814095
Position 15765: 0.0012529323629816053
Position 839: 0.001242793632639243
Position 17834: 0.0012426039130863853
Position 1871: 0.001232320066636817
Position 1258: 0.0012023678349102126
Position 2928: 0.0011932128122202367
Position 14998: 0.0011191793560839094
Position 15417: 0.0011106700960679403
Position 18294: 0.0011096001288609487
Position 1075: 0.0010944869071412332
Position 3395: 0.0010722777996937565
Position 3751: 0.0010656671458947288
Position 14204: 0.001065503181775478
Position 18411: 0.0009961231895981183
Position 650: 0.0009551454628180491
Position 17500: 0.0009529271219705874
Position 17024: 0.0009411419893027446
Position 5479: 0.0009264454103681797
Position 5012: 0.0009121045189361748
Position 18964: 0.0008999641279851388
Position 16812: 0.000851521981806843
Position 13782: 0.0008501141955530328
Position 17236: 0.0008226519941004918
Position 1752: 0.0007905804375662281
Position 15991: 0.0007562682665102114
Position 13807: 0.0007482474356118702
Position 3441: 0.0007391603951114738
Position 547: 0.000726348252559074
Position 14852: 0.0007084670050786957
Position 14709: 0.000701444135476142
Position 1835: 0.0007012583347569
Position 17193: 0.0006918432346496911
Position 14587: 0.0006297931990927765
Position 5530: 0.0006266416739060934
Position 578: 0.0006248542646711325
Position 13470: 0.0006201872442638293
Position 17065: 0.000618278920981067
Position 17784: 0.0005997373777706536
Position 3950: 0.000599198484837917
Position 4686: 0.0005827384517699923
Position 15330: 0.0005473869149156649
Position 3378: 0.000524664443419691
Position 3541: 0.0005177085706176653
Position 1743: 0.0005160504866924037
Position 1043: 0.0005060099266800958
Position 3584: 0.0005057120880399245
Position 2155: 0.0004862442657931594
Position 852: 0.000483560483608517
Position 2187: 0.0004635613867619994
Position 2158: 0.00046216291407646606
Position 4453: 0.00043398439263958154
Position 16683: 0.0004320323195884303
Position 2130: 0.0004058547853522791
Position 18704: 0.0003967880530516
Position 17755: 0.0003664096802645839
Position 4266: 0.00035101895859110616
Position 13027: 0.00033055747099159337
Position 16757: 0.0003263985170833218
Position 16771: 0.0003162473573704899
Position 13899: 0.0003155749924441626
Position 5815: 0.00030595162156524724
Position 887: 0.00029358778923101024
Position 15521: 0.00027154944166958957
Position 5424: 0.0002668287816908362
Position 620: 0.00026626730788618946
Position 5092: 0.0002601931670524561
Position 2590: 0.0002571865472088135
Position 5734: 0.0002534084804475432
Position 4932: 0.0002465522995264417
Position 3476: 0.00023718834397790743
Position 1757: 0.000222338323431373
Position 14022: 0.00022066700382474683
Position 18683: 0.00021538901400913908
Position 14013: 0.00020966789989109136
Position 385: 0.00020362577061760887
Position 18893: 0.0001990637564730904
Position 3297: 0.0001959619748712234
Position 13794: 0.00019330198805071682
Position 15665: 0.00018730823882572026
Position 1156: 0.00018726673398246265
Position 18605: 0.0001864756311475072
Position 1941: 0.00018394513835303896
Position 5766: 0.0001808011080062076
Position 1322: 0.00017848491574010532
Position 4426: 0.00017775726704418216
Position 4964: 0.00017221391064425794
Position 13816: 0.00016877879605188838
Position 2617: 0.00016651472522288761
Position 3290: 0.00016281810924481622
Position 4836: 0.00016145902138555853
Position 14908: 0.00016129875102295385
Position 14280: 0.0001595128404767384
Position 16823: 0.00015089329904112718
Position 3357: 0.00013708791535308671
Position 16267: 0.0001352793676532592
Position 665: 0.00013276056819003747
Position 14640: 0.00013000442658004147
Position 1998: 0.000125761581951516
Position 16224: 0.0001229646183573915
Position 3453: 0.000117188786042666
Position 1112: 0.00011671569470449347
Position 14005: 0.00011504134655939399
Position 1036: 0.00011376333024618182
Position 1072: 0.00010927809924324893
Position 4088: 0.00010757367035729856
Position 13895: 0.00010711461418706509
Position 17595: 0.00010217426246116057
Position 2132: 9.586819701135802e-05
Position 1706: 9.237333560189909e-05
Position 3913: 8.594355987423114e-05
Position 16717: 8.360604188507448e-05
Position 1484: 7.946013443639314e-05
Position 17474: 7.792164273716785e-05
Position 752: 7.673363531591947e-05
Position 1709: 7.654076679448477e-05
Position 3490: 7.507732217859007e-05
Position 14482: 7.437966086545436e-05
Position 1027: 7.208118716954835e-05
Position 2584: 7.199075748438593e-05
Position 13930: 6.426289558794758e-05
Position 2394: 6.288093713695683e-05
Position 2084: 6.285869810210467e-05
Position 2125: 6.23425852018682e-05
Position 267: 6.189003482848083e-05
Position 3962: 5.777534229356794e-05
Position 16274: 5.76452196662749e-05
Position 797: 5.605252426558704e-05
Position 5966: 5.36360663778905e-05
Position 15556: 5.298137209808676e-05
Position 13883: 5.254296166033698e-05
Position 584: 4.865259220319662e-05
Position 13588: 4.75558476597024e-05
Position 671: 4.6351280812538963e-05
Position 260: 4.107389976302147e-05
Position 13570: 4.0981643076983116e-05
Position 14118: 3.587839934092853e-05
Position 692: 3.336861347580061e-05
Position 779: 3.194153415259211e-05
Position 4388: 3.1069290949617924e-05
Position 13596: 3.0662224758790706e-05
Position 942: 2.989437711374077e-05
Position 292: 2.66713898916414e-05
Position 13629: 2.160993176412615e-05
Position 14390: 2.1367913107167013e-05
Position 4667: 1.8765300693534526e-05
Position 13925: 1.8299077561558293e-05
Position 2507: 1.757283600438968e-05
Position 4501: 1.7027498124536287e-05
Position 15308: 1.663806735912207e-05
Position 5890: 1.6013294464586223e-05
Position 5316: 1.486173528856108e-05
Position 5358: 1.4622890661653146e-05
Position 13672: 1.3824821396069851e-05
Position 4979: 1.206177280025143e-05
Position 249: 1.1456376115473356e-05
Position 522: 1.0134857529129592e-05
Position 1354: 9.20666245350126e-06
Position 11110: 9.000015095322551e-06
Position 13635: 8.867715840941661e-06
Position 4641: 8.839481053508852e-06
Position 439: 8.249480315962425e-06
Position 526: 8.01628043563263e-06
Position 4371: 7.791910589716955e-06
Position 13973: 7.084860712279969e-06
Position 341: 6.591571569511765e-06
Position 11169: 6.09524231384745e-06
Position 5851: 5.90868163191511e-06
Position 6126: 4.6784801305725315e-06
Position 17190: 4.432291630884231e-06
Position 1489: 4.40480875539694e-06
Position 224: 4.094210463042961e-06
Position 425: 4.083433938088854e-06
Position 4791: 3.609977006429209e-06
Position 14157: 3.5370096790070806e-06
Position 422: 3.521641388574805e-06
Position 350: 3.3395186798616706e-06
Position 418: 3.1119225253705186e-06
Position 11028: 3.0961014022047877e-06
Position 367: 2.8663000022417155e-06
Position 1270: 2.7969986904447137e-06
Position 4737: 2.620009470901838e-06
Position 803: 2.617508524727346e-06
Position 13647: 2.587348780393895e-06
Position 436: 2.555620195930166e-06
Position 445: 2.504777608012879e-06
Position 314: 2.3062436398504957e-06
Position 272: 2.077046061400673e-06
Position 551: 1.5306687709275549e-06
Position 697: 1.4902716137520458e-06
Position 820: 1.4601957314010276e-06
Position 1164: 1.4409140012301438e-06
Position 617: 1.3265057611529417e-06
Position 13983: 1.2868591132217506e-06
Position 14065: 1.186533225800335e-06
Position 718: 1.1493453250112157e-06
Position 1333: 1.1027435041448408e-06
Position 406: 9.875269580421965e-07
Position 310: 8.794294963375019e-07
Position 16251: 7.90061525411714e-07
Position 14223: 7.875958042949534e-07
Position 835: 7.084223450896766e-07
Position 1393: 6.597050146911045e-07
Position 15559: 6.093659489390388e-07
Position 3371: 6.005755553720608e-07
Position 674: 5.891948827076148e-07
Position 14288: 5.600229645945177e-07
Position 530: 4.851509089228915e-07
Position 4960: 4.7657454645185466e-07
Position 16107: 4.7127977602885434e-07
Position 16014: 4.6708910862607257e-07
Position 1136: 4.6613307503787623e-07
Position 16076: 4.6566231997066296e-07
Position 889: 4.6124030931668495e-07
Position 13601: 4.554917826744913e-07
Position 326: 4.5462110609065425e-07
Position 1131: 4.388163017232396e-07
Position 1080: 4.2418909770535525e-07
Position 16121: 4.0102592848245566e-07
Position 4576: 3.4418134030660464e-07
Position 1444: 3.414723392885291e-07
Position 895: 3.048667218055516e-07
Position 16038: 3.010268486565978e-07
Position 2706: 2.4440682825086933e-07
Position 393: 2.3355985090742168e-07
Position 766: 2.3319012445856922e-07
Position 14192: 2.3040445903281715e-07
Position 295: 2.266664154004929e-07
Position 14096: 2.214411537645489e-07
Position 677: 2.0094001410185047e-07
Position 358: 1.3207132846263557e-07
Position 3637: 1.1475522343010693e-07
Position 1401: 1.1121991303087869e-07
Position 297: 7.607794933781711e-08
Position 817: 7.502565308679597e-08
Position 784: 7.249847217342938e-08
Position 754: 6.158305249610834e-08
Position 2112: 5.540060343557096e-08
Position 2198: 5.146883347736291e-08
Position 3299: 4.493733888549433e-08
Position 286: 4.2632020189471345e-08
Position 811: 4.082865559641791e-08
Position 806: 2.0341081169288464e-08
Position 14054: 1.3150126382897585e-08
Position 679: 4.277092340778433e-10
Position 166: 1.2141861636117987e-11
Position 159: 1.0435569411624946e-11
Position 116: 8.326648394580822e-13
Position 170: 8.246031621232121e-13
Position 161: 7.941076130261724e-13
Position 130: 7.728362798561429e-13
Position 204: 6.616529068141228e-13
Position 177: 6.536568601615797e-13
Position 199: 4.942083399388942e-13
Position 189: 3.273908132550645e-13
Position 192: 2.0269321626668683e-13
Position 121: 1.3978908537200319e-13
Position 182: 1.1437892783869946e-13
Position 207: 4.834581600353704e-14
Position 123: 3.4595276339053746e-14
Position 186: 2.0510449368751245e-14
