Gene = Mto1
Position 390: 0.0031122289391783634
Position 9263: 0.002715790400763794
Position 23420: 0.0023731024286643993
Position 25315: 0.0021764617067489495
Position 12682: 0.002065234230401304
Position 66: 0.0019255577943710482
Position 337: 0.0018212089210869196
Position 1609: 0.0016158490893157674
Position 971: 0.0016122741991401223
Position 918: 0.0014223357424625789
Position 584: 0.001182971578765521
Position 683: 0.0011363242800115005
Position 4429: 0.0010203234256656501
Position 23174: 0.0009890489820054207
Position 10365: 0.0009035160889327991
Position 22800: 0.0008455823193121535
Position 943: 0.0007524467261982641
Position 589: 0.0007319967336488871
Position 364: 0.0006044891779147313
Position 1084: 0.0005802003480768436
Position 1286: 0.0004450587606003918
Position 688: 0.000382168130201662
Position 9313: 0.00036500271072621905
Position 564: 0.0003273926313473897
Position 10029: 0.00031266348549912855
Position 358: 0.0003017033688870522
Position 22969: 0.0002418877404649954
Position 22735: 0.00022813277905810408
Position 200: 0.00020944717429187984
Position 441: 0.0002031946316463272
Position 9481: 0.00018461487721406928
Position 10983: 0.0001558043081590984
Position 5803: 0.00015184109703305637
Position 524: 0.00014311104438503953
Position 16751: 0.0001321701460790948
Position 11453: 0.00012366585317976635
Position 13011: 0.00011716159840393025
Position 920: 0.00011523045914581957
Position 153: 0.00010971857976440044
Position 454: 0.00010938774336570344
Position 480: 0.0001052728664422127
Position 785: 9.244918025872896e-05
Position 620: 8.813826152695248e-05
Position 755: 8.531288481641817e-05
Position 13841: 7.901912201029062e-05
Position 22614: 6.848236390752746e-05
Position 374: 6.625627344471755e-05
Position 10467: 6.519712362739113e-05
Position 582: 6.209756723358764e-05
Position 1616: 5.981191387773186e-05
Position 1048: 5.752585377947621e-05
Position 10479: 5.237401018313577e-05
Position 9870: 4.519859939103712e-05
Position 517: 4.2575770486215016e-05
Position 1105: 3.360453121056975e-05
Position 1330: 2.8720589967004574e-05
Position 9976: 2.689251283830051e-05
Position 11291: 2.5921995447717336e-05
Position 290: 2.5902983657730583e-05
Position 10539: 2.472575820281321e-05
Position 706: 2.2416628904406214e-05
Position 11189: 2.216788062414725e-05
Position 10519: 2.1136143179936368e-05
Position 10569: 2.1085617188395232e-05
Position 13436: 2.0169498312348094e-05
Position 1590: 2.016365652224528e-05
Position 1792: 1.9942169733855104e-05
Position 539: 1.978525373793245e-05
Position 1019: 1.5770073415376232e-05
Position 1099: 1.4851378173640288e-05
Position 1304: 1.3675280859908624e-05
Position 11030: 1.2264766534827455e-05
Position 11591: 1.1755418783385967e-05
Position 9715: 1.1391394582754496e-05
Position 206: 1.133495992385664e-05
Position 1814: 1.091842159543081e-05
Position 91: 8.82305688830085e-06
Position 903: 8.545136044982194e-06
Position 1758: 7.659790527161033e-06
Position 1671: 4.266065124331561e-06
Position 10218: 1.9062125818356557e-06
Position 14464: 1.8850633420829493e-06
Position 10214: 1.8147348353662268e-06
Position 108: 1.459623689315775e-06
Position 258: 7.544548009286775e-07
Position 14851: 6.749164224165961e-07
Position 877: 5.364185738194063e-07
Position 9653: 4.884556243169735e-07
Position 9704: 3.9621352777078257e-07
Position 15354: 3.4580231904945014e-07
Position 127: 2.4529308291932457e-07
Position 503: 1.7480361189263815e-07
Position 9959: 1.4261882539580898e-07
Position 9849: 1.1446643323716947e-07
Position 10010: 9.555804647592156e-08
Position 9233: 6.688036632408241e-08
Position 693: 9.776273689216326e-09
Position 686: 5.445452314741869e-09
Position 1632: 3.3008887658152973e-09
Position 459: 6.41172450374443e-10
Position 498: 1.288470853223596e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9001: 0.9978344473061639
Position 1210: 0.9044870667555835
Position 25581: 0.7699623022086279
Position 9708: 0.7188500806999777
Position 16675: 0.7062682221394542
Position 13311: 0.4842297378986044
Position 22422: 0.44314242295028916
Position 18457: 0.435751802345481
Position 9207: 0.3831963798003143
Position 13343: 0.3724545468489703
Position 22451: 0.3630798448842472
Position 12613: 0.3218787191933524
Position 9262: 0.30048882456110015
Position 3748: 0.28978892045946447
Position 9232: 0.2613900447943159
Position 16634: 0.24091300022355336
Position 12624: 0.22515169293786608
Position 22803: 0.21986388256182227
Position 12904: 0.1912765473628326
Position 25229: 0.18305568092988594
Position 18547: 0.17463855608596848
Position 5064: 0.14085845334488353
Position 894: 0.12291809603520713
Position 11744: 0.11242815493563509
Position 4555: 0.10389333937580882
Position 25204: 0.10358867122069636
Position 5339: 0.08904295291914954
Position 788: 0.0849761373294396
Position 811: 0.08187561946311384
Position 1509: 0.07921512257770913
Position 22403: 0.06798155356574509
Position 25341: 0.0539765645606437
Position 468: 0.047788885854914934
Position 5083: 0.04692892699847296
Position 4558: 0.04633518956189963
Position 25188: 0.04378127118644186
Position 22653: 0.043084658702545166
Position 165: 0.04146399128708208
Position 15527: 0.04091501465136584
Position 19377: 0.04082260225277776
Position 22525: 0.039799476749141076
Position 9735: 0.0395496590156536
Position 917: 0.039454048698639076
Position 9666: 0.03784794158456973
Position 12916: 0.031195664031407274
Position 12743: 0.031140813615216322
Position 3792: 0.030634816484643376
Position 16694: 0.03047904801367619
Position 5131: 0.030273381079049186
Position 6062: 0.029334343558805424
Position 12900: 0.028466857946601403
Position 12927: 0.02810515411620201
Position 9800: 0.027337308029406097
Position 12767: 0.026326464317043097
Position 10281: 0.022723085163396422
Position 23347: 0.021621894320248858
Position 4651: 0.021461718689460462
Position 3147: 0.02031402888395589
Position 18561: 0.01908182532853874
Position 12770: 0.018888739849889126
Position 9746: 0.017730888434786377
Position 5900: 0.0160205828008594
Position 14562: 0.01556937505677343
Position 19300: 0.015149892654476672
Position 24787: 0.014023967336642613
Position 853: 0.013520366182130993
Position 2158: 0.013509326276099824
Position 727: 0.013019683462426643
Position 5303: 0.012996958709142881
Position 24810: 0.012862334611464906
Position 14591: 0.01247270962106266
Position 877: 0.012252328528433285
Position 3763: 0.012008889276307161
Position 12005: 0.011869943924204726
Position 1215: 0.011779244441872344
Position 5660: 0.01161580629058144
Position 19180: 0.011455341130690778
Position 6059: 0.011380212975504497
Position 14588: 0.011060951507171143
Position 11315: 0.010285289478714555
Position 22544: 0.01026356903195453
Position 1311: 0.009904569080086911
Position 15247: 0.009156278479041406
Position 14325: 0.008865306053447266
Position 25640: 0.008792831668903354
Position 743: 0.0084894385928449
Position 18630: 0.008314542866025607
Position 25499: 0.008085058056991721
Position 9606: 0.007420472336909661
Position 138: 0.006995565551419017
Position 9676: 0.006968024505919271
Position 15504: 0.006959982417846703
Position 1545: 0.006901868999516355
Position 4668: 0.0068972153672097105
Position 12111: 0.006506844241388788
Position 4717: 0.006487156928260826
Position 125: 0.006325458304596995
Position 14357: 0.006171319571641152
Position 14174: 0.006042192641568896
Position 12553: 0.005861803070383596
Position 5870: 0.00584515319674213
Position 4756: 0.005298037221165123
Position 12386: 0.005148793562736699
Position 24314: 0.0048770005270173476
Position 843: 0.004719761707519443
Position 12390: 0.004525657738683804
Position 9332: 0.004520293416408996
Position 9764: 0.0045194389394217025
Position 23970: 0.004346736130445792
Position 24479: 0.0041334686292706525
Position 18523: 0.004050355504374062
Position 9523: 0.003941117174327323
Position 9311: 0.0038440056674125815
Position 11917: 0.0038025790675261808
Position 15482: 0.0037653527014554215
Position 12114: 0.0036898939929257118
Position 15222: 0.0036576007837441056
Position 11954: 0.0034083260525618105
Position 1251: 0.0033633801122745785
Position 24913: 0.003281121580600919
Position 15138: 0.0031195190740266384
Position 9281: 0.0029278298507895164
Position 859: 0.0028217698433210476
Position 23906: 0.0026708686014923345
Position 3523: 0.0026179090974153894
Position 672: 0.002360680467093896
Position 14448: 0.0022603813676432363
Position 1401: 0.002156271243135554
Position 703: 0.002096866045330302
Position 9779: 0.001855451652002328
Position 22808: 0.001734247860357905
Position 4817: 0.0016935331591500578
Position 15499: 0.001688662647117963
Position 16844: 0.0016185863490683471
Position 10596: 0.00157403172856296
Position 4530: 0.0014956778753111226
Position 508: 0.001468208468519419
Position 16907: 0.0014579957218993733
Position 22761: 0.0014234139352313187
Position 598: 0.0013091059376140902
Position 23937: 0.0012342539135957382
Position 5437: 0.001228415359015972
Position 12059: 0.001226273090714919
Position 24680: 0.0011888840259238638
Position 3744: 0.0011667340130035709
Position 12405: 0.0011281447434505815
Position 21406: 0.0010686318520234472
Position 12434: 0.0010632083434384174
Position 943: 0.0010315409207320065
Position 16924: 0.0010091742700329004
Position 9722: 0.001007309583240753
Position 3564: 0.0010069453906066729
Position 10437: 0.0010014279292737697
Position 11692: 0.0009774491783003112
Position 9653: 0.0009184314817199622
Position 9751: 0.0008531748352463282
Position 1330: 0.0008267255770449607
Position 16499: 0.0008134328645903324
Position 432: 0.0007911230512668652
Position 171: 0.0007706481976777614
Position 22699: 0.0007236348993636992
Position 20770: 0.0007047821226888303
Position 24431: 0.0006758198653410754
Position 13214: 0.0006561890330429221
Position 11355: 0.0006429802621899234
Position 3383: 0.0006407638087774644
Position 4275: 0.0006173220589442433
Position 1513: 0.0006065925984306123
Position 24387: 0.0006017478589377076
Position 22085: 0.0005922552768201709
Position 23116: 0.0005910018206296633
Position 655: 0.0005881391476140784
Position 24248: 0.0005847255801970332
Position 24638: 0.0005829733939133907
Position 19538: 0.0005784216690271417
Position 2227: 0.0005713544221764832
Position 19968: 0.0005536302104469982
Position 17542: 0.0005384912235483847
Position 19224: 0.0005144875546698283
Position 16944: 0.0005125525954402155
Position 9343: 0.00048705429822926507
Position 17470: 0.00048561160354364263
Position 16937: 0.00047275555065054214
Position 839: 0.0004723605667490971
Position 11335: 0.00045733650872840676
Position 3121: 0.0004413974101500543
Position 24145: 0.00044103837462174664
Position 12968: 0.00043096762783532787
Position 17003: 0.0004202394905765003
Position 9532: 0.0004154468134204359
Position 16164: 0.0004061349203013521
Position 4316: 0.00040300136672140666
Position 21892: 0.00040008354406084203
Position 20822: 0.00038398309954686973
Position 813: 0.00034004781632470424
Position 871: 0.0003223868476868158
Position 19127: 0.0003146675131835668
Position 989: 0.0003062316079886463
Position 22719: 0.0002963541094252589
Position 16979: 0.00029281767502259995
Position 1410: 0.0002832696320287072
Position 1084: 0.0002777435820639465
Position 903: 0.00026032401560064305
Position 19021: 0.00023261286826099033
Position 9188: 0.00022591639431057285
Position 21450: 0.00021598767879612248
Position 18931: 0.00020491979445384166
Position 992: 0.00018308876277636676
Position 20118: 0.00018147219924345698
Position 470: 0.00017712112170036927
Position 11750: 0.0001695363710897553
Position 9274: 0.00016684330843753359
Position 21285: 0.00015966085122896993
Position 3497: 0.00015374151530497034
Position 10567: 0.00015293207459772296
Position 9566: 0.00015116170279648287
Position 17750: 0.00014881943829316648
Position 19204: 0.0001484619336535275
Position 15542: 0.0001483171124200025
Position 11364: 0.0001402909290457744
Position 10949: 0.00013579745878005838
Position 20594: 0.00013523974290938567
Position 394: 0.00011424869758478529
Position 9933: 0.00011090795442150675
Position 9959: 0.00011064824936519332
Position 13765: 9.751307655614272e-05
Position 2120: 8.853245548913336e-05
Position 9398: 8.312749675979677e-05
Position 1270: 8.252361325054951e-05
Position 18172: 8.229250137127157e-05
Position 1176: 7.793677024294548e-05
Position 10324: 7.676410815512816e-05
Position 9864: 7.313164188696753e-05
Position 9579: 7.176887406032849e-05
Position 1548: 6.572597047051966e-05
Position 971: 5.746732753546568e-05
Position 755: 5.282674815028752e-05
Position 17237: 5.13239757387951e-05
Position 9484: 4.544343846444214e-05
Position 18817: 4.4811265481902644e-05
Position 15013: 4.338539148793554e-05
Position 706: 4.2649649456314246e-05
Position 9556: 4.0154870754158694e-05
Position 17564: 3.468677286843767e-05
Position 1720: 3.417642270276397e-05
Position 18844: 3.3814338461635534e-05
Position 10903: 3.223574722932891e-05
Position 9425: 3.063150985555256e-05
Position 17509: 3.040796438141995e-05
Position 17689: 2.99817966195514e-05
Position 11294: 2.986674185760882e-05
Position 9481: 2.8133317481132448e-05
Position 9366: 2.727275820303286e-05
Position 19070: 2.4140013918453317e-05
Position 206: 2.260348473015334e-05
Position 21156: 2.201273100654011e-05
Position 17765: 2.1908345965487498e-05
Position 9562: 2.1476928455835647e-05
Position 18890: 1.9540427968738165e-05
Position 10798: 1.7699364192572646e-05
Position 1164: 1.7228515641735997e-05
Position 10348: 1.7097013728151458e-05
Position 18909: 1.7016016270386284e-05
Position 11140: 1.5986221883902272e-05
Position 20308: 1.5405283950622868e-05
Position 9914: 1.445943938528722e-05
Position 18031: 1.3875702140848495e-05
Position 758: 1.2841809413489564e-05
Position 955: 1.236442646944024e-05
Position 10285: 1.2148443786734037e-05
Position 1347: 1.1158819885970746e-05
Position 11345: 1.0946272436892464e-05
Position 11144: 9.935773563815091e-06
Position 951: 8.571719251605768e-06
Position 10526: 7.153691653601419e-06
Position 13604: 6.998068190588167e-06
Position 403: 6.8016693198321495e-06
Position 1132: 6.599756682821728e-06
Position 11377: 6.396303785121004e-06
Position 398: 5.8704440978439785e-06
Position 15984: 5.829764669378547e-06
Position 374: 5.777027812964937e-06
Position 356: 5.592671416267759e-06
Position 533: 5.293893528401088e-06
Position 15831: 5.284293640051211e-06
Position 10780: 4.504385116113199e-06
Position 535: 4.365836449564996e-06
Position 10157: 3.620855486190389e-06
Position 686: 3.3090980452563395e-06
Position 347: 3.24893862391606e-06
Position 235: 2.6674933848538478e-06
Position 1370: 2.4092348419273023e-06
Position 1088: 2.2072162464615615e-06
Position 1377: 2.1775566435221192e-06
Position 9612: 1.9495750706483257e-06
Position 9869: 1.1737857182184212e-06
Position 9583: 8.753477983718746e-07
Position 9545: 6.530696766109175e-07
Position 9883: 5.795854006369101e-07
Position 1090: 5.433838508705976e-07
Position 1576: 5.179092096565246e-07
Position 9935: 4.054425076348413e-07
Position 9824: 3.7052254336073653e-07
Position 10475: 3.500001486065609e-07
Position 9490: 3.498469532844896e-07
Position 10089: 3.1749463722859196e-07
Position 14643: 2.4706244472932566e-07
Position 1420: 2.0313960692031327e-07
Position 412: 1.70753143424646e-07
Position 215: 1.6810874426820148e-07
Position 218: 1.5885360036852048e-07
Position 14756: 1.490124171147849e-07
Position 14806: 1.4174910108068902e-07
Position 2924: 1.224885498645905e-07
Position 544: 3.6155254482339646e-08
Position 307: 3.3219441364300135e-08
Position 310: 2.12846122850988e-08
Position 480: 8.117061606525536e-09
