Gene = E130311K13Rik
Position 3164: 0.00041075557217257896
Position 2786: 0.00039841875680411964
Position 1031: 0.0003866632886755456
Position 3476: 0.00038369297585274934
Position 2213: 0.000379846303880873
Position 179: 0.0003741781688314577
Position 890: 0.0003694823664237745
Position 3885: 0.00030631865692826437
Position 3220: 0.00029279088497908884
Position 852: 0.00027217875579945816
Position 2248: 0.00024801393106309706
Position 3928: 0.00023392847839490862
Position 6951: 0.00023342221503919045
Position 504: 0.00022832199046506375
Position 3821: 0.0002266400181973932
Position 1070: 0.00020508308454919545
Position 1695: 0.00020258494784754726
Position 7183: 0.00019989360541248385
Position 3446: 0.00019825357526585658
Position 1567: 0.00019498577316216925
Position 858: 0.00018973033774082333
Position 1564: 0.00018701168365560527
Position 2625: 0.00014497880936655555
Position 3606: 0.00014314927747919112
Position 917: 0.0001356770569483174
Position 987: 0.00013086139285221375
Position 1110: 0.00013084241033368963
Position 1658: 0.00010511874286982431
Position 1756: 0.00010444125640512987
Position 1941: 0.00010364209339612251
Position 2280: 9.879039752617298e-05
Position 3467: 9.860034834653017e-05
Position 3565: 9.178243858548326e-05
Position 3668: 8.703799066281774e-05
Position 1131: 8.405314462156484e-05
Position 4548: 7.926456814936781e-05
Position 253: 7.577632744729999e-05
Position 984: 7.343972875341886e-05
Position 7293: 7.115667000197505e-05
Position 542: 7.075243036074196e-05
Position 876: 6.372104843448946e-05
Position 2681: 6.0520010057988354e-05
Position 419: 5.4415109261343645e-05
Position 2633: 4.919952065466424e-05
Position 2324: 4.545026657725623e-05
Position 887: 4.512045035694013e-05
Position 4928: 4.4793515808115014e-05
Position 3709: 4.4785227303815804e-05
Position 3727: 3.974586539821213e-05
Position 3868: 3.702875140239716e-05
Position 2110: 3.594988859323296e-05
Position 1663: 3.3435511606002965e-05
Position 2069: 2.9761411873342647e-05
Position 1245: 2.4859535573749683e-05
Position 6328: 2.349771445076616e-05
Position 4553: 2.281222222127218e-05
Position 5237: 2.167517412312169e-05
Position 4412: 2.0825899044529915e-05
Position 824: 1.9247745684955383e-05
Position 4733: 1.7889787498679257e-05
Position 595: 1.5500749856308764e-05
Position 5819: 1.521799723649368e-05
Position 4433: 1.4872995666442077e-05
Position 769: 1.3909159058869686e-05
Position 1675: 1.1592905289656363e-05
Position 571: 1.0648283646726951e-05
Position 1006: 1.0019863015705235e-05
Position 1545: 9.617538922241814e-06
Position 4765: 9.324738804239104e-06
Position 4222: 6.827496161423782e-06
Position 4558: 6.160813400611135e-06
Position 1065: 5.908721837788612e-06
Position 4491: 5.715911127533366e-06
Position 2452: 5.106861656155034e-06
Position 4972: 4.68891224138131e-06
Position 4045: 4.307248445748222e-06
Position 4995: 3.8932597933985695e-06
Position 3050: 3.487649800869439e-06
Position 2089: 3.427890310450101e-06
Position 3160: 2.8548700950401485e-06
Position 2815: 2.7769441969055475e-06
Position 2200: 2.7538799660576922e-06
Position 2117: 2.6056861966780645e-06
Position 3041: 2.5038603641998495e-06
Position 8156: 2.1441950633667743e-06
Position 8487: 2.1234531777469555e-06
Position 3223: 1.5212602596036527e-06
Position 4085: 7.079542386157895e-07
Position 4779: 2.8963022523365727e-07
Position 587: 2.842526942699359e-07
Position 545: 2.6199446295448465e-07
Position 38: 1.7020177992403764e-07
Position 580: 1.6349191915428884e-07
Position 616: 1.4899764154025443e-08
Position 676: 6.473560841126794e-09
Position 4178: 5.002612468183878e-09
Position 632: 4.686205347807591e-09
Position 574: 4.619678133755106e-09
Position 4055: 4.410642866411113e-09
Position 4181: 3.5593038292759715e-09
Position 668: 3.5175059756856737e-09
Position 636: 3.2530158508571662e-09
Position 4080: 3.117198834027227e-09
Position 640: 2.3775250858752837e-09
Position 690: 2.292166587967658e-09
Position 598: 9.324341426410406e-10
Position 653: 7.827900030135818e-10
Position 707: 1.8061886153294257e-10
Position 4453: 1.3893817788991085e-10
Position 720: 1.618610353272174e-12
Position 756: 1.8135177158418063e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2148: 0.9398500620999691
Position 3990: 0.8733179905032927
Position 13733: 0.25282754849229483
Position 3382: 0.10418943433104419
Position 5144: 0.06416962144617085
Position 10490: 0.06255230601536678
Position 3927: 0.062170772603370776
Position 13177: 0.053859150042034655
Position 8045: 0.051996670205585176
Position 8821: 0.04277975264657989
Position 4015: 0.04096822709092539
Position 7536: 0.03545170366079675
Position 10971: 0.03524197580585195
Position 769: 0.03518355125840067
Position 4870: 0.034165774633145365
Position 2085: 0.034157511096293856
Position 9110: 0.03293653963818382
Position 6579: 0.03239864393748141
Position 14753: 0.028505136727310025
Position 10616: 0.02616759824821432
Position 1425: 0.025677433376703227
Position 4335: 0.023250659479899134
Position 4850: 0.020529281105926132
Position 13806: 0.019085460276436733
Position 9081: 0.018761730458752547
Position 13246: 0.017752437287275113
Position 13364: 0.016985610446561158
Position 6817: 0.015938429627354905
Position 10953: 0.01423382246964807
Position 2471: 0.014150801420834549
Position 12614: 0.01363729693086647
Position 3353: 0.013430162021661534
Position 9551: 0.012788694490887011
Position 3125: 0.01190808722133479
Position 8383: 0.011773664362308976
Position 2445: 0.011324872285279989
Position 7910: 0.011224081841153744
Position 9513: 0.010701333424726069
Position 4456: 0.010537470063006236
Position 13199: 0.00902652428904573
Position 9220: 0.00868720567977677
Position 7012: 0.008552354765387496
Position 14592: 0.00854516202514674
Position 12535: 0.007856334766197272
Position 5003: 0.0076528815165561375
Position 12849: 0.007157787337129795
Position 405: 0.007141230445370212
Position 4691: 0.006036919509636593
Position 5093: 0.005805226466652614
Position 8109: 0.0057676420732793625
Position 11003: 0.005635854623328531
Position 5383: 0.0056150903349139756
Position 4359: 0.005514210311328041
Position 8054: 0.005205877613016826
Position 3956: 0.005070679818061948
Position 10935: 0.005007774059688249
Position 11035: 0.004832472439013102
Position 10651: 0.004649062515447917
Position 10164: 0.004562939947193389
Position 2419: 0.004396835786319795
Position 9449: 0.004373446915498452
Position 9738: 0.004268798730083928
Position 9943: 0.004221773468985625
Position 11321: 0.0040784941585166505
Position 11648: 0.004041896559374539
Position 10404: 0.003990971999963232
Position 2396: 0.0038506195376916937
Position 14095: 0.003798665566011193
Position 6862: 0.003453141059011118
Position 7365: 0.003374675573706928
Position 990: 0.003160686347595524
Position 9042: 0.003089133352525842
Position 6744: 0.003083521517294537
Position 13846: 0.003015285819546529
Position 13659: 0.002972276396352488
Position 13986: 0.0029486878674132035
Position 666: 0.002904961806945907
Position 1662: 0.0028035403717944587
Position 1778: 0.002547830750361711
Position 887: 0.0025078866395145637
Position 4068: 0.002425615210645653
Position 1387: 0.002350895350263067
Position 13880: 0.00228735423071915
Position 4207: 0.0022362168480027553
Position 5188: 0.002174006173282704
Position 1333: 0.0020851751909743087
Position 9453: 0.0017572703724450655
Position 984: 0.001684293107918951
Position 6971: 0.0016101255676822042
Position 1022: 0.0016091693451468654
Position 5202: 0.0015983921384347822
Position 9758: 0.001560586863231906
Position 6489: 0.0013997912574272055
Position 8826: 0.0013933434726656005
Position 1935: 0.0013611852355416851
Position 9113: 0.0012892788538179383
Position 5330: 0.001281099493547395
Position 10537: 0.00125914267187642
Position 7551: 0.0012576861776716533
Position 5264: 0.0012266316232466725
Position 10432: 0.0011232892708139374
Position 285: 0.001106098855956788
Position 12907: 0.0011010133076077234
Position 8419: 0.0010950200106787141
Position 6017: 0.001060212685920265
Position 434: 0.0010424118624510865
Position 1395: 0.000991003586036919
Position 8402: 0.000985261863833377
Position 6167: 0.0009729516476940036
Position 6257: 0.0009718258735732068
Position 5459: 0.0009456683281489053
Position 4027: 0.0009302566685725107
Position 3745: 0.0009047939539877875
Position 5527: 0.0008949400183845156
Position 6535: 0.0008801927183947766
Position 5935: 0.0008685886301237737
Position 1291: 0.0008583855773885404
Position 5994: 0.0008532481992164835
Position 1381: 0.0008117125457880428
Position 710: 0.000789867018393832
Position 11606: 0.0007372630129222153
Position 4556: 0.00071833276846966
Position 6186: 0.0007025136435468341
Position 4024: 0.0006896282408357882
Position 11122: 0.0006880782198925115
Position 11578: 0.0006737319709695458
Position 455: 0.0006369592229472618
Position 7028: 0.0005827570683416406
Position 2156: 0.0005696076794698529
Position 970: 0.0005580488471434538
Position 5598: 0.0005541017986693002
Position 4819: 0.000550553380130839
Position 835: 0.0005439896933860449
Position 7305: 0.000542055380536418
Position 2372: 0.0005396011083304648
Position 6722: 0.0005281385363958183
Position 10178: 0.0005223376307010462
Position 10806: 0.0005000838948512393
Position 8470: 0.00047434913215478234
Position 962: 0.00046129234643318837
Position 11382: 0.0004481407030023499
Position 310: 0.00043434651284329057
Position 4363: 0.0004191441535358064
Position 7580: 0.00041640747041587356
Position 1481: 0.00040119095845559847
Position 9946: 0.0003993103215199336
Position 4623: 0.00039357711279987175
Position 11422: 0.00039031522644169387
Position 6242: 0.00038721632777918
Position 2054: 0.00037667617621567535
Position 5493: 0.00036576802570571933
Position 3366: 0.00036282210693849924
Position 6327: 0.00034305776730534255
Position 1004: 0.0003339585920117441
Position 9672: 0.000332699716992127
Position 4518: 0.0003224817414884318
Position 5401: 0.00031000254027424486
Position 5116: 0.0003062672640055893
Position 958: 0.00030485098076475626
Position 2488: 0.00030125557095810756
Position 8860: 0.00028844241495977534
Position 6939: 0.0002813837521012334
Position 6890: 0.00027452061359324543
Position 803: 0.0002633334467139097
Position 6137: 0.0002623335556780209
Position 2663: 0.0002589946984052606
Position 4582: 0.00024319622706571358
Position 732: 0.00024000563478027763
Position 6221: 0.00023887043078154338
Position 5562: 0.00023695475608683935
Position 8280: 0.00023060247946908837
Position 2680: 0.00021167989839088826
Position 1741: 0.0002077415926109172
Position 979: 0.00020320636805465115
Position 6586: 0.00019814033534670047
Position 1792: 0.00019436345707026222
Position 388: 0.000192336762524534
Position 945: 0.0001914857783856464
Position 8061: 0.0001904168750311611
Position 8113: 0.0001901401182487849
Position 6556: 0.00018320337427728232
Position 4547: 0.00017824705326013716
Position 5051: 0.00017244467527760448
Position 4475: 0.00017207058431223732
Position 6201: 0.00016834513243868106
Position 5270: 0.00016604535294200405
Position 1822: 0.0001634546698177149
Position 2173: 0.0001629318293647324
Position 2297: 0.00016281949766449084
Position 417: 0.0001605948291763774
Position 8220: 0.0001591690278798172
Position 1836: 0.00015761775625142526
Position 2428: 0.00015470390931726104
Position 4712: 0.00015304019565557875
Position 3160: 0.00014918444527126242
Position 7141: 0.00014676890945892392
Position 3302: 0.0001433782066195728
Position 2329: 0.0001421307591084709
Position 8527: 0.00013921708273821915
Position 4702: 0.00013716035550907305
Position 5568: 0.00013567365394774199
Position 4911: 0.00013517354088513848
Position 3479: 0.0001339920409920222
Position 681: 0.0001339426665369028
Position 914: 0.00012441112315062416
Position 7532: 0.00011985565774311159
Position 4222: 0.00011614421525148552
Position 1036: 0.00011411426595943321
Position 4225: 0.00010917708505999693
Position 6549: 0.00010629748419616781
Position 4315: 0.0001049744368537889
Position 1338: 0.00010461445257647471
Position 7290: 0.00010455787048083318
Position 370: 0.00010103573698974607
Position 1433: 0.00010000017368873948
Position 2317: 9.969141446856646e-05
Position 5997: 9.942353270943882e-05
Position 4293: 9.87119260981949e-05
Position 4392: 9.140478814060961e-05
Position 2942: 9.071937137293342e-05
Position 6172: 9.017030367478066e-05
Position 4347: 8.905824732732828e-05
Position 1794: 8.484392407542965e-05
Position 2785: 8.03924523127438e-05
Position 7144: 7.7350415072815e-05
Position 1817: 7.506638694622639e-05
Position 920: 7.475471049798397e-05
Position 1114: 7.436833620179498e-05
Position 3333: 7.352253409296619e-05
Position 3398: 7.163471546386476e-05
Position 7451: 7.036832058707743e-05
Position 7473: 6.82916311499348e-05
Position 884: 6.752234846050373e-05
Position 5962: 6.594857107131143e-05
Position 5782: 6.58807664533172e-05
Position 3384: 6.299464906410936e-05
Position 1675: 6.204698114781827e-05
Position 1798: 6.076304403212605e-05
Position 1846: 5.990099408850858e-05
Position 4880: 5.873954178448724e-05
Position 2810: 5.7964756869272906e-05
Position 5674: 5.7410719820099144e-05
Position 6662: 5.6411696505132194e-05
Position 5976: 5.48789903815726e-05
Position 5791: 5.2870333571857446e-05
Position 5214: 5.09639810272299e-05
Position 487: 5.085790260080777e-05
Position 5355: 5.018972001579713e-05
Position 1976: 4.9809343882634727e-05
Position 265: 4.9769293934873996e-05
Position 2493: 4.9080764570168595e-05
Position 5410: 4.8943748918680816e-05
Position 1079: 4.64945872333755e-05
Position 5095: 4.647792420731185e-05
Position 997: 4.312549120432769e-05
Position 4522: 4.066534649319794e-05
Position 2335: 3.898195005700761e-05
Position 1473: 3.782710951708329e-05
Position 422: 3.668253512440133e-05
Position 1644: 3.47079593654624e-05
Position 5761: 3.4623809746740455e-05
Position 5515: 3.3663572514304024e-05
Position 893: 3.3494337223702414e-05
Position 1306: 3.24730867568887e-05
Position 3331: 3.207726239749259e-05
Position 1094: 3.2025366855190254e-05
Position 1865: 3.125594425321265e-05
Position 323: 2.857304398769222e-05
Position 2195: 2.8188824002086258e-05
Position 1287: 2.764210920049736e-05
Position 3668: 2.7069227302417212e-05
Position 4972: 2.576600568911547e-05
Position 4939: 2.3154982012601917e-05
Position 459: 2.2625379386954867e-05
Position 3606: 2.2510768481400276e-05
Position 1564: 2.233537630124247e-05
Position 3860: 2.0619758650193838e-05
Position 513: 2.0335879856991472e-05
Position 4585: 1.9153286691841885e-05
Position 2198: 1.7010034890940206e-05
Position 1750: 1.665731932783346e-05
Position 215: 1.4963649055648209e-05
Position 378: 1.4381461787588955e-05
Position 1355: 1.296425776494634e-05
Position 461: 1.1995400535936659e-05
Position 1699: 1.1641174825068106e-05
Position 4090: 1.1182659236481933e-05
Position 295: 1.0923306923432482e-05
Position 464: 9.720226712649625e-06
Position 662: 9.64013421293051e-06
Position 841: 9.523054701663965e-06
Position 1620: 9.158582085771869e-06
Position 1529: 8.42236550656351e-06
Position 1051: 8.264854488311543e-06
Position 299: 7.48217025420219e-06
Position 1453: 7.296542937880153e-06
Position 1070: 7.281434599279936e-06
Position 806: 6.681071512222512e-06
Position 419: 6.657350479512271e-06
Position 715: 5.874111597417903e-06
Position 327: 5.161619220076005e-06
Position 492: 4.37097597772126e-06
Position 6632: 3.4043068081052497e-06
Position 7929: 1.783331585409888e-06
Position 3752: 1.5654667947665205e-06
Position 2744: 1.3255784741598795e-06
Position 3828: 1.1978088523232025e-06
Position 3104: 1.1339077852825812e-06
Position 1995: 1.0580157654827863e-06
Position 2255: 9.884095927094504e-07
Position 2543: 8.811331099608702e-07
Position 5706: 8.290159791230384e-07
Position 5724: 7.530235041502318e-07
Position 2709: 7.388489299544955e-07
Position 2340: 6.728912674267603e-07
Position 2498: 5.718748475215843e-07
Position 2628: 5.635107364150518e-07
Position 2509: 5.573691271099552e-07
Position 2516: 3.9642638941776664e-07
Position 2520: 3.807883524107406e-07
Position 1731: 3.31152634868965e-07
Position 1047: 3.2332142898936477e-07
Position 1170: 2.2634545112448478e-07
Position 498: 1.5281905514370396e-07
Position 1085: 1.1012105579096434e-07
Position 3689: 1.0839213407470437e-07
Position 466: 9.880063227656061e-08
Position 816: 8.724080498643059e-08
Position 852: 7.193398793966969e-08
Position 494: 7.036262690921485e-08
Position 242: 6.505229440932024e-08
Position 736: 5.5862446740603354e-08
Position 469: 5.4163907678685064e-08
Position 1457: 4.3285782190937834e-08
Position 475: 2.0625340430574687e-08
Position 1403: 1.9253716462870707e-08
Position 489: 1.4813049056713254e-08
Position 224: 1.3825261078320093e-08
Position 274: 7.103165952839324e-09
Position 248: 5.717850545875881e-09
Position 778: 5.235146987970652e-09
Position 808: 3.2224841837968904e-09
Position 253: 3.113424536583477e-09
Position 276: 3.0587193595629376e-09
Position 477: 3.0344652175847877e-09
Position 1118: 2.978195958058437e-09
Position 1041: 2.0971237916287062e-09
Position 1199: 2.0633730032071676e-09
Position 4138: 2.0191413338103467e-09
Position 545: 1.1727922033242593e-09
Position 783: 9.834447499723907e-10
Position 537: 2.4669598251900776e-10
Position 192: 2.175404655223315e-10
Position 134: 8.377611980147605e-11
Position 3424: 1.3609042251784587e-11
Position 571: 6.378044475959327e-12
Position 121: 1.686877151412509e-12
Position 158: 6.714439246460702e-14
