Gene = I830077J02Rik
Position 1732: 9.993161022119612e-07
Position 1620: 9.480810172273386e-07
Position 1882: 8.499797583467016e-07
Position 1007: 6.937485423826637e-07
Position 953: 6.017280026131356e-07
Position 2370: 4.003340447120568e-07
Position 287: 3.406229795734727e-07
Position 1862: 2.448685786967636e-07
Position 1782: 1.1789656181222044e-07
Position 147: 8.580478515243413e-08
Position 74: 5.5684431700693685e-08
Position 1896: 3.279111762250657e-08
Position 1711: 2.8600117381962485e-08
Position 1570: 2.0788999626646656e-08
Position 757: 1.6876854884638738e-08
Position 835: 1.6017046028734374e-08
Position 470: 1.4091008685207367e-08
Position 127: 7.26018946188174e-09
Position 106: 6.188566420294223e-09
Position 93: 3.4113892840826734e-09
Position 2900: 3.016680747687576e-09
Position 149: 2.3760411669695763e-09
Position 112: 6.487560578889659e-10
