Gene = Bcs1l
Position 2712: 0.007433248188236617
Position 1705: 0.007270076245113672
Position 1666: 0.00622761005678711
Position 187: 0.0061193182797893925
Position 1491: 0.0058577497738402685
Position 686: 0.005818590835131605
Position 2478: 0.00528103896361893
Position 393: 0.0046865744937773365
Position 2664: 0.0041631443798747485
Position 414: 0.0035809528601612644
Position 1425: 0.003244199718317138
Position 2463: 0.0032436156946046846
Position 1557: 0.002981155967906067
Position 1899: 0.0027775882860265493
Position 1724: 0.0026467648799547864
Position 615: 0.0023063566520534545
Position 2089: 0.0021534190504148964
Position 4133: 0.002028021033736847
Position 1225: 0.001998813094650914
Position 1928: 0.001973404867013259
Position 2086: 0.0018920538990068539
Position 1922: 0.0018288309432414336
Position 3779: 0.0018256446831394955
Position 3299: 0.0016807317295746483
Position 3828: 0.0016624349225363747
Position 1685: 0.0015898852000325978
Position 211: 0.0015195112384428812
Position 774: 0.001500320541214046
Position 653: 0.0013935399240634838
Position 4081: 0.0013874279038044264
Position 1271: 0.0012929752766248695
Position 2870: 0.000987332213201936
Position 3306: 0.0009621971124027335
Position 1891: 0.0009502442683541526
Position 1167: 0.0008950950704185318
Position 3890: 0.0008199979895146421
Position 1415: 0.0007645042217430593
Position 356: 0.0007602771265385541
Position 2623: 0.0007543048742242456
Position 1774: 0.0007479731525438531
Position 885: 0.00074145271293102
Position 3870: 0.0007361334269812615
Position 509: 0.0007101983838427587
Position 1132: 0.000691581105904156
Position 3673: 0.0006700518769825416
Position 1970: 0.0006628357161408864
Position 2915: 0.000658085087271392
Position 1364: 0.0006527288170205903
Position 1009: 0.000621709607429235
Position 3594: 0.0005927826337617024
Position 420: 0.0005778097431428413
Position 3699: 0.0005481564638065456
Position 1431: 0.0005391035396511841
Position 156: 0.0005324132360108368
Position 550: 0.0005216656607320374
Position 645: 0.0005068411558091723
Position 3893: 0.0004691550805779882
Position 3767: 0.0004382227243113059
Position 2632: 0.00042458256234189913
Position 937: 0.0004031995206586555
Position 4099: 0.0003981742301321589
Position 3406: 0.00037309283983340535
Position 3183: 0.000347533499354326
Position 1870: 0.0003440239437812037
Position 2157: 0.0003365740708165789
Position 782: 0.0003254382712945281
Position 2428: 0.0003163091869491574
Position 849: 0.00030921880663953955
Position 2501: 0.0003023713656666764
Position 904: 0.00028264115282256545
Position 2727: 0.000276215856277439
Position 4031: 0.0002670821299213542
Position 2719: 0.00026583659240619916
Position 2875: 0.00025042570382397493
Position 2114: 0.00023910479383423982
Position 251: 0.00022847006636731687
Position 1796: 0.00022638542146503936
Position 3556: 0.00017774403639146525
Position 426: 0.00017222763450617054
Position 2143: 0.0001641638128515986
Position 2504: 0.00016395358626218528
Position 639: 0.00015219717586714387
Position 2593: 0.00014089811990605306
Position 1369: 0.00012488992064717247
Position 718: 0.00012029945954249642
Position 135: 0.00010452238717438004
Position 1994: 7.825872243495232e-05
Position 2757: 7.385125720271111e-05
Position 623: 7.197165599183913e-05
Position 352: 6.536157564187267e-05
Position 1155: 6.51896494312391e-05
Position 914: 6.399232749673957e-05
Position 831: 6.10424842831425e-05
Position 979: 5.541509369583625e-05
Position 3603: 5.164760235399786e-05
Position 3132: 4.866242425977449e-05
Position 3625: 4.7111096984575166e-05
Position 2282: 4.632612796450931e-05
Position 2616: 3.8845539254338217e-05
Position 3612: 3.669884254904268e-05
Position 3706: 3.5934550810405857e-05
Position 2787: 3.342101630519634e-05
Position 695: 3.2109803860740824e-05
Position 170: 2.911733569820321e-05
Position 611: 2.6517598910041075e-05
Position 224: 1.9536152503031224e-05
Position 444: 1.901751915219091e-05
Position 545: 1.59062746144533e-05
Position 1583: 1.5833614218345645e-05
Position 1094: 1.29161187902687e-05
Position 737: 1.2722819688818663e-05
Position 1938: 1.2671824997936563e-05
Position 3085: 9.56905092329341e-06
Position 467: 7.135060637464826e-06
Position 1799: 6.531409536554119e-06
Position 159: 5.5912545662376595e-06
Position 748: 5.444788286529978e-06
Position 476: 5.047397707779893e-06
Position 105: 4.920468068872527e-06
Position 743: 4.437833927639834e-06
Position 2908: 2.804173243381676e-06
Position 2927: 2.4854255320137387e-06
Position 441: 2.296555769484088e-06
Position 267: 1.5859613381156821e-06
Position 516: 1.3696327793646343e-06
Position 438: 1.2133410542782797e-06
Position 2812: 1.1791919659700707e-06
Position 218: 1.159026271716136e-06
Position 271: 3.338096754027742e-07
Position 93: 2.2457984870467492e-07
Position 229: 2.0791312056037196e-07
Position 84: 1.8662905564601412e-07
Position 362: 1.2676883208292314e-07
Position 121: 9.120866798241449e-08
Position 273: 2.3518914786638875e-08
Position 483: 2.1083715311625665e-08
Position 90: 1.4437305572781526e-08
Position 2323: 1.1121623313404302e-08
Position 814: 6.948860946041482e-09
Position 145: 5.279717167736705e-09
Position 117: 3.9225668887588685e-09
Position 802: 2.9986271268573136e-09
Position 530: 2.7109046721958466e-09
Position 276: 9.883497459948435e-10
Position 282: 9.163518574034946e-10
Position 524: 1.0961135497231727e-10
Position 290: 1.1034037424859786e-11
Position 299: 1.084130060895515e-11
Position 287: 5.514074178503721e-13
Position 302: 3.365574928494827e-13
Position 304: 7.710450154083367e-14
