Gene = Lair1
Position 13: 1.274577256448854e-08
Position 391: 4.087687549833458e-09
Position 510: 2.549450232423649e-09
Position 620: 2.9379884135193065e-11
Position 467: 1.6425784179656532e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 2147: 0.8474213429964798
Position 10172: 0.231331590904358
Position 1499: 0.21954719966391498
Position 1680: 0.18943683397086272
Position 10666: 0.16420992823224673
Position 5054: 0.14348435957821065
Position 12953: 0.13405174899007655
Position 2502: 0.10021469527577918
Position 10275: 0.09538555470535474
Position 7220: 0.09165455645522308
Position 7027: 0.08611156818214287
Position 7552: 0.08298890377049516
Position 2462: 0.08105662976134155
Position 1635: 0.08044662881165265
Position 7659: 0.07828788836470976
Position 8380: 0.07261855368163499
Position 9104: 0.06935078392811497
Position 10906: 0.055381541308084654
Position 6877: 0.04995457810271791
Position 12096: 0.03850414072776902
Position 1926: 0.03558909477846389
Position 13466: 0.032957369691844283
Position 1718: 0.030677043882513057
Position 10042: 0.0281460118411171
Position 6770: 0.02522539511886191
Position 10463: 0.02367645961665249
Position 4314: 0.022596728720985306
Position 12040: 0.018201731238591225
Position 10590: 0.016996742530830423
Position 14299: 0.01668409149498869
Position 8231: 0.01578156771495762
Position 5832: 0.01563386241521344
Position 6528: 0.01509936256413591
Position 6844: 0.01474498892560156
Position 5811: 0.01177869586474693
Position 11661: 0.01123620911574788
Position 6809: 0.01080882090790674
Position 2515: 0.010576307173069741
Position 4018: 0.010574000035029094
Position 6389: 0.01020680425685132
Position 5242: 0.008691034176280562
Position 3805: 0.007478348237025342
Position 14185: 0.00690721104097596
Position 1885: 0.00616511356110005
Position 2083: 0.006097146614849965
Position 6209: 0.005805989840220604
Position 3062: 0.005487426470930564
Position 2690: 0.005257215130094233
Position 1323: 0.00497579393981894
Position 2053: 0.004936485326126671
Position 3840: 0.004562472019194168
Position 12970: 0.004322670500468329
Position 5497: 0.003984708134262877
Position 853: 0.003761499939291864
Position 6288: 0.003512827887047532
Position 3610: 0.0034171336951078356
Position 3879: 0.0031959158844373664
Position 5855: 0.002834222310173091
Position 158: 0.0025467073086914527
Position 8796: 0.0023705822266188847
Position 5089: 0.002125718921641325
Position 3096: 0.0019206237790095778
Position 2395: 0.0016748830889061917
Position 492: 0.0016434197663640622
Position 5060: 0.001596225837970834
Position 9156: 0.0015598996536980464
Position 637: 0.0014424951838617
Position 3276: 0.001349755361783331
Position 4700: 0.0013386549007008935
Position 10517: 0.0013164772433566715
Position 602: 0.0011900602822640827
Position 6989: 0.0011840183209547428
Position 2035: 0.0011810688910197623
Position 1823: 0.0010921301106528144
Position 5720: 0.001023423177943865
Position 1043: 0.0009718681487286961
Position 634: 0.0009663006385386195
Position 656: 0.0008908477658139372
Position 2378: 0.0008788439203581438
Position 1131: 0.0008687864968352006
Position 4773: 0.0008479432475660216
Position 827: 0.0008228352678004251
Position 1026: 0.0007768956696433258
Position 6372: 0.0006905713003216227
Position 771: 0.0005822941179660259
Position 3626: 0.0005206652206107292
Position 5142: 0.0005016436760776152
Position 1689: 0.00047808844528746315
Position 2887: 0.0004606805116537336
Position 1361: 0.00044064519011317085
Position 1447: 0.0004213884997079589
Position 3388: 0.0004161835420824316
Position 2814: 0.0003624759918959002
Position 3571: 0.00034644918894559623
Position 4444: 0.00030993498431768106
Position 3816: 0.0003065897856812665
Position 3011: 0.0002945534008962652
Position 4834: 0.0002858429179728786
Position 1829: 0.00028492736015392765
Position 3099: 0.00026592141468917375
Position 2742: 0.00025579755324536824
Position 4347: 0.0002369786199664707
Position 824: 0.00022886812900935216
Position 3032: 0.00021869646213123974
Position 6080: 0.00019650048136788637
Position 2415: 0.00018522597756199017
Position 3548: 0.00018508229417653617
Position 2506: 0.00017235386282995124
Position 3434: 0.00016568884825826497
Position 1734: 0.00016249353106398355
Position 1858: 0.0001610608150241758
Position 5471: 0.00015281201148465315
Position 3951: 0.0001509450408283307
Position 2207: 0.00013877055281469935
Position 391: 0.00013484990528349184
Position 5281: 0.00013338680129706916
Position 359: 0.00011885815338270441
Position 1605: 0.00010680343104004315
Position 2610: 9.330758187393737e-05
Position 231: 8.579641330139703e-05
Position 568: 7.791291190813651e-05
Position 1504: 7.315455762969852e-05
Position 2183: 7.050692208794042e-05
Position 3191: 6.752140621657271e-05
Position 3987: 6.199445128984355e-05
Position 435: 5.850234198487232e-05
Position 1770: 5.239425850194851e-05
Position 170: 5.048728684128036e-05
Position 1472: 4.9044914470840184e-05
Position 1609: 4.77997348711098e-05
Position 2775: 4.6541655005285207e-05
Position 2090: 4.642622428319852e-05
Position 2997: 4.6355950279982605e-05
Position 1796: 4.29213464723543e-05
Position 1932: 4.279389145585978e-05
Position 3883: 4.1595262642139595e-05
Position 1111: 3.909334621815511e-05
Position 165: 3.4266025519023926e-05
Position 831: 3.350847861776141e-05
Position 1334: 3.252636120809047e-05
Position 1779: 2.831155024055638e-05
Position 1565: 2.429377078482997e-05
Position 2540: 2.401935280245441e-05
Position 1188: 2.161486352010058e-05
Position 860: 2.1458889134137234e-05
Position 1398: 2.0405687335788632e-05
Position 1600: 1.714484123104996e-05
Position 982: 1.6447743141644264e-05
Position 2324: 1.636809123578547e-05
Position 1210: 1.5572020047358612e-05
Position 340: 1.5419181994882634e-05
Position 197: 1.4127721869864474e-05
Position 1246: 1.341677491217305e-05
Position 243: 1.335051650818809e-05
Position 255: 1.3329828572550573e-05
Position 912: 9.818905564678088e-06
Position 1225: 8.412790052431064e-06
Position 744: 5.911924557817937e-06
Position 2292: 5.403518806827583e-06
Position 2418: 4.908209767593333e-06
Position 2222: 4.2333744652970985e-06
Position 4025: 4.14041174984777e-06
Position 1402: 4.067543866912921e-06
Position 1222: 3.95839975626274e-06
Position 3922: 3.6907342727765085e-06
Position 1456: 2.905021580308145e-06
Position 2358: 2.8602427828684194e-06
Position 2403: 2.4539515040648518e-06
Position 699: 2.434468184581524e-06
Position 863: 1.9651792056412587e-06
Position 175: 1.8143782539470681e-06
Position 685: 1.6531999714984064e-06
Position 1163: 1.6266293029842828e-06
Position 976: 1.424587717983194e-06
Position 1368: 1.4174955633050594e-06
Position 2384: 1.3570818066747271e-06
Position 295: 1.2706812520605264e-06
Position 531: 1.2351261814522494e-06
Position 1293: 1.1337185386887978e-06
Position 142: 6.35222432454599e-07
Position 1281: 6.341102811520239e-07
Position 1150: 5.845316406949507e-07
Position 543: 5.840734266633192e-07
Position 1341: 5.683066012638245e-07
Position 501: 3.378301373162998e-07
Position 1611: 3.32093776450226e-07
Position 167: 3.178637558706988e-07
Position 187: 2.936777449181038e-07
Position 302: 2.766934211252416e-07
Position 1198: 1.8570239296807414e-07
Position 779: 1.603288096826766e-07
Position 138: 9.253644937302652e-08
Position 2915: 1.2372227505460045e-08
Position 690: 3.627731272799512e-09
Position 783: 2.465776927254268e-09
Position 909: 1.8698009761573305e-09
Position 1051: 1.748800316618218e-09
Position 687: 1.6276944150999634e-09
Position 919: 1.4860093936277345e-09
Position 789: 1.4297207131805839e-09
Position 261: 1.2825078294157766e-09
Position 127: 8.236845686205463e-10
Position 665: 6.399202399818942e-10
Position 276: 3.96728942856216e-10
Position 730: 3.4809188894328e-10
Position 875: 2.2850237391082336e-10
Position 280: 2.1023650968400421e-10
Position 692: 1.2442634060419106e-10
Position 286: 5.937305397580134e-11
Position 400: 4.950345113021924e-11
Position 306: 1.1697185738738042e-11
Position 551: 1.7481857732967562e-12
Position 308: 1.1340343056012786e-12
Position 87: 1.98200943676721e-14
Position 110: 1.8202839527529936e-16
