Gene = Cck
Position 3234: 0.005893314006508946
Position 5428: 0.003853482484470414
Position 5219: 0.0035172146094942986
Position 2226: 0.00344097349986042
Position 682: 0.003418842267162868
Position 1401: 0.0032721616365723673
Position 1444: 0.0030789359269330443
Position 3514: 0.002918912124754947
Position 1542: 0.0028869094255495054
Position 1206: 0.0028321399266680244
Position 3389: 0.0027106736424205536
Position 171: 0.0023471994267833377
Position 3586: 0.0022983255009449794
Position 920: 0.002274514271182311
Position 5598: 0.0022743074868874415
Position 953: 0.0022330962953277618
Position 3277: 0.0021802188497650637
Position 1060: 0.0019275560980487015
Position 1754: 0.0018513678800634015
Position 5521: 0.001784328315005255
Position 5754: 0.0017680654784470874
Position 3326: 0.0016278643902948272
Position 1262: 0.0015228470530780328
Position 3724: 0.0014577930767776801
Position 3459: 0.0014512278108598467
Position 3415: 0.0014052012814203692
Position 3315: 0.001384243446071533
Position 2861: 0.0012434196680176262
Position 2453: 0.0012307913143062687
Position 1827: 0.0012302665644136365
Position 296: 0.001214709493010111
Position 3973: 0.0012092417979430337
Position 1576: 0.0011149581132097483
Position 547: 0.001094144156556862
Position 1730: 0.0009167107187971745
Position 3936: 0.0009127532216811157
Position 5530: 0.0008839661721304036
Position 1073: 0.0008633152957095746
Position 2078: 0.0008560332050986606
Position 1451: 0.0008544335841531478
Position 2250: 0.0008415992855985063
Position 2229: 0.0007490172483710331
Position 3192: 0.0006396569119041722
Position 2208: 0.0005967467136424689
Position 1458: 0.000591257818381677
Position 1512: 0.0005705757226573268
Position 1288: 0.0005688018617253141
Position 2137: 0.0005592161984712323
Position 1592: 0.0005150003844128284
Position 649: 0.0004881749691649913
Position 1245: 0.0004744263306999186
Position 857: 0.0004569998691933986
Position 1959: 0.00044321233023513715
Position 3653: 0.00043541947656180807
Position 859: 0.00043159736310217965
Position 4281: 0.0004190355294924685
Position 5731: 0.00041558588804678216
Position 1044: 0.0004091648728555882
Position 2664: 0.0003935465800870702
Position 2041: 0.00038030376748779377
Position 1581: 0.0003735092308126945
Position 1547: 0.0003733459324004633
Position 2205: 0.00034947949547530595
Position 1292: 0.00032910253480095
Position 3641: 0.00032233304130366167
Position 4474: 0.00031726616824595837
Position 3851: 0.0003100149346444472
Position 1005: 0.00030105964319487784
Position 4684: 0.00027395302120894076
Position 2965: 0.00027061437678952777
Position 5815: 0.00026921058963694965
Position 2477: 0.0002392599297731524
Position 2098: 0.00020267056557639874
Position 5825: 0.00019779854190992953
Position 426: 0.00019677419517261332
Position 3056: 0.00016361432296606613
Position 2683: 0.0001229349319622169
Position 5850: 0.00012211551926735365
Position 1169: 0.00011852634831065709
Position 1016: 0.000110772774412513
Position 925: 0.0001005207291305099
Position 1697: 9.972714629827191e-05
Position 685: 8.766527835116668e-05
Position 1111: 8.468107631144689e-05
Position 627: 8.385229458729366e-05
Position 4605: 7.965848408135249e-05
Position 210: 7.873575032962827e-05
Position 4969: 7.413591356952856e-05
Position 461: 7.350902159095348e-05
Position 5779: 6.833142830958298e-05
Position 567: 6.65742155906638e-05
Position 4126: 6.498455822976005e-05
Position 5626: 6.123200488957808e-05
Position 5803: 5.9991397175038384e-05
Position 5550: 4.74374901721048e-05
Position 4019: 4.4412104192544045e-05
Position 894: 4.373440574969165e-05
Position 5050: 4.1891104933782416e-05
Position 3823: 4.1709495773206474e-05
Position 476: 3.959639317858659e-05
Position 3855: 3.9114295938983895e-05
Position 1350: 3.7682874699217445e-05
Position 1079: 3.4467779685772184e-05
Position 4681: 3.222245007240625e-05
Position 872: 3.1611861478865375e-05
Position 570: 3.135452559442936e-05
Position 2813: 3.1289664605297755e-05
Position 1473: 3.0946483697432054e-05
Position 523: 3.0656134400457403e-05
Position 4410: 3.0075506078433323e-05
Position 1448: 2.9311061096955224e-05
Position 5799: 2.5413624341160547e-05
Position 2362: 2.207691310813705e-05
Position 1470: 2.07159824044247e-05
Position 3014: 2.0473815146645447e-05
Position 1832: 2.0356449760312916e-05
Position 1040: 2.0318446362819235e-05
Position 1781: 1.9274012720513616e-05
Position 960: 1.8550918853433567e-05
Position 1758: 1.7558034142597658e-05
Position 587: 1.6742711544113198e-05
Position 2714: 1.6041980006691972e-05
Position 1329: 1.4603271574513273e-05
Position 2046: 1.4514052605777323e-05
Position 1883: 1.4266183849857108e-05
Position 1899: 1.328252976162752e-05
Position 864: 1.0534745768070289e-05
Position 1367: 1.0045628037730094e-05
Position 3155: 9.924029704842512e-06
Position 2950: 9.34530196382777e-06
Position 2758: 8.742776200054752e-06
Position 1275: 8.524667808351378e-06
Position 898: 8.035059436264457e-06
Position 1171: 6.950973133095666e-06
Position 511: 6.805387838011678e-06
Position 1322: 6.795510062863523e-06
Position 1519: 6.078568120254855e-06
Position 978: 5.522897514241782e-06
Position 900: 5.4870665516699665e-06
Position 1678: 4.6524380311971504e-06
Position 1277: 4.624037415435781e-06
Position 489: 4.4125915546950485e-06
Position 484: 4.113645142302168e-06
Position 1522: 3.860878329639804e-06
Position 1525: 3.781956856036336e-06
Position 300: 3.295680519810628e-06
Position 321: 2.167713900380818e-06
Position 1377: 2.1326336520650587e-06
Position 492: 2.088262049378971e-06
Position 1364: 1.7335798638485353e-06
Position 1557: 1.6992843633115708e-06
Position 2105: 1.3703808702544778e-06
Position 2133: 1.3614434909643938e-06
Position 1125: 1.2857967577106465e-06
Position 1120: 1.2452348632089564e-06
Position 1529: 1.203562128701057e-06
Position 214: 1.1249922416658218e-06
Position 362: 6.875678463804634e-07
Position 2093: 6.81182831457876e-07
Position 982: 4.3810253845766956e-07
Position 1460: 3.2641534090972717e-07
Position 341: 2.4888544542606593e-07
Position 235: 1.4353797760297522e-07
Position 373: 7.27814743161635e-08
Position 229: 4.0051150355572256e-08
Position 986: 3.881710351905674e-08
Position 225: 3.339660768395427e-08
Position 383: 6.534523154097632e-09
Position 375: 4.6984811099170365e-09
Position 272: 2.0469107514078566e-09
Position 270: 1.4971191447965182e-09
Position 311: 1.5648844119192458e-11
Position 96: 5.34791484387881e-13
Position 149: 1.4134054909625256e-14
Position 101: 1.0391348142594749e-15
Position 73: 8.027757027784634e-16
Position 77: 5.223921294470877e-16
Position 134: 4.1277324151796304e-16
Position 127: 9.380659934734777e-17
Position 104: 4.535205313576155e-17
