Gene = Lipt1
Position 639: 5.181123849334876e-07
Position 1781: 5.179187691046341e-07
Position 1131: 5.100883690353286e-07
Position 1100: 4.094301549114101e-07
Position 597: 3.2845557821829285e-07
Position 462: 3.275746464898677e-07
Position 720: 3.2472126726223013e-07
Position 551: 3.2417112759604913e-07
Position 866: 2.7507646817144084e-07
Position 474: 2.5868503197836336e-07
Position 470: 2.517638674754813e-07
Position 458: 2.4096550800095734e-07
Position 594: 2.3580351471986556e-07
Position 672: 1.685558000156074e-08
Position 422: 1.5927527043505253e-08
Position 684: 1.2826741452413643e-08
Position 200: 9.614838720759454e-09
Position 444: 8.468520934341949e-09
Position 202: 3.334958400130171e-09
Position 1779: 3.1305302613619213e-09
Position 168: 1.5260427874847194e-09
Position 427: 1.297272596091831e-09
Position 145: 1.0283991620894806e-09
Position 124: 2.8234458886948854e-10
Position 139: 1.5957267679991642e-10
Position 691: 1.2396516507448765e-10
Position 601: 1.1802156012796866e-10
Position 136: 8.424034614340677e-11
Position 119: 7.754816563873224e-11
Position 180: 5.4560382139334526e-11
Position 454: 3.702291678705024e-11
Position 129: 3.4149444226213614e-11
Position 434: 1.1576975672830963e-11
Position 113: 6.03088500713864e-12
Position 91: 1.3280836945199996e-12
