Gene = Elof1
Position 3550: 0.0024029247184026025
Position 2777: 0.0022921919531334756
Position 2416: 0.001925662021403848
Position 2370: 0.0017403361688812559
Position 3752: 0.001688132098178158
Position 4026: 0.0016159102419526065
Position 1365: 0.001538356735185544
Position 789: 0.0015202335268631642
Position 3293: 0.0014207348830004459
Position 3166: 0.0013953049233476596
Position 3541: 0.0013900906921315691
Position 349: 0.0011822308956725344
Position 1012: 0.001138690127423623
Position 786: 0.0011331614442923283
Position 2068: 0.0010255849394190677
Position 2660: 0.0009701080481426512
Position 390: 0.0009686837165676907
Position 164: 0.0008906143540174391
Position 1393: 0.0008347678617964812
Position 755: 0.0008300985645646631
Position 1060: 0.0007563179470774885
Position 442: 0.000755844748486018
Position 1782: 0.0007086274185751655
Position 2826: 0.0006931743239826039
Position 1632: 0.0006239081319025607
Position 120: 0.0005968570431323413
Position 3797: 0.0005947710816135837
Position 3764: 0.0005624264328040984
Position 3069: 0.0005539804424247504
Position 2107: 0.0004971075069495155
Position 2796: 0.0004878555217472996
Position 3451: 0.00047375927178434853
Position 3133: 0.0004471940477412368
Position 387: 0.0004277617291603783
Position 240: 0.0003895049141288282
Position 1088: 0.0003846196227259721
Position 3591: 0.00034076255622960506
Position 3678: 0.0003330547979768991
Position 4171: 0.00032174966061691997
Position 1006: 0.0003073898643104811
Position 2316: 0.0003045436446434083
Position 140: 0.0002814711603452074
Position 3445: 0.000233709230829593
Position 769: 0.00022494900496560134
Position 1189: 0.00016695068077136733
Position 138: 0.00016039454526749116
Position 3094: 0.00013333852657406044
Position 860: 0.0001273284969547999
Position 1027: 0.00012418303437229612
Position 3979: 0.00012062552938982435
Position 4056: 0.00011750149694455987
Position 798: 0.00010863358737033023
Position 4115: 0.00010503274002448185
Position 3515: 0.00010324658334949702
Position 1859: 9.795499960356777e-05
Position 688: 8.670453916174924e-05
Position 2202: 8.31868156416933e-05
Position 3689: 7.648819172795662e-05
Position 212: 7.535036801207002e-05
Position 468: 7.012805200031144e-05
Position 3011: 6.845396816287945e-05
Position 3578: 6.667673475203806e-05
Position 3300: 5.6067124793011865e-05
Position 1458: 5.487422482800508e-05
Position 1463: 4.771629346616189e-05
Position 3602: 3.752921424359298e-05
Position 934: 3.3349031858007445e-05
Position 3846: 2.398434593078738e-05
Position 355: 1.5549766782730453e-05
Position 145: 1.3444158346562027e-05
Position 406: 1.1767521662293513e-05
Position 480: 1.1640149848305814e-05
Position 488: 1.0236265680917303e-05
Position 685: 9.134592036792474e-06
Position 416: 9.022125338490681e-06
Position 1539: 7.310346302272184e-06
Position 907: 7.021630028732103e-06
Position 1351: 6.21052568034088e-06
Position 1259: 6.207310082756658e-06
Position 1254: 6.165946308637355e-06
Position 181: 5.844110312106266e-06
Position 810: 5.359850580844125e-06
Position 1510: 4.424726156926604e-06
Position 1646: 4.241212325198902e-06
Position 1529: 3.556837793389299e-06
Position 1815: 3.215315344503863e-06
Position 1805: 3.074992259092672e-06
Position 877: 1.7044996960725205e-06
Position 643: 1.6657349972967178e-06
Position 1407: 1.5626969333214715e-06
Position 801: 1.450828445866098e-06
Position 871: 1.267100638923283e-06
Position 398: 1.0054699876412558e-06
Position 351: 9.388709772510162e-07
Position 507: 4.677712550122522e-07
Position 1586: 5.447523276752979e-08
Position 517: 2.2610481551678567e-08
Position 450: 1.8924157712403703e-08
Position 911: 9.255090717829152e-09
Position 572: 7.893070686780325e-09
Position 918: 7.810750631534373e-09
Position 500: 5.661993027494649e-09
Position 699: 1.7486287865965227e-09
Position 1152: 7.268243485108424e-10
Position 497: 1.885266784321813e-10
