Gene = Snapin
Position 2002: 0.006383195742018693
Position 555: 0.006324565473914792
Position 1668: 0.006088331251144696
Position 363: 0.003979414758157402
Position 381: 0.002939554296887921
Position 2109: 0.0029246145050902824
Position 2199: 0.0024195975184032148
Position 1164: 0.0022504542759286547
Position 2456: 0.0018646297048864524
Position 1829: 0.0018397186760186084
Position 1903: 0.0011278715035792438
Position 315: 0.001119847953417522
Position 1249: 0.0011115036477523117
Position 2872: 0.0008606311703355553
Position 2966: 0.0006921435178601429
Position 786: 0.0006700154354764892
Position 2741: 0.0006197057371116171
Position 1534: 0.0005823997812111968
Position 1465: 0.0005809694578641433
Position 2700: 0.0005525723991231472
Position 1405: 0.00044267706385721096
Position 275: 0.00040544377745471184
Position 2031: 0.0003902395760484925
Position 2077: 0.00036151975528773896
Position 1598: 0.0003251098763097502
Position 1855: 0.00030511555493784536
Position 732: 0.00028290084567777807
Position 2881: 0.00022000644397024603
Position 2990: 0.00021216645853593694
Position 993: 0.00020365887285426319
Position 1328: 0.000202032975632952
Position 348: 0.0001957280526585564
Position 1408: 0.00017800425693908703
Position 440: 0.00015890773724589052
Position 322: 0.0001484700373928473
Position 378: 0.00013792865126370862
Position 1724: 0.00013785685842677894
Position 2930: 0.00011477296593601992
Position 942: 0.0001048537377344213
Position 2316: 9.170222103050073e-05
Position 1934: 8.935742398971425e-05
Position 2358: 8.680023844936073e-05
Position 343: 7.736103897141066e-05
Position 780: 7.696510249126585e-05
Position 2214: 7.07449579639823e-05
Position 666: 6.859078988195923e-05
Position 444: 6.488789538716706e-05
Position 1450: 6.171587609529099e-05
Position 2300: 5.831667749617856e-05
Position 2015: 5.092717270603988e-05
Position 1695: 5.0645309455769515e-05
Position 1710: 5.044634673070151e-05
Position 2548: 4.421418182042276e-05
Position 630: 4.271818965028358e-05
Position 948: 3.7179215577162584e-05
Position 1232: 3.714973408306392e-05
Position 599: 3.294598975161457e-05
Position 1013: 3.254659641259672e-05
Position 1482: 3.0520490035219094e-05
Position 1678: 3.024108655782805e-05
Position 2555: 2.9596638568397154e-05
Position 479: 2.6594651220745738e-05
Position 302: 2.5860797467606192e-05
Position 2012: 2.5128545759742677e-05
Position 1509: 2.2768810919925562e-05
Position 2303: 1.9783147615815232e-05
Position 1489: 1.973458831750802e-05
Position 870: 1.9648316717656037e-05
Position 1292: 1.9046152576066775e-05
Position 2891: 1.8194901513935147e-05
Position 1136: 1.6808678977967975e-05
Position 2272: 1.6613593466784984e-05
Position 1091: 1.6420206045586062e-05
Position 958: 1.620951740127631e-05
Position 1475: 1.544566888163022e-05
Position 288: 1.4608442333458584e-05
Position 1272: 1.305700551476789e-05
Position 1738: 1.3013470787900655e-05
Position 485: 1.228429797672711e-05
Position 1311: 1.0936585005043443e-05
Position 266: 1.0116364923663537e-05
Position 819: 1.0062827867490848e-05
Position 836: 8.497937552944543e-06
Position 119: 8.399837170358887e-06
Position 334: 6.938788697919335e-06
Position 2112: 6.716248050511807e-06
Position 822: 5.696807341362161e-06
Position 561: 5.458563123059567e-06
Position 1176: 5.268153057550397e-06
Position 250: 5.0747108079629975e-06
Position 1953: 4.47981894498553e-06
Position 2510: 3.920056064230758e-06
Position 964: 3.4529572246482966e-06
Position 790: 3.005037063419602e-06
Position 2322: 2.6614724945996153e-06
Position 646: 2.473365615335501e-06
Position 1959: 2.196019814678844e-06
Position 2392: 1.8764743356897202e-06
Position 89: 1.6490534668936528e-06
Position 725: 1.42068153420655e-06
Position 452: 7.674616193442622e-07
Position 139: 7.409731089256836e-07
Position 449: 7.256617268545967e-07
Position 1866: 5.883795558550785e-07
Position 1264: 4.729536604152166e-07
Position 1920: 3.441343595973144e-07
Position 510: 2.391396664700464e-07
Position 234: 2.3367785394874194e-07
Position 638: 2.0616963625031266e-07
Position 172: 8.838117488783896e-08
Position 175: 8.518364868730875e-08
Position 104: 7.956225882265395e-08
Position 201: 3.764738523522776e-08
Position 454: 3.5892167748097e-08
Position 501: 2.010779947080345e-08
Position 1415: 4.254036126416341e-09
Position 207: 2.1906319613020364e-09
Position 151: 1.9547072856847934e-09
Position 674: 4.753086703392533e-10
Position 497: 1.1649477080655089e-10
Position 676: 5.562586141592042e-11
Position 990: 3.2036183686268987e-11
Position 920: 1.5125057010589573e-11
Position 641: 5.677092722422465e-12
Position 844: 3.1998483446032235e-12
